GROUP,CONAME,DIST,DISTNAME,PP3VV,STPCT01VV,LTPCT01VV,FDPCT01VV,TUPCT01VV,FBPCT01VV,OTPCT01VV,STRAT01VV,SSRAT01VV,SARAT01VV,PCTSEVV,CO,OTHER01
C. K-8 / 401 - 750,CAMDEN,3420,MOUNT EPHRAIM BORO,16669,0.421,0.526,0.028,0.002,0,0.023,15.1,90.4,113,0.195,7,0
E. K-12 / 0 - 1800,CAMDEN,3770,OAKLYN BORO,14994,0.37,0.524,0.032,0.073,0,0.001,10.4,91.7,146.7,0.134,7,0
G. K-12 / 3501 +,CAMDEN,4060,PENNSAUKEN TWP,18644,0.548,0.342,0.032,0.009,0.068,0.001,12.6,97.1,194.1,0.177,7,9419
F. K-12 / 1801 - 3500,CAMDEN,4110,PINE HILL BORO,20146,0.503,0.279,0.029,0.133,0.047,0.009,11.4,69.3,133.7,0.175,7,0
D. K-8 / 751 +,CAMDEN,4590,RUNNEMEDE BORO,14420,0.46,0.497,0.039,0.004,0,0,12.5,77.5,171.8,0.109,7,0
C. K-8 / 401 - 750,CAMDEN,4790,SOMERDALE BORO,15472,0.473,0.481,0.042,0,0,0.004,12.4,97.1,291.4,0.135,7,0
H. 7-12 / 9-12,CAMDEN,5035,STERLING HIGH SCHOOL DIST,18922,0.465,0.397,0.02,0.105,0,0.013,12.8,75.7,74.4,0.162,7,0
D. K-8 / 751 +,CAMDEN,5080,STRATFORD BORO,16324,0.421,0.455,0.026,0.045,0.038,0.015,13,73.3,161.2,0.167,7,28082
D. K-8 / 751 +,CAMDEN,5400,VOORHEES TWP,17502,0.206,0.752,0.021,0,0.018,0.003,13.3,77,193.9,0.108,7,0
A. K-6,CAMDEN,5560,WATERFORD TWP,15156,0.507,0.467,0.024,0.001,0,0.001,12.8,65.3,166.2,0.117,7,660598
G. K-12 / 3501 +,CAMDEN,5820,WINSLOW TWP,20292,0.483,0.403,0.028,0.026,0.059,0.001,11.5,64.7,185.4,0.127,7,0
C. K-8 / 401 - 750,CAMDEN,5900,WOODLYNNE BORO,15862,0.693,0.179,0.054,0.002,0.06,0.012,13.7,95,145.7,0.170,7,0
K. CHARTER,CAMDEN,6024,CAMDEN'S PRIDE CHARTER SCHOOL,15403,0.881,0.052,0.066,0,0,0.001,8.1,240,120,0.046,80,0
K. CHARTER,CAMDEN,6063,CAMDEN COMMUNITY CHARTER SCHOOL,0,0,0,0,0,0,0,0,0,0,0,80,0
K. CHARTER,CAMDEN,6083,KNOWLEDGE A TO Z CHARTER SCHOOL,13279,0.897,0.046,0.057,0,0,0,10.3,97.5,195,0.047,80,0
K. CHARTER,CAMDEN,6086,HOPE COMMUNITY CS,0,0,0,0,0,0,0,0,0,0,0,80,0
K. CHARTER,CAMDEN,6088,CITY INVINCIBLE CS,14002,0.909,0.033,0.058,0,0,0,0,0,0,0.116,80,0
K. CHARTER,CAMDEN,6212,CAMDEN ACADEMY CHARTER HS,19597,0.867,0.084,0.048,0,0,0.001,11.9,49,126,0.127,80,0
K. CHARTER,CAMDEN,6215,CAMDEN'S PROMISE CS,21833,0.771,0.169,0.06,0,0,0,11.5,153.3,83.6,0.101,80,0
K. CHARTER,CAMDEN,6232,ENVIRONMENT COMMUNITY CS,12851,0.858,0.078,0.064,0,0,0,12.8,625,147.1,0.048,80,0
K. CHARTER,CAMDEN,6240,FREEDOM ACADEMY CS,18902,0.906,0.053,0.041,0,0,0,0,0,0,0.129,80,0
K. CHARTER,CAMDEN,6325,D.U.E. SEASON CS,17360,0.842,0.047,0.111,0,0,0,10.4,306,87.4,0.068,80,0
K. CHARTER,CAMDEN,7109,LEAP ACADEMY UNIVERSITY CS,17033,0.859,0.071,0.061,0,0,0.009,12.6,585,130,0.054,80,0
B. K-8 / 0 - 400,CAPE MAY,170,AVALON BORO,43775,0.077,0.631,0.008,0.16,0,0.124,4.5,33.9,20.3,0.098,9,498310
A. K-6,CAPE MAY,710,CAPE MAY CITY,28761,0.22,0.427,0.343,0.007,0,0.003,27.3,0,177.5,0.106,9,0
I. CSSD,CAPE MAY,715,CAPE MAY CO SPECIAL SERV,60948,0.1,0.333,0.007,0.555,0,0.005,5.6,9.5,52.7,0.898,9,0
J. VOC,CAPE MAY,720,CAPE MAY CO VOCATIONAL,25287,0.191,0.513,0.026,0.267,0,0.003,10.4,128.6,99.2,0.114,9,-1.862645E-9
C. K-8 / 401 - 750,CAPE MAY,1080,DENNIS TWP,22733,0.432,0.524,0.025,0.002,0,0.017,9.4,54,148.5,0.167,9,0
H. 7-12 / 9-12,CAPE MAY,2820,LOWER CAPE MAY REGIONAL,21740,0.36,0.603,0.03,0.001,0,0.006,11.1,75.2,148.2,0.296,9,0
A. K-6,CAPE MAY,2840,LOWER TWP,16929,0.441,0.519,0.038,0.002,0,0,12.4,85.9,257.7,0.159,9,0
F. K-12 / 1801 - 3500,CAPE MAY,3130,MIDDLE TWP,18001,0.35,0.494,0.027,0.06,0.058,0.011,12.5,88.3,217.2,0.170,9,-250000
B. K-8 / 0 - 400,CAPE MAY,3680,NORTH WILDWOOD CITY,24991,0.179,0.696,0.04,0.083,0,0.002,8.7,59.1,102.9,0.147,9,0
F. K-12 / 1801 - 3500,CAPE MAY,3780,OCEAN CITY,21285,0.123,0.492,0.016,0.26,0.098,0.011,10.9,93.1,189.7,0.131,9,36578
B. K-8 / 0 - 400,CAPE MAY,5060,STONE HARBOR BORO,33301,0.077,0.68,0.008,0.228,0,0.007,6.4,1114.3,0,0.038,9,0
D. K-8 / 751 +,CAPE MAY,5340,UPPER TWP,17115,0.33,0.63,0.02,0.019,0,0.001,12.2,76.5,170.1,0.101,9,0
A. K-6,CAPE MAY,5610,WEST CAPE MAY BORO,20750,0.319,0.643,0.032,0.005,0,0.001,14.1,198,57.1,0.031,9,0
E. K-12 / 0 - 1800,CAPE MAY,5790,WILDWOOD CITY,23862,0.361,0.484,0.066,0.088,0,0.001,8.7,71,121.8,0.206,9,0
B. K-8 / 0 - 400,CAPE MAY,5800,WILDWOOD CREST BORO,25598,0.152,0.819,0.02,0.004,0,0.005,8.9,69.5,73.4,0.191,9,0
B. K-8 / 0 - 400,CAPE MAY,5840,WOODBINE BORO,22358,0.666,0.268,0.055,0,0,0.011,9.9,0,58.8,0.187,9,0
G. K-12 / 3501 +,CUMBERLAND,540,BRIDGETON CITY,18577,0.887,0.043,0.047,0.004,0,0.019,16.8,126.5,160,0.073,11,0
C. K-8 / 401 - 750,CUMBERLAND,950,COMMERCIAL TWP,18559,0.798,0.136,0.062,0.001,0,0.003,13.1,86.7,202.3,0.148,11,0
J. VOC,CUMBERLAND,995,CUMBERLAND CO VOCATIONAL,20138,0.513,0.318,0.038,0.123,0,0.008,21.6,98.7,90.8,0.264,11,0
H. 7-12 / 9-12,CUMBERLAND,997,CUMBERLAND REGIONAL,20464,0.575,0.32,0.024,0,0.027,0.054,15.4,178.4,124.9,0.169,11,47001
B. K-8 / 0 - 400,CUMBERLAND,1020,DEERFIELD TWP,17582,0.518,0.425,0.039,0,0,0.018,12,86.3,177,0.096,11,11127
B. K-8 / 0 - 400,CUMBERLAND,1120,DOWNE TWP,17789,0.594,0.354,0.048,0.002,0,0.002,11,189,157.5,0.143,11,0
C. K-8 / 401 - 750,CUMBERLAND,1460,FAIRFIELD TWP,21789,0.756,0.121,0.057,0,0,0.066,11.3,120,120,0.106,11,0
B. K-8 / 0 - 400,CUMBERLAND,1820,GREENWICH TWP,18105,0.382,0.574,0.038,0.006,0,0,5.2,77,77,0.078,11,0
C. K-8 / 401 - 750,CUMBERLAND,2270,HOPEWELL TWP,15656,0.509,0.428,0.036,0.019,0,0.008,13.7,95.6,87.5,0.136,11,50
C. K-8 / 401 - 750,CUMBERLAND,2570,LAWRENCE TWP,15864,0.69,0.238,0.047,0.006,0,0.019,12,126,168,0.087,11,32000
C. K-8 / 401 - 750,CUMBERLAND,3050,MAURICE RIVER TWP,15016,0.631,0.332,0.033,0.004,0,0,13.3,156.7,175.9,0.132,11,0
G. K-12 / 3501 +,CUMBERLAND,3230,MILLVILLE CITY,18372,0.76,0.105,0.043,0.067,0,0.025,11.7,75.3,140.5,0.172,11,0
B. K-8 / 0 - 400,CUMBERLAND,5070,STOW CREEK TWP,16720,0.491,0.467,0.039,0.001,0,0.002,5.1,111,55.5,0.054,11,0
D. K-8 / 751 +,CUMBERLAND,5300,UPPER DEERFIELD TWP,17617,0.485,0.435,0.044,0.009,0.002,0.025,11.6,79.7,160.9,0.136,11,2749
G. K-12 / 3501 +,CUMBERLAND,5390,VINELAND CITY,19783,0.81,0.106,0.04,0.006,0,0.038,11.2,61.2,186.3,0.135,11,296957
K. CHARTER,CUMBERLAND,6028,VINELAND PUBLIC CHARTER SCHOOL,10808,0.782,0.164,0.053,0,0,0.001,13.1,0,125.6,0.018,80,0
K. CHARTER,CUMBERLAND,6069,MILLVILLE PUBLIC CHARTER SCHOOL,12365,0.702,0.144,0.154,0,0,0,0,0,0,0.007,80,0
K. CHARTER,CUMBERLAND,6089,COMPASS ACADEMY CS,0,0,0,0,0,0,0,0,0,0,0,80,0
G. K-12 / 3501 +,ESSEX,250,BELLEVILLE TOWN,15190,0.474,0.487,0.038,0,0,0.001,14,96.4,231.3,0.118,13,0
G. K-12 / 3501 +,ESSEX,410,BLOOMFIELD TWP,15848,0.3,0.66,0.028,0.003,0,0.009,12.4,81.4,206.2,0.146,13,0
F. K-12 / 1801 - 3500,ESSEX,660,CALDWELL-WEST CALDWELL,16680,0.128,0.857,0.013,0,0,0.002,12.3,99.5,164.1,0.132,13,0
E. K-12 / 0 - 1800,ESSEX,760,CEDAR GROVE TWP,17166,0.115,0.864,0.015,0,0,0.006,12.7,70.8,135.7,0.124,13,0
G. K-12 / 3501 +,ESSEX,1210,EAST ORANGE,25032,0.811,0.082,0.042,0,0,0.065,11.3,63.7,139.7,0.123,13,688606
J. VOC,ESSEX,1390,ESSEX CO VOC-TECH,23530,0.506,0.124,0.09,0.28,0,0,11.9,71.5,129.8,0.121,13,0
A. K-6,ESSEX,1400,ESSEX FELLS BORO,22766,0.123,0.866,0.01,0,0,0.001,8.1,55,105,0.119,13,0
A. K-6,ESSEX,1465,FAIRFIELD TWP,17241,0.121,0.825,0.012,0.002,0.032,0.008,11.8,86.5,164.8,0.104,13,0
F. K-12 / 1801 - 3500,ESSEX,1750,GLEN RIDGE BORO,15979,0.115,0.85,0.012,0.019,0,0.004,12.3,76.7,196.4,0.114,13,-65442
G. K-12 / 3501 +,ESSEX,2330,IRVINGTON TOWNSHIP,22440,0.814,0.114,0.038,0,0,0.034,12.7,77.4,174.6,0.083,13,550000
G. K-12 / 3501 +,ESSEX,2730,LIVINGSTON TWP,19225,0.124,0.851,0.014,0,0.003,0.008,13.3,75.9,194.2,0.128,13,-750000
G. K-12 / 3501 +,ESSEX,3190,MILLBURN TWP,18579,0.127,0.844,0.013,0.004,0,0.012,12.9,79.9,191,0.120,13,755657
G. K-12 / 3501 +,ESSEX,3310,MONTCLAIR TOWN,18805,0.152,0.824,0.019,0.001,0,0.004,12.2,69.9,222.2,0.153,13,0
G. K-12 / 3501 +,ESSEX,3570,NEWARK CITY,24281,0.761,0.159,0.051,0,0,0.029,11.3,59.9,91.5,0.132,13,0
A. K-6,ESSEX,3630,NORTH CALDWELL BORO,18433,0.106,0.862,0.011,0.016,0,0.005,10,71.9,169,0.133,13,0
G. K-12 / 3501 +,ESSEX,3750,NUTLEY TOWN,16226,0.205,0.767,0.018,0.002,0,0.008,13.9,79.3,192.8,0.143,13,-87439
G. K-12 / 3501 +,ESSEX,3880,CITY OF ORANGE TWP,20821,0.795,0.106,0.039,0.002,0,0.058,11.2,74.6,124.3,0.158,13,0
A. K-6,ESSEX,4530,ROSELAND BORO,18771,0.117,0.847,0.011,0.009,0,0.016,12.6,73.8,150,0.125,13,0
G. K-12 / 3501 +,ESSEX,4900,SOUTH ORANGE-MAPLEWOOD,18655,0.134,0.845,0.016,0.001,0,0.004,12.3,85.9,153.8,0.117,13,51162
F. K-12 / 1801 - 3500,ESSEX,5370,VERONA BORO,16219,0.134,0.847,0.013,0.007,0,0,14.7,80.6,136,0.097,13,-55579
H. 7-12 / 9-12,ESSEX,5630,WEST ESSEX REGIONAL,22962,0.094,0.882,0.008,0.002,0,0.014,11.1,85.2,115.6,0.146,13,1300181
G. K-12 / 3501 +,ESSEX,5680,WEST ORANGE TOWN,22317,0.149,0.82,0.024,0.003,0,0.004,11.6,66.3,177.6,0.166,13,0
K. CHARTER,ESSEX,6020,PRIDE ACADEMY CHARTER SCHOOL,18505,0.839,0.109,0.052,0,0,0,8.8,88,44,0.133,80,0
K. CHARTER,ESSEX,6022,BURCH CHARTER SCHOOL OF EXCELLENCE,13104,0.811,0.15,0.039,0,0,0,18.9,90,120,0.020,80,0
K. CHARTER,ESSEX,6029,NEWARK EDUCATORS CHARTER SCHOOL,19320,0.775,0.156,0.068,0,0,0.001,10.3,100,100,0.066,80,0
K. CHARTER,ESSEX,6037,NEWARK LEGACY CS,14884,0.815,0.12,0.065,0,0,0,15.6,0,0,0.017,80,0
K. CHARTER,ESSEX,6038,VISIONS ACADEMY CS,16775,0.817,0.132,0.051,0,0,0,0,0,0,0.065,80,0
K. CHARTER,ESSEX,6053,GREAT OAKS CHARTER SCHOOL,16100,0.756,0.138,0.106,0,0,0,0,0,0,0.112,80,0
K. CHARTER,ESSEX,6057,PEOPLE'S PREPARATORY CHARTER SCHOOL,17403,0.806,0.128,0.065,0,0,0.001,0,0,0,0.122,80,0
K. CHARTER,ESSEX,6058,ROSEVILLE COMMUNITY CS,15024,0.788,0.182,0.03,0,0,0,0,0,0,0.026,80,0
K. CHARTER,ESSEX,6059,NEWARK PREP,18411,0.864,0.119,0.017,0,0,0,166.7,375,750,0.187,80,0
K. CHARTER,ESSEX,6090,PAULO FREIRE CS FOR LIBERTY ED,17066,0.793,0.189,0.019,0,0,0,0,0,0,0.099,80,0
K. CHARTER,ESSEX,6091,MERIT PREP CS OF NEWARK,15220,0.762,0.181,0.057,0,0,0,0,0,0,0.013,80,0
K. CHARTER,ESSEX,6094,PHILLIPS ACADEMY CHARTER SCHOOL,0,0,0,0,0,0,0,0,0,0,0,80,0
K. CHARTER,ESSEX,6320,DISCOVERY CS,19130,0.104,0.838,0.058,0,0,0,0,0,0,0.053,80,0
K. CHARTER,ESSEX,6410,EAST ORANGE COMMUNITY CS,16728,0.829,0.107,0.064,0,0,0,13.5,99.2,194.5,0.061,80,0
K. CHARTER,ESSEX,6665,GRAY CS,17549,0.827,0.121,0.052,0,0,0,12.2,158,158,0.000,80,0
K. CHARTER,ESSEX,7100,LADY LIBERTY ACADEMY CS,17637,0.124,0.808,0.069,0,0,0,10,93.6,78,0.079,80,0
K. CHARTER,ESSEX,7210,MARION P. THOMAS CS,18010,0.821,0.105,0.074,0,0,0,14.6,140,100,0.018,80,0
K. CHARTER,ESSEX,7280,GREATER NEWARK CS,17397,0.838,0.116,0.046,0,0,0,14.6,58.3,43.8,0.062,80,0
K. CHARTER,ESSEX,7290,NEW HORIZONS COMM. CS,16289,0.812,0.11,0.078,0,0,0,12.1,248.5,71,0.072,80,0
K. CHARTER,ESSEX,7320,NORTH STAR ACAD. CS OF NEWARK,18833,0.767,0.162,0.071,0,0,0,10.7,439,133.8,0.063,80,0
K. CHARTER,ESSEX,7325,TEAM ACADEMY CHARTER SCHOOL,21156,0.113,0.82,0.067,0,0,0,11.3,178.8,298,0.120,80,0
K. CHARTER,ESSEX,7730,ROBERT TREAT ACADEMY CS,16447,0.825,0.133,0.042,0,0,0,24.9,350.6,287.5,0.028,80,0
K. CHARTER,ESSEX,7735,MARIA L. VARISCO-ROGERS CS,18601,0.077,0.673,0.043,0,0.207,0,9.6,92.8,77.3,0.045,80,0
K. CHARTER,ESSEX,8065,UNIVERSITY HEIGHTS CS,17086,0.837,0.13,0.033,0,0,0,11.2,112,56,0.060,80,0
E. K-12 / 0 - 1800,GLOUCESTER,860,CLAYTON BORO,16951,0.525,0.365,0.067,0.017,0,0.026,12.7,83,139.5,0.149,15,0
H. 7-12 / 9-12,GLOUCESTER,870,CLEARVIEW REGIONAL,15959,0.481,0.471,0.017,0.007,0,0.024,14.3,97.2,164.6,0.116,15,0
G. K-12 / 3501 +,GLOUCESTER,1100,DEPTFORD TWP,15396,0.429,0.521,0.034,0.007,0,0.009,13.3,92.6,161.1,0.123,15,0
A. K-6,GLOUCESTER,1180,EAST GREENWICH TWP,12585,0.29,0.673,0.016,0,0,0.021,14.9,132,171.6,0.089,15,0
A. K-6,GLOUCESTER,1330,ELK TWP,16721,0.522,0.424,0.039,0.013,0,0.002,11,74,370,0.097,15,0
A. K-6,GLOUCESTER,1590,FRANKLIN TWP,16401,0.468,0.445,0.033,0.053,0,0.001,12.9,87.7,200.4,0.115,15,0
H. 7-12 / 9-12,GLOUCESTER,1715,GATEWAY REGIONAL,23628,0.429,0.533,0.02,0.002,0,0.016,12,61.3,100.6,0.192,15,0
F. K-12 / 1801 - 3500,GLOUCESTER,1730,GLASSBORO,18832,0.46,0.451,0.039,0.01,0.024,0.016,12.3,88.8,188,0.165,15,-271452
I. CSSD,GLOUCESTER,1774,GLOUCESTER CO SPEC SERV,49515,0.076,0.149,0.05,0.72,0,0.005,6.9,12,41.4,0.977,15,64087
J. VOC,GLOUCESTER,1775,GLOUCESTER CO VOCATIONAL,10123,0.401,0.434,0.034,0.116,0,0.015,16.7,124.3,213.1,0.138,15,32522
C. K-8 / 401 - 750,GLOUCESTER,1830,GREENWICH TWP,19111,0.167,0.789,0.025,0.018,0,0.001,11.7,58.1,127.8,0.172,15,0
A. K-6,GLOUCESTER,2070,HARRISON TWP,14684,0.407,0.552,0.021,0.014,0,0.006,13.5,99.8,205.3,0.049,15,0
H. 7-12 / 9-12,GLOUCESTER,2440,KINGSWAY REGIONAL,15225,0.326,0.565,0.012,0.079,0,0.018,13.3,117.2,167.4,0.144,15,-1500000
D. K-8 / 751 +,GLOUCESTER,2750,LOGAN TWP,17127,0.36,0.613,0.018,0.009,0,0,10.5,93.2,168.5,0.088,15,1600
A. K-6,GLOUCESTER,2990,MANTUA TWP,16287,0.387,0.576,0.024,0.014,0,0,10.9,72.1,188.6,0.147,15,0
G. K-12 / 3501 +,GLOUCESTER,3280,MONROE TWP,15644,0.45,0.493,0.027,0.005,0,0.025,13.7,99.4,277.3,0.149,15,-1460628
A. K-6,GLOUCESTER,3490,NATIONAL PARK BORO,17685,0.512,0.387,0.035,0.008,0.046,0.012,10.9,50.2,142.2,0.148,15,4943
E. K-12 / 0 - 1800,GLOUCESTER,4020,PAULSBORO BORO,19580,0.625,0.233,0.063,0.07,0,0.009,10.9,61.6,130.1,0.188,15,0
E. K-12 / 0 - 1800,GLOUCESTER,4140,PITMAN BORO,17273,0.474,0.483,0.024,0.007,0.011,0.001,14.4,88.5,170.9,0.160,15,344871
A. K-6,GLOUCESTER,4880,SOUTH HARRISON TWP,15574,0.356,0.615,0.021,0.002,0,0.006,12.9,79.6,119.3,0.134,15,0
H. 7-12 / 9-12,GLOUCESTER,4940,DELSEA REGIONAL H.S DIST.,18540,0.478,0.424,0.022,0.033,0.043,0,13.7,90,150,0.116,15,0
A. K-6,GLOUCESTER,5120,SWEDESBORO-WOOLWICH,14717,0.347,0.619,0.016,0,0,0.018,13,79,246,0.113,15,6212
G. K-12 / 3501 +,GLOUCESTER,5500,WASHINGTON TWP,18482,0.414,0.51,0.019,0.003,0.049,0.005,12,73.1,178.8,0.190,15,-445369
A. K-6,GLOUCESTER,5590,WENONAH BORO,14424,0.223,0.724,0.015,0.005,0.015,0.018,11.2,189.2,246,0.114,15,15000
F. K-12 / 1801 - 3500,GLOUCESTER,5620,WEST DEPTFORD TWP,15695,0.337,0.634,0.026,0.003,0,0,14.6,79.8,187.5,0.158,15,0
A. K-6,GLOUCESTER,5740,WESTVILLE BORO,16213,0.49,0.372,0.035,0.019,0.063,0.021,11.3,72.3,182.6,0.150,15,80462
E. K-12 / 0 - 1800,GLOUCESTER,5860,WOODBURY CITY,19438,0.486,0.436,0.056,0.004,0,0.018,12,76.2,138.5,0.151,15,361720
A. K-6,GLOUCESTER,5870,WOODBURY HEIGHTS BORO,16087,0.39,0.572,0.033,0.004,0,0.001,11,50.5,158.6,0.131,15,-27493
G. K-12 / 3501 +,HUDSON,220,BAYONNE CITY,15344,0.472,0.479,0.04,0.001,0.002,0.006,13.6,131.2,238.1,0.135,17,-120760
B. K-8 / 0 - 400,HUDSON,1200,EAST NEWARK BORO,13110,0.698,0.258,0.045,0,0,0,15.8,104.5,102.4,0.051,17,0
D. K-8 / 751 +,HUDSON,1850,GUTTENBERG TOWN,12914,0.332,0.603,0.071,0,0,0,14.6,132.8,168.2,0.096,17,0
F. K-12 / 1801 - 3500,HUDSON,2060,HARRISON TOWN,22061,0.646,0.205,0.037,0.033,0,0.079,12.9,82.5,130.6,0.133,17,114991
F. K-12 / 1801 - 3500,HUDSON,2210,HOBOKEN CITY,25371,0.36,0.558,0.043,0.005,0,0.034,10.5,48.8,142.4,0.106,17,0
J. VOC,HUDSON,2295,HUDSON COUNTY VOCATIONAL,23126,0.441,0.47,0.078,0.01,0,0.001,15.8,97.1,135.2,0.066,17,0
G. K-12 / 3501 +,HUDSON,2390,JERSEY CITY,23273,0.76,0.164,0.053,0,0,0.023,10.9,76.4,162.5,0.107,17,0
G. K-12 / 3501 +,HUDSON,2410,KEARNY TOWN,14854,0.433,0.516,0.032,0,0,0.019,13.7,110.3,188.7,0.123,17,343504
G. K-12 / 3501 +,HUDSON,3610,NORTH BERGEN TWP,15430,0.573,0.348,0.049,0.027,0,0.003,13.7,129.6,185.2,0.136,17,247318
F. K-12 / 1801 - 3500,HUDSON,4730,SECAUCUS TOWN,18209,0.113,0.859,0.019,0,0,0.009,13,103.5,197.5,0.111,17,0
G. K-12 / 3501 +,HUDSON,5240,UNION CITY,20546,0.835,0.066,0.043,0,0,0.056,14.3,132.2,179.2,0.108,17,-2207746
E. K-12 / 0 - 1800,HUDSON,5580,WEEHAWKEN TWP,19598,0.215,0.739,0.035,0.004,0,0.007,12.1,66.8,140.9,0.090,17,0
G. K-12 / 3501 +,HUDSON,5670,WEST NEW YORK TOWN,17620,0.786,0.096,0.045,0,0,0.073,0,0,0,0.118,17,276210
K. CHARTER,HUDSON,6030,THE ETHICAL COMMUNITY CHARTER SCHOOL,11964,0.689,0.277,0.034,0,0,0,10.1,58.5,58.5,0.080,80,0
K. CHARTER,HUDSON,6036,HOLA HOBOKEN DUAL LANG CS,12864,0.129,0.857,0.014,0,0,0,215,0,0,0.014,80,0
K. CHARTER,HUDSON,6064,DR LENA EDWARDS ACADEMIC CS,13607,0.727,0.237,0.036,0,0,0,0,0,0,0.088,80,0
K. CHARTER,HUDSON,6068,M E T S CHARTER SCHOOL,12873,0.704,0.232,0.064,0,0,0,0,0,0,0.025,80,0
K. CHARTER,HUDSON,6082,BELOVED COMMUNITY CHARTER SCHOOL,11636,0.091,0.875,0.034,0,0,0,14.3,120,120,0.020,80,0
K. CHARTER,HUDSON,6093,JERSEY CITY GLOBAL CS,0,0,0,0,0,0,0,0,0,0,0,80,0
K. CHARTER,HUDSON,6420,ELYSIAN CS OF HOBOKEN,16133,0.368,0.612,0.021,0,0,0,12.8,92.9,144,0.139,80,0
K. CHARTER,HUDSON,6720,HOBOKEN CS,17465,0.965,0.01,0.025,0,0,0,7.1,134.5,53.8,0.106,80,0
K. CHARTER,HUDSON,6910,JERSEY CITY COMM. CS,13890,0.684,0.228,0.088,0,0,0,18,198,297,0.042,80,0
K. CHARTER,HUDSON,6915,JERSEY CITY GOLDEN DOOR,13896,0.724,0.214,0.062,0,0,0,13,164.3,70.4,0.068,80,0
K. CHARTER,HUDSON,7115,LEARNING COMMUNITY CS,13222,0.775,0.213,0.011,0,0,0.001,12.9,91.6,256.5,0.066,80,0
K. CHARTER,HUDSON,7830,SOARING HEIGHTS CS,12594,0.722,0.221,0.057,0,0,0,14.8,231,231,0.066,80,0
K. CHARTER,HUDSON,8060,UNIVERSITY ACADEMY CS,15609,0.747,0.215,0.039,0,0,0,11,74.1,78.2,0.158,80,0
C. K-8 / 401 - 750,HUNTERDON,20,ALEXANDRIA TWP,20225,0.241,0.71,0.021,0.018,0.002,0.008,10.7,55,86.9,0.103,19,278544
C. K-8 / 401 - 750,HUNTERDON,370,BETHLEHEM TWP,21495,0.236,0.731,0.02,0,0,0.013,8.5,68.6,151,0.124,19,0
B. K-8 / 0 - 400,HUNTERDON,430,BLOOMSBURY BORO,16048,0.492,0.486,0.02,0.002,0,0,0,0,0,0.119,19,0
B. K-8 / 0 - 400,HUNTERDON,670,CALIFON BORO,18297,0.194,0.783,0.016,0.006,0,0.001,8.7,59.2,101.4,0.113,19,0
B. K-8 / 0 - 400,HUNTERDON,910,CLINTON-GLEN GARDNER,18909,0.219,0.729,0.019,0.003,0.02,0.01,12.4,54.7,160.3,0.150,19,0
D. K-8 / 751 +,HUNTERDON,920,CLINTON TWP,19276,0.174,0.769,0.013,0.014,0.02,0.01,11.5,56,228.9,0.138,19,86
C. K-8 / 401 - 750,HUNTERDON,1040,DELAWARE TWP,22924,0.173,0.79,0.017,0.007,0,0.013,9.7,78.8,105.1,0.163,19,0
H. 7-12 / 9-12,HUNTERDON,1050,DELAWARE VALLEY REGIONAL,19791,0.277,0.697,0.011,0.002,0.005,0.008,13.5,77.5,132.9,0.140,19,39422
C. K-8 / 401 - 750,HUNTERDON,1160,EAST AMWELL TWP,19425,0.161,0.769,0.022,0.026,0.022,0,10.1,57.9,123.2,0.111,19,0
D. K-8 / 751 +,HUNTERDON,1510,FLEMINGTON-RARITAN REG,17831,0.19,0.785,0.018,0.002,0,0.005,11.2,81,159.6,0.125,19,0
B. K-8 / 0 - 400,HUNTERDON,1600,FRANKLIN TWP,23615,0.111,0.818,0.02,0,0.031,0.02,11,94.7,109.2,0.123,19,0
B. K-8 / 0 - 400,HUNTERDON,1680,FRENCHTOWN BORO,19928,0.333,0.586,0.02,0.006,0.039,0.016,9.4,57.6,72,0.125,19,0
B. K-8 / 0 - 400,HUNTERDON,1970,HAMPTON BORO,31153,0.368,0.573,0.034,0.005,0.005,0.015,5.9,33.3,55,0.200,19,0
B. K-8 / 0 - 400,HUNTERDON,2140,HIGH BRIDGE BORO,23010,0.297,0.669,0.015,0.017,0,0.002,8.6,51.1,119.3,0.182,19,0
C. K-8 / 401 - 750,HUNTERDON,2220,HOLLAND TWP,18455,0.238,0.694,0.014,0.005,0.04,0.009,10.1,93.9,154.5,0.142,19,0
H. 7-12 / 9-12,HUNTERDON,2300,HUNTERDON CENTRAL REG,20523,0.145,0.731,0.01,0.001,0.105,0.008,12.7,74.6,144.5,0.148,19,21249
J. VOC,HUNTERDON,2308,HUNTERDON CO VOCATIONAL,10945,0.248,0.276,0.008,0.337,0.094,0.037,21,178.9,156.5,0.289,19,0
B. K-8 / 0 - 400,HUNTERDON,2450,KINGWOOD TWP,17908,0.245,0.711,0.018,0.004,0.014,0.008,10.9,62,127.8,0.108,19,0
A. K-6,HUNTERDON,2530,LAMBERTVILLE CITY,16330,0.14,0.827,0.024,0.009,0,0,13,87.8,118.5,0.139,19,0
A. K-6,HUNTERDON,2590,LEBANON BORO,23859,0.131,0.809,0.019,0.004,0.037,0,7.2,0,79,0.063,19,0
C. K-8 / 401 - 750,HUNTERDON,2600,LEBANON TWP,18590,0.231,0.674,0.012,0.008,0.073,0.002,10.5,60.1,178.8,0.157,19,0
B. K-8 / 0 - 400,HUNTERDON,3180,MILFORD BORO,20590,0.19,0.752,0.025,0.021,0.009,0.003,14.2,119,119,0.118,19,0
