GROUP,CONAME,DIST,DISTNAME,SARAT0018,RK0018,SALAM0018,RKSAL0018,SARAT0118,RK0118,SALAM0118,RKSAL0118
A. K-6,OCEAN,1150,EAGLESWOOD TWP,67,53,77450,9,70.5,52,77450,15
A. K-6,OCEAN,2350,ISLAND HEIGHTS BORO,80,49,59934,6,72.7,51,59934,10
A. K-6,OCEAN,2690,LITTLE EGG HARBOR TWP,176.1,17,102125,27,150.2,24,101300,35
A. K-6,OCEAN,2760,LONG BEACH ISLAND,161.3,28,121950,48,264.4,1,80250,19
A. K-6,OCEAN,3800,OCEAN GATE BORO,,,,,68.5,53,97874,28
A. K-6,OCEAN,3820,OCEAN TWP,154.6,32,108542,38,146.9,29,111256,47
A. K-6,OCEAN,4710,SEASIDE HEIGHTS BORO,,,,,201,7,83640,21
A. K-6,OCEAN,5020,STAFFORD TWP,185.3,13,102364,28,205,4,101890,37
A. K-6,OCEAN,5220,TUCKERTON BORO,170,21,100250,25,165.5,19,100250,33
A. K-6,SUSSEX,1630,FREDON TWP,162,27,93663,16,92,44,103270,38
A. K-6,SUSSEX,1980,HAMPTON TWP,173,19,129962,55,94,42,78413,18
A. K-6,SUSSEX,4650,SANDYSTON-WALPACK TWP,150,33,105000,33,148,28,107300,45
A. K-6,SUSSEX,5040,STILLWATER TWP,88,47,82790,12,80.2,48,84446,22
A. K-6,WARREN,400,BLAIRSTOWN TWP,110.8,44,95550,17,85.8,46,97750,27
A. K-6,WARREN,1620,FRANKLIN TWP,121.8,41,96100,19,83.3,47,85000,23
A. K-6,WARREN,1670,FRELINGHUYSEN TWP,80,49,107559,37,78,49,114414,48
A. K-6,WARREN,2470,KNOWLTON TWP,81.7,48,75000,8,120.5,35,88750,25
A. K-6,WARREN,2970,MANSFIELD TWP,166.7,24,96549,20,168.6,17,98477,29
A. K-6,WARREN,5480,WASHINGTON BORO,184.8,14,97500,22,187.6,12,99900,32
A. K-6,WARREN,5530,WASHINGTON TWP,147.3,35,103031,29,135.3,31,116920,52
B. K-8 / 0 - 400,,,K-8 Average,171.6,,111835,,157.5,,111225,
B. K-8 / 0 - 400,ATLANTIC,1410,ESTELL MANOR CITY,94.5,43,100402,39,91.5,46,91750,34
B. K-8 / 0 - 400,ATLANTIC,4240,PORT REPUBLIC CITY,115,29,110000,49,,,,
B. K-8 / 0 - 400,ATLANTIC,5760,WEYMOUTH TWP,98,39,92292,29,64,56,100000,45
B. K-8 / 0 - 400,BERGEN,80,ALPINE BORO,42.4,64,113924,56,46.6,65,110601,53
B. K-8 / 0 - 400,BERGEN,3350,MOONACHIE BORO,94,45,113513,55,93,45,113513,55
B. K-8 / 0 - 400,BERGEN,4870,SOUTH HACKENSACK TWP,128,20,182032,65,101.6,40,122408,61
B. K-8 / 0 - 400,BURLINGTON,380,BEVERLY CITY,61.4,59,40000,1,49.2,63,36851,3
B. K-8 / 0 - 400,BURLINGTON,1030,DELANCO TWP,148.5,12,76425,17,195.5,4,102125,49
B. K-8 / 0 - 400,BURLINGTON,3540,NEW HANOVER TWP,126.7,22,44111,3,119.4,24,65325,12
B. K-8 / 0 - 400,BURLINGTON,4460,RIVERTON,141.5,14,102583,41,144.8,18,71568,16
B. K-8 / 0 - 400,BURLINGTON,5490,WASHINGTON TWP,,,,,,,,
B. K-8 / 0 - 400,BURLINGTON,5890,WOODLAND TWP,160,8,90000,26,55.8,59,77892,20
B. K-8 / 0 - 400,CAMDEN,580,BROOKLAWN BORO,,,,,149.1,17,42500,5
B. K-8 / 0 - 400,CAMDEN,1720,GIBBSBORO BORO,156.5,10,41208,2,161.8,13,41208,4
B. K-8 / 0 - 400,CAMDEN,2560,LAWNSIDE BORO,97.7,40,81376,19,47.2,64,69098,13
B. K-8 / 0 - 400,CAMDEN,2890,MAGNOLIA BORO,139.3,15,89998,25,132,21,92000,36
B. K-8 / 0 - 400,CAMDEN,3110,MERCHANTVILLE BORO,295.2,1,76218,16,284.8,2,77468,19
B. K-8 / 0 - 400,CAPE MAY,170,AVALON BORO,20.3,65,90000,26,28.3,68,91800,35
B. K-8 / 0 - 400,CAPE MAY,3680,NORTH WILDWOOD CITY,102.9,34,92880,30,93.8,44,95342,39
B. K-8 / 0 - 400,CAPE MAY,5060,STONE HARBOR BORO,,,,,23.6,69,90000,32
B. K-8 / 0 - 400,CAPE MAY,5800,WILDWOOD CREST BORO,73.4,56,87078,24,69.1,55,84917,25
B. K-8 / 0 - 400,CAPE MAY,5840,WOODBINE BORO,58.8,61,76132,15,53.8,61,78796,21
B. K-8 / 0 - 400,CUMBERLAND,1020,DEERFIELD TWP,177,4,104181,43,114.3,29,100000,45
B. K-8 / 0 - 400,CUMBERLAND,1120,DOWNE TWP,157.5,9,49361,4,194,5,85049,27
B. K-8 / 0 - 400,CUMBERLAND,1820,GREENWICH TWP,77,54,75301,14,32,67,99000,41
B. K-8 / 0 - 400,CUMBERLAND,5070,STOW CREEK TWP,55.5,62,126000,62,118,25,126000,63
B. K-8 / 0 - 400,HUDSON,1200,EAST NEWARK BORO,102.4,35,55000,5,111.4,32,55000,8
B. K-8 / 0 - 400,HUNTERDON,430,BLOOMSBURY BORO,,,,,245.5,3,31000,2
B. K-8 / 0 - 400,HUNTERDON,670,CALIFON BORO,101.4,36,62900,9,46,66,52043,7
B. K-8 / 0 - 400,HUNTERDON,910,CLINTON-GLEN GARDNER,160.3,7,105751,45,112,31,99584,43
B. K-8 / 0 - 400,HUNTERDON,1600,FRANKLIN TWP,109.2,32,100000,34,100.3,41,90000,32
B. K-8 / 0 - 400,HUNTERDON,1680,FRENCHTOWN BORO,72,57,117597,58,116.7,27,71150,15
B. K-8 / 0 - 400,HUNTERDON,1970,HAMPTON BORO,55,63,82250,21,111,33,65000,11
B. K-8 / 0 - 400,HUNTERDON,2140,HIGH BRIDGE BORO,119.3,25,103546,42,90,47,99729,44
B. K-8 / 0 - 400,HUNTERDON,2450,KINGWOOD TWP,127.8,21,111660,52,115,28,114676,56
B. K-8 / 0 - 400,HUNTERDON,3180,MILFORD BORO,119,26,100200,38,49.5,62,59846,9
B. K-8 / 0 - 400,MONMOUTH,180,AVON BORO,58.9,60,55054,6,55.7,60,60603,10
B. K-8 / 0 - 400,MONMOUTH,500,BRADLEY BEACH BORO,94.7,42,100071,36,98.3,42,102573,50
B. K-8 / 0 - 400,MONMOUTH,1000,DEAL BORO,,,,,78.5,51,130094,65
B. K-8 / 0 - 400,MONMOUTH,1490,FARMINGDALE BORO,75.5,55,98778,32,74.5,52,99543,42
B. K-8 / 0 - 400,MONMOUTH,3250,MONMOUTH BEACH BORO,99.7,38,100144,37,126.7,22,86000,28
B. K-8 / 0 - 400,MONMOUTH,3500,NEPTUNE CITY,167.9,5,122610,59,158.4,14,125000,62
B. K-8 / 0 - 400,MONMOUTH,4690,SEA GIRT BORO,285,2,125000,60,173,10,82000,23
B. K-8 / 0 - 400,MONMOUTH,4980,SPRING LAKE BORO,86.7,50,112536,53,81.3,50,114786,57
B. K-8 / 0 - 400,MONMOUTH,4990,SPRING LAKE HEIGHTS BORO,180.5,3,109250,47,150,16,46250,6
B. K-8 / 0 - 400,MORRIS,2010,HARDING TOWNSHIP,122.7,24,127296,63,157.5,15,130000,64
B. K-8 / 0 - 400,MORRIS,3410,MOUNT ARLINGTON BORO,144,13,115240,57,112.3,30,115000,58
B. K-8 / 0 - 400,MORRIS,3520,NETCONG BORO,125.6,23,70000,10,63.8,57,82000,23
B. K-8 / 0 - 400,MORRIS,4440,RIVERDALE BORO,111.3,31,109300,48,110.7,34,112000,54
B. K-8 / 0 - 400,OCEAN,210,BAY HEAD BORO,86.3,51,60404,8,106.2,37,1,1
B. K-8 / 0 - 400,OCEAN,2550,LAVALLETTE BORO,85.3,52,132716,64,70.5,54,137273,67
B. K-8 / 0 - 400,SALEM,60,ALLOWAY TWP,132.1,18,105372,44,126.6,23,88500,31
B. K-8 / 0 - 400,SALEM,1350,ELSINBORO TWP,119,26,91152,28,136,20,92976,37
B. K-8 / 0 - 400,SALEM,2800,LOWER ALLOWAYS CREEK,136,17,110844,50,382,1,,
B. K-8 / 0 - 400,SALEM,2950,MANNINGTON TWP,91,46,80353,18,173,10,85000,26
B. K-8 / 0 - 400,SALEM,3860,OLDMANS TWP,88.5,49,84000,22,94.1,43,100000,45
B. K-8 / 0 - 400,SALEM,4280,QUINTON TWP,130.7,19,85683,23,116.9,26,87396,30
B. K-8 / 0 - 400,SALEM,5320,UPPER PITTSGROVE TWP,,,,,191.5,6,115903,59
B. K-8 / 0 - 400,SUSSEX,1930,HAMBURG BORO,139,16,102524,40,140.5,19,102944,51
B. K-8 / 0 - 400,SUSSEX,2490,LAFAYETTE TWP,88.7,47,100000,34,84,48,103954,52
B. K-8 / 0 - 400,SUSSEX,3300,MONTAGUE TWP,88.7,47,95011,31,83.3,49,96948,40
B. K-8 / 0 - 400,SUSSEX,3840,OGDENSBURG BORO,71.5,58,81783,20,60.2,58,81783,22
B. K-8 / 0 - 400,SUSSEX,5030,STANHOPE BORO,94.9,41,99600,33,105.6,38,87252,29
B. K-8 / 0 - 400,UNION,1710,GARWOOD BORO,155.6,11,110952,51,182.4,8,95252,38
B. K-8 / 0 - 400,UNION,5810,WINFIELD TWP,79,53,105908,46,71.5,53,101792,48
B. K-8 / 0 - 400,WARREN,70,ALPHA BORO,114.2,30,75297,13,106.7,36,75297,18
B. K-8 / 0 - 400,WARREN,2040,HARMONY TWP,107.6,33,59081,7,187.1,7,69264,14
B. K-8 / 0 - 400,WARREN,2250,HOPE TWP,94.5,43,72500,11,180,9,141374,68
B. K-8 / 0 - 400,WARREN,3890,OXFORD TWP,101.3,37,112736,54,104.3,39,119602,60
B. K-8 / 0 - 400,WARREN,4200,POHATCONG TWP,116,28,125110,61,109,35,130164,66
B. K-8 / 0 - 400,WARREN,5780,WHITE TWP,167,6,72500,11,169.5,12,72500,17
C. K-8 / 401 - 750,,,K-8 Average,171.6,,111835,,157.5,,111225,
C. K-8 / 401 - 750,ATLANTIC,570,BRIGANTINE CITY,151.4,30,113597,43,143.8,31,114733,48
C. K-8 / 401 - 750,ATLANTIC,1300,EGG HARBOR CITY,101,58,98212,16,98.2,56,100176,21
C. K-8 / 401 - 750,ATLANTIC,1540,FOLSOM BORO,139.7,39,81988,4,144.7,30,80000,2
C. K-8 / 401 - 750,ATLANTIC,3020,MARGATE CITY,118.8,53,113538,42,91.2,60,113284,42
C. K-8 / 401 - 750,ATLANTIC,3480,MULLICA TWP,148.4,33,109091,29,116.5,47,97794,17
C. K-8 / 401 - 750,BERGEN,740,CARLSTADT BORO,119.4,52,114444,45,118.8,45,116733,53
C. K-8 / 401 - 750,BERGEN,1070,DEMAREST BORO,165.8,23,150195,62,170.5,12,151075,63
C. K-8 / 401 - 750,BERGEN,1380,ENGLEWOOD CLIFFS BORO,124.5,47,119773,57,94.7,57,90000,10
C. K-8 / 401 - 750,BERGEN,2050,HARRINGTON PARK BORO,158.3,27,102250,20,159.3,19,106500,29
C. K-8 / 401 - 750,BERGEN,2090,HAWORTH BORO,,,,,143.6,32,104306,25
C. K-8 / 401 - 750,BERGEN,2200,HO HO KUS BORO,161.8,24,108622,26,165,15,111622,39
C. K-8 / 401 - 750,BERGEN,3730,NORTHVALE BORO,169.3,21,100000,18,210.8,6,105000,26
C. K-8 / 401 - 750,BERGEN,3740,NORWOOD BORO,209.4,11,86700,8,158,20,88434,7
C. K-8 / 401 - 750,BERGEN,4470,ROCHELLE PARK TWP,226.5,8,92730,12,152.3,23,93840,14
C. K-8 / 401 - 750,BURLINGTON,1250,EASTAMPTON TWP,218.6,9,113944,44,165.4,14,114998,49
C. K-8 / 401 - 750,BURLINGTON,1910,HAINESPORT TWP,179.2,15,81555,3,191.1,8,80340,4
C. K-8 / 401 - 750,BURLINGTON,3070,MEDFORD LAKES BORO,134,43,104265,23,132.3,38,105265,27
C. K-8 / 401 - 750,BURLINGTON,4930,SOUTHAMPTON TWP,127.8,44,112316,38,93.5,58,92070,12
C. K-8 / 401 - 750,CAMDEN,190,BARRINGTON BORO,160,25,87310,9,157.2,21,92000,11
C. K-8 / 401 - 750,CAMDEN,340,BERLIN TWP,91.3,60,83232,6,105,54,83021,6
C. K-8 / 401 - 750,CAMDEN,880,CLEMENTON BORO,236.5,7,118022,53,153.3,22,108624,31
C. K-8 / 401 - 750,CAMDEN,3420,MOUNT EPHRAIM BORO,113,55,109308,31,109,52,109308,33
C. K-8 / 401 - 750,CAMDEN,4790,SOMERDALE BORO,291.4,3,115119,47,317.1,1,115869,51
C. K-8 / 401 - 750,CAMDEN,5900,WOODLYNNE BORO,145.7,36,116059,49,,,,
C. K-8 / 401 - 750,CAPE MAY,1080,DENNIS TWP,148.5,32,103653,21,145.5,29,104210,24
C. K-8 / 401 - 750,CUMBERLAND,950,COMMERCIAL TWP,202.3,12,107689,24,174.1,11,88845,8
C. K-8 / 401 - 750,CUMBERLAND,1460,FAIRFIELD TWP,120,51,82400,5,121,44,80000,2
C. K-8 / 401 - 750,CUMBERLAND,2270,HOPEWELL TWP,87.5,61,84854,7,103.3,55,80500,5
C. K-8 / 401 - 750,CUMBERLAND,2570,LAWRENCE TWP,168,22,75645,1,170,13,93250,13
C. K-8 / 401 - 750,CUMBERLAND,3050,MAURICE RIVER TWP,175.9,19,79847,2,189.8,9,105392,28
C. K-8 / 401 - 750,GLOUCESTER,1830,GREENWICH TWP,127.8,44,98138,15,115.4,48,100277,22
C. K-8 / 401 - 750,HUNTERDON,20,ALEXANDRIA TWP,86.9,62,108502,25,89,62,97108,16
C. K-8 / 401 - 750,HUNTERDON,370,BETHLEHEM TWP,151,31,91800,11,150,24,94554,15
C. K-8 / 401 - 750,HUNTERDON,1040,DELAWARE TWP,105.1,57,110478,34,93,59,111441,37
C. K-8 / 401 - 750,HUNTERDON,1160,EAST AMWELL TWP,123.2,48,100935,19,122.4,43,110031,35
C. K-8 / 401 - 750,HUNTERDON,2220,HOLLAND TWP,154.5,28,110833,35,150,24,113604,43
C. K-8 / 401 - 750,HUNTERDON,2600,LEBANON TWP,178.8,16,118213,54,146.6,28,111500,38
C. K-8 / 401 - 750,HUNTERDON,5180,TEWKSBURY TWP,176,18,108857,27,114.3,49,113857,44
C. K-8 / 401 - 750,HUNTERDON,5270,UNION TWP,121,50,109707,32,127.8,41,113224,41
C. K-8 / 401 - 750,MIDDLESEX,970,CRANBURY TWP,110.8,56,117637,52,136.8,34,115892,52
C. K-8 / 401 - 750,MIDDLESEX,2370,JAMESBURG BORO,283,4,103830,22,133.4,37,110403,36
C. K-8 / 401 - 750,MIDDLESEX,3220,MILLTOWN BORO,139.3,40,116441,50,135.3,35,118770,56
C. K-8 / 401 - 750,MONMOUTH,270,BELMAR BORO,141.8,37,108900,28,139.3,33,114058,45
C. K-8 / 401 - 750,MONMOUTH,560,BRIELLE BORO,862.9,1,115475,48,285.5,3,118500,55
C. K-8 / 401 - 750,MONMOUTH,3830,OCEANPORT BORO,127.6,46,97280,13,194,7,99779,19
C. K-8 / 401 - 750,MONMOUTH,4770,SHREWSBURY BORO,160,25,118773,55,73.4,63,75000,1
C. K-8 / 401 - 750,MONMOUTH,5230,UNION BEACH,181.5,14,88505,10,129.8,40,98838,18
C. K-8 / 401 - 750,MONMOUTH,5640,WEST LONG BRANCH BORO,240,6,114675,46,132.2,39,110000,34
C. K-8 / 401 - 750,MORRIS,460,BOONTON TWP,138.3,41,119688,56,147.5,27,125753,59
C. K-8 / 401 - 750,MORRIS,3090,MENDHAM BORO,116.3,54,111141,36,108.9,53,115243,50
C. K-8 / 401 - 750,MORRIS,3100,MENDHAM TWP,174.4,20,145000,61,147.6,26,120000,57
C. K-8 / 401 - 750,MORRIS,3380,MORRIS PLAINS BORO,153.8,29,111210,37,160,17,124884,58
C. K-8 / 401 - 750,MORRIS,4480,ROCKAWAY BORO,334,2,97923,14,313,2,100764,23
C. K-8 / 401 - 750,OCEAN,2500,LAKEHURST BORO,213,10,117468,51,125.5,42,118119,54
C. K-8 / 401 - 750,PASSAIC,420,BLOOMINGDALE BORO,93.2,59,99063,17,90.9,61,88948,9
C. K-8 / 401 - 750,PASSAIC,3640,NORTH HALEDON BORO,141.3,38,109250,30,134.5,36,100000,20
C. K-8 / 401 - 750,SOMERSET,240,BEDMINSTER TWP,146,35,113363,40,112.2,51,114148,46
C. K-8 / 401 - 750,SOMERSET,4850,SOUTH BOUND BROOK,178.4,17,113500,41,183.6,10,114420,47
C. K-8 / 401 - 750,SOMERSET,5540,WATCHUNG BORO,244,5,135000,60,237.7,4,135000,61
C. K-8 / 401 - 750,SUSSEX,90,ANDOVER REG,,,,,118.8,45,131494,60
C. K-8 / 401 - 750,SUSSEX,1560,FRANKFORD TWP,138,42,110291,33,160.3,16,109100,32
C. K-8 / 401 - 750,SUSSEX,1570,FRANKLIN BORO,122.5,49,130786,59,114.3,49,136100,62
C. K-8 / 401 - 750,SUSSEX,1800,GREEN TWP,183.5,13,112936,39,160,17,112936,40
C. K-8 / 401 - 750,WARREN,30,ALLAMUCHY TWP,146.3,34,122400,58,222,5,108499,30
D. K-8 / 751 +,,,K-8 Average,171.6,,111835,,157.5,,111225,
D. K-8 / 751 +,ATLANTIC,10,ABSECON CITY,218,16,103834,19,216,10,105911,22
D. K-8 / 751 +,ATLANTIC,1690,GALLOWAY TWP,199.4,25,109650,29,208.6,16,114476,40
D. K-8 / 751 +,ATLANTIC,1940,HAMILTON TWP,236.5,9,102250,15,239.5,6,105093,20
D. K-8 / 751 +,ATLANTIC,2680,LINWOOD CITY,147.5,72,119471,48,143.8,69,121861,54
D. K-8 / 751 +,ATLANTIC,3720,NORTHFIELD CITY,316.6,4,95000,7,233.3,7,98000,9
D. K-8 / 751 +,ATLANTIC,4800,SOMERS POINT CITY,135.8,76,96562,8,152.4,60,90376,3
D. K-8 / 751 +,ATLANTIC,5350,VENTNOR CITY,174.4,44,93000,6,125.7,78,95000,7
D. K-8 / 751 +,BERGEN,40,ALLENDALE BORO,180.8,40,126571,64,181.4,33,131969,70
D. K-8 / 751 +,BERGEN,930,CLOSTER BORO,187.2,35,136114,71,186.3,27,138120,76
D. K-8 / 751 +,BERGEN,1230,EAST RUTHERFORD BORO,158.4,65,102450,16,186.1,28,145860,80
D. K-8 / 751 +,BERGEN,1470,FAIRVIEW BORO,173.4,46,138000,72,181.4,33,151083,83
D. K-8 / 751 +,BERGEN,1580,FRANKLIN LAKES BORO,131.1,78,146011,79,142.2,71,136742,74
D. K-8 / 751 +,BERGEN,2180,HILLSDALE BORO,190.3,29,141239,75,162.5,47,146547,81
D. K-8 / 751 +,BERGEN,2710,LITTLE FERRY BORO,204.3,21,125000,61,211.1,13,127500,63
D. K-8 / 751 +,BERGEN,3060,MAYWOOD BORO,159.7,62,127344,65,160,50,114116,39
D. K-8 / 751 +,BERGEN,3330,MONTVALE BORO,145.3,74,126534,63,158,52,119613,50
D. K-8 / 751 +,BERGEN,3760,OAKLAND BORO,231.6,10,159495,81,199.8,18,149151,82
D. K-8 / 751 +,BERGEN,3850,OLD TAPPAN BORO,188.8,32,142588,76,125.5,79,104356,16
D. K-8 / 751 +,BERGEN,4430,RIVER VALE TWP,207.6,20,143480,77,153.5,57,131469,69
D. K-8 / 751 +,BERGEN,5330,UPPER SADDLE RIVER BORO,669.5,1,160148,82,136.3,77,133617,71
D. K-8 / 751 +,BERGEN,5880,WOODCLIFF LAKE BORO,97.5,82,114325,39,95.9,83,134330,72
D. K-8 / 751 +,BERGEN,5920,WYCKOFF TWP,171.7,49,145777,78,164.9,46,142618,79
D. K-8 / 751 +,BURLINGTON,1280,EDGEWATER PARK TWP,134.3,77,104426,21,113.9,80,105746,21
D. K-8 / 751 +,BURLINGTON,1420,EVESHAM TWP,229.8,11,114650,41,208.9,15,119195,49
D. K-8 / 751 +,BURLINGTON,2850,LUMBERTON TWP,153.2,67,107635,22,150.2,63,110324,29
D. K-8 / 751 +,BURLINGTON,3080,MEDFORD TWP,244.2,6,112443,34,199.8,18,114677,41
D. K-8 / 751 +,BURLINGTON,3430,MOUNT HOLLY TWP,149.6,71,104040,20,,,,
D. K-8 / 751 +,BURLINGTON,3440,MOUNT LAUREL TWP,179.4,42,108076,23,198.5,20,109318,28
D. K-8 / 751 +,BURLINGTON,4740,SHAMONG TWP,,,,,279,4,121277,53
D. K-8 / 751 +,BURLINGTON,5130,TABERNACLE TWP,161.4,57,98692,11,138.5,75,106000,23
D. K-8 / 751 +,BURLINGTON,5720,WESTAMPTON,198,26,99405,13,197,21,99405,11
D. K-8 / 751 +,CAMDEN,260,BELLMAWR BORO,159.1,64,111399,31,161.9,49,116801,45
D. K-8 / 751 +,CAMDEN,330,BERLIN BORO,173.6,45,92705,5,165.7,44,106075,24
D. K-8 / 751 +,CAMDEN,1780,GLOUCESTER TWP,239.3,7,98570,10,182.3,31,100559,13
D. K-8 / 751 +,CAMDEN,4590,RUNNEMEDE BORO,171.8,47,99983,14,105.8,82,93000,5
D. K-8 / 751 +,CAMDEN,5080,STRATFORD BORO,161.2,58,108306,24,169.6,38,108306,27
D. K-8 / 751 +,CAMDEN,5400,VOORHEES TWP,193.9,27,130576,69,186.9,26,113373,36
D. K-8 / 751 +,CAPE MAY,5340,UPPER TWP,170.1,50,97028,9,196.1,22,100000,12
D. K-8 / 751 +,CUMBERLAND,5300,UPPER DEERFIELD TWP,160.9,61,103207,18,157.6,53,96115,8
D. K-8 / 751 +,GLOUCESTER,2750,LOGAN TWP,168.5,52,120000,50,147.9,66,104678,17
D. K-8 / 751 +,HUDSON,1850,GUTTENBERG TOWN,168.2,53,114915,42,136.5,76,98543,10
D. K-8 / 751 +,HUNTERDON,920,CLINTON TWP,228.9,12,117260,45,193,24,112267,33
D. K-8 / 751 +,HUNTERDON,1510,FLEMINGTON-RARITAN REG,159.6,63,114247,38,147.3,67,114111,38
D. K-8 / 751 +,HUNTERDON,4350,READINGTON TWP,161,60,111828,32,154.2,55,118606,48
D. K-8 / 751 +,MONMOUTH,945,COLTS NECK TWP,121.7,80,128924,68,110.7,81,131437,68
D. K-8 / 751 +,MONMOUTH,1260,EATONTOWN BORO,151.1,69,108528,25,139.6,73,107328,26
D. K-8 / 751 +,MONMOUTH,1440,FAIR HAVEN BORO,153.1,68,120936,51,149.4,64,120936,52
D. K-8 / 751 +,MONMOUTH,1640,FREEHOLD BORO,189.1,31,108828,27,142.1,72,105000,19
D. K-8 / 751 +,MONMOUTH,1660,FREEHOLD TWP,179.7,41,119889,49,168.9,43,122481,55
D. K-8 / 751 +,MONMOUTH,2290,HOWELL TWP,212.2,19,139258,73,209.2,14,139258,78
D. K-8 / 751 +,MONMOUTH,2720,LITTLE SILVER BORO,138.8,75,114540,40,143.3,70,117976,46
D. K-8 / 751 +,MONMOUTH,2920,MANALAPAN-ENGLISHTOWN REG,204.3,21,112217,33,179.5,35,113294,35
D. K-8 / 751 +,MONMOUTH,3030,MARLBORO TWP,200.9,24,121048,52,218.5,8,124530,57
D. K-8 / 751 +,MONMOUTH,3200,MILLSTONE TWP,221.8,14,125783,62,213.2,12,129792,67
D. K-8 / 751 +,MONMOUTH,4360,RED BANK BORO,146.7,73,92500,4,178.8,36,87550,2
D. K-8 / 751 +,MONMOUTH,4570,RUMSON BORO,163.8,56,116588,44,139.4,74,114744,42
D. K-8 / 751 +,MONMOUTH,5185,TINTON FALLS,161.2,58,113500,37,151.1,61,111750,31
D. K-8 / 751 +,MORRIS,820,CHESTER TWP,177,43,124886,60,169.6,38,127384,62
D. K-8 / 751 +,MORRIS,1090,DENVILLE TWP,218.8,15,112867,36,215.5,11,112686,34
D. K-8 / 751 +,MORRIS,1190,EAST HANOVER TWP,150.4,70,127817,67,169.2,40,129138,66
