GROUP,CONAME,DIST,DISTNAME,PP115,PP215,PP315
A. K-6,WARREN,2970,MANSFIELD TWP,37,128,0
A. K-6,WARREN,5480,WASHINGTON BORO,0,0,0
A. K-6,WARREN,5530,WASHINGTON TWP,64,55,0
B. K-8 / 0 - 400,,,1. State average - Operating Type K-8,74,105,78
B. K-8 / 0 - 400,,,2. State median - Operating Type K-8,57,83,71
B. K-8 / 0 - 400,,,5. State average - All operating types,88,109,82
B. K-8 / 0 - 400,,,6. State median - All operating types,62,82,66
B. K-8 / 0 - 400,ATLANTIC,1410,ESTELL MANOR CITY,0,31,0
B. K-8 / 0 - 400,ATLANTIC,4240,PORT REPUBLIC CITY,0,0,0
B. K-8 / 0 - 400,ATLANTIC,5760,WEYMOUTH TWP,0,0,0
B. K-8 / 0 - 400,BERGEN,80,ALPINE BORO,314,127,243
B. K-8 / 0 - 400,BERGEN,3350,MOONACHIE BORO,165,128,0
B. K-8 / 0 - 400,BERGEN,4870,SOUTH HACKENSACK TWP,107,76,0
B. K-8 / 0 - 400,BURLINGTON,380,BEVERLY CITY,78,37,12
B. K-8 / 0 - 400,BURLINGTON,1030,DELANCO TWP,8,175,102
B. K-8 / 0 - 400,BURLINGTON,3540,NEW HANOVER TWP,51,132,0
B. K-8 / 0 - 400,BURLINGTON,4460,RIVERTON,193,253,148
B. K-8 / 0 - 400,BURLINGTON,5490,WASHINGTON TWP,0,0,0
B. K-8 / 0 - 400,BURLINGTON,5890,WOODLAND TWP,0,0,31
B. K-8 / 0 - 400,CAMDEN,580,BROOKLAWN BORO,117,0,80
B. K-8 / 0 - 400,CAMDEN,1720,GIBBSBORO BORO,27,0,0
B. K-8 / 0 - 400,CAMDEN,2560,LAWNSIDE BORO,46,211,520
B. K-8 / 0 - 400,CAMDEN,2890,MAGNOLIA BORO,32,34,118
B. K-8 / 0 - 400,CAMDEN,3110,MERCHANTVILLE BORO,0,12,0
B. K-8 / 0 - 400,CAPE MAY,170,AVALON BORO,851,919,612
B. K-8 / 0 - 400,CAPE MAY,3680,NORTH WILDWOOD CITY,125,245,702
B. K-8 / 0 - 400,CAPE MAY,5060,STONE HARBOR BORO,148,376,379
B. K-8 / 0 - 400,CAPE MAY,5800,WILDWOOD CREST BORO,193,20,460
B. K-8 / 0 - 400,CAPE MAY,5840,WOODBINE BORO,0,0,10
B. K-8 / 0 - 400,CUMBERLAND,1020,DEERFIELD TWP,0,0,0
B. K-8 / 0 - 400,CUMBERLAND,1120,DOWNE TWP,0,0,0
B. K-8 / 0 - 400,CUMBERLAND,1820,GREENWICH TWP,0,59,0
B. K-8 / 0 - 400,CUMBERLAND,5070,STOW CREEK TWP,723,0,0
B. K-8 / 0 - 400,HUDSON,1200,EAST NEWARK BORO,196,11,0
B. K-8 / 0 - 400,HUNTERDON,430,BLOOMSBURY BORO,66,0,0
B. K-8 / 0 - 400,HUNTERDON,670,CALIFON BORO,0,0,0
B. K-8 / 0 - 400,HUNTERDON,910,CLINTON-GLEN GARDNER,0,10,32
B. K-8 / 0 - 400,HUNTERDON,1600,FRANKLIN TWP,0,192,0
B. K-8 / 0 - 400,HUNTERDON,1680,FRENCHTOWN BORO,0,0,0
B. K-8 / 0 - 400,HUNTERDON,1970,HAMPTON BORO,0,0,0
B. K-8 / 0 - 400,HUNTERDON,2140,HIGH BRIDGE BORO,0,0,0
B. K-8 / 0 - 400,HUNTERDON,2450,KINGWOOD TWP,80,122,20
B. K-8 / 0 - 400,HUNTERDON,3180,MILFORD BORO,0,0,0
B. K-8 / 0 - 400,MONMOUTH,180,AVON BORO,65,330,0
B. K-8 / 0 - 400,MONMOUTH,500,BRADLEY BEACH BORO,47,63,44
B. K-8 / 0 - 400,MONMOUTH,1000,DEAL BORO,441,128,47
B. K-8 / 0 - 400,MONMOUTH,1490,FARMINGDALE BORO,0,0,0
B. K-8 / 0 - 400,MONMOUTH,3250,MONMOUTH BEACH BORO,0,0,482
B. K-8 / 0 - 400,MONMOUTH,3500,NEPTUNE CITY,0,3,61
B. K-8 / 0 - 400,MONMOUTH,4690,SEA GIRT BORO,0,,0
B. K-8 / 0 - 400,MONMOUTH,4980,SPRING LAKE BORO,22,0,110
B. K-8 / 0 - 400,MONMOUTH,4990,SPRING LAKE HEIGHTS BORO,113,0,0
B. K-8 / 0 - 400,MORRIS,2010,HARDING TOWNSHIP,0,35,0
B. K-8 / 0 - 400,MORRIS,3410,MOUNT ARLINGTON BORO,0,297,0
B. K-8 / 0 - 400,MORRIS,3520,NETCONG BORO,97,81,0
B. K-8 / 0 - 400,MORRIS,4440,RIVERDALE BORO,114,55,71
B. K-8 / 0 - 400,OCEAN,210,BAY HEAD BORO,147,2273,0
B. K-8 / 0 - 400,OCEAN,2550,LAVALLETTE BORO,39,61,1215
B. K-8 / 0 - 400,SALEM,60,ALLOWAY TWP,84,41,37
B. K-8 / 0 - 400,SALEM,1350,ELSINBORO TWP,0,0,0
B. K-8 / 0 - 400,SALEM,2800,LOWER ALLOWAYS CREEK,1368,403,734
B. K-8 / 0 - 400,SALEM,2950,MANNINGTON TWP,0,161,0
B. K-8 / 0 - 400,SALEM,3860,OLDMANS TWP,186,1147,439
B. K-8 / 0 - 400,SALEM,4280,QUINTON TWP,0,0,0
B. K-8 / 0 - 400,SALEM,5320,UPPER PITTSGROVE TWP,245,254,227
B. K-8 / 0 - 400,SUSSEX,1930,HAMBURG BORO,152,159,0
B. K-8 / 0 - 400,SUSSEX,2490,LAFAYETTE TWP,147,143,0
B. K-8 / 0 - 400,SUSSEX,3300,MONTAGUE TWP,127,169,0
B. K-8 / 0 - 400,SUSSEX,3840,OGDENSBURG BORO,38,348,313
B. K-8 / 0 - 400,SUSSEX,5030,STANHOPE BORO,10,0,14
B. K-8 / 0 - 400,UNION,1710,GARWOOD BORO,20,21,20
B. K-8 / 0 - 400,UNION,5810,WINFIELD TWP,130,270,62
B. K-8 / 0 - 400,WARREN,70,ALPHA BORO,34,0,0
B. K-8 / 0 - 400,WARREN,2040,HARMONY TWP,0,96,122
B. K-8 / 0 - 400,WARREN,2250,HOPE TWP,0,0,0
B. K-8 / 0 - 400,WARREN,3890,OXFORD TWP,15,63,0
B. K-8 / 0 - 400,WARREN,4200,POHATCONG TWP,316,222,0
B. K-8 / 0 - 400,WARREN,5780,WHITE TWP,0,0,0
C. K-8 / 401 - 750,,,1. State average - Operating Type K-8,74,105,78
C. K-8 / 401 - 750,,,2. State median - Operating Type K-8,57,83,71
C. K-8 / 401 - 750,,,5. State average - All operating types,88,109,82
C. K-8 / 401 - 750,,,6. State median - All operating types,62,82,66
C. K-8 / 401 - 750,ATLANTIC,570,BRIGANTINE CITY,64,61,230
C. K-8 / 401 - 750,ATLANTIC,1300,EGG HARBOR CITY,18,0,0
C. K-8 / 401 - 750,ATLANTIC,1540,FOLSOM BORO,59,188,0
C. K-8 / 401 - 750,ATLANTIC,3020,MARGATE CITY,101,596,77
C. K-8 / 401 - 750,ATLANTIC,3480,MULLICA TWP,38,67,0
C. K-8 / 401 - 750,BERGEN,740,CARLSTADT BORO,104,104,33
C. K-8 / 401 - 750,BERGEN,1070,DEMAREST BORO,107,0,25
C. K-8 / 401 - 750,BERGEN,1380,ENGLEWOOD CLIFFS BORO,64,62,0
C. K-8 / 401 - 750,BERGEN,2050,HARRINGTON PARK BORO,22,186,0
C. K-8 / 401 - 750,BERGEN,2090,HAWORTH BORO,0,122,96
C. K-8 / 401 - 750,BERGEN,2200,HO HO KUS BORO,47,116,99
C. K-8 / 401 - 750,BERGEN,3730,NORTHVALE BORO,96,115,83
C. K-8 / 401 - 750,BERGEN,3740,NORWOOD BORO,4,47,26
C. K-8 / 401 - 750,BERGEN,4470,ROCHELLE PARK TWP,42,0,0
C. K-8 / 401 - 750,BURLINGTON,1250,EASTAMPTON TWP,14,71,0
C. K-8 / 401 - 750,BURLINGTON,1910,HAINESPORT TWP,0,18,11
C. K-8 / 401 - 750,BURLINGTON,3070,MEDFORD LAKES BORO,0,0,0
C. K-8 / 401 - 750,BURLINGTON,4930,SOUTHAMPTON TWP,65,16,115
C. K-8 / 401 - 750,CAMDEN,190,BARRINGTON BORO,0,0,30
C. K-8 / 401 - 750,CAMDEN,340,BERLIN TWP,0,0,0
C. K-8 / 401 - 750,CAMDEN,880,CLEMENTON BORO,0,51,40
C. K-8 / 401 - 750,CAMDEN,3420,MOUNT EPHRAIM BORO,20,0,39
C. K-8 / 401 - 750,CAMDEN,4790,SOMERDALE BORO,42,243,13
C. K-8 / 401 - 750,CAMDEN,5900,WOODLYNNE BORO,0,129,73
C. K-8 / 401 - 750,CAPE MAY,1080,DENNIS TWP,0,0,0
C. K-8 / 401 - 750,CUMBERLAND,950,COMMERCIAL TWP,63,9,0
C. K-8 / 401 - 750,CUMBERLAND,1460,FAIRFIELD TWP,0,101,253
C. K-8 / 401 - 750,CUMBERLAND,2270,HOPEWELL TWP,56,48,18
C. K-8 / 401 - 750,CUMBERLAND,2570,LAWRENCE TWP,0,0,0
C. K-8 / 401 - 750,CUMBERLAND,3050,MAURICE RIVER TWP,46,17,0
C. K-8 / 401 - 750,GLOUCESTER,1830,GREENWICH TWP,26,0,13
C. K-8 / 401 - 750,HUNTERDON,20,ALEXANDRIA TWP,83,154,17
C. K-8 / 401 - 750,HUNTERDON,370,BETHLEHEM TWP,0,197,0
C. K-8 / 401 - 750,HUNTERDON,1040,DELAWARE TWP,19,218,72
C. K-8 / 401 - 750,HUNTERDON,1160,EAST AMWELL TWP,87,144,84
C. K-8 / 401 - 750,HUNTERDON,2220,HOLLAND TWP,7,8,0
C. K-8 / 401 - 750,HUNTERDON,2600,LEBANON TWP,26,164,286
C. K-8 / 401 - 750,HUNTERDON,5180,TEWKSBURY TWP,37,85,0
C. K-8 / 401 - 750,HUNTERDON,5270,UNION TWP,6,43,0
C. K-8 / 401 - 750,MIDDLESEX,970,CRANBURY TWP,0,52,0
C. K-8 / 401 - 750,MIDDLESEX,2370,JAMESBURG BORO,0,62,0
C. K-8 / 401 - 750,MIDDLESEX,3220,MILLTOWN BORO,134,290,89
C. K-8 / 401 - 750,MONMOUTH,270,BELMAR BORO,0,74,0
C. K-8 / 401 - 750,MONMOUTH,560,BRIELLE BORO,11,0,106
C. K-8 / 401 - 750,MONMOUTH,3830,OCEANPORT BORO,0,199,0
C. K-8 / 401 - 750,MONMOUTH,4770,SHREWSBURY BORO,0,0,0
C. K-8 / 401 - 750,MONMOUTH,5230,UNION BEACH,4,0,0
C. K-8 / 401 - 750,MONMOUTH,5640,WEST LONG BRANCH BORO,489,60,77
C. K-8 / 401 - 750,MORRIS,460,BOONTON TWP,80,269,0
C. K-8 / 401 - 750,MORRIS,3090,MENDHAM BORO,72,0,0
C. K-8 / 401 - 750,MORRIS,3100,MENDHAM TWP,26,126,27
C. K-8 / 401 - 750,MORRIS,3380,MORRIS PLAINS BORO,253,83,79
C. K-8 / 401 - 750,MORRIS,4480,ROCKAWAY BORO,63,8,0
C. K-8 / 401 - 750,OCEAN,2500,LAKEHURST BORO,42,13,0
C. K-8 / 401 - 750,PASSAIC,420,BLOOMINGDALE BORO,10,198,130
C. K-8 / 401 - 750,PASSAIC,3640,NORTH HALEDON BORO,11,0,0
C. K-8 / 401 - 750,SOMERSET,240,BEDMINSTER TWP,128,126,0
C. K-8 / 401 - 750,SOMERSET,4850,SOUTH BOUND BROOK,0,0,0
C. K-8 / 401 - 750,SOMERSET,5540,WATCHUNG BORO,49,87,73
C. K-8 / 401 - 750,SUSSEX,90,ANDOVER REG,24,533,0
C. K-8 / 401 - 750,SUSSEX,1560,FRANKFORD TWP,109,64,33
C. K-8 / 401 - 750,SUSSEX,1570,FRANKLIN BORO,12,68,0
C. K-8 / 401 - 750,SUSSEX,1800,GREEN TWP,21,131,137
C. K-8 / 401 - 750,WARREN,30,ALLAMUCHY TWP,144,70,0
D. K-8 / 751 +,,,1. State average - Operating Type K-8,74,105,78
D. K-8 / 751 +,,,2. State median - Operating Type K-8,57,83,71
D. K-8 / 751 +,,,5. State average - All operating types,88,109,82
D. K-8 / 751 +,,,6. State median - All operating types,62,82,66
D. K-8 / 751 +,ATLANTIC,10,ABSECON CITY,0,74,0
D. K-8 / 751 +,ATLANTIC,1690,GALLOWAY TWP,37,23,2
D. K-8 / 751 +,ATLANTIC,1940,HAMILTON TWP,42,60,41
D. K-8 / 751 +,ATLANTIC,2680,LINWOOD CITY,134,102,56
D. K-8 / 751 +,ATLANTIC,3720,NORTHFIELD CITY,153,51,18
D. K-8 / 751 +,ATLANTIC,4800,SOMERS POINT CITY,25,22,29
D. K-8 / 751 +,ATLANTIC,5350,VENTNOR CITY,7,26,92
D. K-8 / 751 +,BERGEN,40,ALLENDALE BORO,210,42,115
D. K-8 / 751 +,BERGEN,930,CLOSTER BORO,17,34,0
D. K-8 / 751 +,BERGEN,1230,EAST RUTHERFORD BORO,0,18,0
D. K-8 / 751 +,BERGEN,1470,FAIRVIEW BORO,5,0,0
D. K-8 / 751 +,BERGEN,1580,FRANKLIN LAKES BORO,78,80,89
D. K-8 / 751 +,BERGEN,2180,HILLSDALE BORO,100,145,0
D. K-8 / 751 +,BERGEN,2710,LITTLE FERRY BORO,0,0,0
D. K-8 / 751 +,BERGEN,3060,MAYWOOD BORO,0,0,0
D. K-8 / 751 +,BERGEN,3330,MONTVALE BORO,18,7,16
D. K-8 / 751 +,BERGEN,3760,OAKLAND BORO,20,19,5
D. K-8 / 751 +,BERGEN,3850,OLD TAPPAN BORO,0,51,0
D. K-8 / 751 +,BERGEN,4430,RIVER VALE TWP,154,162,23
D. K-8 / 751 +,BERGEN,5330,UPPER SADDLE RIVER BORO,24,71,51
D. K-8 / 751 +,BERGEN,5880,WOODCLIFF LAKE BORO,118,84,0
D. K-8 / 751 +,BERGEN,5920,WYCKOFF TWP,114,114,73
D. K-8 / 751 +,BURLINGTON,1280,EDGEWATER PARK TWP,25,116,172
D. K-8 / 751 +,BURLINGTON,1420,EVESHAM TWP,2,112,30
D. K-8 / 751 +,BURLINGTON,2850,LUMBERTON TWP,43,37,94
D. K-8 / 751 +,BURLINGTON,3080,MEDFORD TWP,76,47,144
D. K-8 / 751 +,BURLINGTON,3430,MOUNT HOLLY TWP,135,154,115
D. K-8 / 751 +,BURLINGTON,3440,MOUNT LAUREL TWP,227,72,55
D. K-8 / 751 +,BURLINGTON,4740,SHAMONG TWP,50,0,0
D. K-8 / 751 +,BURLINGTON,5130,TABERNACLE TWP,57,193,85
D. K-8 / 751 +,BURLINGTON,5720,WESTAMPTON,0,0,479
D. K-8 / 751 +,CAMDEN,260,BELLMAWR BORO,19,103,7
D. K-8 / 751 +,CAMDEN,330,BERLIN BORO,27,145,210
D. K-8 / 751 +,CAMDEN,1780,GLOUCESTER TWP,28,13,1
D. K-8 / 751 +,CAMDEN,4590,RUNNEMEDE BORO,60,117,462
D. K-8 / 751 +,CAMDEN,5080,STRATFORD BORO,7,49,0
D. K-8 / 751 +,CAMDEN,5400,VOORHEES TWP,42,387,98
D. K-8 / 751 +,CAPE MAY,5340,UPPER TWP,241,121,74
D. K-8 / 751 +,CUMBERLAND,5300,UPPER DEERFIELD TWP,141,70,0
D. K-8 / 751 +,GLOUCESTER,2750,LOGAN TWP,76,150,135
D. K-8 / 751 +,HUDSON,1850,GUTTENBERG TOWN,53,152,173
D. K-8 / 751 +,HUNTERDON,920,CLINTON TWP,44,80,58
D. K-8 / 751 +,HUNTERDON,1510,FLEMINGTON-RARITAN REG,89,81,78
D. K-8 / 751 +,HUNTERDON,4350,READINGTON TWP,9,54,0
D. K-8 / 751 +,MONMOUTH,945,COLTS NECK TWP,125,157,20
D. K-8 / 751 +,MONMOUTH,1260,EATONTOWN BORO,130,121,9
D. K-8 / 751 +,MONMOUTH,1440,FAIR HAVEN BORO,61,1,0
D. K-8 / 751 +,MONMOUTH,1640,FREEHOLD BORO,37,64,0
D. K-8 / 751 +,MONMOUTH,1660,FREEHOLD TWP,7,6,3
D. K-8 / 751 +,MONMOUTH,2290,HOWELL TWP,173,213,145
D. K-8 / 751 +,MONMOUTH,2720,LITTLE SILVER BORO,52,476,11
D. K-8 / 751 +,MONMOUTH,2920,MANALAPAN-ENGLISHTOWN REG,23,81,31
D. K-8 / 751 +,MONMOUTH,3030,MARLBORO TWP,11,18,5
D. K-8 / 751 +,MONMOUTH,3200,MILLSTONE TWP,4,29,11
D. K-8 / 751 +,MONMOUTH,4360,RED BANK BORO,38,55,194
D. K-8 / 751 +,MONMOUTH,4570,RUMSON BORO,0,7,40
D. K-8 / 751 +,MONMOUTH,5185,TINTON FALLS,20,4,20
D. K-8 / 751 +,MORRIS,820,CHESTER TWP,83,71,5
D. K-8 / 751 +,MORRIS,1090,DENVILLE TWP,5,48,7
D. K-8 / 751 +,MORRIS,1190,EAST HANOVER TWP,126,134,52
D. K-8 / 751 +,MORRIS,1530,FLORHAM PARK BORO,0,48,13
D. K-8 / 751 +,MORRIS,2000,HANOVER TWP,72,104,0
D. K-8 / 751 +,MORRIS,2650,LINCOLN PARK BORO,25,27,0
D. K-8 / 751 +,MORRIS,4000,LONG HILL TWP,9,226,0
D. K-8 / 751 +,MORRIS,4490,ROCKAWAY TWP,299,296,282
D. K-8 / 751 +,MORRIS,5520,WASHINGTON TWP,64,13,6
D. K-8 / 751 +,MORRIS,5770,WHARTON BORO,17,195,139
D. K-8 / 751 +,PASSAIC,1920,HALEDON BORO,57,159,90
D. K-8 / 751 +,PASSAIC,2700,LITTLE FALLS TWP,13,75,0
D. K-8 / 751 +,PASSAIC,4270,PROSPECT PARK BORO,44,260,0
D. K-8 / 751 +,PASSAIC,4400,RINGWOOD BORO,54,44,0
D. K-8 / 751 +,PASSAIC,5200,TOTOWA BORO,0,0,0
D. K-8 / 751 +,PASSAIC,5440,WANAQUE BORO,60,31,16
D. K-8 / 751 +,PASSAIC,5690,WOODLAND PARK,15,114,30
D. K-8 / 751 +,SOMERSET,510,BRANCHBURG TWP,123,187,160
D. K-8 / 751 +,SOMERSET,1810,GREEN BROOK TWP,17,143,26
D. K-8 / 751 +,SOMERSET,5470,WARREN TWP,94,177,61
D. K-8 / 751 +,SUSSEX,640,BYRAM TWP,123,62,114
D. K-8 / 751 +,SUSSEX,2030,HARDYSTON TWP,141,0,19
D. K-8 / 751 +,SUSSEX,5100,SUSSEX-WANTAGE REGIONAL,136,225,67
D. K-8 / 751 +,UNION,3470,MOUNTAINSIDE BORO,0,0,0
D. K-8 / 751 +,WARREN,1785,GREAT MEADOWS REGIONAL,0,0,0
D. K-8 / 751 +,WARREN,1840,GREENWICH TWP,51,11,0
D. K-8 / 751 +,WARREN,2790,LOPATCONG TWP,0,9,7
E. K-12 / 0 - 1800,,,1. State average - Operating Type K-12,82,97,73
E. K-12 / 0 - 1800,,,2. State median - Operating Type K-12,54,67,46
E. K-12 / 0 - 1800,,,5. State average - All operating types,88,109,82
E. K-12 / 0 - 1800,,,6. State median - All operating types,62,82,66
E. K-12 / 0 - 1800,BERGEN,440,BOGOTA BORO,28,21,298
E. K-12 / 0 - 1800,BERGEN,990,CRESSKILL BORO,109,36,9
E. K-12 / 0 - 1800,BERGEN,1360,EMERSON BORO,292,22,0
E. K-12 / 0 - 1800,BERGEN,3170,MIDLAND PARK BORO,112,72,0
E. K-12 / 0 - 1800,BERGEN,3600,NORTH ARLINGTON BORO,19,18,54
E. K-12 / 0 - 1800,BERGEN,3910,PALISADES PARK,87,27,0
E. K-12 / 0 - 1800,BERGEN,3940,PARK RIDGE BORO,26,46,491
E. K-12 / 0 - 1800,BERGEN,4370,RIDGEFIELD BORO,168,117,0
E. K-12 / 0 - 1800,BERGEN,4610,SADDLE BROOK TWP,26,65,0
E. K-12 / 0 - 1800,BERGEN,5410,WALDWICK BORO,95,80,0
E. K-12 / 0 - 1800,BERGEN,5430,WALLINGTON BORO,56,8,78
E. K-12 / 0 - 1800,BERGEN,5830,WOOD-RIDGE BORO,38,580,0
E. K-12 / 0 - 1800,BURLINGTON,600,BURLINGTON CITY,18,12,134
E. K-12 / 0 - 1800,BURLINGTON,1520,FLORENCE TWP,2,39,4
E. K-12 / 0 - 1800,BURLINGTON,3920,PALMYRA BORO,306,11,11
E. K-12 / 0 - 1800,BURLINGTON,4450,RIVERSIDE TWP,19,39,32
E. K-12 / 0 - 1800,CAMDEN,150,AUDUBON BORO,12,44,23
E. K-12 / 0 - 1800,CAMDEN,1880,HADDON HEIGHTS BORO,8,77,11
E. K-12 / 0 - 1800,CAMDEN,3770,OAKLYN BORO,6,17,0
E. K-12 / 0 - 1800,CAPE MAY,5790,WILDWOOD CITY,75,17,19
E. K-12 / 0 - 1800,ESSEX,760,CEDAR GROVE TWP,59,82,42
E. K-12 / 0 - 1800,GLOUCESTER,860,CLAYTON BORO,26,84,16
E. K-12 / 0 - 1800,GLOUCESTER,4020,PAULSBORO BORO,77,80,0
E. K-12 / 0 - 1800,GLOUCESTER,4140,PITMAN BORO,22,21,9
E. K-12 / 0 - 1800,GLOUCESTER,5860,WOODBURY CITY,35,45,200
E. K-12 / 0 - 1800,HUDSON,5580,WEEHAWKEN TWP,2,23,27
E. K-12 / 0 - 1800,MIDDLESEX,1140,DUNELLEN BORO,23,0,0
E. K-12 / 0 - 1800,MIDDLESEX,2150,HIGHLAND PARK BORO,20,24,25
E. K-12 / 0 - 1800,MIDDLESEX,4830,SOUTH AMBOY CITY,4,148,6
E. K-12 / 0 - 1800,MIDDLESEX,4970,SPOTSWOOD BORO,155,88,66
E. K-12 / 0 - 1800,MONMOUTH,2400,KEANSBURG BORO,356,530,620
E. K-12 / 0 - 1800,MONMOUTH,2430,KEYPORT BORO,389,106,85
E. K-12 / 0 - 1800,MONMOUTH,2930,MANASQUAN BORO,66,42,50
E. K-12 / 0 - 1800,MORRIS,450,BOONTON TOWN,0,0,28
E. K-12 / 0 - 1800,MORRIS,630,BUTLER BORO,4,40,48
E. K-12 / 0 - 1800,MORRIS,3460,MOUNTAIN LAKES BORO,108,32,57
E. K-12 / 0 - 1800,OCEAN,4190,PLUMSTED TWP,52,82,0
E. K-12 / 0 - 1800,OCEAN,4220,POINT PLEASANT BEACH BORO,26,8,4
E. K-12 / 0 - 1800,PASSAIC,4230,POMPTON LAKES BORO,65,49,23
E. K-12 / 0 - 1800,SALEM,4075,PENNSVILLE,54,92,0
E. K-12 / 0 - 1800,SALEM,4150,PITTSGROVE TWP,32,218,20
E. K-12 / 0 - 1800,SALEM,4630,SALEM CITY,82,238,15
E. K-12 / 0 - 1800,SALEM,5910,WOODSTOWN-PILESGROVE REG,14,0,0
E. K-12 / 0 - 1800,SOMERSET,490,BOUND BROOK BORO,59,47,93
E. K-12 / 0 - 1800,SOMERSET,3000,MANVILLE BORO,0,0,0
E. K-12 / 0 - 1800,SUSSEX,2240,HOPATCONG,457,211,76
E. K-12 / 0 - 1800,SUSSEX,3590,NEWTON TOWN,161,92,45
E. K-12 / 0 - 1800,UNION,2420,KENILWORTH BORO,20,14,4
E. K-12 / 0 - 1800,WARREN,280,BELVIDERE TOWN,67,281,43
F. K-12 / 1801 - 350,,,1. State average - Operating Type K-12,82,97,73
F. K-12 / 1801 - 350,,,2. State median - Operating Type K-12,54,67,46
F. K-12 / 1801 - 350,,,5. State average - All operating types,88,109,82
F. K-12 / 1801 - 350,,,6. State median - All operating types,62,82,66
F. K-12 / 1801 - 3500,ATLANTIC,590,BUENA REGIONAL,21,42,42
F. K-12 / 1801 - 3500,BERGEN,890,CLIFFSIDE PARK BORO,0,0,51
F. K-12 / 1801 - 3500,BERGEN,1130,DUMONT BORO,30,4,4
F. K-12 / 1801 - 3500,BERGEN,1345,ELMWOOD PARK,0,0,0
