GROUP,CONAME,DIST,DISTNAME,FARAT0019,RK0019,FARAT0119,RK0119
K. CHARTER,ESSEX,6037,Newark Legacy CS,,,4.7,69
K. CHARTER,ESSEX,6038,Visions Academy CS,,,5.3,59
K. CHARTER,ESSEX,6053,Great Oaks Charter School,1.4,66,1.4,79
K. CHARTER,ESSEX,6057,People's Preparatory Charter School,6.3,47,9.7,31
K. CHARTER,ESSEX,6058,Roseville Community CS,6.8,40,5.5,57
K. CHARTER,ESSEX,6059,Newark Prep,6.5,45,7,45
K. CHARTER,ESSEX,6090,Paulo Freire CS for Liberty Ed,,,,
K. CHARTER,ESSEX,6091,Merit Prep CS of Newark,,,3,78
K. CHARTER,ESSEX,6094,Phillips Academy Charter School,,,5.8,53
K. CHARTER,ESSEX,6320,Discovery CS,,,6,51
K. CHARTER,ESSEX,6410,East Orange Community CS,16.1,10,11.7,20
K. CHARTER,ESSEX,6665,Gray CS,14,14,8.2,38
K. CHARTER,ESSEX,7100,Lady Liberty Academy CS,8.7,29,9.6,33
K. CHARTER,ESSEX,7210,Marion P. Thomas CS,7.6,38,8,39
K. CHARTER,ESSEX,7280,Greater Newark CS,3.8,63,5,65
K. CHARTER,ESSEX,7290,New Horizons Comm. CS,6.1,49,5,65
K. CHARTER,ESSEX,7320,North Star Acad. CS of Newark,12.8,16,8.5,37
K. CHARTER,ESSEX,7325,TEAM Academy Charter School,28,3,6.8,49
K. CHARTER,ESSEX,7730,Robert Treat Academy CS,12.4,18,12.8,13
K. CHARTER,ESSEX,7735,Maria L. Varisco-Rogers CS,8.9,28,5.8,53
K. CHARTER,ESSEX,8065,University Heights CS,5.5,52,9.7,31
K. CHARTER,HUDSON,6030,The Ethical Community Charter School,6.8,40,6,51
K. CHARTER,HUDSON,6036,HOLA Hoboken Dual Lang CS,,,9.5,34
K. CHARTER,HUDSON,6064,Dr Lena Edwards Academic CS,7.8,35,11,24
K. CHARTER,HUDSON,6068,M E T S Charter School,6.4,46,3.5,77
K. CHARTER,HUDSON,6082,Beloved Community Charter School,9.4,27,11,24
K. CHARTER,HUDSON,6093,Jersey City Global CS,,,15,10
K. CHARTER,HUDSON,6420,Elysian CS of Hoboken,12.8,16,12.4,17
K. CHARTER,HUDSON,6720,Hoboken CS,8,34,7.1,44
K. CHARTER,HUDSON,6910,Jersey City Comm. CS,18,8,12.7,14
K. CHARTER,HUDSON,6915,Jersey City Golden Door,5.9,51,8.9,36
K. CHARTER,HUDSON,7115,Learning Community CS,22.7,4,18.4,5
K. CHARTER,HUDSON,7830,Soaring Heights CS,16.6,9,,
K. CHARTER,HUDSON,8060,University Academy CS,8.1,33,7.2,43
K. CHARTER,MERCER,6017,Foundation Academy CS,5.3,54,7.3,40
K. CHARTER,MERCER,6025,Paul Robeson Humanities  CS,,,,
K. CHARTER,MERCER,6810,International CS of Trenton,12.4,18,5.7,56
K. CHARTER,MERCER,7500,Pace CS of Hamilton,11,22,7,45
K. CHARTER,MERCER,7540,Princeton CS,6.7,44,12.2,19
K. CHARTER,MERCER,8140,Village CS,5,57,5.8,53
K. CHARTER,MIDDLESEX,6032,Academy for Urban Leadership CS,,,0.7,80
K. CHARTER,MIDDLESEX,6041,Hatikvah International CS,,,11.3,22
K. CHARTER,MIDDLESEX,6635,Greater Brunswick CS,6,50,10,28
K. CHARTER,MONMOUTH,6010,Academy Charter High School,4.8,58,6.1,50
K. CHARTER,MONMOUTH,6740,Hope Academy CS,3.8,63,4.6,70
K. CHARTER,MONMOUTH,7720,The Red Bank CS,10.8,23,14.8,12
K. CHARTER,MORRIS,8050,Unity CS,15,13,5,65
K. CHARTER,PASSAIC,6021,Community Charter School of Paterson,5.3,54,12.7,14
K. CHARTER,PASSAIC,6079,John P Holland Charter School,,,10.7,26
K. CHARTER,PASSAIC,6080,Passaic Arts and Science CS,33,2,,
K. CHARTER,PASSAIC,6096,Paterson Arts and Science CS,,,,
K. CHARTER,PASSAIC,6230,Classical Academy CS of Clifton,,,3.6,76
K. CHARTER,PASSAIC,7503,Paterson CS for Sci/Tech,43.1,1,25,3
K. CHARTER,SOMERSET,6018,Central Jersey College Prep CS,4.3,61,5.2,61
K. CHARTER,SOMERSET,6081,Thomas Edison EnergySmart CS,3.9,62,4.4,71
K. CHARTER,SUSSEX,7850,Sussex County CS for Technology,5.1,56,5.2,61
K. CHARTER,UNION,6033,The Barack Obama Green Charter HS,,,5.1,64
K. CHARTER,UNION,6217,Central Jersey Arts CS,,,7.3,40
K. CHARTER,UNION,7600,Queen City Academy CS,8.2,32,11.3,22
K. CHARTER,UNION,8010,Union County TEAMS CS,4.8,58,5.3,59
K. CHARTER,WARREN,7727,Ridge and Valley CS,6.8,40,12.3,18
