GROUP,CONAME,DIST,DISTNAME,PP11,RK11,PP21,RK21,PP31,RK31
H. 7-12 / 9-12,MONMOUTH,4365,RED BANK REGIONAL,16658,43,17792,43,18213,45
H. 7-12 / 9-12,MONMOUTH,4580,RUMSON-FAIR HAVEN REG,13978,21,14416,24,15497,31
H. 7-12 / 9-12,MONMOUTH,4760,SHORE REGIONAL,15689,39,16865,42,16291,38
H. 7-12 / 9-12,MORRIS,1990,HANOVER PARK REGIONAL,16018,41,16458,40,17136,42
H. 7-12 / 9-12,MORRIS,3370,MORRIS HILLS REGIONAL,16482,42,16544,41,15621,32
H. 7-12 / 9-12,MORRIS,5660,WEST MORRIS REGIONAL,13861,20,14029,17,13934,19
H. 7-12 / 9-12,OCEAN,770,CENTRAL REGIONAL,12892,14,14116,19,13597,16
H. 7-12 / 9-12,OCEAN,4105,PINELANDS REGIONAL,14114,25,15598,32,14809,26
H. 7-12 / 9-12,OCEAN,4950,SOUTHERN REGIONAL,14138,26,14703,26,15123,29
H. 7-12 / 9-12,PASSAIC,2510,LAKELAND REGIONAL,15035,33,14903,29,15657,33
H. 7-12 / 9-12,PASSAIC,3980,PASSAIC CO MANCHESTER REG,12583,12,12633,9,12543,9
H. 7-12 / 9-12,PASSAIC,3990,PASSAIC VALLEY REGIONAL,13418,17,13502,13,13936,20
H. 7-12 / 9-12,SOMERSET,5550,WATCHUNG HILLS REGIONAL,14042,24,14006,16,14430,24
H. 7-12 / 9-12,SUSSEX,2165,HIGH POINT REGIONAL,15233,37,16236,39,15990,35
H. 7-12 / 9-12,SUSSEX,2465,KITTATINNY REGIONAL,14029,23,14734,27,14360,23
H. 7-12 / 9-12,SUSSEX,2615,LENAPE VALLEY REGIONAL,12910,15,13963,15,13403,15
H. 7-12 / 9-12,SUSSEX,5435,WALLKILL VALLEY REGIONAL,13592,19,14116,19,14221,22
H. 7-12 / 9-12,WARREN,3675,NORTH WARREN REGIONAL,11380,5,11736,5,12214,7
H. 7-12 / 9-12,WARREN,5465,WARREN HILLS REGIONAL,13335,16,13941,14,14071,21
I. CSSD,,,1. State average -  Operating Type CSSD,44522,,46450,,52889,
I. CSSD,,,2. State median - Operating Type CSSD,44009,,44247,,47783,
I. CSSD,,,5. State average - All operating types,13198,,13599,,13609,
I. CSSD,,,6. State median - All operating types,12503,,12935,,13019,
I. CSSD,ATLANTIC,125,ATLANTIC CO SPECIAL SERV,38473,3,40726,3,44469,4
I. CSSD,BERGEN,285,BERGEN CO SPECIAL SERVICE,61702,8,62701,8,72296,8
I. CSSD,BURLINGTON,605,BURLINGTON CO SPEC SERV,41342,4,44996,5,51096,5
I. CSSD,CAPE MAY,715,CAPE MAY CO SPECIAL SERV,47625,6,47581,6,52314,6
I. CSSD,GLOUCESTER,1774,GLOUCESTER CO SPEC SERV,30255,2,31587,2,37245,2
I. CSSD,MERCER,3103,MERCER CO SPECIAL SERVICE,49167,7,53224,7,59218,7
I. CSSD,SALEM,4635,SALEM CO SPECIAL SERVICE,25652,1,27559,1,36123,1
I. CSSD,WARREN,5450,WARREN CO SPECIAL SERVICE,46675,5,43497,4,42153,3
J. VOC,,,1. State average - Operating Type VOC,16698,,17073,,15841,
J. VOC,,,2. State median - Operating Type VOC,16420,,16705,,15095,
J. VOC,,,5. State average - All operating types,13198,,13599,,13609,
J. VOC,,,6. State median - All operating types,12503,,12935,,13019,
J. VOC,ATLANTIC,120,ATLANTIC CO VOCATIONAL,12949,5,13532,7,12451,7
J. VOC,BERGEN,290,BERGEN COUNTY VOCATIONAL,22104,20,24527,19,25486,20
J. VOC,BURLINGTON,610,BURLINGTON CO VOCATIONAL,17401,15,17206,12,14666,10
J. VOC,CAMDEN,700,CAMDEN COUNTY VOCATIONAL,15021,9,16202,10,15095,11
J. VOC,CAPE MAY,720,CAPE MAY CO VOCATIONAL,17116,13,17273,13,18438,17
J. VOC,CUMBERLAND,995,CUMBERLAND CO VOCATIONAL,16420,11,9505,2,12259,5
J. VOC,ESSEX,1390,ESSEX CO VOC-TECH,16109,10,17450,15,15294,13
J. VOC,GLOUCESTER,1775,GLOUCESTER CO VOCATIONAL,12327,4,13014,6,14218,9
J. VOC,HUDSON,2295,HUDSON COUNTY VOCATIONAL,31112,21,30307,20,12376,6
J. VOC,HUNTERDON,2308,HUNTERDON CO VOCATIONAL,7114,1,6752,1,9362,1
J. VOC,MERCER,3105,MERCER COUNTY VOCATIONAL,16896,12,16705,11,15276,12
J. VOC,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,17390,14,15139,8,16489,15
J. VOC,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,14697,7,17292,14,16106,14
J. VOC,MORRIS,3365,MORRIS COUNTY VOCATIONAL,18252,16,19014,16,17311,16
J. VOC,OCEAN,3790,OCEAN COUNTY VOCATIONAL,13097,6,12789,5,11415,4
J. VOC,PASSAIC,3995,PASSAIC COUNTY VOCATIONAL,18297,17,19050,17,20202,19
J. VOC,SALEM,4640,SALEM COUNTY VOCATIONAL,9589,2,9996,4,9534,2
J. VOC,SOMERSET,4810,SOMERSET CO VOCATIONAL,19429,19,30584,21,26276,21
J. VOC,SUSSEX,5110,SUSSEX COUNTY VOCATIONAL,19240,18,20115,18,19290,18
J. VOC,UNION,5260,UNION COUNTY VOCATIONAL,10998,3,9958,3,11378,3
J. VOC,WARREN,5460,WARREN COUNTY VOCATIONAL,14952,8,15654,9,13075,8
K. CHARTER,,,1. State average-Operating Type CHARTER,11806,,12209,,13116,
K. CHARTER,,,2. State median-Operating Type CHARTER,11608,,11832,,12672,
K. CHARTER,,,5. State average - All operating types,13198,,13599,,13609,
K. CHARTER,,,6. State median - All operating types,12503,,12935,,13019,
K. CHARTER,ATLANTIC,6612,Galloway Community CS,10462,16,12113,35,11301,21
K. CHARTER,ATLANTIC,7410,chARTer~TECH HIGH SCHOOL,13806,54,14324,58,13970,53
K. CHARTER,ATLANTIC,7420,Oceanside CS,13684,52,14539,59,13279,44
K. CHARTER,ATLANTIC,7520,PleasanTech Academy CS,11862,33,11569,25,13240,43
K. CHARTER,BERGEN,6013,Bergen Arts and Sciences CS,10297,12,9895,9,9706,9
K. CHARTER,BERGEN,6430,Englewood on the Palisades CS,12488,42,14072,54,18062,70
K. CHARTER,BERGEN,7890,Teaneck Community CS,13698,53,14138,56,14210,55
K. CHARTER,BURLINGTON,6026,Riverbank Charter School of Excellence,,,9500,8,9019,4
K. CHARTER,BURLINGTON,6044,Renaissance Regional Leadership CS,,,,,9146,5
K. CHARTER,CAMDEN,6024,Camden's Pride Charter Schhol,7783,2,8846,5,9589,8
K. CHARTER,CAMDEN,6027,Institute of Excellence Charter School,,,9139,6,10536,15
K. CHARTER,CAMDEN,6212,Camden Academy Charter HS,11985,34,12388,38,13777,51
K. CHARTER,CAMDEN,6215,Camden's Promise CS,10840,23,14142,57,14971,64
K. CHARTER,CAMDEN,6232,Environment Community CS,8338,3,9243,7,27612,71
K. CHARTER,CAMDEN,6240,Freedom Academy CS,11511,29,15402,63,12855,38
K. CHARTER,CAMDEN,6325,D.U.E. Season CS,10595,19,10759,15,14759,60
K. CHARTER,CAMDEN,7109,LEAP Academy University CS,10146,9,11153,19,12228,31
K. CHARTER,CUMBERLAND,6028,Vineland Public Charter School,,,7386,2,8761,3
K. CHARTER,ESSEX,6016,Adelaide L. Sandford CS,10954,25,11689,29,12672,36
K. CHARTER,ESSEX,6020,Pride Academy Charter School,9164,5,11649,27,14238,56
K. CHARTER,ESSEX,6022,Burch Charter School of Excellence,10942,24,11806,31,10926,17
K. CHARTER,ESSEX,6037,Newark Legacy CS,,,,,10468,14
K. CHARTER,ESSEX,6038,Visions Academy CS,,,,,12205,30
K. CHARTER,ESSEX,6320,Discovery CS,10553,18,11583,26,12445,33
K. CHARTER,ESSEX,6410,East Orange Community CS,12481,41,12197,37,12918,39
K. CHARTER,ESSEX,6665,Gray CS,12014,35,13651,52,14896,62
K. CHARTER,ESSEX,7100,Lady Liberty Academy CS,12124,36,12783,43,13665,50
K. CHARTER,ESSEX,7210,Marion P. Thomas CS,11652,32,13522,49,14966,63
K. CHARTER,ESSEX,7280,Greater Newark CS,10135,8,12761,42,16015,65
K. CHARTER,ESSEX,7290,New Horizons Comm. CS,10402,14,10909,16,12519,35
K. CHARTER,ESSEX,7320,North Star Acad. CS of Newark,13119,47,13310,47,14347,58
K. CHARTER,ESSEX,7325,TEAM Academy Charter School,13580,51,14987,60,16546,66
K. CHARTER,ESSEX,7730,Robert Treat Academy CS,12202,38,13306,46,12757,37
K. CHARTER,ESSEX,7735,Maria L. Varisco-Rogers CS,10204,10,10655,14,13810,52
K. CHARTER,ESSEX,8065,University Heights CS,13198,48,13620,50,13079,42
K. CHARTER,HUDSON,6030,The Ethical Community Charter School,,,8178,3,8596,2
K. CHARTER,HUDSON,6036,HOLA Hoboken Dual Lang CS,,,,,9733,10
K. CHARTER,HUDSON,6235,Liberty Academy CS,12255,39,13466,48,11506,23
K. CHARTER,HUDSON,6420,Elysian CS of Hoboken,13884,56,13750,53,13011,40
K. CHARTER,HUDSON,6720,Hoboken CS,15845,60,15293,62,16965,68
K. CHARTER,HUDSON,6910,Jersey City Comm. CS,11403,28,11025,17,9424,7
K. CHARTER,HUDSON,6915,Jersey City Golden Door,10773,21,10061,11,10589,16
K. CHARTER,HUDSON,7115,Learning Community CS,10286,11,8294,4,,
K. CHARTER,HUDSON,7820,Schomburg CS,11608,31,11957,34,9308,6
K. CHARTER,HUDSON,7830,Soaring Heights CS,9137,4,10042,10,9875,11
K. CHARTER,HUDSON,8060,University Academy CS,12623,44,11046,18,11847,25
K. CHARTER,MERCER,6017,Foundation Academy CS,10787,22,12113,35,13529,48
K. CHARTER,MERCER,6023,Capital Prep Charter School,13577,50,,,14287,57
K. CHARTER,MERCER,6025,Paul Robeson Humanities  CS,12977,45,11161,20,13586,49
K. CHARTER,MERCER,6425,Emily Fisher CS of Adv. Studies,16869,61,15215,61,16930,67
K. CHARTER,MERCER,6810,International CS of Trenton,13423,49,14088,55,17065,69
K. CHARTER,MERCER,7500,Pace CS of Hamilton,10699,20,10219,13,12188,29
K. CHARTER,MERCER,7540,Princeton CS,14100,58,11843,33,11419,22
K. CHARTER,MERCER,7901,Trenton Community CS,12271,40,13257,45,14381,59
K. CHARTER,MERCER,8140,Village CS,10302,13,12756,41,13401,45
K. CHARTER,MIDDLESEX,6032,Academy for Urban Leadership CS,,,,,10965,18
K. CHARTER,MIDDLESEX,6041,Hatikvah International CS,,,,,11033,19
K. CHARTER,MIDDLESEX,6635,Greater Brunswick CS,11055,26,11491,24,11048,20
K. CHARTER,MONMOUTH,6010,Academy Charter High School,14970,59,16461,64,14828,61
K. CHARTER,MONMOUTH,6740,Hope Academy CS,14030,57,11743,30,13454,46
K. CHARTER,MONMOUTH,7720,The Red Bank CS,13835,55,12487,39,12240,32
K. CHARTER,MORRIS,8050,Unity CS,13094,46,13236,44,12169,28
K. CHARTER,PASSAIC,6021,Community Charter School of Paterson,9678,6,10124,12,12474,34
K. CHARTER,PASSAIC,6230,Classical Academy CS of Clifton,6691,1,7213,1,7985,1
K. CHARTER,PASSAIC,7503,Paterson CS for Sci/Tech,10474,17,11654,28,14153,54
K. CHARTER,SOMERSET,6018,Central Jersey College Prep CS,12515,43,13629,51,13463,47
K. CHARTER,SUSSEX,7850,Sussex County CS for Technology,12172,37,12526,40,10128,12
K. CHARTER,UNION,6033,The Barack Obama Green Charter High Scho,,,,,11653,24
K. CHARTER,UNION,6217,Central Jersey Arts CS,11560,30,11336,21,11971,27
K. CHARTER,UNION,7600,Queen City Academy CS,9940,7,11474,23,11947,26
K. CHARTER,UNION,8010,Union County TEAMS CS,11319,27,11426,22,13018,41
K. CHARTER,WARREN,7727,Ridge and Valley CS,10449,15,11821,32,10343,13
