GROUP,CONAME,DIST,DISTNAME,FARAT0019,RK0019,FARAT0119,RK0119
K. CHARTER,CAMDEN,6240,Freedom Academy CS,6.7,46,11.5,25
K. CHARTER,CAMDEN,6325,D.U.E. Season CS,16.9,12,20.3,9
K. CHARTER,CAMDEN,7109,LEAP Academy University CS,6.7,46,5.1,62
K. CHARTER,CUMBERLAND,6028,Vineland Public Charter School,3.3,62,5.3,61
K. CHARTER,ESSEX,6016,Adelaide L. Sandford CS,6.8,45,5,63
K. CHARTER,ESSEX,6020,Pride Academy Charter School,12.5,20,9.3,36
K. CHARTER,ESSEX,6022,Burch Charter School of Excellence,5.4,56,4.9,64
K. CHARTER,ESSEX,6037,Newark Legacy CS,,,3.8,68
K. CHARTER,ESSEX,6038,Visions Academy CS,,,2.8,69
K. CHARTER,ESSEX,6320,Discovery CS,2.5,64,2.5,70
K. CHARTER,ESSEX,6410,East Orange Community CS,12.3,22,9.7,34
K. CHARTER,ESSEX,6665,Gray CS,11.5,26,11.5,25
K. CHARTER,ESSEX,7100,Lady Liberty Academy CS,12.8,17,12.8,18
K. CHARTER,ESSEX,7210,Marion P. Thomas CS,5.5,54,6.8,49
K. CHARTER,ESSEX,7280,Greater Newark CS,3.3,62,7.5,44
K. CHARTER,ESSEX,7290,New Horizons Comm. CS,5.7,53,6.2,55
K. CHARTER,ESSEX,7320,North Star Acad. CS of Newark,9.1,37,13.5,17
K. CHARTER,ESSEX,7325,TEAM Academy Charter School,55,1,85,1
K. CHARTER,ESSEX,7730,Robert Treat Academy CS,18.6,8,19.8,11
K. CHARTER,ESSEX,7735,Maria L. Varisco-Rogers CS,10.3,29,9.3,36
K. CHARTER,ESSEX,8065,University Heights CS,12.5,20,7.4,46
K. CHARTER,HUDSON,6030,The Ethical Community Charter School,4.7,60,4.7,66
K. CHARTER,HUDSON,6036,HOLA Hoboken Dual Lang CS,,,,
K. CHARTER,HUDSON,6235,Liberty Academy CS,10,32,8.7,39
K. CHARTER,HUDSON,6420,Elysian CS of Hoboken,12.7,18,12.6,19
K. CHARTER,HUDSON,6720,Hoboken CS,6.6,49,6.8,49
K. CHARTER,HUDSON,6910,Jersey City Comm. CS,33.5,3,32,4
K. CHARTER,HUDSON,6915,Jersey City Golden Door,6,51,4.6,67
K. CHARTER,HUDSON,7115,Learning Community CS,11.5,26,11.5,25
K. CHARTER,HUDSON,7820,Schomburg CS,6.7,46,7,47
K. CHARTER,HUDSON,7830,Soaring Heights CS,16.3,14,16,14
K. CHARTER,HUDSON,8060,University Academy CS,17.6,11,11.4,28
K. CHARTER,MERCER,6017,Foundation Academy CS,11.3,28,7,47
K. CHARTER,MERCER,6023,Capital Prep Charter School,5.4,56,6.7,51
K. CHARTER,MERCER,6025,Paul Robeson Humanities  CS,13,15,9.3,36
K. CHARTER,MERCER,6425,Emily Fisher CS of Adv. Studies,25,6,23.7,6
K. CHARTER,MERCER,6810,International CS of Trenton,12,24,12.2,23
K. CHARTER,MERCER,7500,Pace CS of Hamilton,6.9,43,5.5,59
K. CHARTER,MERCER,7540,Princeton CS,12.6,19,20.4,8
K. CHARTER,MERCER,7901,Trenton Community CS,30.5,5,11.7,24
K. CHARTER,MERCER,8140,Village CS,18.5,9,18.5,13
K. CHARTER,MIDDLESEX,6032,Academy for Urban Leadership CS,,,1.8,71
K. CHARTER,MIDDLESEX,6041,Hatikvah International CS,,,11,30
K. CHARTER,MIDDLESEX,6635,Greater Brunswick CS,11.8,25,11.1,29
K. CHARTER,MONMOUTH,6010,Academy Charter High School,7.9,41,10.8,31
K. CHARTER,MONMOUTH,6740,Hope Academy CS,6.9,43,5.6,58
K. CHARTER,MONMOUTH,7720,The Red Bank CS,10.1,31,10.6,32
K. CHARTER,MORRIS,8050,Unity CS,6.2,50,15.5,15
K. CHARTER,PASSAIC,6021,Community Charter School of Paterson,12.1,23,12.4,21
K. CHARTER,PASSAIC,6230,Classical Academy CS of Clifton,5.5,54,4.9,64
K. CHARTER,PASSAIC,7503,Paterson CS for Sci/Tech,21.6,7,26.4,5
K. CHARTER,SOMERSET,6018,Central Jersey College Prep CS,10,32,9.5,35
K. CHARTER,SUSSEX,7850,Sussex County CS for Technology,5.8,52,6.6,52
K. CHARTER,UNION,6033,The Barack Obama Green Charter High Scho,,,5.5,59
K. CHARTER,UNION,6217,Central Jersey Arts CS,16.5,13,40,3
K. CHARTER,UNION,7600,Queen City Academy CS,8.6,40,8.7,39
K. CHARTER,UNION,8010,Union County TEAMS CS,4.8,59,6.1,57
K. CHARTER,WARREN,7727,Ridge and Valley CS,5.3,58,6.6,52
