CONAME,DIST,DISTNAME,EXP11A,ADE11A,PP11A,RK11A,EXP21A,ADE21A,PP21A,RK21A,BOTY,DM
ATLANTIC,1960,HAMMONTON TOWN,44211732,3388.4,13048,2,46372154,3446.8,13454,1,"N. K-12|K-12,3500+",NK-12K-123500plus
ATLANTIC,2680,LINWOOD CITY,15920772,971.2,16393,59,15172519,935.5,16218,51,"E. K-8|K-8,751+",EK-8K-8751plus
ATLANTIC,2910,MAINLAND REGIONAL,26702138,1713.2,15586,6,27711157,1629.3,17008,8,"G. G9-12|7-12,9-12",GG9-127-129-12
ATLANTIC,3020,MARGATE CITY,15141211,731.3,20706,61,15563159,711,21890,61,"J. K-12|K-8,401-750",JK-12K-8401-750
ATLANTIC,3480,MULLICA TWP,11668313,718.3,16244,36,11627828,720.2,16145,23,"D. K-8|K-8,401-750",DK-8K-8401-750
ATLANTIC,3720,NORTHFIELD CITY,14507033,1099,13200,7,15125358,1070,14136,8,"E. K-8|K-8,751+",EK-8K-8751plus
ATLANTIC,4180,PLEASANTVILLE CITY,87312051,3687.1,23680,105,84030898,4086.1,20565,91,"N. K-12|K-12,3500+",NK-12K-123500plus
ATLANTIC,4240,PORT REPUBLIC CITY,2579325,138,18691,41,2600738,149.4,17412,34,"I. K-12|K-8,0-400",IK-12K-80-400
ATLANTIC,4800,SOMERS POINT CITY,15822116,1142.2,13852,11,17114028,1102.5,15523,37,"E. K-8|K-8,751+",EK-8K-8751plus
ATLANTIC,5350,VENTNOR CITY,23077867,1333,17313,73,24407656,1337,18256,77,"K. K-12|K-8,751+",KK-12K-8751plus
ATLANTIC,5760,WEYMOUTH TWP,4870679,347.1,14031,9,4906038,324.6,15115,10,"I. K-12|K-8,0-400",IK-12K-80-400
ATLANTIC,6612,GALLOWAY COMMUNITY CHARTER SCHOOL,4097210,283.3,14463,33,4107241,272.4,15080,34,O. CHARTER,OCHARTER
ATLANTIC,7410,CHARTER-TECH H.S. FOR PRF. ARTS,3947026,259.6,15202,37,4337084,261.4,16594,50,O. CHARTER,OCHARTER
ATLANTIC,7420,OCEANSIDE CHARTER SCHOOL,5604852,330.4,16964,54,6274122,341.9,18351,59,O. CHARTER,OCHARTER
ATLANTIC,7520,PLEASANTECH ACADEMY CHARTER SCHOOL,7094349,502,14132,27,7735532,525.1,14732,29,O. CHARTER,OCHARTER
BERGEN,40,ALLENDALE BORO,15785634,960.9,16428,61,15080087,972,15514,35,"E. K-8|K-8,751+",EK-8K-8751plus
BERGEN,80,ALPINE BORO,5575491,217.8,25601,67,6141343,214.9,28576,66,"I. K-12|K-8,0-400",IK-12K-80-400
BERGEN,285,BERGEN CO SPECIAL SERVICE,69671927,855.6,81432,8,66624077,802.9,82983,8,P. CSSD,PCSSD
BERGEN,290,BERGEN COUNTY VOCATIONAL,61100244,2017.6,30283,20,69119164,2056,33618,19,Q. COUNTY VOC,QCOUNTYVOC
BERGEN,300,BERGENFIELD BORO,60967264,3633.4,16779,43,62255424,3567.6,17450,43,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,440,BOGOTA BORO,20274263,1237.2,16387,26,21946183,1250,17557,34,"L. K-12|K-12,0-1800",LK-12K-120-1800
BERGEN,740,CARLSTADT BORO,11872149,598.6,19833,57,11911777,594,20055,58,"D. K-8|K-8,401-750",DK-8K-8401-750
BERGEN,745,CARLSTADT-EAST RUTHERFORD,11938068,516.2,23126,43,13699314,526.9,25999,46,"G. G9-12|7-12,9-12",GG9-127-129-12
BERGEN,890,CLIFFSIDE PARK BORO,41036211,2665.4,15396,23,42896671,2744.6,15630,15,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,930,CLOSTER BORO,18327912,1199.6,15279,41,18518445,1166.4,15877,44,"E. K-8|K-8,751+",EK-8K-8751plus
BERGEN,990,CRESSKILL BORO,27461944,1725.2,15919,20,28122666,1761.3,15967,15,"L. K-12|K-12,0-1800",LK-12K-120-1800
BERGEN,1070,DEMAREST BORO,12622231,682,18507,55,13340679,683.2,19528,56,"D. K-8|K-8,401-750",DK-8K-8401-750
BERGEN,1130,DUMONT BORO,43964389,2875.4,15290,21,44610317,2884.8,15464,13,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,1230,EAST RUTHERFORD BORO,15345324,687.9,22308,88,15366881,717.7,21410,88,"E. K-8|K-8,751+",EK-8K-8751plus
BERGEN,1270,EDGEWATER BORO,14320226,766.2,18689,45,14962145,898.8,16647,33,H. K-12|K-6,HK-12K-6
BERGEN,1345,ELMWOOD PARK,35574455,2370.6,15007,15,37722026,2394.9,15751,19,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,1360,EMERSON BORO,19270258,1252.4,15387,13,20621710,1258.7,16383,20,"L. K-12|K-12,0-1800",LK-12K-120-1800
BERGEN,1370,ENGLEWOOD CITY,65987222,2821.6,23387,67,65552856,2921.9,22435,67,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,1380,ENGLEWOOD CLIFFS BORO,11036428,449.5,24551,63,11678963,471.2,24786,63,"J. K-12|K-8,401-750",JK-12K-8401-750
BERGEN,1450,FAIR LAWN BORO,85034394,4863.2,17485,68,87294108,4828,18081,67,"N. K-12|K-12,3500+",NK-12K-123500plus
BERGEN,1470,FAIRVIEW BORO,21600430,1465,14744,32,22123184,1477,14978,21,"K. K-12|K-8,751+",KK-12K-8751plus
BERGEN,1550,FORT LEE BORO,55333774,3568.1,15508,32,62198585,3639.6,17090,54,"N. K-12|K-12,3500+",NK-12K-123500plus
BERGEN,1580,FRANKLIN LAKES BORO,29072226,1495.6,19438,85,28644843,1465.1,19552,82,"E. K-8|K-8,751+",EK-8K-8751plus
BERGEN,1700,GARFIELD CITY,85205759,4741.7,17969,75,89603284,4824.5,18573,77,"N. K-12|K-12,3500+",NK-12K-123500plus
BERGEN,1760,GLEN ROCK BORO,43059967,2571.8,16743,42,47162748,2522.7,18695,56,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,1860,HACKENSACK CITY,91287994,5043.8,18099,79,96613188,5163.4,18711,78,"N. K-12|K-12,3500+",NK-12K-123500plus
BERGEN,2050,HARRINGTON PARK BORO,10946954,734.9,14896,15,11521474,727.6,15835,17,"D. K-8|K-8,401-750",DK-8K-8401-750
BERGEN,2080,HASBROUCK HEIGHTS BORO,25145561,1654.5,15198,10,27591041,1711.1,16125,16,"L. K-12|K-12,0-1800",LK-12K-120-1800
BERGEN,2090,HAWORTH BORO,8709433,518.7,16789,40,8472887,493.9,17154,35,"D. K-8|K-8,401-750",DK-8K-8401-750
BERGEN,2180,HILLSDALE BORO,19863979,1477.2,13448,8,20853951,1459.2,14291,12,"E. K-8|K-8,751+",EK-8K-8751plus
BERGEN,2200,HO HO KUS BORO,13385157,882.7,15163,18,13733727,885,15518,13,"J. K-12|K-8,401-750",JK-12K-8401-750
BERGEN,2620,LEONIA BORO,28693707,1767.4,16235,24,30316066,1787,16965,24,"L. K-12|K-12,0-1800",LK-12K-120-1800
BERGEN,2710,LITTLE FERRY BORO,18507677,1287.7,14373,22,20303005,1326.6,15305,28,"K. K-12|K-8,751+",KK-12K-8751plus
BERGEN,2740,LODI BOROUGH,50694601,3365.6,15063,16,55503694,3406.1,16295,25,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,2860,LYNDHURST TWP,34494384,2596.4,13286,3,36997398,2406.5,15374,12,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,2900,MAHWAH TWP,60429773,3533.7,17101,50,62660962,3486,17975,54,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,3060,MAYWOOD BORO,18410620,1169.4,15744,50,19218495,1202.2,15986,47,"K. K-12|K-8,751+",KK-12K-8751plus
BERGEN,3170,MIDLAND PARK BORO,19784816,1163.1,17010,34,20461889,1163.7,17584,35,"L. K-12|K-12,0-1800",LK-12K-120-1800
BERGEN,3330,MONTVALE BORO,15184490,1075,14125,13,15975354,1104.8,14460,14,"E. K-8|K-8,751+",EK-8K-8751plus
BERGEN,3350,MOONACHIE BORO,7941399,395.8,20064,51,8098698,382.6,21168,57,"I. K-12|K-8,0-400",IK-12K-80-400
BERGEN,3550,NEW MILFORD BORO,30787393,2163,14234,6,32040131,2183,14677,5,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,3600,NORTH ARLINGTON BORO,25980727,1659.2,15659,17,25786781,1651.2,15617,12,"L. K-12|K-12,0-1800",LK-12K-120-1800
BERGEN,3700,NORTHERN HIGHLANDS REG,26332999,1340,19652,31,26914424,1329.2,20248,30,"G. G9-12|7-12,9-12",GG9-127-129-12
BERGEN,3710,NORTHERN VALLEY REGIONAL,69620267,2591.4,26866,46,53423463,2610.3,20467,32,"G. G9-12|7-12,9-12",GG9-127-129-12
BERGEN,3730,NORTHVALE BORO,8779785,632,13893,5,9272043,627.7,14771,7,"D. K-8|K-8,401-750",DK-8K-8401-750
BERGEN,3740,NORWOOD BORO,10090231,649.6,15532,25,10121566,637.3,15882,19,"D. K-8|K-8,401-750",DK-8K-8401-750
BERGEN,3760,OAKLAND BORO,27149456,1703.1,15941,52,28375929,1725.6,16444,54,"E. K-8|K-8,751+",EK-8K-8751plus
BERGEN,3850,OLD TAPPAN BORO,12882033,876.7,14693,29,13731308,889.7,15433,32,"E. K-8|K-8,751+",EK-8K-8751plus
BERGEN,3870,ORADELL BORO,11956948,801.2,14925,19,11676697,796.7,14656,15,A. K-6|K-6,AK-6K-6
BERGEN,3910,PALISADES PARK,23801782,1443.7,16487,28,25007183,1512.9,16529,23,"L. K-12|K-12,0-1800",LK-12K-120-1800
BERGEN,3930,PARAMUS BORO,75596127,4315.3,17518,70,79065217,4307.7,18354,71,"N. K-12|K-12,3500+",NK-12K-123500plus
BERGEN,3940,PARK RIDGE BORO,23515430,1355.1,17354,36,24816865,1339.8,18522,38,"L. K-12|K-12,0-1800",LK-12K-120-1800
BERGEN,3960,PASCACK VALLEY REGIONAL,44618544,1900.5,23477,45,46534210,1904.4,24436,45,"G. G9-12|7-12,9-12",GG9-127-129-12
BERGEN,4300,RAMAPO-INDIAN HILL REG,48259463,2337.5,20645,36,49745689,2364.3,21041,34,"G. G9-12|7-12,9-12",GG9-127-129-12
BERGEN,4310,RAMSEY BORO,53546368,3169.8,16892,46,54181295,3158,17157,39,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,4370,RIDGEFIELD BORO,35592309,1980,17975,60,37006111,1946.9,19008,59,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,4380,RIDGEFIELD PARK TWP,33734268,2133.5,15812,30,34315103,2172.7,15794,21,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,4390,RIDGEWOOD VILLAGE,90858565,5730.1,15856,39,92895027,5789.6,16045,33,"N. K-12|K-12,3500+",NK-12K-123500plus
BERGEN,4405,RIVER DELL REGIONAL,30167836,1562.5,19307,28,30830503,1638,18822,19,"F. G7-12|7-12,9-12",FG7-127-129-12
BERGEN,4410,RIVER EDGE BORO,15792437,1161.5,13596,9,16409069,1199.5,13680,5,A. K-6|K-6,AK-6K-6
BERGEN,4430,RIVER VALE TWP,20770949,1421.1,14616,26,21808743,1392.5,15661,40,"E. K-8|K-8,751+",EK-8K-8751plus
BERGEN,4470,ROCHELLE PARK TWP,10924488,653.5,16718,38,11078164,644.5,17190,36,"J. K-12|K-8,401-750",JK-12K-8401-750
BERGEN,4600,RUTHERFORD BORO,41354551,2526.7,16367,37,42331845,2495.9,16961,33,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,4610,SADDLE BROOK TWP,29374030,1762.9,16662,32,31050496,1778.8,17456,31,"L. K-12|K-12,0-1800",LK-12K-120-1800
BERGEN,4620,SADDLE RIVER BORO,7893393,433.1,18225,43,8026044,436.2,18398,43,H. K-12|K-6,HK-12K-6
BERGEN,4870,SOUTH HACKENSACK TWP,7273196,312.4,23283,65,7883232,339,23255,62,"I. K-12|K-8,0-400",IK-12K-80-400
BERGEN,5150,TEANECK TWP,92145481,4075.8,22608,104,95495096,4162.4,22942,102,"N. K-12|K-12,3500+",NK-12K-123500plus
BERGEN,5160,TENAFLY BORO,62735470,3576.6,17541,71,64847735,3635.1,17840,63,"N. K-12|K-12,3500+",NK-12K-123500plus
BERGEN,5330,UPPER SADDLE RIVER BORO,21700155,1410,15390,44,22785072,1409,16171,49,"E. K-8|K-8,751+",EK-8K-8751plus
BERGEN,5410,WALDWICK BORO,26595787,1620.3,16415,27,28112062,1608.5,17477,33,"L. K-12|K-12,0-1800",LK-12K-120-1800
BERGEN,5430,WALLINGTON BORO,16098609,1152.6,13967,4,17659573,1170.6,15086,5,"L. K-12|K-12,0-1800",LK-12K-120-1800
BERGEN,5755,WESTWOOD REGIONAL,47176856,2804.5,16822,44,50375759,2807.7,17942,51,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,5830,WOOD-RIDGE BORO,16799196,1228.6,13674,2,17361789,1180.9,14702,3,"L. K-12|K-12,0-1800",LK-12K-120-1800
BERGEN,5880,WOODCLIFF LAKE BORO,14694073,849,17308,72,15054445,861,17485,70,"E. K-8|K-8,751+",EK-8K-8751plus
BERGEN,5920,WYCKOFF TWP,36374072,2412.2,15079,35,37173844,2383.1,15599,39,"E. K-8|K-8,751+",EK-8K-8751plus
BERGEN,6013,BERGEN ARTS & SCIENCE CHARTER SCHOOL,4425774,353.4,12523,13,4526109,404.7,11184,4,O. CHARTER,OCHARTER
BERGEN,6430,ENGLEWOOD ON THE PALISADES CHARTER SCHOO,2798937,181,15465,40,3241014,198.6,16319,46,O. CHARTER,OCHARTER
BERGEN,7890,TEANECK COMMUNITY CHARTER SCHOOL,4690670,287.1,16339,47,5050613,304,16614,51,O. CHARTER,OCHARTER
BURLINGTON,200,BASS RIVER TWP,2313275,110,21023,55,2245085,130.7,17179,36,A. K-6|K-6,AK-6K-6
BURLINGTON,380,BEVERLY CITY,6620781,322.2,20552,52,6771472,336.6,20120,50,"I. K-12|K-8,0-400",IK-12K-80-400
BURLINGTON,475,BORDENTOWN REGIONAL,39669570,2490.4,15929,31,40150005,2449.1,16393,26,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BURLINGTON,600,BURLINGTON CITY,40017643,1934.9,20682,65,41242149,1892,21798,66,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BURLINGTON,605,BURLINGTON CO SPEC SERV,43910361,936.5,46886,4,43326171,873.7,49588,5,P. CSSD,PCSSD
BURLINGTON,610,BURLINGTON CO VOCATIONAL,44728389,1948.8,22951,13,46881362,1992.7,23527,13,Q. COUNTY VOC,QCOUNTYVOC
BURLINGTON,620,BURLINGTON TWP,60393149,4235.6,14258,10,64747290,4121.8,15709,26,"N. K-12|K-12,3500+",NK-12K-123500plus
BURLINGTON,830,CHESTERFIELD TWP,7746274,446.2,17359,39,8819026,498.8,17680,40,A. K-6|K-6,AK-6K-6
BURLINGTON,840,CINNAMINSON TWP,41606641,2459.2,16919,47,43557848,2485.8,17522,45,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BURLINGTON,1030,DELANCO TWP,8316535,544.7,15267,20,8966453,550.1,16300,26,"J. K-12|K-8,401-750",JK-12K-8401-750
BURLINGTON,1060,DELRAN TWP,41395409,2930.6,14125,5,43262624,2975.2,14541,4,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BURLINGTON,1250,EASTAMPTON TWP,12164274,725.1,16777,39,12441621,713.3,17441,38,"D. K-8|K-8,401-750",DK-8K-8401-750
BURLINGTON,1280,EDGEWATER PARK TWP,16113858,1059.2,15213,40,16398102,1083.1,15140,26,"K. K-12|K-8,751+",KK-12K-8751plus
BURLINGTON,1420,EVESHAM TWP,79393863,4933.6,16093,53,81299681,4857.2,16738,58,"E. K-8|K-8,751+",EK-8K-8751plus
BURLINGTON,1520,FLORENCE TWP,28446524,1678,16953,33,29020798,1661.8,17464,32,"L. K-12|K-12,0-1800",LK-12K-120-1800
BURLINGTON,1910,HAINESPORT TWP,9994800,681.6,14665,12,10295580,701.6,14675,6,"D. K-8|K-8,401-750",DK-8K-8401-750
BURLINGTON,2610,LENAPE REGIONAL,143140574,7442.4,19233,27,149929199,7395.1,20274,31,"G. G9-12|7-12,9-12",GG9-127-129-12
BURLINGTON,2850,LUMBERTON TWP,25336341,1725,14687,28,25768982,1711.3,15058,24,"E. K-8|K-8,751+",EK-8K-8751plus
BURLINGTON,2960,MANSFIELD TWP,10909261,736.8,14806,18,11096980,690.8,16064,27,A. K-6|K-6,AK-6K-6
BURLINGTON,3010,MAPLE SHADE TWP,33902637,2061,16449,38,36211503,2120.2,17079,35,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BURLINGTON,3070,MEDFORD LAKES BORO,7370853,563.1,13090,3,7584710,560.3,13536,3,"D. K-8|K-8,401-750",DK-8K-8401-750
BURLINGTON,3080,MEDFORD TWP,48565414,3107.4,15629,49,51014702,3149.3,16199,50,"E. K-8|K-8,751+",EK-8K-8751plus
BURLINGTON,3360,MOORESTOWN TWP,72821766,4418.8,16480,52,74879904,4374.7,17117,55,"N. K-12|K-12,3500+",NK-12K-123500plus
BURLINGTON,3430,MOUNT HOLLY TWP,20411927,1030.5,19809,86,19920307,1054.2,18896,79,"E. K-8|K-8,751+",EK-8K-8751plus
BURLINGTON,3440,MOUNT LAUREL TWP,65241950,4376.1,14909,33,67764613,4376.4,15484,34,"E. K-8|K-8,751+",EK-8K-8751plus
BURLINGTON,3540,NEW HANOVER TWP,5334819,268.4,19873,50,5282231,255.5,20672,54,"I. K-12|K-8,0-400",IK-12K-80-400
BURLINGTON,3650,NORTH HANOVER TWP,26166571,1119.2,23380,57,25946512,1156.3,22440,56,A. K-6|K-6,AK-6K-6
BURLINGTON,3690,NORTHERN BURLINGTON REG,35807956,1827.9,19590,30,35854709,1845.8,19425,26,"F. G7-12|7-12,9-12",FG7-127-129-12
BURLINGTON,3920,PALMYRA BORO,15325968,975.7,15708,18,15991547,979.5,16327,19,"L. K-12|K-12,0-1800",LK-12K-120-1800
BURLINGTON,4050,PEMBERTON TWP,116756940,5431.9,21495,97,116754442,5301.6,22022,98,"N. K-12|K-12,3500+",NK-12K-123500plus
BURLINGTON,4320,RANCOCAS VALLEY REGIONAL,34607112,2321.7,14906,2,37069639,2255.7,16434,5,"G. G9-12|7-12,9-12",GG9-127-129-12
BURLINGTON,4450,RIVERSIDE TWP,22082365,1416.6,15588,16,23915806,1407.4,16993,25,"L. K-12|K-12,0-1800",LK-12K-120-1800
BURLINGTON,4460,RIVERTON,5248353,322.2,16289,29,5344673,334.4,15984,18,"I. K-12|K-8,0-400",IK-12K-80-400
BURLINGTON,4740,SHAMONG TWP,14249573,927.6,15361,43,14550018,937.7,15517,36,"E. K-8|K-8,751+",EK-8K-8751plus
BURLINGTON,4930,SOUTHAMPTON TWP,13999483,808.2,17323,74,13853282,810.7,17087,67,"E. K-8|K-8,751+",EK-8K-8751plus
BURLINGTON,5010,SPRINGFIELD TWP,5004768,317.6,15758,33,5053242,304.8,16581,30,A. K-6|K-6,AK-6K-6
BURLINGTON,5130,TABERNACLE TWP,14526181,897.4,16187,55,14734906,875.1,16837,62,"E. K-8|K-8,751+",EK-8K-8751plus
BURLINGTON,5490,WASHINGTON TWP,2202943,106.2,20750,55,2207022,99.1,22266,60,"I. K-12|K-8,0-400",IK-12K-80-400
BURLINGTON,5720,WESTAMPTON,14179202,936.7,15137,37,14519222,968.2,14997,22,"E. K-8|K-8,751+",EK-8K-8751plus
BURLINGTON,5805,WILLINGBORO TWP,83933236,4703.4,17845,74,82205585,4815.4,17072,52,"N. K-12|K-12,3500+",NK-12K-123500plus
BURLINGTON,5890,WOODLAND TWP,2477707,150.9,16415,30,2503815,150.4,16643,29,"C. K-8|K-8,0-400",CK-8K-80-400
BURLINGTON,6026,RIVERBANK CHARTER SCHOOL OF EXCELLENCE,,,,,1032674,73,14146,23,O. CHARTER,OCHARTER
CAMDEN,150,AUDUBON BORO,23050478,1516.5,15199,11,23259966,1500.6,15500,11,"L. K-12|K-12,0-1800",LK-12K-120-1800
CAMDEN,190,BARRINGTON BORO,13635484,873.7,15606,27,15191716,914.5,16611,31,"J. K-12|K-8,401-750",JK-12K-8401-750
CAMDEN,260,BELLMAWR BORO,14045291,1111.2,12639,2,14858692,1137.6,13062,5,"E. K-8|K-8,751+",EK-8K-8751plus
CAMDEN,330,BERLIN BORO,11674561,823.9,14170,14,12249033,847,14462,15,"E. K-8|K-8,751+",EK-8K-8751plus
CAMDEN,340,BERLIN TWP,14946310,822.7,18167,53,15214495,834,18242,51,"J. K-12|K-8,401-750",JK-12K-8401-750
CAMDEN,390,BLACK HORSE PIKE REGIONAL,70382064,4317.9,16300,12,71268436,4320.1,16497,7,"G. G9-12|7-12,9-12",GG9-127-129-12
CAMDEN,580,BROOKLAWN BORO,5768122,413,13968,8,5856345,405.2,14455,5,"I. K-12|K-8,0-400",IK-12K-80-400
CAMDEN,680,CAMDEN CITY,331462775,14810,22381,103,331629261,14610.6,22698,101,"N. K-12|K-12,3500+",NK-12K-123500plus
CAMDEN,700,CAMDEN COUNTY VOCATIONAL,43906895,2322.2,18907,8,46361925,2294.1,20209,9,Q. COUNTY VOC,QCOUNTYVOC
CAMDEN,800,CHERRY HILL TWP,183364782,11590.4,15820,38,188152945,11480.2,16389,37,"N. K-12|K-12,3500+",NK-12K-123500plus
CAMDEN,880,CLEMENTON BORO,11632382,719.5,16167,34,12608390,708.3,17801,41,"J. K-12|K-8,401-750",JK-12K-8401-750
CAMDEN,940,COLLINGSWOOD BORO,33753488,1972.3,17114,51,33373688,1948,17132,37,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
CAMDEN,1255,EASTERN CAMDEN COUNTY REG,34113655,2156.2,15821,8,35773012,2169.3,16491,6,"G. G9-12|7-12,9-12",GG9-127-129-12
CAMDEN,1720,GIBBSBORO BORO,4751669,257.2,18472,39,4805047,251.8,19084,39,"C. K-8|K-8,0-400",CK-8K-80-400
CAMDEN,1770,GLOUCESTER CITY,45058239,2120.4,21250,66,47090228,2187.4,21528,64,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
CAMDEN,1780,GLOUCESTER TWP,105423798,7652.6,13776,10,107240016,7541,14221,9,"E. K-8|K-8,751+",EK-8K-8751plus
CAMDEN,1880,HADDON HEIGHTS BORO,22540940,1362.4,16545,29,22362807,1405.5,15911,14,"L. K-12|K-12,0-1800",LK-12K-120-1800
CAMDEN,1890,HADDON TWP,33126970,2213.9,14963,14,34769162,2215.3,15695,16,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
CAMDEN,1900,HADDONFIELD,36197718,2434.3,14870,13,36984659,2478.8,14920,7,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
CAMDEN,2540,LAUREL SPRINGS BORO,4889465,365.2,13387,7,4993538,343.4,14541,13,H. K-12|K-6,HK-12K-6
CAMDEN,2560,LAWNSIDE BORO,8829034,495,17837,37,9038679,473.1,19105,40,"I. K-12|K-8,0-400",IK-12K-80-400
CAMDEN,2670,LINDENWOLD BORO,40000140,2301.9,17377,55,43974896,2259.4,19463,62,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
CAMDEN,2890,MAGNOLIA BORO,7255216,474.7,15283,21,7543302,467.9,16121,21,"D. K-8|K-8,401-750",DK-8K-8401-750
CAMDEN,3110,MERCHANTVILLE BORO,6360591,436.1,14585,16,7187011,423.5,16969,32,"I. K-12|K-8,0-400",IK-12K-80-400
CAMDEN,3420,MOUNT EPHRAIM BORO,10110459,663.5,15239,19,10792561,681.5,15838,18,"J. K-12|K-8,401-750",JK-12K-8401-750
CAMDEN,3770,OAKLYN BORO,8165919,532.8,15326,12,8184083,536.8,15247,8,"L. K-12|K-12,0-1800",LK-12K-120-1800
CAMDEN,4060,PENNSAUKEN TWP,91703227,5510.9,16640,54,100717232,5249.6,19186,82,"N. K-12|K-12,3500+",NK-12K-123500plus
CAMDEN,4110,PINE HILL BORO,36676896,2081.9,17617,56,38056747,1997.8,19049,60,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
CAMDEN,4590,RUNNEMEDE BORO,12004782,835.3,14371,21,13244380,850.8,15567,38,"E. K-8|K-8,751+",EK-8K-8751plus
CAMDEN,4790,SOMERDALE BORO,6977934,483.9,14420,10,7383929,477,15479,12,"D. K-8|K-8,401-750",DK-8K-8401-750
CAMDEN,5035,STERLING HIGH SCHOOL DIST,16881403,1060,15926,9,17301498,986.3,17542,11,"G. G9-12|7-12,9-12",GG9-127-129-12
CAMDEN,5080,STRATFORD BORO,12120854,849.3,14272,18,12779088,835.2,15302,27,"E. K-8|K-8,751+",EK-8K-8751plus
CAMDEN,5400,VOORHEES TWP,50541664,3344.7,15111,36,53302374,3197.4,16671,57,"E. K-8|K-8,751+",EK-8K-8751plus
CAMDEN,5560,WATERFORD TWP,26667818,1837.2,14515,14,28413879,1783.6,15931,25,H. K-12|K-6,HK-12K-6
CAMDEN,5820,WINSLOW TWP,100941973,6078.9,16605,53,106561194,5567.4,19140,81,"N. K-12|K-12,3500+",NK-12K-123500plus
CAMDEN,5900,WOODLYNNE BORO,9004893,641.6,14035,6,10163068,627.7,16191,24,"J. K-12|K-8,401-750",JK-12K-8401-750
CAMDEN,6024,CAMDEN'S PRIDE CHARTER SCHOOL,1043468,84,12422,10,1531858,130,11784,6,O. CHARTER,OCHARTER
