GROUP,CONAME,DIST,DISTNAME,PP114,PP214,PP314
B. K-8 / 0 - 400,CAMDEN,1720,GIBBSBORO BORO,0.292,0.296,0.371
B. K-8 / 0 - 400,CAMDEN,2560,LAWNSIDE BORO,0.264,0.292,0.301
B. K-8 / 0 - 400,CAMDEN,3110,MERCHANTVILLE BORO,0.224,0.238,0.302
B. K-8 / 0 - 400,CAPE MAY,170,AVALON BORO,0.293,0.345,0.397
B. K-8 / 0 - 400,CAPE MAY,3680,NORTH WILDWOOD CITY,0.253,0.275,0.309
B. K-8 / 0 - 400,CAPE MAY,4701,SEA ISLE CITY,0.264,0.329,
B. K-8 / 0 - 400,CAPE MAY,5060,STONE HARBOR BORO,0.209,0.212,0.339
B. K-8 / 0 - 400,CAPE MAY,5800,WILDWOOD CREST BORO,0.183,0.215,0.218
B. K-8 / 0 - 400,CAPE MAY,5840,WOODBINE BORO,0.273,0.289,0.322
B. K-8 / 0 - 400,CUMBERLAND,1020,DEERFIELD TWP,0.283,0.308,0.370
B. K-8 / 0 - 400,CUMBERLAND,1120,DOWNE TWP,0.349,0.352,0.352
B. K-8 / 0 - 400,CUMBERLAND,1820,GREENWICH TWP,0.235,0.297,0.286
B. K-8 / 0 - 400,CUMBERLAND,3050,MAURICE RIVER TWP,0.363,0.458,0.467
B. K-8 / 0 - 400,CUMBERLAND,5070,STOW CREEK TWP,0.301,0.346,0.371
B. K-8 / 0 - 400,HUDSON,1200,EAST NEWARK BORO,0.270,0.307,0.393
B. K-8 / 0 - 400,HUNTERDON,430,BLOOMSBURY BORO,0.224,0.239,0.308
B. K-8 / 0 - 400,HUNTERDON,670,CALIFON BORO,0.218,0.226,0.225
B. K-8 / 0 - 400,HUNTERDON,1600,FRANKLIN TWP,0.215,0.221,0.241
B. K-8 / 0 - 400,HUNTERDON,1680,FRENCHTOWN BORO,0.152,0.184,0.193
B. K-8 / 0 - 400,HUNTERDON,1970,HAMPTON BORO,0.317,0.240,0.284
B. K-8 / 0 - 400,HUNTERDON,2140,HIGH BRIDGE BORO,0.230,0.308,0.267
B. K-8 / 0 - 400,HUNTERDON,3180,MILFORD BORO,0.191,0.209,0.262
B. K-8 / 0 - 400,MONMOUTH,180,AVON BORO,0.269,0.256,0.261
B. K-8 / 0 - 400,MONMOUTH,500,BRADLEY BEACH BORO,0.282,0.309,0.347
B. K-8 / 0 - 400,MONMOUTH,1000,DEAL BORO,0.213,0.233,0.271
B. K-8 / 0 - 400,MONMOUTH,1490,FARMINGDALE BORO,0.179,0.172,0.187
B. K-8 / 0 - 400,MONMOUTH,3250,MONMOUTH BEACH BORO,0.161,0.203,0.251
B. K-8 / 0 - 400,MONMOUTH,3500,NEPTUNE CITY,0.316,0.301,0.377
B. K-8 / 0 - 400,MONMOUTH,4690,SEA GIRT BORO,0.229,0.236,0.250
B. K-8 / 0 - 400,MONMOUTH,4980,SPRING LAKE BORO,0.290,0.313,0.323
B. K-8 / 0 - 400,MONMOUTH,4990,SPRING LAKE HEIGHTS BORO,0.259,0.293,0.261
B. K-8 / 0 - 400,MORRIS,2010,HARDING TOWNSHIP,0.278,0.281,0.314
B. K-8 / 0 - 400,MORRIS,3410,MOUNT ARLINGTON BORO,0.277,0.265,0.285
B. K-8 / 0 - 400,MORRIS,3520,NETCONG BORO,0.225,0.222,0.277
B. K-8 / 0 - 400,MORRIS,4440,RIVERDALE BORO,0.214,0.254,0.287
B. K-8 / 0 - 400,OCEAN,210,BAY HEAD BORO,0.309,0.322,0.348
B. K-8 / 0 - 400,OCEAN,2550,LAVALLETTE BORO,0.244,0.252,0.286
B. K-8 / 0 - 400,SALEM,1350,ELSINBORO TWP,0.144,0.170,0.198
B. K-8 / 0 - 400,SALEM,2800,LOWER ALLOWAYS CREEK,0.238,0.244,0.401
B. K-8 / 0 - 400,SALEM,2950,MANNINGTON TWP,0.370,0.355,0.433
B. K-8 / 0 - 400,SALEM,3860,OLDMANS TWP,0.313,0.341,0.383
B. K-8 / 0 - 400,SALEM,4280,QUINTON TWP,0.239,0.265,0.336
B. K-8 / 0 - 400,SALEM,5320,UPPER PITTSGROVE TWP,0.307,0.287,0.297
B. K-8 / 0 - 400,SUSSEX,1930,HAMBURG BORO,0.309,0.270,0.338
B. K-8 / 0 - 400,SUSSEX,2490,LAFAYETTE TWP,0.199,0.219,0.260
B. K-8 / 0 - 400,SUSSEX,3300,MONTAGUE TWP,0.348,0.304,0.328
B. K-8 / 0 - 400,SUSSEX,3840,OGDENSBURG BORO,0.258,0.270,0.313
B. K-8 / 0 - 400,SUSSEX,5030,STANHOPE BORO,0.282,0.343,0.328
B. K-8 / 0 - 400,UNION,1710,GARWOOD BORO,0.244,0.222,0.222
B. K-8 / 0 - 400,UNION,5810,WINFIELD TWP,0.196,0.181,0.221
B. K-8 / 0 - 400,WARREN,70,ALPHA BORO,0.256,0.276,0.328
B. K-8 / 0 - 400,WARREN,2040,HARMONY TWP,0.248,0.260,0.364
B. K-8 / 0 - 400,WARREN,2250,HOPE TWP,0.254,0.258,0.282
B. K-8 / 0 - 400,WARREN,3890,OXFORD TWP,0.230,0.212,0.236
B. K-8 / 0 - 400,WARREN,4200,POHATCONG TWP,0.389,0.367,0.307
B. K-8 / 0 - 400,WARREN,5780,WHITE TWP,0.369,0.416,0.417
C. K-8 / 401 - 750,,,1. State average - Operating Type K-8,0.262,0.276,0.307
C. K-8 / 401 - 750,,,2. State median - Operating Type K-8,0.255,0.270,0.303
C. K-8 / 401 - 750,,,5. State average - All operating types,0.260,0.276,0.306
C. K-8 / 401 - 750,,,6. State median - All operating types,0.248,0.267,0.297
C. K-8 / 401 - 750,ATLANTIC,1300,EGG HARBOR CITY,0.257,0.283,0.379
C. K-8 / 401 - 750,ATLANTIC,3020,MARGATE CITY,0.227,0.269,0.347
C. K-8 / 401 - 750,ATLANTIC,3480,MULLICA TWP,0.262,0.281,0.342
C. K-8 / 401 - 750,BERGEN,740,CARLSTADT BORO,0.242,0.257,0.321
C. K-8 / 401 - 750,BERGEN,1070,DEMAREST BORO,0.220,0.241,0.261
C. K-8 / 401 - 750,BERGEN,1380,ENGLEWOOD CLIFFS BORO,0.251,0.266,0.274
C. K-8 / 401 - 750,BERGEN,2050,HARRINGTON PARK BORO,0.232,0.241,0.234
C. K-8 / 401 - 750,BERGEN,2090,HAWORTH BORO,0.200,0.225,0.282
C. K-8 / 401 - 750,BERGEN,2200,HO HO KUS BORO,0.209,0.231,0.266
C. K-8 / 401 - 750,BERGEN,3730,NORTHVALE BORO,0.212,0.227,0.264
C. K-8 / 401 - 750,BERGEN,3740,NORWOOD BORO,0.219,0.245,0.272
C. K-8 / 401 - 750,BERGEN,4470,ROCHELLE PARK TWP,0.222,0.247,0.295
C. K-8 / 401 - 750,BURLINGTON,1030,DELANCO TWP,0.237,0.280,0.347
C. K-8 / 401 - 750,BURLINGTON,1250,EASTAMPTON TWP,0.256,0.278,0.332
C. K-8 / 401 - 750,BURLINGTON,1910,HAINESPORT TWP,0.287,0.285,0.322
C. K-8 / 401 - 750,BURLINGTON,3070,MEDFORD LAKES BORO,0.206,0.229,0.268
C. K-8 / 401 - 750,CAMDEN,190,BARRINGTON BORO,0.243,0.227,0.283
C. K-8 / 401 - 750,CAMDEN,340,BERLIN TWP,0.275,0.285,0.322
C. K-8 / 401 - 750,CAMDEN,880,CLEMENTON BORO,0.304,0.335,0.325
C. K-8 / 401 - 750,CAMDEN,2890,MAGNOLIA BORO,0.262,0.286,0.346
C. K-8 / 401 - 750,CAMDEN,3420,MOUNT EPHRAIM BORO,0.255,0.263,0.343
C. K-8 / 401 - 750,CAMDEN,4790,SOMERDALE BORO,0.335,0.344,0.389
C. K-8 / 401 - 750,CAMDEN,5900,WOODLYNNE BORO,0.276,0.327,0.368
C. K-8 / 401 - 750,CAPE MAY,1080,DENNIS TWP,0.226,0.250,0.274
C. K-8 / 401 - 750,CUMBERLAND,950,COMMERCIAL TWP,0.314,0.342,0.384
C. K-8 / 401 - 750,CUMBERLAND,1460,FAIRFIELD TWP,0.222,0.212,0.229
C. K-8 / 401 - 750,CUMBERLAND,2270,HOPEWELL TWP,0.212,0.230,0.264
C. K-8 / 401 - 750,CUMBERLAND,2570,LAWRENCE TWP,0.266,0.258,0.280
C. K-8 / 401 - 750,GLOUCESTER,1830,GREENWICH TWP,0.340,0.319,0.382
C. K-8 / 401 - 750,HUNTERDON,20,ALEXANDRIA TWP,0.238,0.197,0.208
C. K-8 / 401 - 750,HUNTERDON,370,BETHLEHEM TWP,0.276,0.271,0.303
C. K-8 / 401 - 750,HUNTERDON,910,CLINTON TOWN,0.246,0.299,0.313
C. K-8 / 401 - 750,HUNTERDON,1040,DELAWARE TWP,0.258,0.272,0.308
C. K-8 / 401 - 750,HUNTERDON,1160,EAST AMWELL TWP,0.211,0.235,0.269
C. K-8 / 401 - 750,HUNTERDON,2220,HOLLAND TWP,0.328,0.380,0.410
C. K-8 / 401 - 750,HUNTERDON,2450,KINGWOOD TWP,0.207,0.232,0.280
C. K-8 / 401 - 750,HUNTERDON,5180,TEWKSBURY TWP,0.272,0.282,0.317
C. K-8 / 401 - 750,HUNTERDON,5270,UNION TWP,0.259,0.271,0.343
C. K-8 / 401 - 750,MIDDLESEX,970,CRANBURY TWP,0.276,0.289,0.323
C. K-8 / 401 - 750,MIDDLESEX,2370,JAMESBURG BORO,0.242,0.309,0.291
C. K-8 / 401 - 750,MIDDLESEX,3220,MILLTOWN BORO,0.230,0.252,0.296
C. K-8 / 401 - 750,MONMOUTH,270,BELMAR BORO,0.297,0.319,0.363
C. K-8 / 401 - 750,MONMOUTH,560,BRIELLE BORO,0.234,0.235,0.299
C. K-8 / 401 - 750,MONMOUTH,3830,OCEANPORT BORO,0.287,0.291,0.282
C. K-8 / 401 - 750,MONMOUTH,4770,SHREWSBURY BORO,0.244,0.255,0.310
C. K-8 / 401 - 750,MONMOUTH,5640,WEST LONG BRANCH BORO,0.281,0.285,0.293
C. K-8 / 401 - 750,MORRIS,460,BOONTON TWP,0.227,0.245,0.251
C. K-8 / 401 - 750,MORRIS,3090,MENDHAM BORO,0.204,0.219,0.230
C. K-8 / 401 - 750,MORRIS,3380,MORRIS PLAINS BORO,0.301,0.304,0.338
C. K-8 / 401 - 750,MORRIS,4480,ROCKAWAY BORO,0.199,0.227,0.252
C. K-8 / 401 - 750,OCEAN,2500,LAKEHURST BORO,0.301,0.318,0.361
C. K-8 / 401 - 750,PASSAIC,420,BLOOMINGDALE BORO,0.258,0.267,0.301
C. K-8 / 401 - 750,PASSAIC,3640,NORTH HALEDON BORO,0.211,0.223,0.262
C. K-8 / 401 - 750,SALEM,60,ALLOWAY TWP,0.285,0.263,0.304
C. K-8 / 401 - 750,SOMERSET,240,BEDMINSTER TWP,0.205,0.227,0.242
C. K-8 / 401 - 750,SOMERSET,4850,SOUTH BOUND BROOK,0.229,0.236,0.299
C. K-8 / 401 - 750,SOMERSET,5540,WATCHUNG BORO,0.287,0.312,0.319
C. K-8 / 401 - 750,SUSSEX,90,ANDOVER REG,0.232,0.237,0.270
C. K-8 / 401 - 750,SUSSEX,1560,FRANKFORD TWP,0.240,0.238,0.281
C. K-8 / 401 - 750,SUSSEX,1570,FRANKLIN BORO,0.263,0.284,0.327
C. K-8 / 401 - 750,SUSSEX,1800,GREEN TWP,0.229,0.323,0.344
C. K-8 / 401 - 750,SUSSEX,2030,HARDYSTON TWP,0.249,0.269,0.279
C. K-8 / 401 - 750,WARREN,30,ALLAMUCHY TWP,0.368,0.358,0.374
D. K-8 / 751 +,,,1. State average - Operating Type K-8,0.262,0.276,0.307
D. K-8 / 751 +,,,2. State median - Operating Type K-8,0.255,0.270,0.303
D. K-8 / 751 +,,,5. State average - All operating types,0.260,0.276,0.306
D. K-8 / 751 +,,,6. State median - All operating types,0.248,0.267,0.297
D. K-8 / 751 +,ATLANTIC,10,ABSECON CITY,0.256,0.271,0.324
D. K-8 / 751 +,ATLANTIC,570,BRIGANTINE CITY,0.295,0.328,0.354
D. K-8 / 751 +,ATLANTIC,1690,GALLOWAY TWP,0.332,0.340,0.413
D. K-8 / 751 +,ATLANTIC,1940,HAMILTON TWP,0.274,0.282,0.310
D. K-8 / 751 +,ATLANTIC,2680,LINWOOD CITY,0.256,0.279,0.322
D. K-8 / 751 +,ATLANTIC,3720,NORTHFIELD CITY,0.291,0.308,0.368
D. K-8 / 751 +,ATLANTIC,4800,SOMERS POINT CITY,0.281,0.308,0.318
D. K-8 / 751 +,ATLANTIC,5350,VENTNOR CITY,0.296,0.297,0.364
D. K-8 / 751 +,BERGEN,40,ALLENDALE BORO,0.234,0.288,0.283
D. K-8 / 751 +,BERGEN,930,CLOSTER BORO,0.179,0.192,0.228
D. K-8 / 751 +,BERGEN,1230,EAST RUTHERFORD BORO,0.208,0.232,0.278
D. K-8 / 751 +,BERGEN,1470,FAIRVIEW BORO,0.217,0.226,0.255
D. K-8 / 751 +,BERGEN,1580,FRANKLIN LAKES BORO,0.259,0.293,0.300
D. K-8 / 751 +,BERGEN,2180,HILLSDALE BORO,0.186,0.204,0.242
D. K-8 / 751 +,BERGEN,2710,LITTLE FERRY BORO,0.166,0.064,0.198
D. K-8 / 751 +,BERGEN,3060,MAYWOOD BORO,0.281,0.283,0.302
D. K-8 / 751 +,BERGEN,3330,MONTVALE BORO,0.200,0.239,0.262
D. K-8 / 751 +,BERGEN,3760,OAKLAND BORO,0.305,0.310,0.323
D. K-8 / 751 +,BERGEN,3850,OLD TAPPAN BORO,0.234,0.268,0.318
D. K-8 / 751 +,BERGEN,4430,RIVER VALE TWP,0.229,0.230,0.249
D. K-8 / 751 +,BERGEN,5330,UPPER SADDLE RIVER BORO,0.228,0.252,0.307
D. K-8 / 751 +,BERGEN,5880,WOODCLIFF LAKE BORO,0.212,0.244,0.288
D. K-8 / 751 +,BERGEN,5920,WYCKOFF TWP,0.205,0.223,0.225
D. K-8 / 751 +,BURLINGTON,1280,EDGEWATER PARK TWP,0.299,0.329,0.369
D. K-8 / 751 +,BURLINGTON,1420,EVESHAM TWP,0.289,0.298,0.287
D. K-8 / 751 +,BURLINGTON,2850,LUMBERTON TWP,0.234,0.242,0.346
D. K-8 / 751 +,BURLINGTON,3080,MEDFORD TWP,0.301,0.301,0.318
D. K-8 / 751 +,BURLINGTON,3430,MOUNT HOLLY TWP,0.305,0.329,0.379
D. K-8 / 751 +,BURLINGTON,3440,MOUNT LAUREL TWP,0.210,0.217,0.268
D. K-8 / 751 +,BURLINGTON,4740,SHAMONG TWP,0.325,0.322,0.366
D. K-8 / 751 +,BURLINGTON,4930,SOUTHAMPTON TWP,0.232,0.244,0.297
D. K-8 / 751 +,BURLINGTON,5130,TABERNACLE TWP,0.293,0.298,0.389
D. K-8 / 751 +,BURLINGTON,5720,WESTAMPTON,0.241,0.243,0.297
D. K-8 / 751 +,CAMDEN,260,BELLMAWR BORO,0.212,0.224,0.245
D. K-8 / 751 +,CAMDEN,330,BERLIN BORO,0.259,0.247,0.343
D. K-8 / 751 +,CAMDEN,1780,GLOUCESTER TWP,0.233,0.262,0.275
D. K-8 / 751 +,CAMDEN,4590,RUNNEMEDE BORO,0.282,0.299,0.350
D. K-8 / 751 +,CAMDEN,5080,STRATFORD BORO,0.250,0.292,0.282
D. K-8 / 751 +,CAMDEN,5400,VOORHEES TWP,0.252,0.259,0.291
D. K-8 / 751 +,CAPE MAY,5340,UPPER TWP,0.235,0.269,0.274
D. K-8 / 751 +,CUMBERLAND,5300,UPPER DEERFIELD TWP,0.271,0.243,0.263
D. K-8 / 751 +,GLOUCESTER,2750,LOGAN TWP,0.256,0.257,0.355
D. K-8 / 751 +,HUDSON,1850,GUTTENBERG TOWN,0.392,0.346,0.345
D. K-8 / 751 +,HUNTERDON,920,CLINTON TWP,0.265,0.287,0.350
D. K-8 / 751 +,HUNTERDON,1510,FLEMINGTON-RARITAN REG,0.243,0.254,0.274
D. K-8 / 751 +,HUNTERDON,2600,LEBANON TWP,0.353,0.357,0.384
D. K-8 / 751 +,HUNTERDON,4350,READINGTON TWP,0.248,0.277,0.307
D. K-8 / 751 +,MONMOUTH,945,COLTS NECK TWP,0.266,0.286,0.344
D. K-8 / 751 +,MONMOUTH,1260,EATONTOWN BORO,0.216,0.240,0.296
D. K-8 / 751 +,MONMOUTH,1440,FAIR HAVEN BORO,0.248,0.290,0.332
D. K-8 / 751 +,MONMOUTH,1640,FREEHOLD BORO,0.311,0.300,0.332
D. K-8 / 751 +,MONMOUTH,1660,FREEHOLD TWP,0.358,0.372,0.419
D. K-8 / 751 +,MONMOUTH,2290,HOWELL TWP,0.273,0.281,0.281
D. K-8 / 751 +,MONMOUTH,2720,LITTLE SILVER BORO,0.219,0.219,0.260
D. K-8 / 751 +,MONMOUTH,2920,MANALAPAN-ENGLISHTOWN REG,0.238,0.264,0.331
D. K-8 / 751 +,MONMOUTH,3030,MARLBORO TWP,0.327,0.344,0.332
D. K-8 / 751 +,MONMOUTH,3200,MILLSTONE TWP,0.294,0.310,0.320
D. K-8 / 751 +,MONMOUTH,4360,RED BANK BORO,0.289,0.300,0.308
D. K-8 / 751 +,MONMOUTH,4570,RUMSON BORO,0.298,0.329,0.355
D. K-8 / 751 +,MONMOUTH,5185,TINTON FALLS,0.217,0.234,0.258
D. K-8 / 751 +,MONMOUTH,5230,UNION BEACH,0.254,0.269,0.367
D. K-8 / 751 +,MORRIS,820,CHESTER TWP,0.250,0.285,0.301
D. K-8 / 751 +,MORRIS,1090,DENVILLE TWP,0.279,0.281,0.277
D. K-8 / 751 +,MORRIS,1190,EAST HANOVER TWP,0.261,0.262,0.270
D. K-8 / 751 +,MORRIS,1530,FLORHAM PARK BORO,0.261,0.281,0.321
D. K-8 / 751 +,MORRIS,2000,HANOVER TWP,0.232,0.254,0.285
D. K-8 / 751 +,MORRIS,2650,LINCOLN PARK BORO,0.244,0.247,0.263
D. K-8 / 751 +,MORRIS,3100,MENDHAM TWP,0.265,0.283,0.311
D. K-8 / 751 +,MORRIS,4000,LONG HILL TWP,0.286,0.263,0.289
D. K-8 / 751 +,MORRIS,4490,ROCKAWAY TWP,0.262,0.292,0.324
D. K-8 / 751 +,MORRIS,5520,WASHINGTON TWP,0.289,0.296,0.303
D. K-8 / 751 +,MORRIS,5770,WHARTON BORO,0.219,0.255,0.309
D. K-8 / 751 +,PASSAIC,1920,HALEDON BORO,0.235,0.250,0.296
D. K-8 / 751 +,PASSAIC,2700,LITTLE FALLS TWP,0.245,0.290,0.302
D. K-8 / 751 +,PASSAIC,4270,PROSPECT PARK BORO,0.196,0.232,0.299
D. K-8 / 751 +,PASSAIC,4400,RINGWOOD BORO,0.227,0.246,0.301
D. K-8 / 751 +,PASSAIC,5200,TOTOWA BORO,0.227,0.240,0.268
D. K-8 / 751 +,PASSAIC,5440,WANAQUE BORO,0.256,0.204,0.239
D. K-8 / 751 +,PASSAIC,5690,WOODLAND PARK,0.227,0.243,0.274
D. K-8 / 751 +,SOMERSET,510,BRANCHBURG TWP,0.293,0.341,0.395
D. K-8 / 751 +,SOMERSET,1810,GREEN BROOK TWP,0.293,0.329,0.368
D. K-8 / 751 +,SOMERSET,5470,WARREN TWP,0.262,0.296,0.283
D. K-8 / 751 +,SUSSEX,640,BYRAM TWP,0.239,0.271,0.291
D. K-8 / 751 +,SUSSEX,5100,SUSSEX-WANTAGE REGIONAL,0.292,0.295,0.343
D. K-8 / 751 +,UNION,3470,MOUNTAINSIDE BORO,0.215,0.251,0.274
D. K-8 / 751 +,WARREN,1785,GREAT MEADOWS REGIONAL,0.302,0.327,0.342
D. K-8 / 751 +,WARREN,1840,GREENWICH TWP,0.327,0.331,0.378
D. K-8 / 751 +,WARREN,2790,LOPATCONG TWP,0.309,0.281,0.285
E. K-12 / 0 - 1800,,,1. State average - Operating Type K-12,0.259,0.275,0.304
E. K-12 / 0 - 1800,,,2. State median - Operating Type K-12,0.249,0.269,0.294
E. K-12 / 0 - 1800,,,5. State average - All operating types,0.260,0.276,0.306
E. K-12 / 0 - 1800,,,6. State median - All operating types,0.248,0.267,0.297
E. K-12 / 0 - 1800,BERGEN,440,BOGOTA BORO,0.203,0.225,0.302
E. K-12 / 0 - 1800,BERGEN,990,CRESSKILL BORO,0.222,0.209,0.246
E. K-12 / 0 - 1800,BERGEN,1360,EMERSON BORO,0.194,0.234,0.228
E. K-12 / 0 - 1800,BERGEN,2080,HASBROUCK HEIGHTS BORO,0.214,0.229,0.244
E. K-12 / 0 - 1800,BERGEN,2620,LEONIA BORO,0.243,0.229,0.257
E. K-12 / 0 - 1800,BERGEN,3170,MIDLAND PARK BORO,0.190,0.206,0.269
E. K-12 / 0 - 1800,BERGEN,3600,NORTH ARLINGTON BORO,0.215,0.224,0.232
E. K-12 / 0 - 1800,BERGEN,3910,PALISADES PARK,0.287,0.287,0.306
E. K-12 / 0 - 1800,BERGEN,3940,PARK RIDGE BORO,0.275,0.236,0.256
E. K-12 / 0 - 1800,BERGEN,4610,SADDLE BROOK TWP,0.235,0.246,0.275
