GROUP,CONAME,DIST,DISTNAME,SSRAT0017,RK0017,SALS0017,RKSAL0017,SSRAT0117,RK0117,SALS0117,RKSAL0117
C. K-8 / 401 - 750,CUMBERLAND,2270,HOPEWELL TWP,79.3,27,68782,48,85.8,27,66574,44
C. K-8 / 401 - 750,CUMBERLAND,2570,LAWRENCE TWP,151,1,62418,35,220.5,1,66354,43
C. K-8 / 401 - 750,GLOUCESTER,1830,GREENWICH TWP,59.9,55,80471,59,58.7,57,66612,45
C. K-8 / 401 - 750,HUNTERDON,20,ALEXANDRIA TWP,83.1,25,72120,54,64.7,54,61976,33
C. K-8 / 401 - 750,HUNTERDON,370,BETHLEHEM TWP,54.5,60,54382,15,56.3,59,57108,21
C. K-8 / 401 - 750,HUNTERDON,910,CLINTON TOWN,77.1,33,82387,61,74.6,40,84267,61
C. K-8 / 401 - 750,HUNTERDON,1040,DELAWARE TWP,78.1,31,55772,21,83.8,30,49466,5
C. K-8 / 401 - 750,HUNTERDON,1160,EAST AMWELL TWP,71.4,46,61938,34,66,53,60880,31
C. K-8 / 401 - 750,HUNTERDON,2220,HOLLAND TWP,76.6,35,66086,42,77.1,39,66086,42
C. K-8 / 401 - 750,HUNTERDON,2450,KINGWOOD TWP,59.2,56,60587,32,66.9,52,60363,30
C. K-8 / 401 - 750,HUNTERDON,5180,TEWKSBURY TWP,78.6,28,71996,53,74.5,42,64983,40
C. K-8 / 401 - 750,HUNTERDON,5270,UNION TWP,63.3,53,71345,51,88.1,23,64316,38
C. K-8 / 401 - 750,MIDDLESEX,970,CRANBURY TWP,64.8,52,57280,24,89.1,20,68021,47
C. K-8 / 401 - 750,MIDDLESEX,2370,JAMESBURG BORO,84.1,24,55845,22,82.4,33,62395,34
C. K-8 / 401 - 750,MIDDLESEX,3220,MILLTOWN BORO,99.6,10,53802,11,90.5,19,54201,14
C. K-8 / 401 - 750,MONMOUTH,270,BELMAR BORO,146.8,2,65419,40,95,16,68800,49
C. K-8 / 401 - 750,MONMOUTH,560,BRIELLE BORO,99.9,9,65091,37,115.9,4,61470,32
C. K-8 / 401 - 750,MONMOUTH,3830,OCEANPORT BORO,74.1,41,65390,38,92.3,17,59375,27
C. K-8 / 401 - 750,MONMOUTH,4770,SHREWSBURY BORO,75.4,39,59670,29,86.8,26,52175,10
C. K-8 / 401 - 750,MONMOUTH,5640,WEST LONG BRANCH BORO,118.4,5,60970,33,111.5,6,62768,35
C. K-8 / 401 - 750,MORRIS,460,BOONTON TWP,115,6,59913,30,107.1,7,63138,36
C. K-8 / 401 - 750,MORRIS,3090,MENDHAM BORO,95.3,13,58345,28,105.6,9,53125,12
C. K-8 / 401 - 750,MORRIS,3380,MORRIS PLAINS BORO,128.2,4,57071,23,106.7,8,57777,22
C. K-8 / 401 - 750,MORRIS,4480,ROCKAWAY BORO,82.6,26,49285,8,114.7,5,56128,18
C. K-8 / 401 - 750,OCEAN,2500,LAKEHURST BORO,70,47,55628,20,74.6,40,57820,23
C. K-8 / 401 - 750,PASSAIC,420,BLOOMINGDALE BORO,69.5,49,68340,45,73.1,46,69210,50
C. K-8 / 401 - 750,PASSAIC,3640,NORTH HALEDON BORO,73.6,44,57380,25,74,43,67760,46
C. K-8 / 401 - 750,SALEM,60,ALLOWAY TWP,73.2,45,60505,31,78.7,37,41057,1
C. K-8 / 401 - 750,SOMERSET,240,BEDMINSTER TWP,54,61,68443,46,54.2,61,68679,48
C. K-8 / 401 - 750,SOMERSET,4850,SOUTH BOUND BROOK,69.8,48,54810,16,71.7,47,63153,37
C. K-8 / 401 - 750,SOMERSET,5540,WATCHUNG BORO,76.7,34,69725,50,77.6,38,72200,53
C. K-8 / 401 - 750,SUSSEX,90,ANDOVER REG,67.2,51,71354,52,102.7,10,75003,55
C. K-8 / 401 - 750,SUSSEX,1560,FRANKFORD TWP,76.2,36,78915,55,82.5,32,76872,56
C. K-8 / 401 - 750,SUSSEX,1570,FRANKLIN BORO,73.7,43,79600,57,73.7,44,82155,58
C. K-8 / 401 - 750,SUSSEX,1800,GREEN TWP,88,20,68467,47,96.3,14,72536,54
C. K-8 / 401 - 750,SUSSEX,2030,HARDYSTON TWP,75.1,40,55478,19,73.4,45,59035,26
C. K-8 / 401 - 750,WARREN,30,ALLAMUCHY TWP,131,3,31830,1,68.5,51,58250,24
D. K-8 / 751 +,,,K-8 Average,77.6,,64795,,80.4,,65967,
D. K-8 / 751 +,ATLANTIC,10,ABSECON CITY,116.3,5,72544,60,141.8,3,75957,67
D. K-8 / 751 +,ATLANTIC,570,BRIGANTINE CITY,73.9,54,78117,71,72.5,63,81976,80
D. K-8 / 751 +,ATLANTIC,1690,GALLOWAY TWP,71.4,63,57245,9,80.5,47,60045,16
D. K-8 / 751 +,ATLANTIC,1940,HAMILTON TWP,110.6,6,70325,52,112.6,9,72205,56
D. K-8 / 751 +,ATLANTIC,2680,LINWOOD CITY,82.2,37,59479,18,74.5,56,54196,3
D. K-8 / 751 +,ATLANTIC,3720,NORTHFIELD CITY,91.7,16,73879,64,102.9,13,74988,64
D. K-8 / 751 +,ATLANTIC,4800,SOMERS POINT CITY,79.1,43,56270,7,70.9,67,56020,7
D. K-8 / 751 +,ATLANTIC,5350,VENTNOR CITY,95.3,13,75539,69,109.2,10,62175,23
D. K-8 / 751 +,BERGEN,40,ALLENDALE BORO,91.2,18,74530,67,92.9,21,74615,62
D. K-8 / 751 +,BERGEN,930,CLOSTER BORO,88.2,25,73977,65,78.1,49,71542,52
D. K-8 / 751 +,BERGEN,1230,EAST RUTHERFORD BORO,58.3,85,92867,87,72.4,64,97457,88
D. K-8 / 751 +,BERGEN,1470,FAIRVIEW BORO,121.9,3,58830,15,132.9,4,63575,26
D. K-8 / 751 +,BERGEN,1580,FRANKLIN LAKES BORO,68.2,71,58172,14,54.7,88,56292,8
D. K-8 / 751 +,BERGEN,2180,HILLSDALE BORO,92.3,15,64460,33,102.8,14,74254,61
D. K-8 / 751 +,BERGEN,2710,LITTLE FERRY BORO,95.7,12,72054,57,98.3,18,72054,54
D. K-8 / 751 +,BERGEN,3060,MAYWOOD BORO,87,28,84500,83,91.5,25,75000,65
D. K-8 / 751 +,BERGEN,3330,MONTVALE BORO,90.5,21,67008,40,99.2,15,70115,49
D. K-8 / 751 +,BERGEN,3760,OAKLAND BORO,58.5,84,81405,78,60.2,82,81405,78
D. K-8 / 751 +,BERGEN,3850,OLD TAPPAN BORO,102.7,7,82653,79,86.9,32,78862,72
D. K-8 / 751 +,BERGEN,4430,RIVER VALE TWP,99.8,10,84270,82,91.3,26,71755,53
D. K-8 / 751 +,BERGEN,5330,UPPER SADDLE RIVER BORO,83.5,33,65402,36,81.9,43,65902,33
D. K-8 / 751 +,BERGEN,5880,WOODCLIFF LAKE BORO,70.8,67,60995,21,74.3,57,67134,39
D. K-8 / 751 +,BERGEN,5920,WYCKOFF TWP,71.6,62,87219,85,69.2,73,89019,85
D. K-8 / 751 +,BURLINGTON,1280,EDGEWATER PARK TWP,79.7,41,71200,55,85.3,37,77663,69
D. K-8 / 751 +,BURLINGTON,1420,EVESHAM TWP,77.3,48,62017,24,76,54,63800,27
D. K-8 / 751 +,BURLINGTON,2850,LUMBERTON TWP,65.1,77,64525,35,70.9,67,67600,44
D. K-8 / 751 +,BURLINGTON,3080,MEDFORD TWP,69.4,68,68643,45,72.4,64,72155,55
D. K-8 / 751 +,BURLINGTON,3430,MOUNT HOLLY TWP,71.3,64,79643,76,76.4,53,81618,79
D. K-8 / 751 +,BURLINGTON,3440,MOUNT LAUREL TWP,68.6,70,70571,54,72.8,62,65959,34
D. K-8 / 751 +,BURLINGTON,4740,SHAMONG TWP,84.9,31,82680,80,83.4,40,82680,81
D. K-8 / 751 +,BURLINGTON,4930,SOUTHAMPTON TWP,72.2,58,78475,73,79.8,48,59550,15
D. K-8 / 751 +,BURLINGTON,5130,TABERNACLE TWP,81.3,40,60090,19,81.8,44,60090,17
D. K-8 / 751 +,BURLINGTON,5720,WESTAMPTON,87.6,27,69579,51,95.1,19,75308,66
D. K-8 / 751 +,CAMDEN,260,BELLMAWR BORO,86.1,29,72512,59,143.3,1,79556,74
D. K-8 / 751 +,CAMDEN,330,BERLIN BORO,101.8,8,60613,20,73.3,61,55208,6
D. K-8 / 751 +,CAMDEN,1780,GLOUCESTER TWP,79.1,43,68638,44,84.6,38,74856,63
D. K-8 / 751 +,CAMDEN,4590,RUNNEMEDE BORO,75.1,53,53935,3,75.7,55,53825,2
D. K-8 / 751 +,CAMDEN,5080,STRATFORD BORO,76,52,55222,4,89.6,27,58635,12
D. K-8 / 751 +,CAMDEN,5400,VOORHEES TWP,79.1,43,87344,86,76.6,52,90608,86
D. K-8 / 751 +,CAPE MAY,5340,UPPER TWP,79.3,42,78720,74,76.9,51,78720,71
D. K-8 / 751 +,CUMBERLAND,5300,UPPER DEERFIELD TWP,62.5,80,62248,26,59.1,85,67447,43
D. K-8 / 751 +,GLOUCESTER,2750,LOGAN TWP,88,26,64233,32,108.6,11,65185,32
D. K-8 / 751 +,HUDSON,1850,GUTTENBERG TOWN,149.6,1,67585,41,141.9,2,66419,37
D. K-8 / 751 +,HUNTERDON,920,CLINTON TWP,62,82,66985,39,58.7,86,64635,30
D. K-8 / 751 +,HUNTERDON,1510,FLEMINGTON-RARITAN REG,84.2,32,78745,75,87.6,30,79845,75
D. K-8 / 751 +,HUNTERDON,2600,LEBANON TWP,65.5,75,57435,10,70,70,56723,9
D. K-8 / 751 +,HUNTERDON,4350,READINGTON TWP,73,56,68715,46,69.9,71,69929,48
D. K-8 / 751 +,MONMOUTH,945,COLTS NECK TWP,76.5,51,62513,27,69.9,71,65115,31
D. K-8 / 751 +,MONMOUTH,1260,EATONTOWN BORO,56,87,69065,48,60.1,83,73534,60
D. K-8 / 751 +,MONMOUTH,1440,FAIR HAVEN BORO,91.7,16,53673,2,89.5,28,55157,5
D. K-8 / 751 +,MONMOUTH,1640,FREEHOLD BORO,100,9,62080,25,104,12,52780,1
D. K-8 / 751 +,MONMOUTH,1660,FREEHOLD TWP,77.5,47,70367,53,81.5,45,64476,29
D. K-8 / 751 +,MONMOUTH,2290,HOWELL TWP,72.9,57,94675,88,82.1,42,96775,87
D. K-8 / 751 +,MONMOUTH,2720,LITTLE SILVER BORO,71.2,66,72965,62,70.7,69,66350,36
D. K-8 / 751 +,MONMOUTH,2920,MANALAPAN-ENGLISHTOWN REG,90.9,20,85438,84,91.9,23,83328,82
D. K-8 / 751 +,MONMOUTH,3030,MARLBORO TWP,90.4,22,55455,5,87,31,70850,51
D. K-8 / 751 +,MONMOUTH,3200,MILLSTONE TWP,82.9,35,57155,8,99.2,15,60960,21
D. K-8 / 751 +,MONMOUTH,4360,RED BANK BORO,64.4,79,53055,1,73.7,59,57383,10
D. K-8 / 751 +,MONMOUTH,4570,RUMSON BORO,122.4,2,63090,29,121.8,6,67980,45
