GROUP,CONAME,DIST,DISTNAME,PP18A,RK18A,PCT18A,PP28A,RK28A,PCT28A,PP38A,RK38A,PCT38A
A. K-6,OCEAN,320,BERKELEY TWP,30,27,0.002,35,30,0.003,34,25,0.003
A. K-6,OCEAN,1150,EAGLESWOOD TWP,34,32,0.002,2,1,0.000,35,27,0.002
A. K-6,OCEAN,2350,ISLAND HEIGHTS BORO,206,57,0.014,82,45,0.005,83,45,0.006
A. K-6,OCEAN,2690,LITTLE EGG HARBOR TWP,22,20,0.002,28,25,0.002,24,18,0.002
A. K-6,OCEAN,2760,LONG BEACH ISLAND,28,25,0.001,294,54,0.014,121,56,0.005
A. K-6,OCEAN,3800,OCEAN GATE BORO,52,37,0.004,109,50,0.007,33,24,0.002
A. K-6,OCEAN,3820,OCEAN TWP,24,23,0.002,15,15,0.001,45,32,0.003
A. K-6,OCEAN,4710,SEASIDE HEIGHTS BORO,128,54,0.009,65,39,0.004,96,47,0.006
A. K-6,OCEAN,5020,STAFFORD TWP,74,44,0.006,56,36,0.005,58,38,0.004
A. K-6,OCEAN,5220,TUCKERTON BORO,30,27,0.003,20,19,0.002,26,19,0.002
A. K-6,SUSSEX,1630,FREDON TWP,31,30,0.003,30,26,0.002,43,31,0.003
A. K-6,SUSSEX,1980,HAMPTON TWP,3,4,0.000,10,11,0.001,10,7,0.001
A. K-6,SUSSEX,4650,SANDYSTON-WALPACK TWP,21,18,0.001,59,37,0.004,3,1,0.000
A. K-6,SUSSEX,5040,STILLWATER TWP,36,33,0.003,32,27,0.002,68,41,0.004
A. K-6,WARREN,400,BLAIRSTOWN TWP,11,11,0.001,9,10,0.001,17,13,0.001
A. K-6,WARREN,1620,FRANKLIN TWP,55,38,0.004,46,34,0.003,14,12,0.001
A. K-6,WARREN,1670,FRELINGHUYSEN TWP,3,4,0.000,,,0.000,,,0.000
A. K-6,WARREN,2470,KNOWLTON TWP,3,4,0.000,13,13,0.001,10,7,0.001
A. K-6,WARREN,2970,MANSFIELD TWP,21,18,0.002,13,13,0.001,21,16,0.002
A. K-6,WARREN,5480,WASHINGTON BORO,17,15,0.002,7,6,0.001,20,15,0.001
A. K-6,WARREN,5530,WASHINGTON TWP,1,1,0.000,,,0.000,9,4,0.001
B. K-8 / 0 - 400,,,1. State average - Operating Type K-8,37,,,39,,,38,,
B. K-8 / 0 - 400,,,2. State median - Operating Type K-8,35,,,36,,,37,,
B. K-8 / 0 - 400,,,5. State average - All operating types,37,,,39,,,37,,
B. K-8 / 0 - 400,,,6. State median - All operating types,31,,,33,,,35,,
B. K-8 / 0 - 400,ATLANTIC,1410,ESTELL MANOR CITY,52,34,0.005,71,43,0.006,63,51,0.004
B. K-8 / 0 - 400,ATLANTIC,4240,PORT REPUBLIC CITY,145,53,0.010,230,59,0.015,132,66,0.009
B. K-8 / 0 - 400,ATLANTIC,5760,WEYMOUTH TWP,27,19,0.002,43,29,0.003,33,24,0.002
B. K-8 / 0 - 400,BERGEN,80,ALPINE BORO,163,56,0.007,70,42,0.003,33,24,0.001
B. K-8 / 0 - 400,BERGEN,3350,MOONACHIE BORO,104,52,0.005,87,48,0.005,102,63,0.005
B. K-8 / 0 - 400,BERGEN,4870,SOUTH HACKENSACK TWP,87,49,0.005,125,54,0.008,41,36,0.002
B. K-8 / 0 - 400,BURLINGTON,380,BEVERLY CITY,186,59,0.013,271,62,0.020,84,60,0.007
B. K-8 / 0 - 400,BURLINGTON,1030,DELANCO TWP,20,15,0.002,13,10,0.001,35,28,0.003
B. K-8 / 0 - 400,BURLINGTON,3540,NEW HANOVER TWP,322,63,0.021,266,61,0.015,46,42,0.002
B. K-8 / 0 - 400,BURLINGTON,4460,RIVERTON,27,19,0.002,35,25,0.003,40,34,0.003
B. K-8 / 0 - 400,BURLINGTON,5490,WASHINGTON TWP,80,46,0.004,,,0.000,54,46,0.002
B. K-8 / 0 - 400,BURLINGTON,5890,WOODLAND TWP,61,37,0.004,65,40,0.005,83,59,0.006
B. K-8 / 0 - 400,CAMDEN,580,BROOKLAWN BORO,51,33,0.005,32,21,0.003,48,44,0.004
B. K-8 / 0 - 400,CAMDEN,1720,GIBBSBORO BORO,,,0.000,,,0.000,58,49,0.004
B. K-8 / 0 - 400,CAMDEN,2560,LAWNSIDE BORO,227,60,0.017,106,53,0.008,43,40,0.003
B. K-8 / 0 - 400,CAMDEN,3110,MERCHANTVILLE BORO,85,48,0.007,46,30,0.004,70,55,0.005
B. K-8 / 0 - 400,CAPE MAY,170,AVALON BORO,175,58,0.005,152,57,0.004,15,6,0.000
B. K-8 / 0 - 400,CAPE MAY,3680,NORTH WILDWOOD CITY,17,14,0.001,14,11,0.001,33,24,0.002
B. K-8 / 0 - 400,CAPE MAY,5060,STONE HARBOR BORO,160,55,0.006,83,47,0.003,45,41,0.001
B. K-8 / 0 - 400,CAPE MAY,5800,WILDWOOD CREST BORO,79,45,0.004,57,39,0.003,38,31,0.002
B. K-8 / 0 - 400,CAPE MAY,5840,WOODBINE BORO,84,47,0.006,48,32,0.003,66,53,0.005
B. K-8 / 0 - 400,CUMBERLAND,1020,DEERFIELD TWP,39,27,0.004,65,40,0.006,37,30,0.003
B. K-8 / 0 - 400,CUMBERLAND,1120,DOWNE TWP,30,22,0.002,3,1,0.000,28,19,0.002
B. K-8 / 0 - 400,CUMBERLAND,1820,GREENWICH TWP,8,7,0.001,4,2,0.000,13,4,0.001
B. K-8 / 0 - 400,CUMBERLAND,5070,STOW CREEK TWP,4,3,0.000,6,3,0.001,8,1,0.001
B. K-8 / 0 - 400,HUDSON,1200,EAST NEWARK BORO,31,23,0.003,24,14,0.003,31,20,0.003
B. K-8 / 0 - 400,HUNTERDON,430,BLOOMSBURY BORO,57,35,0.005,19,13,0.001,39,32,0.003
B. K-8 / 0 - 400,HUNTERDON,670,CALIFON BORO,92,51,0.007,101,51,0.007,17,9,0.001
B. K-8 / 0 - 400,HUNTERDON,1600,FRANKLIN TWP,29,21,0.002,138,55,0.010,122,64,0.008
B. K-8 / 0 - 400,HUNTERDON,1680,FRENCHTOWN BORO,49,31,0.004,24,14,0.002,20,13,0.001
B. K-8 / 0 - 400,HUNTERDON,1970,HAMPTON BORO,8,7,0.000,32,21,0.001,17,9,0.001
B. K-8 / 0 - 400,HUNTERDON,2140,HIGH BRIDGE BORO,78,44,0.005,50,34,0.003,40,34,0.002
B. K-8 / 0 - 400,HUNTERDON,3180,MILFORD BORO,303,61,0.021,246,60,0.017,41,36,0.003
B. K-8 / 0 - 400,MONMOUTH,180,AVON BORO,11,9,0.001,12,9,0.001,18,11,0.001
B. K-8 / 0 - 400,MONMOUTH,500,BRADLEY BEACH BORO,7,5,0.000,9,7,0.001,15,6,0.001
B. K-8 / 0 - 400,MONMOUTH,1000,DEAL BORO,13,11,0.001,72,45,0.003,39,32,0.002
B. K-8 / 0 - 400,MONMOUTH,1490,FARMINGDALE BORO,44,30,0.003,36,26,0.003,42,39,0.003
B. K-8 / 0 - 400,MONMOUTH,3250,MONMOUTH BEACH BORO,13,11,0.001,38,28,0.003,32,23,0.002
B. K-8 / 0 - 400,MONMOUTH,4690,SEA GIRT BORO,170,57,0.010,170,58,0.009,131,65,0.007
B. K-8 / 0 - 400,MONMOUTH,4980,SPRING LAKE BORO,73,40,0.005,151,56,0.009,92,62,0.005
B. K-8 / 0 - 400,MONMOUTH,4990,SPRING LAKE HEIGHTS BORO,61,37,0.005,47,31,0.004,55,47,0.004
B. K-8 / 0 - 400,MORRIS,2010,HARDING TOWNSHIP,305,62,0.016,104,52,0.006,60,50,0.003
B. K-8 / 0 - 400,MORRIS,3410,MOUNT ARLINGTON BORO,12,10,0.001,32,21,0.002,55,47,0.003
B. K-8 / 0 - 400,MORRIS,3520,NETCONG BORO,66,39,0.005,51,35,0.004,67,54,0.005
B. K-8 / 0 - 400,MORRIS,4440,RIVERDALE BORO,90,50,0.007,51,35,0.004,41,36,0.003
B. K-8 / 0 - 400,OCEAN,210,BAY HEAD BORO,26,17,0.001,51,35,0.003,71,57,0.004
B. K-8 / 0 - 400,OCEAN,2550,LAVALLETTE BORO,151,54,0.010,71,43,0.004,48,44,0.003
B. K-8 / 0 - 400,SALEM,1350,ELSINBORO TWP,3,1,0.000,8,6,0.001,22,14,0.002
B. K-8 / 0 - 400,SALEM,2800,LOWER ALLOWAYS CREEK,26,17,0.002,29,17,0.002,31,20,0.002
B. K-8 / 0 - 400,SALEM,2950,MANNINGTON TWP,,,0.000,,,0.000,10,3,0.001
B. K-8 / 0 - 400,SALEM,3860,OLDMANS TWP,3,1,0.000,7,5,0.001,13,4,0.001
B. K-8 / 0 - 400,SALEM,4280,QUINTON TWP,,,0.000,10,8,0.001,8,1,0.001
B. K-8 / 0 - 400,SALEM,5320,UPPER PITTSGROVE TWP,14,13,0.001,6,3,0.000,27,18,0.002
B. K-8 / 0 - 400,SUSSEX,1930,HAMBURG BORO,33,26,0.002,31,20,0.002,22,14,0.001
B. K-8 / 0 - 400,SUSSEX,2490,LAFAYETTE TWP,20,15,0.002,37,27,0.003,16,8,0.001
B. K-8 / 0 - 400,SUSSEX,3300,MONTAGUE TWP,49,31,0.003,325,63,0.019,47,43,0.003
B. K-8 / 0 - 400,SUSSEX,3840,OGDENSBURG BORO,75,43,0.006,25,16,0.002,77,58,0.006
B. K-8 / 0 - 400,SUSSEX,5030,STANHOPE BORO,57,35,0.005,90,49,0.007,65,52,0.005
B. K-8 / 0 - 400,UNION,1710,GARWOOD BORO,40,28,0.004,49,33,0.005,87,61,0.008
B. K-8 / 0 - 400,UNION,5810,WINFIELD TWP,41,29,0.002,32,21,0.002,31,20,0.002
B. K-8 / 0 - 400,WARREN,70,ALPHA BORO,73,40,0.005,94,50,0.007,36,29,0.003
B. K-8 / 0 - 400,WARREN,2040,HARMONY TWP,32,24,0.002,30,18,0.002,18,11,0.001
B. K-8 / 0 - 400,WARREN,2250,HOPE TWP,7,5,0.001,30,18,0.002,25,17,0.002
B. K-8 / 0 - 400,WARREN,3890,OXFORD TWP,32,24,0.002,73,46,0.006,33,24,0.003
B. K-8 / 0 - 400,WARREN,4200,POHATCONG TWP,74,42,0.006,54,38,0.004,70,55,0.005
B. K-8 / 0 - 400,WARREN,5780,WHITE TWP,4,3,0.000,17,12,0.001,22,14,0.001
C. K-8 / 401 - 750,,,1. State average - Operating Type K-8,37,,,39,,,38,,
C. K-8 / 401 - 750,,,2. State median - Operating Type K-8,35,,,36,,,37,,
C. K-8 / 401 - 750,,,5. State average - All operating types,37,,,39,,,37,,
C. K-8 / 401 - 750,,,6. State median - All operating types,31,,,33,,,35,,
C. K-8 / 401 - 750,ATLANTIC,1300,EGG HARBOR CITY,,,0.000,2,1,0.000,10,4,0.001
C. K-8 / 401 - 750,ATLANTIC,1540,FOLSOM BORO,18,14,0.002,17,13,0.002,31,25,0.002
C. K-8 / 401 - 750,ATLANTIC,3020,MARGATE CITY,263,63,0.016,194,63,0.011,165,64,0.009
C. K-8 / 401 - 750,ATLANTIC,3480,MULLICA TWP,20,15,0.002,8,6,0.001,15,7,0.001
C. K-8 / 401 - 750,BERGEN,740,CARLSTADT BORO,29,24,0.002,31,27,0.002,26,19,0.002
C. K-8 / 401 - 750,BERGEN,1070,DEMAREST BORO,84,53,0.006,32,28,0.002,62,48,0.004
C. K-8 / 401 - 750,BERGEN,1380,ENGLEWOOD CLIFFS BORO,101,57,0.006,57,47,0.003,88,59,0.005
C. K-8 / 401 - 750,BERGEN,2050,HARRINGTON PARK BORO,,,0.000,5,3,0.000,29,22,0.002
C. K-8 / 401 - 750,BERGEN,2090,HAWORTH BORO,41,34,0.003,53,43,0.004,45,38,0.003
C. K-8 / 401 - 750,BERGEN,2200,HO HO KUS BORO,67,47,0.005,27,22,0.002,61,46,0.004
C. K-8 / 401 - 750,BERGEN,3730,NORTHVALE BORO,58,42,0.005,46,40,0.004,71,52,0.005
C. K-8 / 401 - 750,BERGEN,3740,NORWOOD BORO,90,56,0.007,30,25,0.002,60,45,0.004
C. K-8 / 401 - 750,BERGEN,4470,ROCHELLE PARK TWP,33,26,0.002,36,34,0.003,55,43,0.004
C. K-8 / 401 - 750,BURLINGTON,1250,EASTAMPTON TWP,10,7,0.001,21,16,0.002,5,1,0.000
C. K-8 / 401 - 750,BURLINGTON,1910,HAINESPORT TWP,73,51,0.007,59,48,0.005,70,50,0.006
C. K-8 / 401 - 750,BURLINGTON,3070,MEDFORD LAKES BORO,37,31,0.004,35,32,0.003,36,30,0.003
C. K-8 / 401 - 750,CAMDEN,190,BARRINGTON BORO,35,30,0.003,52,42,0.005,32,26,0.003
C. K-8 / 401 - 750,CAMDEN,340,BERLIN TWP,68,48,0.005,74,55,0.005,73,53,0.005
C. K-8 / 401 - 750,CAMDEN,880,CLEMENTON BORO,44,37,0.003,25,21,0.002,43,37,0.003
C. K-8 / 401 - 750,CAMDEN,2890,MAGNOLIA BORO,60,43,0.005,36,34,0.003,89,60,0.006
C. K-8 / 401 - 750,CAMDEN,3420,MOUNT EPHRAIM BORO,71,50,0.006,56,46,0.005,68,49,0.005
C. K-8 / 401 - 750,CAMDEN,4790,SOMERDALE BORO,22,17,0.002,34,31,0.003,35,29,0.003
C. K-8 / 401 - 750,CAMDEN,5900,WOODLYNNE BORO,11,9,0.001,27,22,0.003,22,16,0.002
C. K-8 / 401 - 750,CAPE MAY,1080,DENNIS TWP,43,36,0.003,172,62,0.011,58,44,0.004
C. K-8 / 401 - 750,CUMBERLAND,950,COMMERCIAL TWP,9,6,0.001,9,7,0.001,8,2,0.001
C. K-8 / 401 - 750,CUMBERLAND,1460,FAIRFIELD TWP,61,44,0.006,35,32,0.003,20,13,0.002
C. K-8 / 401 - 750,CUMBERLAND,2270,HOPEWELL TWP,5,3,0.000,15,12,0.001,10,4,0.001
C. K-8 / 401 - 750,CUMBERLAND,2570,LAWRENCE TWP,57,41,0.004,19,15,0.002,32,26,0.003
C. K-8 / 401 - 750,CUMBERLAND,3050,MAURICE RIVER TWP,4,1,0.000,6,4,0.001,13,6,0.001
C. K-8 / 401 - 750,GLOUCESTER,1830,GREENWICH TWP,17,13,0.001,27,22,0.002,29,22,0.002
C. K-8 / 401 - 750,HUNTERDON,20,ALEXANDRIA TWP,33,26,0.002,10,9,0.001,18,12,0.001
C. K-8 / 401 - 750,HUNTERDON,370,BETHLEHEM TWP,125,61,0.008,164,61,0.011,81,58,0.005
C. K-8 / 401 - 750,HUNTERDON,910,CLINTON-GLEN GARDNER,20,15,0.002,24,18,0.002,26,19,0.002
C. K-8 / 401 - 750,HUNTERDON,1040,DELAWARE TWP,34,29,0.002,,,0.000,34,28,0.002
C. K-8 / 401 - 750,HUNTERDON,1160,EAST AMWELL TWP,41,34,0.003,39,37,0.003,46,39,0.003
C. K-8 / 401 - 750,HUNTERDON,2220,HOLLAND TWP,37,31,0.003,38,36,0.003,17,11,0.001
C. K-8 / 401 - 750,HUNTERDON,2450,KINGWOOD TWP,31,25,0.002,22,17,0.002,25,18,0.002
C. K-8 / 401 - 750,HUNTERDON,2600,LEBANON TWP,28,23,0.002,6,4,0.000,,,0.000
C. K-8 / 401 - 750,HUNTERDON,5180,TEWKSBURY TWP,66,46,0.005,33,29,0.002,36,30,0.002
C. K-8 / 401 - 750,HUNTERDON,5270,UNION TWP,55,40,0.004,33,29,0.003,61,46,0.004
C. K-8 / 401 - 750,MIDDLESEX,970,CRANBURY TWP,122,60,0.008,67,51,0.004,92,61,0.005
C. K-8 / 401 - 750,MIDDLESEX,3220,MILLTOWN BORO,27,21,0.002,67,51,0.006,38,32,0.003
C. K-8 / 401 - 750,MONMOUTH,270,BELMAR BORO,25,19,0.002,30,25,0.002,30,24,0.002
C. K-8 / 401 - 750,MONMOUTH,560,BRIELLE BORO,39,33,0.004,70,53,0.006,51,42,0.004
C. K-8 / 401 - 750,MONMOUTH,3500,NEPTUNE CITY,27,21,0.003,60,49,0.006,42,36,0.004
C. K-8 / 401 - 750,MONMOUTH,3830,OCEANPORT BORO,44,37,0.003,41,38,0.003,39,35,0.003
C. K-8 / 401 - 750,MONMOUTH,4770,SHREWSBURY BORO,173,62,0.014,85,56,0.006,114,63,0.008
C. K-8 / 401 - 750,MONMOUTH,5230,UNION BEACH,33,26,0.003,48,41,0.004,47,40,0.004
C. K-8 / 401 - 750,MONMOUTH,5640,WEST LONG BRANCH BORO,106,59,0.008,118,60,0.009,105,62,0.007
C. K-8 / 401 - 750,MORRIS,460,BOONTON TWP,4,1,0.000,11,11,0.001,38,32,0.003
C. K-8 / 401 - 750,MORRIS,3090,MENDHAM BORO,26,20,0.002,45,39,0.004,47,40,0.004
C. K-8 / 401 - 750,MORRIS,3380,MORRIS PLAINS BORO,87,54,0.007,98,57,0.007,80,57,0.006
C. K-8 / 401 - 750,MORRIS,4480,ROCKAWAY BORO,12,11,0.001,10,9,0.001,15,7,0.001
C. K-8 / 401 - 750,OCEAN,2500,LAKEHURST BORO,69,49,0.006,53,43,0.004,21,15,0.002
C. K-8 / 401 - 750,PASSAIC,420,BLOOMINGDALE BORO,65,45,0.004,70,53,0.005,77,55,0.005
C. K-8 / 401 - 750,PASSAIC,3640,NORTH HALEDON BORO,51,39,0.005,53,43,0.005,38,32,0.003
C. K-8 / 401 - 750,SALEM,60,ALLOWAY TWP,13,12,0.001,66,50,0.006,28,21,0.002
C. K-8 / 401 - 750,SOMERSET,240,BEDMINSTER TWP,89,55,0.006,195,64,0.012,78,56,0.005
C. K-8 / 401 - 750,SOMERSET,4850,SOUTH BOUND BROOK,6,4,0.001,2,1,0.000,20,13,0.002
C. K-8 / 401 - 750,SOMERSET,5540,WATCHUNG BORO,7,5,0.001,9,7,0.001,16,9,0.001
C. K-8 / 401 - 750,SUSSEX,90,ANDOVER REG,105,58,0.007,99,58,0.007,16,9,0.001
C. K-8 / 401 - 750,SUSSEX,1560,FRANKFORD TWP,11,9,0.001,17,13,0.001,9,3,0.001
C. K-8 / 401 - 750,SUSSEX,1570,FRANKLIN BORO,24,18,0.002,24,18,0.002,23,17,0.002
C. K-8 / 401 - 750,SUSSEX,1800,GREEN TWP,10,7,0.001,24,18,0.002,75,54,0.005
C. K-8 / 401 - 750,WARREN,30,ALLAMUCHY TWP,82,52,0.007,104,59,0.008,70,50,0.005
D. K-8 / 751 +,,,1. State average - Operating Type K-8,37,,,39,,,38,,
D. K-8 / 751 +,,,2. State median - Operating Type K-8,35,,,36,,,37,,
D. K-8 / 751 +,,,5. State average - All operating types,37,,,39,,,37,,
D. K-8 / 751 +,,,6. State median - All operating types,31,,,33,,,35,,
D. K-8 / 751 +,ATLANTIC,10,ABSECON CITY,6,3,0.001,21,28,0.002,19,12,0.002
D. K-8 / 751 +,ATLANTIC,570,BRIGANTINE CITY,42,58,0.003,22,30,0.001,46,65,0.003
D. K-8 / 751 +,ATLANTIC,1690,GALLOWAY TWP,7,5,0.001,10,5,0.001,11,3,0.001
D. K-8 / 751 +,ATLANTIC,1940,HAMILTON TWP,30,42,0.003,29,43,0.003,25,25,0.002
D. K-8 / 751 +,ATLANTIC,2680,LINWOOD CITY,67,82,0.005,53,72,0.004,56,76,0.004
D. K-8 / 751 +,ATLANTIC,3720,NORTHFIELD CITY,48,71,0.004,46,63,0.004,48,68,0.004
D. K-8 / 751 +,ATLANTIC,4800,SOMERS POINT CITY,7,5,0.001,11,7,0.001,11,3,0.001
D. K-8 / 751 +,ATLANTIC,5350,VENTNOR CITY,38,54,0.003,53,72,0.004,44,59,0.003
D. K-8 / 751 +,BERGEN,40,ALLENDALE BORO,47,69,0.004,75,81,0.006,111,87,0.007
D. K-8 / 751 +,BERGEN,930,CLOSTER BORO,19,23,0.002,19,24,0.001,36,44,0.002
D. K-8 / 751 +,BERGEN,1230,EAST RUTHERFORD BORO,45,66,0.003,59,75,0.004,45,63,0.003
D. K-8 / 751 +,BERGEN,1470,FAIRVIEW BORO,37,53,0.004,43,58,0.005,54,74,0.006
D. K-8 / 751 +,BERGEN,1580,FRANKLIN LAKES BORO,43,60,0.003,43,58,0.002,43,56,0.002
D. K-8 / 751 +,BERGEN,2180,HILLSDALE BORO,9,8,0.001,12,8,0.001,25,25,0.002
D. K-8 / 751 +,BERGEN,2710,LITTLE FERRY BORO,107,88,0.010,93,84,0.009,50,69,0.005
D. K-8 / 751 +,BERGEN,3060,MAYWOOD BORO,29,40,0.003,35,48,0.003,28,32,0.003
D. K-8 / 751 +,BERGEN,3330,MONTVALE BORO,4,2,0.000,12,8,0.001,19,12,0.001
D. K-8 / 751 +,BERGEN,3760,OAKLAND BORO,34,49,0.003,63,76,0.005,44,59,0.003
D. K-8 / 751 +,BERGEN,3850,OLD TAPPAN BORO,52,73,0.004,52,71,0.004,89,84,0.006
D. K-8 / 751 +,BERGEN,4430,RIVER VALE TWP,52,73,0.004,51,70,0.004,36,44,0.003
D. K-8 / 751 +,BERGEN,5330,UPPER SADDLE RIVER BORO,16,17,0.001,15,16,0.001,37,49,0.003
D. K-8 / 751 +,BERGEN,5880,WOODCLIFF LAKE BORO,75,83,0.005,148,87,0.011,99,86,0.007
D. K-8 / 751 +,BERGEN,5920,WYCKOFF TWP,32,47,0.003,17,21,0.001,50,69,0.004
D. K-8 / 751 +,BURLINGTON,1280,EDGEWATER PARK TWP,23,32,0.002,22,30,0.002,22,19,0.002
D. K-8 / 751 +,BURLINGTON,1420,EVESHAM TWP,32,47,0.003,18,23,0.001,23,21,0.002
D. K-8 / 751 +,BURLINGTON,2850,LUMBERTON TWP,42,58,0.004,49,67,0.005,60,79,0.005
D. K-8 / 751 +,BURLINGTON,3080,MEDFORD TWP,20,26,0.002,30,44,0.003,15,8,0.001
D. K-8 / 751 +,BURLINGTON,3430,MOUNT HOLLY TWP,27,38,0.002,36,50,0.002,43,56,0.003
D. K-8 / 751 +,BURLINGTON,3440,MOUNT LAUREL TWP,10,9,0.001,15,16,0.001,18,10,0.001
D. K-8 / 751 +,BURLINGTON,4740,SHAMONG TWP,31,44,0.003,36,50,0.003,27,29,0.002
D. K-8 / 751 +,BURLINGTON,4930,SOUTHAMPTON TWP,13,11,0.001,28,39,0.002,13,6,0.001
D. K-8 / 751 +,BURLINGTON,5130,TABERNACLE TWP,26,36,0.002,15,16,0.001,36,44,0.002
D. K-8 / 751 +,BURLINGTON,5720,WESTAMPTON,7,5,0.001,12,8,0.001,10,2,0.001
D. K-8 / 751 +,CAMDEN,260,BELLMAWR BORO,40,55,0.004,6,2,0.001,35,41,0.003
D. K-8 / 751 +,CAMDEN,330,BERLIN BORO,26,36,0.003,24,34,0.002,40,54,0.004
D. K-8 / 751 +,CAMDEN,1780,GLOUCESTER TWP,24,33,0.002,27,37,0.003,25,25,0.002
D. K-8 / 751 +,CAMDEN,4590,RUNNEMEDE BORO,46,67,0.004,26,35,0.002,36,44,0.003
D. K-8 / 751 +,CAMDEN,5080,STRATFORD BORO,21,28,0.002,7,4,0.001,15,8,0.001
D. K-8 / 751 +,CAMDEN,5400,VOORHEES TWP,14,14,0.001,13,11,0.001,20,15,0.001
D. K-8 / 751 +,CAPE MAY,5340,UPPER TWP,64,80,0.005,67,78,0.005,96,85,0.007
D. K-8 / 751 +,CUMBERLAND,5300,UPPER DEERFIELD TWP,3,1,0.000,1,1,0.000,6,1,0.000
D. K-8 / 751 +,GLOUCESTER,2750,LOGAN TWP,12,10,0.001,16,20,0.001,13,6,0.001
