GROUP,CONAME,DIST,DISTNAME,PP3VV,STPCT01VV,LTPCT01VV,FDPCT01VV,TUPCT01VV,FBPCT01VV,OTPCT01VV,STRAT01VV,SSRAT01VV,SARAT01VV,PCTSEVV,CO,OTHER01
F. K-12 / 1801 - 3500,CAMDEN,4110,PINE HILL BORO,19175,0.519,0.296,0.043,0.141,0,0.001,10.7,67.2,148,0.201,7,68000
D. K-8 / 751 +,CAMDEN,4590,RUNNEMEDE BORO,14186,0.437,0.506,0.053,0.004,0,0,11.8,79.7,199.3,0.126,7,0
C. K-8 / 401 - 750,CAMDEN,4790,SOMERDALE BORO,13998,0.459,0.487,0.051,0.003,0,0,12.5,86.3,172.7,0.118,7,0
H. 7-12 / 9-12,CAMDEN,5035,STERLING HIGH SCHOOL DIST,18039,0.442,0.422,0.022,0.114,0,0,13.2,84.1,80.6,0.156,7,0
D. K-8 / 751 +,CAMDEN,5080,STRATFORD BORO,15909,0.428,0.482,0.042,0.046,0,0.002,13,70.4,160.6,0.154,7,22200
D. K-8 / 751 +,CAMDEN,5400,VOORHEES TWP,15966,0.173,0.73,0.025,0,0.044,0.028,13.1,81,198.1,0.113,7,0
A. K-6,CAMDEN,5560,WATERFORD TWP,14916,0.495,0.461,0.04,0.004,0,0,12.4,64.6,195.1,0.126,7,0
G. K-12 / 3501 +,CAMDEN,5820,WINSLOW TWP,19705,0.503,0.416,0.041,0.029,0.007,0.004,11.2,62.1,197.3,0.128,7,0
C. K-8 / 401 - 750,CAMDEN,5900,WOODLYNNE BORO,15481,0.71,0.188,0.093,0.009,0,0,14.4,93.9,153.3,0.167,7,0
K. CHARTER,CAMDEN,6024,CAMDEN'S PRIDE CHARTER SCHOOL,16360,0.867,0.049,0.085,0,0,0,8.5,106.5,213,0.048,80,0
K. CHARTER,CAMDEN,6027,INSTITUTE OF EXCELLENCE CHARTER SCHOOL,13190,0.524,0.445,0.03,0,0,0.001,14.3,133.7,133.7,0.058,80,0
K. CHARTER,CAMDEN,6083,KNOWLEDGE A TO Z CHARTER SCHOOL,0,0,0,0,0,0,0,0,0,0,0,80,0
K. CHARTER,CAMDEN,6088,CITY INVINCIBLE CS,0,0,0,0,0,0,0,0,0,0,0,80,0
K. CHARTER,CAMDEN,6212,CAMDEN ACADEMY CHARTER HS,17582,0.85,0.088,0.062,0,0,0,11.1,68.2,163.6,0.105,80,0
K. CHARTER,CAMDEN,6215,CAMDEN'S PROMISE CS,19901,0.734,0.204,0.062,0,0,0,9,211,156.3,0.118,80,0
K. CHARTER,CAMDEN,6232,ENVIRONMENT COMMUNITY CS,12627,0.783,0.075,0.142,0,0,0,12.1,412,137.3,0.015,80,0
K. CHARTER,CAMDEN,6240,FREEDOM ACADEMY CS,15383,0.856,0.047,0.097,0,0,0,12.9,81.7,122.5,0.172,80,0
K. CHARTER,CAMDEN,6325,D.U.E. SEASON CS,15787,0.825,0.048,0.127,0,0,0,9.6,134.3,167.8,0.069,80,0
K. CHARTER,CAMDEN,7109,LEAP ACADEMY UNIVERSITY CS,19453,0.785,0.073,0.127,0,0,0.015,11.6,430.5,107.6,0.051,80,0
B. K-8 / 0 - 400,CAPE MAY,170,AVALON BORO,41656,0.078,0.629,0.008,0.175,0,0.11,5,47.1,66,0.076,9,516080
A. K-6,CAPE MAY,710,CAPE MAY CITY,24847,0.2,0.432,0.354,0.014,0,0,7.2,149,82.8,0.134,9,0
I. CSSD,CAPE MAY,715,CAPE MAY CO SPECIAL SERV,55555,0.09,0.26,0.009,0.603,0.038,0,6.4,11.7,57.8,0.898,9,0
J. VOC,CAPE MAY,720,CAPE MAY CO VOCATIONAL,24972,0.17,0.499,0.017,0.266,0.048,0,10.5,140,100,0.119,9,-1.862645E-9
C. K-8 / 401 - 750,CAPE MAY,1080,DENNIS TWP,20079,0.454,0.509,0.034,0.001,0,0.002,8.8,48.7,153.3,0.127,9,0
H. 7-12 / 9-12,CAPE MAY,2820,LOWER CAPE MAY REGIONAL,20047,0.363,0.598,0.038,0.001,0,0,11.3,71.7,171.3,0.288,9,0
A. K-6,CAPE MAY,2840,LOWER TWP,15881,0.426,0.521,0.051,0.001,0,0.001,13.3,87.7,263,0.173,9,0
F. K-12 / 1801 - 3500,CAPE MAY,3130,MIDDLE TWP,16735,0.363,0.513,0.041,0.066,0.016,0.001,12.4,103.2,216.4,0.171,9,0
B. K-8 / 0 - 400,CAPE MAY,3680,NORTH WILDWOOD CITY,24976,0.166,0.687,0.043,0.105,0,0,8.6,74,79.5,0.145,9,0
F. K-12 / 1801 - 3500,CAPE MAY,3780,OCEAN CITY,20121,0.119,0.555,0.018,0.308,0,0,11.3,85,172.2,0.136,9,8
B. K-8 / 0 - 400,CAPE MAY,5060,STONE HARBOR BORO,30711,0.071,0.649,0.009,0.27,0,0.001,6.8,87.8,79,0.038,9,16877
D. K-8 / 751 +,CAPE MAY,5340,UPPER TWP,15654,0.324,0.625,0.031,0.02,0,0,12.6,74.8,175.8,0.097,9,0
A. K-6,CAPE MAY,5610,WEST CAPE MAY BORO,20876,0.243,0.732,0.024,0,0,0.001,8.9,280,37.3,0.143,9,307
E. K-12 / 0 - 1800,CAPE MAY,5790,WILDWOOD CITY,26571,0.346,0.484,0.062,0.108,0,0,8.5,64.9,120.5,0.202,9,0
B. K-8 / 0 - 400,CAPE MAY,5800,WILDWOOD CREST BORO,26288,0.143,0.822,0.026,0.008,0,0.001,9.3,48.7,131.5,0.156,9,0
B. K-8 / 0 - 400,CAPE MAY,5840,WOODBINE BORO,21854,0.67,0.25,0.07,0.002,0,0.008,8.9,215,71.7,0.135,9,0
G. K-12 / 3501 +,CUMBERLAND,540,BRIDGETON CITY,17097,0.872,0.04,0.083,0.005,0,0,12.8,89.1,148.6,0.075,11,0
C. K-8 / 401 - 750,CUMBERLAND,950,COMMERCIAL TWP,16761,0.788,0.125,0.087,0,0,0,12.5,72.6,186.6,0.124,11,0
J. VOC,CUMBERLAND,995,CUMBERLAND CO VOCATIONAL,17883,0.502,0.323,0.051,0.123,0,0.001,21.1,105.4,97,0.228,11,0
H. 7-12 / 9-12,CUMBERLAND,997,CUMBERLAND REGIONAL,19343,0.605,0.332,0.046,0.002,0,0.015,14.3,107.5,117.3,0.171,11,8672
B. K-8 / 0 - 400,CUMBERLAND,1020,DEERFIELD TWP,16278,0.514,0.422,0.064,0,0,0,12,121.7,176.5,0.096,11,0
B. K-8 / 0 - 400,CUMBERLAND,1120,DOWNE TWP,17959,0.529,0.365,0.062,0.044,0,0,10.5,111.3,148.3,0.152,11,0
C. K-8 / 401 - 750,CUMBERLAND,1460,FAIRFIELD TWP,17437,0.834,0.071,0.095,0,0,0,10.9,122.6,153.3,0.100,11,0
B. K-8 / 0 - 400,CUMBERLAND,1820,GREENWICH TWP,17281,0.375,0.577,0.046,0.002,0,0,10.7,0,79,0.114,11,0
C. K-8 / 401 - 750,CUMBERLAND,2270,HOPEWELL TWP,16087,0.498,0.421,0.05,0.015,0,0.016,13.7,82.9,135.3,0.152,11,0
C. K-8 / 401 - 750,CUMBERLAND,2570,LAWRENCE TWP,16989,0.702,0.231,0.067,0,0,0,11.4,155.3,245.3,0.101,11,886
C. K-8 / 401 - 750,CUMBERLAND,3050,MAURICE RIVER TWP,14514,0.611,0.337,0.051,0,0,0.001,12.1,131.7,179.5,0.122,11,0
G. K-12 / 3501 +,CUMBERLAND,3230,MILLVILLE CITY,17900,0.764,0.108,0.068,0.06,0,0,12,77.5,147.7,0.190,11,33
B. K-8 / 0 - 400,CUMBERLAND,5070,STOW CREEK TWP,17264,0.478,0.446,0.075,0.001,0,0,10.3,121,121,0.017,11,0
D. K-8 / 751 +,CUMBERLAND,5300,UPPER DEERFIELD TWP,17661,0.502,0.436,0.057,0.005,0,0,10.9,77,155.5,0.153,11,2124
G. K-12 / 3501 +,CUMBERLAND,5390,VINELAND CITY,18282,0.823,0.104,0.065,0.004,0,0.004,10.9,60.7,195.4,0.133,11,0
K. CHARTER,CUMBERLAND,6028,VINELAND PUBLIC CHARTER SCHOOL,9965,0.748,0.201,0.051,0,0,0,12.2,188,134.3,0.021,80,0
G. K-12 / 3501 +,ESSEX,250,BELLEVILLE TOWN,13997,0.446,0.503,0.051,0,0,0,14.1,97.1,245.2,0.122,13,0
G. K-12 / 3501 +,ESSEX,410,BLOOMFIELD TWP,15699,0.297,0.664,0.038,0.001,0,0,12.1,94,226.3,0.147,13,126813
F. K-12 / 1801 - 3500,ESSEX,660,CALDWELL-WEST CALDWELL,16794,0.108,0.876,0.016,0,0,0,12.7,88.7,170.4,0.138,13,0
E. K-12 / 0 - 1800,ESSEX,760,CEDAR GROVE TWP,22962,0.11,0.871,0.018,0,0,0.001,13.5,69.6,135.6,0.107,13,0
G. K-12 / 3501 +,ESSEX,1210,EAST ORANGE,23600,0.857,0.078,0.064,0,0,0.001,11.3,65.9,166.4,0.143,13,310512
J. VOC,ESSEX,1390,ESSEX CO VOC-TECH,23336,0.47,0.15,0.105,0.274,0.001,0,11.9,98.7,133.5,0.118,13,0
A. K-6,ESSEX,1400,ESSEX FELLS BORO,21932,0.099,0.887,0.014,0,0,0,7.8,53.7,102,0.123,13,0
A. K-6,ESSEX,1465,FAIRFIELD TWP,16647,0.112,0.87,0.017,0.002,0,0,12.9,77.8,171.3,0.101,13,0
F. K-12 / 1801 - 3500,ESSEX,1750,GLEN RIDGE BORO,17963,0.098,0.869,0.014,0.018,0,0.001,13.9,77.4,194.3,0.109,13,189996
G. K-12 / 3501 +,ESSEX,2330,IRVINGTON TOWNSHIP,22914,0.827,0.11,0.062,0,0,0.001,12.6,78.9,169,0.080,13,549649
G. K-12 / 3501 +,ESSEX,2730,LIVINGSTON TWP,18584,0.107,0.868,0.017,0,0,0.008,13.8,81.1,175.4,0.130,13,0
G. K-12 / 3501 +,ESSEX,3190,MILLBURN TWP,17877,0.11,0.862,0.018,0.006,0,0.004,13.1,82.2,177.4,0.118,13,757118
G. K-12 / 3501 +,ESSEX,3310,MONTCLAIR TOWN,18118,0.138,0.835,0.026,0.001,0,0,12.9,78.5,211.3,0.151,13,0
G. K-12 / 3501 +,ESSEX,3570,NEWARK CITY,23160,0.814,0.11,0.076,0,0,0,14.7,39.7,98.6,0.133,13,0
A. K-6,ESSEX,3630,NORTH CALDWELL BORO,18650,0.102,0.871,0.012,0.016,0,0,10.6,84.4,168.8,0.126,13,0
G. K-12 / 3501 +,ESSEX,3750,NUTLEY TOWN,16271,0.193,0.786,0.019,0.002,0,0,13.7,91.2,221.8,0.137,13,0
G. K-12 / 3501 +,ESSEX,3880,CITY OF ORANGE TWP,20927,0.835,0.106,0.058,0,0,0.001,10.5,65.9,121.7,0.146,13,0
A. K-6,ESSEX,4530,ROSELAND BORO,17780,0.115,0.87,0.015,0,0,0,12.7,71.3,173.2,0.111,13,0
G. K-12 / 3501 +,ESSEX,4900,SOUTH ORANGE-MAPLEWOOD,18108,0.116,0.857,0.025,0.001,0,0.001,12.4,81,155.3,0.127,13,0
F. K-12 / 1801 - 3500,ESSEX,5370,VERONA BORO,15458,0.112,0.864,0.017,0.007,0,0,14.6,78.8,142.4,0.100,13,1895
H. 7-12 / 9-12,ESSEX,5630,WEST ESSEX REGIONAL,23075,0.106,0.852,0.011,0.004,0,0.027,11.3,80.6,136.7,0.151,13,261272
G. K-12 / 3501 +,ESSEX,5680,WEST ORANGE TOWN,21053,0.128,0.843,0.026,0.003,0,0,11.8,66.6,199.8,0.162,13,0
K. CHARTER,ESSEX,6016,ADELAIDE L. SANDFORD CS,13755,0.809,0.131,0.06,0,0,0,17.2,163.5,81.8,0.021,80,0
K. CHARTER,ESSEX,6020,PRIDE ACADEMY CHARTER SCHOOL,20057,0.84,0.1,0.06,0,0,0,8.5,119.5,79.7,0.155,80,0
K. CHARTER,ESSEX,6022,BURCH CHARTER SCHOOL OF EXCELLENCE,13798,0.777,0.142,0.081,0,0,0,19.1,264,88,0.049,80,0
K. CHARTER,ESSEX,6029,NEWARK EDUCATORS CHARTER SCHOOL,17461,0.812,0.126,0.062,0,0,0,12.2,280,280,0.050,80,0
K. CHARTER,ESSEX,6037,NEWARK LEGACY CS,17028,0.788,0.135,0.077,0,0,0,10.7,171,57,0.029,80,0
K. CHARTER,ESSEX,6038,VISIONS ACADEMY CS,15260,0.92,0.013,0.067,0,0,0,13.6,66.5,66.5,0.094,80,0
K. CHARTER,ESSEX,6059,NEWARK PREP,0,0,0,0,0,0,0,0,0,0,0,80,0
K. CHARTER,ESSEX,6075,100 LEGACY ACADEMY CS,0,0,0,0,0,0,0,0,0,0,0,80,0
K. CHARTER,ESSEX,6090,PAULO FREIRE CS FOR LIBERTY ED,0,0,0,0,0,0,0,0,0,0,0,80,0
K. CHARTER,ESSEX,6091,MERIT PREP CS OF NEWARK,0,0,0,0,0,0,0,0,0,0,0,80,0
K. CHARTER,ESSEX,6320,DISCOVERY CS,17832,0.091,0.853,0.056,0,0,0,11.5,0,150,0.080,80,0
K. CHARTER,ESSEX,6410,EAST ORANGE COMMUNITY CS,17132,0.807,0.107,0.086,0,0,0,13.5,87,121.8,0.069,80,0
K. CHARTER,ESSEX,6665,GRAY CS,17725,0.769,0.143,0.088,0,0,0,12.2,0,134,0.000,80,0
K. CHARTER,ESSEX,7100,LADY LIBERTY ACADEMY CS,18264,0.106,0.81,0.084,0,0,0,9.2,153,91.8,0.085,80,0
K. CHARTER,ESSEX,7210,MARION P. THOMAS CS,16356,0.815,0.116,0.069,0,0,0,14.5,163,93.1,0.022,80,0
K. CHARTER,ESSEX,7280,GREATER NEWARK CS,16285,0.826,0.115,0.058,0,0,0.001,11.9,83,83,0.084,80,0
K. CHARTER,ESSEX,7290,NEW HORIZONS COMM. CS,22426,0.792,0.121,0.087,0,0,0,13.8,454,113.5,0.039,80,0
K. CHARTER,ESSEX,7320,NORTH STAR ACAD. CS OF NEWARK,18485,0.086,0.831,0.082,0,0,0.001,10.7,419.3,152.5,0.053,80,0
K. CHARTER,ESSEX,7325,TEAM ACADEMY CHARTER SCHOOL,19892,0.057,0.882,0.062,0,0,0,16.1,315.5,1483,0.124,80,0
K. CHARTER,ESSEX,7730,ROBERT TREAT ACADEMY CS,15964,0.819,0.139,0.042,0,0,0,13.2,171.9,144.7,0.038,80,0
K. CHARTER,ESSEX,7735,MARIA L. VARISCO-ROGERS CS,14767,0.821,0.114,0.065,0,0,0,11.7,117,78,0.036,80,0
K. CHARTER,ESSEX,8065,UNIVERSITY HEIGHTS CS,15027,0.786,0.153,0.061,0,0,0,12,136.7,95.7,0.059,80,0
E. K-12 / 0 - 1800,GLOUCESTER,860,CLAYTON BORO,14945,0.542,0.364,0.083,0.004,0,0.007,13,105.2,152,0.120,15,22506
H. 7-12 / 9-12,GLOUCESTER,870,CLEARVIEW REGIONAL,14501,0.483,0.482,0.031,0.005,0,0,14.3,119.7,169.1,0.109,15,0
G. K-12 / 3501 +,GLOUCESTER,1100,DEPTFORD TWP,15221,0.427,0.526,0.045,0.003,0,0,12.9,95.8,198.5,0.116,15,458912
A. K-6,GLOUCESTER,1180,EAST GREENWICH TWP,12322,0.257,0.717,0.023,0.001,0,0.002,13.7,125.7,184.3,0.160,15,0
A. K-6,GLOUCESTER,1330,ELK TWP,14764,0.509,0.424,0.059,0.009,0,0,12.5,93.8,197,0.119,15,0
A. K-6,GLOUCESTER,1590,FRANKLIN TWP,14148,0.484,0.448,0.055,0.013,0,0,13.4,92,197.1,0.102,15,0
H. 7-12 / 9-12,GLOUCESTER,1715,GATEWAY REGIONAL,21556,0.426,0.539,0.033,0.003,0,0,11.3,53.9,81.6,0.200,15,42863
F. K-12 / 1801 - 3500,GLOUCESTER,1730,GLASSBORO,17682,0.48,0.462,0.051,0.007,0,0,12.3,100.9,221.9,0.157,15,10991
I. CSSD,GLOUCESTER,1774,GLOUCESTER CO SPEC SERV,47292,0.075,0.157,0.056,0.712,0,0,6.3,9.7,37.6,0.967,15,0
J. VOC,GLOUCESTER,1775,GLOUCESTER CO VOCATIONAL,19310,0.409,0.432,0.048,0.111,0,0,16,157.3,166.6,0.149,15,0
C. K-8 / 401 - 750,GLOUCESTER,1830,GREENWICH TWP,19849,0.157,0.796,0.027,0.02,0,0,11.3,67.9,141.4,0.118,15,0
A. K-6,GLOUCESTER,2070,HARRISON TWP,13908,0.387,0.563,0.037,0.013,0,0,13.3,96.4,212,0.054,15,0
H. 7-12 / 9-12,GLOUCESTER,2440,KINGSWAY REGIONAL,14298,0.317,0.574,0.023,0.086,0,0,14.9,108.9,175.9,0.154,15,55203
D. K-8 / 751 +,GLOUCESTER,2750,LOGAN TWP,15679,0.353,0.609,0.029,0.01,0,0,11.3,112.9,173.8,0.087,15,0
A. K-6,GLOUCESTER,2990,MANTUA TWP,15470,0.371,0.574,0.033,0.022,0,0,12,87.8,200.6,0.155,15,0
G. K-12 / 3501 +,GLOUCESTER,3280,MONROE TWP,14633,0.441,0.506,0.04,0.005,0.002,0.006,13.6,101.9,298.1,0.149,15,179135
A. K-6,GLOUCESTER,3490,NATIONAL PARK BORO,16231,0.523,0.418,0.05,0,0,0.009,11.8,118.6,145,0.134,15,30645
E. K-12 / 0 - 1800,GLOUCESTER,4020,PAULSBORO BORO,18514,0.609,0.223,0.082,0.077,0,0.009,11,71.1,121.6,0.197,15,153576
E. K-12 / 0 - 1800,GLOUCESTER,4140,PITMAN BORO,16365,0.463,0.474,0.039,0.006,0.018,0,12.2,78.6,140,0.146,15,87551
A. K-6,GLOUCESTER,4880,SOUTH HARRISON TWP,13634,0.316,0.648,0.035,0.001,0,0,14.9,135.6,166.4,0.109,15,0
H. 7-12 / 9-12,GLOUCESTER,4940,DELSEA REGIONAL H.S DIST.,17507,0.499,0.431,0.039,0.031,0,0,13.1,81.4,142.5,0.118,15,0
A. K-6,GLOUCESTER,5120,SWEDESBORO-WOOLWICH,13930,0.335,0.63,0.023,0,0.012,0,13.4,127.4,245.7,0.133,15,0
G. K-12 / 3501 +,GLOUCESTER,5500,WASHINGTON TWP,17205,0.423,0.496,0.033,0.002,0.041,0.005,12.4,79.3,187,0.190,15,4861
A. K-6,GLOUCESTER,5590,WENONAH BORO,13262,0.23,0.727,0.023,0.005,0,0.015,11.2,204.2,245,0.139,15,0
F. K-12 / 1801 - 3500,GLOUCESTER,5620,WEST DEPTFORD TWP,15163,0.318,0.643,0.038,0.001,0,0,15.4,87.1,189.5,0.150,15,0
A. K-6,GLOUCESTER,5740,WESTVILLE BORO,15956,0.515,0.388,0.049,0.022,0,0.026,10.2,93.2,101.5,0.157,15,72961
E. K-12 / 0 - 1800,GLOUCESTER,5860,WOODBURY CITY,18970,0.495,0.434,0.067,0.003,0,0.001,11.7,72.2,123.6,0.152,15,872607
A. K-6,GLOUCESTER,5870,WOODBURY HEIGHTS BORO,15230,0.375,0.575,0.045,0.005,0,0,11.4,54,154.3,0.139,15,0
G. K-12 / 3501 +,HUDSON,220,BAYONNE CITY,14460,0.46,0.484,0.056,0,0,0,14.4,135,236.2,0.136,17,0
B. K-8 / 0 - 400,HUDSON,1200,EAST NEWARK BORO,15874,0.642,0.236,0.123,0,0,0,13.3,126.7,95,0.066,17,0
D. K-8 / 751 +,HUDSON,1850,GUTTENBERG TOWN,11878,0.315,0.602,0.083,0,0,0,15,135.5,171.7,0.094,17,0
F. K-12 / 1801 - 3500,HUDSON,2060,HARRISON TOWN,20594,0.718,0.202,0.048,0.028,0,0.004,13.2,90,134.9,0.128,17,137142
F. K-12 / 1801 - 3500,HUDSON,2210,HOBOKEN CITY,19640,0.374,0.573,0.046,0.007,0,0,9.6,42.6,127.8,0.103,17,0
J. VOC,HUDSON,2295,HUDSON COUNTY VOCATIONAL,39491,0.437,0.47,0.084,0.009,0,0,21.6,132.8,205,0.070,17,0
G. K-12 / 3501 +,HUDSON,2390,JERSEY CITY,22273,0.762,0.162,0.076,0,0,0,10.7,70.9,161.1,0.103,17,1158452
G. K-12 / 3501 +,HUDSON,2410,KEARNY TOWN,14868,0.414,0.519,0.051,0,0,0.016,13.3,108.8,186,0.121,17,531470
G. K-12 / 3501 +,HUDSON,3610,NORTH BERGEN TWP,14626,0.547,0.354,0.066,0.033,0,0,14.4,139.8,193.4,0.132,17,21
F. K-12 / 1801 - 3500,HUDSON,4730,SECAUCUS TOWN,17468,0.102,0.872,0.026,0,0,0,14.5,98.7,215.1,0.130,17,0
G. K-12 / 3501 +,HUDSON,5240,UNION CITY,19880,0.814,0.06,0.064,0,0,0.062,13.7,120,177,0.109,17,0
E. K-12 / 0 - 1800,HUDSON,5580,WEEHAWKEN TWP,18675,0.209,0.746,0.04,0.006,0,0,11.6,83.5,130.2,0.093,17,0
G. K-12 / 3501 +,HUDSON,5670,WEST NEW YORK TOWN,19239,0.838,0.099,0.06,0,0,0.003,13.1,83.9,143.8,0.119,17,0
K. CHARTER,HUDSON,6030,THE ETHICAL COMMUNITY CHARTER SCHOOL,11161,0.083,0.892,0.026,0,0,0,9.4,0,141.4,0.061,80,0
K. CHARTER,HUDSON,6036,HOLA HOBOKEN DUAL LANG CS,12874,0.049,0.927,0.025,0,0,0,19.4,437.5,92.1,0.000,80,0
K. CHARTER,HUDSON,6082,BELOVED COMMUNITY CHARTER SCHOOL,0,0,0,0,0,0,0,0,0,0,0,80,0
K. CHARTER,HUDSON,6235,LIBERTY ACADEMY CS,14983,0.137,0.775,0.088,0,0,0,11.7,0,67.3,0.073,80,0
K. CHARTER,HUDSON,6420,ELYSIAN CS OF HOBOKEN,15572,0.418,0.56,0.022,0,0,0,13.3,157.8,142,0.111,80,0
K. CHARTER,HUDSON,6720,HOBOKEN CS,17256,0.955,0.02,0.025,0,0,0,8.2,135,45,0.119,80,0
K. CHARTER,HUDSON,6910,JERSEY CITY COMM. CS,13694,0.696,0.214,0.091,0,0,0,18.5,573,286.5,0.016,80,0
K. CHARTER,HUDSON,6915,JERSEY CITY GOLDEN DOOR,13699,0.722,0.203,0.075,0,0,0,12.6,245.5,70.1,0.050,80,0
K. CHARTER,HUDSON,7115,LEARNING COMMUNITY CS,12661,0.221,0.747,0.032,0,0,0,14.7,101.2,147.4,0.087,80,0
K. CHARTER,HUDSON,7830,SOARING HEIGHTS CS,12242,0.708,0.23,0.062,0,0,0,14.2,222,222,0.081,80,0
K. CHARTER,HUDSON,8060,UNIVERSITY ACADEMY CS,15298,0.742,0.207,0.051,0,0,0,11.2,83.2,92.4,0.134,80,0
C. K-8 / 401 - 750,HUNTERDON,20,ALEXANDRIA TWP,19408,0.249,0.713,0.026,0.009,0.004,0,9.7,64.8,104.4,0.113,19,107126
C. K-8 / 401 - 750,HUNTERDON,370,BETHLEHEM TWP,19016,0.276,0.701,0.023,0,0,0,10.6,65.8,102.6,0.123,19,0
B. K-8 / 0 - 400,HUNTERDON,430,BLOOMSBURY BORO,13918,0.453,0.506,0.038,0.003,0,0,11.4,84.4,168.9,0.132,19,0
B. K-8 / 0 - 400,HUNTERDON,670,CALIFON BORO,17765,0.177,0.784,0.032,0.007,0,0,8.8,63.6,107.7,0.107,19,0
C. K-8 / 401 - 750,HUNTERDON,910,CLINTON-GLEN GARDNER,17275,0.22,0.737,0.02,0.007,0.005,0.011,11.9,86,166.3,0.154,19,0
D. K-8 / 751 +,HUNTERDON,920,CLINTON TWP,19170,0.141,0.785,0.019,0.018,0.036,0.001,10.7,54.7,162,0.144,19,815
C. K-8 / 401 - 750,HUNTERDON,1040,DELAWARE TWP,21948,0.18,0.782,0.03,0.008,0,0,9.6,78.5,102.9,0.148,19,0
H. 7-12 / 9-12,HUNTERDON,1050,DELAWARE VALLEY REGIONAL,19618,0.27,0.695,0.026,0.002,0.006,0.001,13.1,71.5,130.7,0.145,19,432762
C. K-8 / 401 - 750,HUNTERDON,1160,EAST AMWELL TWP,18365,0.155,0.789,0.025,0.019,0.011,0.001,10.4,61.6,132.4,0.129,19,0
D. K-8 / 751 +,HUNTERDON,1510,FLEMINGTON-RARITAN REG,16713,0.157,0.723,0.02,0,0.1,0,11.9,83.6,168.7,0.125,19,0
B. K-8 / 0 - 400,HUNTERDON,1600,FRANKLIN TWP,21054,0.132,0.836,0.029,0.001,0.002,0,13.1,105.7,113.8,0.135,19,125000
B. K-8 / 0 - 400,HUNTERDON,1680,FRENCHTOWN BORO,18374,0.328,0.625,0.038,0.008,0,0.001,10.6,64.8,124.6,0.160,19,0
B. K-8 / 0 - 400,HUNTERDON,1970,HAMPTON BORO,29227,0.355,0.584,0.061,0,0,0,6.1,48.3,82.9,0.164,19,0
B. K-8 / 0 - 400,HUNTERDON,2140,HIGH BRIDGE BORO,20475,0.286,0.674,0.022,0.017,0,0.001,9.2,56.1,98.3,0.209,19,0
C. K-8 / 401 - 750,HUNTERDON,2220,HOLLAND TWP,17721,0.232,0.732,0.021,0.005,0.006,0.004,10.8,76.1,161.8,0.134,19,55542
H. 7-12 / 9-12,HUNTERDON,2300,HUNTERDON CENTRAL REG,20846,0.139,0.767,0.013,0.001,0.08,0,12.5,78.9,151.4,0.153,19,0
J. VOC,HUNTERDON,2308,HUNTERDON CO VOCATIONAL,10178,0.287,0.253,0.015,0.376,0.069,0,21.8,146.8,141.2,0.274,19,0
C. K-8 / 401 - 750,HUNTERDON,2450,KINGWOOD TWP,19115,0.233,0.655,0.023,0.004,0.013,0.072,10.5,59,129.1,0.097,19,0
A. K-6,HUNTERDON,2530,LAMBERTVILLE CITY,17022,0.12,0.817,0.026,0.008,0.021,0.008,12.7,113.9,102.5,0.127,19,0
A. K-6,HUNTERDON,2590,LEBANON BORO,23889,0.089,0.779,0.02,0.007,0.105,0,7.9,35.6,89,0.067,19,0
C. K-8 / 401 - 750,HUNTERDON,2600,LEBANON TWP,18201,0.222,0.703,0.018,0.007,0.05,0,10.7,65.4,149.2,0.174,19,0
B. K-8 / 0 - 400,HUNTERDON,3180,MILFORD BORO,18027,0.183,0.771,0.025,0.021,0,0,9.9,88.6,95.4,0.113,19,1576
H. 7-12 / 9-12,HUNTERDON,3660,N HUNT/VOORHEES REGIONAL,18435,0.162,0.821,0.016,0,0,0.001,12.9,71.4,119.7,0.147,19,0
D. K-8 / 751 +,HUNTERDON,4350,READINGTON TWP,16927,0.117,0.847,0.016,0.001,0.018,0.001,10.8,69.6,195,0.117,19,1460092
H. 7-12 / 9-12,HUNTERDON,4890,SOUTH HUNTERDON REGIONAL,29398,0.154,0.826,0.016,0.001,0.003,0,9.5,41.8,73.6,0.149,19,108190
A. K-6,HUNTERDON,5050,STOCKTON BORO,19610,0.229,0.71,0.041,0.019,0,0.001,9.2,440,55,0.000,19,0
C. K-8 / 401 - 750,HUNTERDON,5180,TEWKSBURY TWP,19125,0.119,0.847,0.019,0.002,0.014,0,11,78.7,118,0.085,19,0
C. K-8 / 401 - 750,HUNTERDON,5270,UNION TWP,19216,0.129,0.848,0.021,0.002,0,0,12,64.4,169.7,0.130,19,0
A. K-6,HUNTERDON,5600,WEST AMWELL TWP,17880,0.132,0.84,0.028,0,0,0,10.3,122,122,0.057,19,0
G. K-12 / 3501 +,MERCER,1245,EAST WINDSOR REGIONAL,16996,0.28,0.681,0.032,0.007,0,0,13.5,98.2,188.8,0.110,21,0
G. K-12 / 3501 +,MERCER,1430,EWING TWP,18738,0.202,0.759,0.034,0.005,0,0,11.9,71.6,192.8,0.142,21,0
G. K-12 / 3501 +,MERCER,1950,HAMILTON TWP,15294,0.449,0.499,0.036,0,0.016,0,13.5,81.1,220,0.141,21,0
G. K-12 / 3501 +,MERCER,2280,HOPEWELL VALLEY REGIONAL,20731,0.103,0.879,0.014,0.004,0,0,11.5,69.1,170.4,0.137,21,0
G. K-12 / 3501 +,MERCER,2580,LAWRENCE TWP,18425,0.135,0.808,0.036,0.001,0.02,0,12.6,60.6,166.3,0.122,21,1241882
