GROUP,CONAME,DIST,DISTNAME,PP11,RK11,PP21,RK21,PP31,RK31,E11,E21,E31,ABBOTT
B. K-8 / 0 - 400,BERGEN,4870,SOUTH HACKENSACK TWP,17628,55,15930,48,18111,51,219,253,243,
B. K-8 / 0 - 400,BURLINGTON,380,BEVERLY CITY,14167,38,13524,29,12890,12,252,295,320,
B. K-8 / 0 - 400,BURLINGTON,1030,DELANCO TWP,12317,18,11584,7,13943,24,386,394,397,
B. K-8 / 0 - 400,BURLINGTON,3540,NEW HANOVER TWP,15698,50,17207,55,18673,54,174,175,176,
B. K-8 / 0 - 400,BURLINGTON,4460,RIVERTON,11457,12,11918,10,12743,10,279,283,277,
B. K-8 / 0 - 400,BURLINGTON,5490,WASHINGTON TWP,20329,62,22688,63,23828,63,60,45,46,
B. K-8 / 0 - 400,BURLINGTON,5890,WOODLAND TWP,14206,39,13667,31,13760,23,144,152,157,
B. K-8 / 0 - 400,CAMDEN,580,BROOKLAWN BORO,10926,7,10290,3,10970,4,303,341,354,
B. K-8 / 0 - 400,CAMDEN,1720,GIBBSBORO BORO,14937,45,15196,44,15038,35,250,248,258,
B. K-8 / 0 - 400,CAMDEN,2560,LAWNSIDE BORO,13161,27,13364,26,15668,43,254,261,265,
B. K-8 / 0 - 400,CAMDEN,3110,MERCHANTVILLE BORO,12567,19,12372,13,12965,13,315,353,359,
B. K-8 / 0 - 400,CAPE MAY,170,AVALON BORO,35502,66,40412,66,43520,66,75,66,67,
B. K-8 / 0 - 400,CAPE MAY,3680,NORTH WILDWOOD CITY,18003,56,18804,59,20779,61,320,308,306,
B. K-8 / 0 - 400,CAPE MAY,5060,STONE HARBOR BORO,24726,65,29590,65,29953,65,79,73,78,
B. K-8 / 0 - 400,CAPE MAY,5800,WILDWOOD CREST BORO,18810,58,19459,60,20035,60,263,249,265,
B. K-8 / 0 - 400,CAPE MAY,5840,WOODBINE BORO,14627,42,14920,43,13672,20,221,220,226,
B. K-8 / 0 - 400,CUMBERLAND,1020,DEERFIELD TWP,10163,3,10828,5,12058,6,373,357,353,
B. K-8 / 0 - 400,CUMBERLAND,1120,DOWNE TWP,13431,29,12675,20,15208,38,167,181,179,
B. K-8 / 0 - 400,CUMBERLAND,1820,GREENWICH TWP,14753,44,14368,39,15541,42,76,78,79,
B. K-8 / 0 - 400,CUMBERLAND,5070,STOW CREEK TWP,10148,2,11965,12,12701,9,135,117,120,
B. K-8 / 0 - 400,HUDSON,1200,EAST NEWARK BORO,9684,1,9034,1,10809,1,224,238,242,
B. K-8 / 0 - 400,HUNTERDON,430,BLOOMSBURY BORO,11604,14,12668,19,15160,37,140,153,154,
B. K-8 / 0 - 400,HUNTERDON,670,CALIFON BORO,13518,31,14393,40,14278,28,148,144,150,
B. K-8 / 0 - 400,HUNTERDON,1600,FRANKLIN TWP,14156,37,14138,36,14333,29,304,297,326,
B. K-8 / 0 - 400,HUNTERDON,1680,FRENCHTOWN BORO,13019,22,14112,35,15098,36,165,157,152,
B. K-8 / 0 - 400,HUNTERDON,1970,HAMPTON BORO,20194,61,21950,61,21120,62,130,112,121,
B. K-8 / 0 - 400,HUNTERDON,2140,HIGH BRIDGE BORO,15906,51,16442,51,17869,50,390,389,380,
B. K-8 / 0 - 400,HUNTERDON,3180,MILFORD BORO,14286,40,14812,42,14977,34,117,122,123,
B. K-8 / 0 - 400,MONMOUTH,180,AVON BORO,13509,30,14271,38,14897,33,161,156,164,
B. K-8 / 0 - 400,MONMOUTH,500,BRADLEY BEACH BORO,15180,47,15596,46,17113,49,285,278,275,
B. K-8 / 0 - 400,MONMOUTH,1000,DEAL BORO,21090,63,22156,62,18111,51,103,125,156,
B. K-8 / 0 - 400,MONMOUTH,1490,FARMINGDALE BORO,13867,35,14181,37,15700,44,158,154,154,
B. K-8 / 0 - 400,MONMOUTH,3250,MONMOUTH BEACH BORO,11437,11,11195,6,13759,22,306,314,310,
B. K-8 / 0 - 400,MONMOUTH,4690,SEA GIRT BORO,16381,53,17984,57,18975,56,188,180,183,
B. K-8 / 0 - 400,MONMOUTH,4980,SPRING LAKE BORO,16156,52,17239,56,20012,59,270,268,271,
B. K-8 / 0 - 400,MONMOUTH,4990,SPRING LAKE HEIGHTS BORO,11142,9,11946,11,13463,17,348,359,362,
B. K-8 / 0 - 400,MORRIS,2010,HARDING TOWNSHIP,19029,59,17143,54,19259,57,311,338,336,
B. K-8 / 0 - 400,MORRIS,3410,MOUNT ARLINGTON BORO,13856,34,14554,41,16026,46,385,367,380,
B. K-8 / 0 - 400,MORRIS,3520,NETCONG BORO,12109,16,12726,21,14344,30,285,284,282,
B. K-8 / 0 - 400,MORRIS,4440,RIVERDALE BORO,12707,20,11876,9,11766,5,318,342,366,
B. K-8 / 0 - 400,OCEAN,210,BAY HEAD BORO,18284,57,16777,52,18958,55,116,137,140,
B. K-8 / 0 - 400,OCEAN,2550,LAVALLETTE BORO,15577,49,15873,47,16283,47,167,166,171,
B. K-8 / 0 - 400,SALEM,1350,ELSINBORO TWP,13606,33,13234,25,12840,11,97,99,116,
B. K-8 / 0 - 400,SALEM,2800,LOWER ALLOWAYS CREEK,14713,43,14092,34,16450,48,200,198,211,
B. K-8 / 0 - 400,SALEM,2950,MANNINGTON TWP,13068,26,13667,31,13756,21,178,167,185,
B. K-8 / 0 - 400,SALEM,3860,OLDMANS TWP,13582,32,12546,18,12459,8,197,228,232,
B. K-8 / 0 - 400,SALEM,4280,QUINTON TWP,10840,6,10586,4,10861,3,352,371,391,
B. K-8 / 0 - 400,SALEM,5320,UPPER PITTSGROVE TWP,10839,5,11717,8,12392,7,378,374,374,
B. K-8 / 0 - 400,SUSSEX,1930,HAMBURG BORO,15079,46,16178,50,18132,53,281,274,270,
B. K-8 / 0 - 400,SUSSEX,2490,LAFAYETTE TWP,13028,23,13759,33,14874,32,257,252,253,
B. K-8 / 0 - 400,SUSSEX,3300,MONTAGUE TWP,14453,41,17135,53,14401,31,302,259,316,
B. K-8 / 0 - 400,SUSSEX,3840,OGDENSBURG BORO,13181,28,12523,17,13365,16,286,301,302,
B. K-8 / 0 - 400,SUSSEX,5030,STANHOPE BORO,10998,8,12375,14,13143,14,380,355,360,
B. K-8 / 0 - 400,UNION,1710,GARWOOD BORO,10641,4,10242,2,10821,2,394,408,402,
B. K-8 / 0 - 400,UNION,5810,WINFIELD TWP,16694,54,16019,49,15789,45,140,150,154,
B. K-8 / 0 - 400,WARREN,70,ALPHA BORO,13919,36,12781,23,13465,18,256,271,275,
B. K-8 / 0 - 400,WARREN,2040,HARMONY TWP,13036,25,13422,28,15221,39,294,284,280,
B. K-8 / 0 - 400,WARREN,2250,HOPE TWP,12127,17,13581,30,13657,19,206,194,201,
B. K-8 / 0 - 400,WARREN,3890,OXFORD TWP,13034,24,12902,24,13189,15,281,285,300,
B. K-8 / 0 - 400,WARREN,4200,POHATCONG TWP,12728,21,12491,15,14028,27,344,351,355,
B. K-8 / 0 - 400,WARREN,5780,WHITE TWP,11525,13,13384,27,15281,40,381,345,348,
C. K-8 / 401 - 750,,,1. State average - Operating Type K-8,12250,,12687,,13631,,,,,
C. K-8 / 401 - 750,,,2. State median - Operating Type K-8,12517,,12852,,13998,,,,,
C. K-8 / 401 - 750,,,5. State average - All operating types,13290,,13735,,14506,,,,,
C. K-8 / 401 - 750,,,6. State median - All operating types,12774,,13207,,13889,,,,,
C. K-8 / 401 - 750,ATLANTIC,1300,EGG HARBOR CITY,14414,53,14003,44,15055,46,466,489,507,
C. K-8 / 401 - 750,ATLANTIC,1540,FOLSOM BORO,10350,6,10414,3,12981,23,400,414,416,
C. K-8 / 401 - 750,ATLANTIC,3020,MARGATE CITY,16494,65,18171,65,19313,65,512,491,486,
C. K-8 / 401 - 750,ATLANTIC,3480,MULLICA TWP,11245,16,11551,17,12486,19,713,710,719,
C. K-8 / 401 - 750,BERGEN,740,CARLSTADT BORO,13409,43,14110,46,14922,45,592,580,575,
C. K-8 / 401 - 750,BERGEN,1070,DEMAREST BORO,15130,59,15242,56,17305,62,665,654,650,
C. K-8 / 401 - 750,BERGEN,1380,ENGLEWOOD CLIFFS BORO,16070,64,16548,64,16945,60,452,491,511,
C. K-8 / 401 - 750,BERGEN,2050,HARRINGTON PARK BORO,12744,37,13317,34,13792,31,688,686,695,
C. K-8 / 401 - 750,BERGEN,2090,HAWORTH BORO,14757,55,15019,53,17837,63,463,439,422,
C. K-8 / 401 - 750,BERGEN,2200,HO HO KUS BORO,12490,31,12852,30,13582,28,659,649,640,
C. K-8 / 401 - 750,BERGEN,3730,NORTHVALE BORO,12368,27,12570,26,14494,42,587,570,566,
C. K-8 / 401 - 750,BERGEN,3740,NORWOOD BORO,12238,25,12778,29,14103,37,611,609,594,
C. K-8 / 401 - 750,BERGEN,4470,ROCHELLE PARK TWP,14132,51,14011,45,14449,40,452,463,453,
C. K-8 / 401 - 750,BURLINGTON,1250,EASTAMPTON TWP,11549,19,12257,23,12974,22,683,648,637,
C. K-8 / 401 - 750,BURLINGTON,1910,HAINESPORT TWP,10361,8,10661,6,11450,6,700,697,718,
C. K-8 / 401 - 750,BURLINGTON,3070,MEDFORD LAKES BORO,10538,11,10981,11,11959,11,544,534,550,
C. K-8 / 401 - 750,CAMDEN,190,BARRINGTON BORO,10973,14,11305,14,12273,14,626,619,629,
C. K-8 / 401 - 750,CAMDEN,340,BERLIN TWP,14825,56,13737,40,14697,43,610,644,672,
C. K-8 / 401 - 750,CAMDEN,880,CLEMENTON BORO,12631,34,13399,37,14481,41,478,456,466,
C. K-8 / 401 - 750,CAMDEN,2890,MAGNOLIA BORO,12457,30,12485,24,13789,29,422,439,449,
C. K-8 / 401 - 750,CAMDEN,3420,MOUNT EPHRAIM BORO,11285,17,12102,22,12347,16,464,443,486,
C. K-8 / 401 - 750,CAMDEN,4790,SOMERDALE BORO,10464,9,10824,9,11206,2,506,526,541,
C. K-8 / 401 - 750,CAMDEN,5900,WOODLYNNE BORO,10357,7,10113,1,11709,9,430,454,449,
C. K-8 / 401 - 750,CAPE MAY,1080,DENNIS TWP,14371,52,15122,55,15397,49,620,617,608,
C. K-8 / 401 - 750,CUMBERLAND,950,COMMERCIAL TWP,12106,22,12564,25,11239,3,658,645,664,
C. K-8 / 401 - 750,CUMBERLAND,1460,FAIRFIELD TWP,10206,3,11227,13,11935,10,618,598,597,
C. K-8 / 401 - 750,CUMBERLAND,2270,HOPEWELL TWP,10499,10,10543,5,12017,13,533,518,513,
C. K-8 / 401 - 750,CUMBERLAND,2570,LAWRENCE TWP,12659,36,11621,18,12294,15,438,470,467,
C. K-8 / 401 - 750,CUMBERLAND,3050,MAURICE RIVER TWP,11431,18,10800,8,11262,4,372,393,398,
C. K-8 / 401 - 750,GLOUCESTER,1830,GREENWICH TWP,15864,62,15557,59,16698,58,497,514,514,
C. K-8 / 401 - 750,HUNTERDON,20,ALEXANDRIA TWP,13617,46,15314,57,15473,50,589,563,556,
C. K-8 / 401 - 750,HUNTERDON,370,BETHLEHEM TWP,14838,57,14753,50,15925,53,540,498,494,
C. K-8 / 401 - 750,HUNTERDON,910,CLINTON-GLEN GARDNER,12813,38,12962,32,13796,32,509,492,495,
C. K-8 / 401 - 750,HUNTERDON,1040,DELAWARE TWP,14940,58,16413,63,16968,61,463,425,443,
C. K-8 / 401 - 750,HUNTERDON,1160,EAST AMWELL TWP,13236,42,14637,49,15624,51,475,446,437,
C. K-8 / 401 - 750,HUNTERDON,2220,HOLLAND TWP,13743,47,14514,47,15982,54,657,649,603,
C. K-8 / 401 - 750,HUNTERDON,2450,KINGWOOD TWP,13057,40,13707,39,15250,48,428,413,406,
C. K-8 / 401 - 750,HUNTERDON,2600,LEBANON TWP,14070,50,15026,54,16276,55,762,734,724,
C. K-8 / 401 - 750,HUNTERDON,5180,TEWKSBURY TWP,13797,48,14961,52,15833,52,749,710,697,
C. K-8 / 401 - 750,HUNTERDON,5270,UNION TWP,13489,44,12859,31,15206,47,514,527,495,
C. K-8 / 401 - 750,MIDDLESEX,970,CRANBURY TWP,15919,63,16033,61,18159,64,602,575,550,
C. K-8 / 401 - 750,MIDDLESEX,3220,MILLTOWN BORO,10666,12,11156,12,12503,20,669,657,664,
C. K-8 / 401 - 750,MONMOUTH,270,BELMAR BORO,12420,28,12771,28,13424,26,561,556,562,
C. K-8 / 401 - 750,MONMOUTH,560,BRIELLE BORO,9692,2,11400,15,12363,17,668,604,584,
C. K-8 / 401 - 750,MONMOUTH,3500,NEPTUNE CITY,10213,4,10402,2,11391,5,389,395,403,
C. K-8 / 401 - 750,MONMOUTH,3830,OCEANPORT BORO,12658,35,13332,35,13998,35,653,647,649,
C. K-8 / 401 - 750,MONMOUTH,4770,SHREWSBURY BORO,12617,33,13973,43,13506,27,491,483,528,
C. K-8 / 401 - 750,MONMOUTH,5230,UNION BEACH,12015,21,11436,16,11980,12,735,725,740,
C. K-8 / 401 - 750,MONMOUTH,5640,WEST LONG BRANCH BORO,13053,39,13549,38,14395,39,604,602,617,
C. K-8 / 401 - 750,MORRIS,460,BOONTON TWP,12259,26,13115,33,13817,33,513,490,495,
C. K-8 / 401 - 750,MORRIS,3090,MENDHAM BORO,11941,20,11969,19,12906,21,692,667,664,
C. K-8 / 401 - 750,MORRIS,3380,MORRIS PLAINS BORO,13085,41,13938,42,14390,38,633,618,629,
C. K-8 / 401 - 750,MORRIS,4480,ROCKAWAY BORO,9676,1,10425,4,10900,1,666,658,663,
C. K-8 / 401 - 750,OCEAN,2500,LAKEHURST BORO,11171,15,11984,20,12479,18,437,421,439,
C. K-8 / 401 - 750,PASSAIC,420,BLOOMINGDALE BORO,14423,54,15323,58,16350,56,624,612,618,
C. K-8 / 401 - 750,PASSAIC,3640,NORTH HALEDON BORO,10741,13,10976,10,11490,8,706,702,713,
C. K-8 / 401 - 750,SALEM,60,ALLOWAY TWP,10252,5,10740,7,11472,7,431,419,434,
C. K-8 / 401 - 750,SOMERSET,240,BEDMINSTER TWP,15699,61,16203,62,16506,57,580,571,578,
C. K-8 / 401 - 750,SOMERSET,4850,SOUTH BOUND BROOK,12143,23,12030,21,13139,24,445,463,489,
C. K-8 / 401 - 750,SOMERSET,5540,WATCHUNG BORO,12447,29,13394,36,14045,36,710,681,708,
C. K-8 / 401 - 750,SUSSEX,90,ANDOVER REG,13979,49,14797,51,13996,34,653,609,612,
C. K-8 / 401 - 750,SUSSEX,1560,FRANKFORD TWP,15218,60,15847,60,16738,59,594,581,566,
C. K-8 / 401 - 750,SUSSEX,1570,FRANKLIN BORO,13509,45,13913,41,14733,44,509,500,507,
C. K-8 / 401 - 750,SUSSEX,1800,GREEN TWP,12202,24,14632,48,13790,30,490,475,474,
C. K-8 / 401 - 750,WARREN,30,ALLAMUCHY TWP,12614,32,12743,27,13417,25,417,424,435,
D. K-8 / 751 +,,,1. State average - Operating Type K-8,12250,,12687,,13631,,,,,
D. K-8 / 751 +,,,2. State median - Operating Type K-8,12517,,12852,,13998,,,,,
D. K-8 / 751 +,,,5. State average - All operating types,13290,,13735,,14506,,,,,
D. K-8 / 751 +,,,6. State median - All operating types,12774,,13207,,13889,,,,,
D. K-8 / 751 +,ATLANTIC,10,ABSECON CITY,10702,15,11146,19,11464,12,849,836,838,
D. K-8 / 751 +,ATLANTIC,570,BRIGANTINE CITY,15662,87,15889,87,17629,87,797,774,764,
D. K-8 / 751 +,ATLANTIC,1690,GALLOWAY TWP,11957,39,12746,52,14484,67,3471,3432,3386,
D. K-8 / 751 +,ATLANTIC,1940,HAMILTON TWP,10040,9,10813,14,11605,15,3209,3151,3178,
D. K-8 / 751 +,ATLANTIC,2680,LINWOOD CITY,13040,72,13856,73,14582,71,904,880,898,
D. K-8 / 751 +,ATLANTIC,3720,NORTHFIELD CITY,10803,17,11046,17,12088,18,1054,1048,1045,
D. K-8 / 751 +,ATLANTIC,4800,SOMERS POINT CITY,11964,40,11953,30,12906,33,1053,1100,1110,
D. K-8 / 751 +,ATLANTIC,5350,VENTNOR CITY,12515,60,12843,56,13478,42,949,893,907,
D. K-8 / 751 +,BERGEN,40,ALLENDALE BORO,12249,51,13130,61,15096,76,967,925,914,
D. K-8 / 751 +,BERGEN,930,CLOSTER BORO,12564,62,13319,67,14352,63,1132,1122,1099,
D. K-8 / 751 +,BERGEN,1230,EAST RUTHERFORD BORO,14741,85,15519,86,15878,83,756,773,788,
D. K-8 / 751 +,BERGEN,1470,FAIRVIEW BORO,8488,2,8685,2,8993,2,1143,1174,1240,
D. K-8 / 751 +,BERGEN,1580,FRANKLIN LAKES BORO,16276,88,17484,88,18077,88,1469,1414,1387,
D. K-8 / 751 +,BERGEN,2180,HILLSDALE BORO,11852,36,12214,36,13334,40,1407,1394,1398,
D. K-8 / 751 +,BERGEN,2710,LITTLE FERRY BORO,10488,13,10200,6,10166,5,967,984,1004,
D. K-8 / 751 +,BERGEN,3060,MAYWOOD BORO,11186,25,10929,16,8648,1,927,912,1232,
D. K-8 / 751 +,BERGEN,3330,MONTVALE BORO,11345,27,11929,29,12658,29,1093,1089,1082,
D. K-8 / 751 +,BERGEN,3760,OAKLAND BORO,12873,68,13220,63,14121,54,1692,1707,1692,
D. K-8 / 751 +,BERGEN,3850,OLD TAPPAN BORO,12609,64,12796,54,15493,79,821,775,820,
D. K-8 / 751 +,BERGEN,4430,RIVER VALE TWP,12173,49,14074,77,13852,48,1399,1230,1326,
D. K-8 / 751 +,BERGEN,5330,UPPER SADDLE RIVER BORO,12698,66,12784,53,14119,53,1379,1354,1352,
D. K-8 / 751 +,BERGEN,5880,WOODCLIFF LAKE BORO,13733,79,13918,75,15049,75,815,794,809,
D. K-8 / 751 +,BERGEN,5920,WYCKOFF TWP,12299,54,13262,64,14278,59,2326,2255,2267,
D. K-8 / 751 +,BURLINGTON,1280,EDGEWATER PARK TWP,11682,34,11956,31,12215,23,849,861,900,
D. K-8 / 751 +,BURLINGTON,1420,EVESHAM TWP,12273,52,12262,37,12899,32,4725,4722,4732,
D. K-8 / 751 +,BURLINGTON,2850,LUMBERTON TWP,10492,14,10600,13,12206,22,1652,1633,1615,
D. K-8 / 751 +,BURLINGTON,3080,MEDFORD TWP,11472,31,11607,25,12669,30,3065,3016,3007,
D. K-8 / 751 +,BURLINGTON,3430,MOUNT HOLLY TWP,14521,83,14678,81,15508,80,985,983,1028,
D. K-8 / 751 +,BURLINGTON,3440,MOUNT LAUREL TWP,11829,35,12289,38,13099,35,4302,4213,4219,
D. K-8 / 751 +,BURLINGTON,4740,SHAMONG TWP,11949,38,12399,42,13250,38,914,898,916,
D. K-8 / 751 +,BURLINGTON,4930,SOUTHAMPTON TWP,12843,67,13376,68,14371,64,794,784,774,
D. K-8 / 751 +,BURLINGTON,5130,TABERNACLE TWP,12152,47,13046,60,15370,78,866,819,810,
D. K-8 / 751 +,BURLINGTON,5720,WESTAMPTON,10347,11,10399,7,11390,11,995,1006,1004,
D. K-8 / 751 +,CAMDEN,260,BELLMAWR BORO,9591,4,9853,4,10605,7,1139,1122,1135,
D. K-8 / 751 +,CAMDEN,330,BERLIN BORO,9655,5,9903,5,10469,6,865,866,882,
D. K-8 / 751 +,CAMDEN,1780,GLOUCESTER TWP,10044,10,10855,15,11303,10,7340,7025,7145,
D. K-8 / 751 +,CAMDEN,4590,RUNNEMEDE BORO,11397,28,11143,18,12464,26,830,842,843,
D. K-8 / 751 +,CAMDEN,5080,STRATFORD BORO,10897,19,12379,40,11899,16,831,782,869,
D. K-8 / 751 +,CAMDEN,5400,VOORHEES TWP,12944,70,12390,41,13826,47,3190,3179,3169,
D. K-8 / 751 +,CAPE MAY,5340,UPPER TWP,12146,46,12187,34,13860,49,1432,1407,1366,
D. K-8 / 751 +,CUMBERLAND,5300,UPPER DEERFIELD TWP,12657,65,12930,59,13874,51,898,856,868,
D. K-8 / 751 +,GLOUCESTER,2750,LOGAN TWP,12416,56,12874,58,14500,69,874,874,849,
D. K-8 / 751 +,HUDSON,1850,GUTTENBERG TOWN,6945,1,8468,1,9274,3,1025,1020,1037,
D. K-8 / 751 +,HUNTERDON,920,CLINTON TWP,12299,54,14126,78,14043,52,1677,1565,1652,
D. K-8 / 751 +,HUNTERDON,1510,FLEMINGTON-RARITAN REG,12068,43,12515,45,13264,39,3632,3548,3541,
D. K-8 / 751 +,HUNTERDON,4350,READINGTON TWP,12517,61,12805,55,14337,62,2031,1959,1879,
D. K-8 / 751 +,MIDDLESEX,2370,JAMESBURG BORO,9687,6,10404,9,9996,4,645,639,665,
