GROUP,CONAME,DIST,DISTNAME,EX121,EX221
A. K-6,MORRIS,3240,MINE HILL TWP,0,0
A. K-6,OCEAN,230,BEACH HAVEN BORO,71202,155287
A. K-6,OCEAN,320,BERKELEY TWP,843996,1443540
A. K-6,OCEAN,1150,EAGLESWOOD TWP,0,46203
A. K-6,OCEAN,2350,ISLAND HEIGHTS BORO,0,0
A. K-6,OCEAN,2690,LITTLE EGG HARBOR TWP,134433,665120
A. K-6,OCEAN,2760,LONG BEACH ISLAND,65610,0
A. K-6,OCEAN,3800,OCEAN GATE BORO,216386,343080
A. K-6,OCEAN,3820,OCEAN TWP,444442,639896
A. K-6,OCEAN,4710,SEASIDE HEIGHTS BORO,220048,31063
A. K-6,OCEAN,5020,STAFFORD TWP,47905,0
A. K-6,OCEAN,5220,TUCKERTON BORO,0,0
A. K-6,SUSSEX,1630,FREDON TWP,0,7769
A. K-6,SUSSEX,1980,HAMPTON TWP,88868,136656
A. K-6,SUSSEX,4650,SANDYSTON-WALPACK TWP,0,112619
A. K-6,SUSSEX,5040,STILLWATER TWP,218734,139759
A. K-6,WARREN,400,BLAIRSTOWN TWP,51311,16752
A. K-6,WARREN,1620,FRANKLIN TWP,41841,92841
A. K-6,WARREN,1670,FRELINGHUYSEN TWP,0,0
A. K-6,WARREN,2470,KNOWLTON TWP,16171,5958
A. K-6,WARREN,2970,MANSFIELD TWP,0,0
A. K-6,WARREN,5480,WASHINGTON BORO,574322,326089
A. K-6,WARREN,5530,WASHINGTON TWP,0,0
B. K-8 / 0 - 400,ATLANTIC,1410,ESTELL MANOR CITY,0,2444
B. K-8 / 0 - 400,ATLANTIC,4240,PORT REPUBLIC CITY,108761,149288
B. K-8 / 0 - 400,ATLANTIC,5760,WEYMOUTH TWP,233403,179253
B. K-8 / 0 - 400,BERGEN,80,ALPINE BORO,0,0
B. K-8 / 0 - 400,BERGEN,3350,MOONACHIE BORO,189789,177141
B. K-8 / 0 - 400,BERGEN,4870,SOUTH HACKENSACK TWP,70763,194211
B. K-8 / 0 - 400,BURLINGTON,380,BEVERLY CITY,60408,137830
B. K-8 / 0 - 400,BURLINGTON,1030,DELANCO TWP,658469,1166762
B. K-8 / 0 - 400,BURLINGTON,3540,NEW HANOVER TWP,0,38367
B. K-8 / 0 - 400,BURLINGTON,4460,RIVERTON,0,0
B. K-8 / 0 - 400,BURLINGTON,5490,WASHINGTON TWP,164651,198967
B. K-8 / 0 - 400,BURLINGTON,5890,WOODLAND TWP,56634,34499
B. K-8 / 0 - 400,CAMDEN,580,BROOKLAWN BORO,0,141832
B. K-8 / 0 - 400,CAMDEN,1720,GIBBSBORO BORO,155373,181042
B. K-8 / 0 - 400,CAMDEN,2560,LAWNSIDE BORO,0,344949
B. K-8 / 0 - 400,CAMDEN,3110,MERCHANTVILLE BORO,350719,32591
B. K-8 / 0 - 400,CAPE MAY,170,AVALON BORO,5123,271700
B. K-8 / 0 - 400,CAPE MAY,3680,NORTH WILDWOOD CITY,852632,1109333
B. K-8 / 0 - 400,CAPE MAY,5060,STONE HARBOR BORO,221498,150981
B. K-8 / 0 - 400,CAPE MAY,5800,WILDWOOD CREST BORO,53282,6264
B. K-8 / 0 - 400,CAPE MAY,5840,WOODBINE BORO,0,0
B. K-8 / 0 - 400,CUMBERLAND,1020,DEERFIELD TWP,183910,126280
B. K-8 / 0 - 400,CUMBERLAND,1120,DOWNE TWP,18427,439481
B. K-8 / 0 - 400,CUMBERLAND,1820,GREENWICH TWP,757,28284
B. K-8 / 0 - 400,CUMBERLAND,5070,STOW CREEK TWP,0,0
B. K-8 / 0 - 400,HUDSON,1200,EAST NEWARK BORO,0,898732
B. K-8 / 0 - 400,HUNTERDON,430,BLOOMSBURY BORO,87822,474883
B. K-8 / 0 - 400,HUNTERDON,670,CALIFON BORO,0,0
B. K-8 / 0 - 400,HUNTERDON,1600,FRANKLIN TWP,0,62167
B. K-8 / 0 - 400,HUNTERDON,1680,FRENCHTOWN BORO,0,0
B. K-8 / 0 - 400,HUNTERDON,1970,HAMPTON BORO,0,0
B. K-8 / 0 - 400,HUNTERDON,2140,HIGH BRIDGE BORO,0,60082
B. K-8 / 0 - 400,HUNTERDON,3180,MILFORD BORO,0,3473
B. K-8 / 0 - 400,MONMOUTH,180,AVON BORO,161421,339457
B. K-8 / 0 - 400,MONMOUTH,500,BRADLEY BEACH BORO,533624,301090
B. K-8 / 0 - 400,MONMOUTH,1000,DEAL BORO,0,0
B. K-8 / 0 - 400,MONMOUTH,1490,FARMINGDALE BORO,14982,47636
B. K-8 / 0 - 400,MONMOUTH,3250,MONMOUTH BEACH BORO,294258,292527
B. K-8 / 0 - 400,MONMOUTH,4690,SEA GIRT BORO,51144,24143
B. K-8 / 0 - 400,MONMOUTH,4980,SPRING LAKE BORO,1000118,909589
B. K-8 / 0 - 400,MONMOUTH,4990,SPRING LAKE HEIGHTS BORO,129983,117581
B. K-8 / 0 - 400,MORRIS,2010,HARDING TOWNSHIP,320,174890
B. K-8 / 0 - 400,MORRIS,3410,MOUNT ARLINGTON BORO,253371,273995
B. K-8 / 0 - 400,MORRIS,3520,NETCONG BORO,126827,217266
B. K-8 / 0 - 400,MORRIS,4440,RIVERDALE BORO,371502,242682
B. K-8 / 0 - 400,OCEAN,210,BAY HEAD BORO,148438,172349
B. K-8 / 0 - 400,OCEAN,2550,LAVALLETTE BORO,53497,122960
B. K-8 / 0 - 400,SALEM,1350,ELSINBORO TWP,139068,130307
B. K-8 / 0 - 400,SALEM,2800,LOWER ALLOWAYS CREEK,348173,340854
B. K-8 / 0 - 400,SALEM,2950,MANNINGTON TWP,29652,106078
B. K-8 / 0 - 400,SALEM,3860,OLDMANS TWP,68170,66723
B. K-8 / 0 - 400,SALEM,4280,QUINTON TWP,373318,263184
B. K-8 / 0 - 400,SALEM,5320,UPPER PITTSGROVE TWP,129796,165076
B. K-8 / 0 - 400,SUSSEX,1930,HAMBURG BORO,0,311827
B. K-8 / 0 - 400,SUSSEX,2490,LAFAYETTE TWP,0,0
B. K-8 / 0 - 400,SUSSEX,3300,MONTAGUE TWP,0,0
B. K-8 / 0 - 400,SUSSEX,3840,OGDENSBURG BORO,0,0
B. K-8 / 0 - 400,SUSSEX,5030,STANHOPE BORO,88416,170132
B. K-8 / 0 - 400,UNION,1710,GARWOOD BORO,184283,0
B. K-8 / 0 - 400,UNION,5810,WINFIELD TWP,0,0
B. K-8 / 0 - 400,WARREN,70,ALPHA BORO,272587,134507
B. K-8 / 0 - 400,WARREN,2040,HARMONY TWP,34155,112206
B. K-8 / 0 - 400,WARREN,2250,HOPE TWP,61033,68463
B. K-8 / 0 - 400,WARREN,3890,OXFORD TWP,0,0
B. K-8 / 0 - 400,WARREN,4200,POHATCONG TWP,406813,274540
B. K-8 / 0 - 400,WARREN,5780,WHITE TWP,236115,251975
C. K-8 / 401 - 750,ATLANTIC,1300,EGG HARBOR CITY,715718,479354
C. K-8 / 401 - 750,ATLANTIC,1540,FOLSOM BORO,898818,935674
C. K-8 / 401 - 750,ATLANTIC,3020,MARGATE CITY,1088354,704354
C. K-8 / 401 - 750,ATLANTIC,3480,MULLICA TWP,438990,552744
C. K-8 / 401 - 750,BERGEN,740,CARLSTADT BORO,62115,70724
C. K-8 / 401 - 750,BERGEN,1070,DEMAREST BORO,845345,1742265
C. K-8 / 401 - 750,BERGEN,1380,ENGLEWOOD CLIFFS BORO,36054,15582
C. K-8 / 401 - 750,BERGEN,2050,HARRINGTON PARK BORO,232164,0
C. K-8 / 401 - 750,BERGEN,2090,HAWORTH BORO,0,0
C. K-8 / 401 - 750,BERGEN,2200,HO HO KUS BORO,230115,355479
C. K-8 / 401 - 750,BERGEN,3730,NORTHVALE BORO,924713,781834
C. K-8 / 401 - 750,BERGEN,3740,NORWOOD BORO,40000,40000
C. K-8 / 401 - 750,BERGEN,4470,ROCHELLE PARK TWP,0,40295
C. K-8 / 401 - 750,BURLINGTON,1250,EASTAMPTON TWP,33767,0
C. K-8 / 401 - 750,BURLINGTON,1910,HAINESPORT TWP,126152,143950
C. K-8 / 401 - 750,BURLINGTON,3070,MEDFORD LAKES BORO,137263,143291
C. K-8 / 401 - 750,CAMDEN,190,BARRINGTON BORO,0,0
C. K-8 / 401 - 750,CAMDEN,340,BERLIN TWP,0,623382
C. K-8 / 401 - 750,CAMDEN,880,CLEMENTON BORO,0,554626
C. K-8 / 401 - 750,CAMDEN,2890,MAGNOLIA BORO,329251,462029
C. K-8 / 401 - 750,CAMDEN,3420,MOUNT EPHRAIM BORO,0,281317
C. K-8 / 401 - 750,CAMDEN,4790,SOMERDALE BORO,250848,94605
C. K-8 / 401 - 750,CAMDEN,5900,WOODLYNNE BORO,59715,371344
C. K-8 / 401 - 750,CAPE MAY,1080,DENNIS TWP,174273,20244
C. K-8 / 401 - 750,CUMBERLAND,950,COMMERCIAL TWP,641437,88309
C. K-8 / 401 - 750,CUMBERLAND,1460,FAIRFIELD TWP,259208,0
C. K-8 / 401 - 750,CUMBERLAND,2270,HOPEWELL TWP,143942,458126
C. K-8 / 401 - 750,CUMBERLAND,2570,LAWRENCE TWP,402171,431716
C. K-8 / 401 - 750,CUMBERLAND,3050,MAURICE RIVER TWP,0,32978
C. K-8 / 401 - 750,GLOUCESTER,1830,GREENWICH TWP,436853,1015010
C. K-8 / 401 - 750,HUNTERDON,20,ALEXANDRIA TWP,25555,27136
C. K-8 / 401 - 750,HUNTERDON,370,BETHLEHEM TWP,10017,350035
C. K-8 / 401 - 750,HUNTERDON,910,CLINTON-GLEN GARDNER,2862,0
C. K-8 / 401 - 750,HUNTERDON,1040,DELAWARE TWP,0,313450
C. K-8 / 401 - 750,HUNTERDON,1160,EAST AMWELL TWP,116836,107894
C. K-8 / 401 - 750,HUNTERDON,2220,HOLLAND TWP,92983,100816
C. K-8 / 401 - 750,HUNTERDON,2450,KINGWOOD TWP,106058,104184
C. K-8 / 401 - 750,HUNTERDON,2600,LEBANON TWP,1099981,940129
C. K-8 / 401 - 750,HUNTERDON,5180,TEWKSBURY TWP,136829,88612
C. K-8 / 401 - 750,HUNTERDON,5270,UNION TWP,0,0
C. K-8 / 401 - 750,MIDDLESEX,970,CRANBURY TWP,0,0
C. K-8 / 401 - 750,MIDDLESEX,3220,MILLTOWN BORO,8065,539170
C. K-8 / 401 - 750,MONMOUTH,270,BELMAR BORO,0,0
C. K-8 / 401 - 750,MONMOUTH,560,BRIELLE BORO,0,0
C. K-8 / 401 - 750,MONMOUTH,3500,NEPTUNE CITY,877301,489232
C. K-8 / 401 - 750,MONMOUTH,3830,OCEANPORT BORO,114215,0
C. K-8 / 401 - 750,MONMOUTH,4770,SHREWSBURY BORO,202696,0
C. K-8 / 401 - 750,MONMOUTH,5230,UNION BEACH,0,449716
C. K-8 / 401 - 750,MONMOUTH,5640,WEST LONG BRANCH BORO,903853,928415
C. K-8 / 401 - 750,MORRIS,460,BOONTON TWP,115607,103384
C. K-8 / 401 - 750,MORRIS,3090,MENDHAM BORO,114269,365590
C. K-8 / 401 - 750,MORRIS,3380,MORRIS PLAINS BORO,0,144243
C. K-8 / 401 - 750,MORRIS,4480,ROCKAWAY BORO,19135,119877
C. K-8 / 401 - 750,OCEAN,2500,LAKEHURST BORO,0,32583
C. K-8 / 401 - 750,PASSAIC,420,BLOOMINGDALE BORO,0,0
C. K-8 / 401 - 750,PASSAIC,3640,NORTH HALEDON BORO,150937,79344
C. K-8 / 401 - 750,SALEM,60,ALLOWAY TWP,418560,154324
C. K-8 / 401 - 750,SOMERSET,240,BEDMINSTER TWP,0,0
C. K-8 / 401 - 750,SOMERSET,4850,SOUTH BOUND BROOK,155339,15001
C. K-8 / 401 - 750,SOMERSET,5540,WATCHUNG BORO,528364,462382
C. K-8 / 401 - 750,SUSSEX,90,ANDOVER REG,0,0
C. K-8 / 401 - 750,SUSSEX,1560,FRANKFORD TWP,100000,150000
C. K-8 / 401 - 750,SUSSEX,1570,FRANKLIN BORO,170825,339401
C. K-8 / 401 - 750,SUSSEX,1800,GREEN TWP,274221,227695
C. K-8 / 401 - 750,WARREN,30,ALLAMUCHY TWP,0,0
D. K-8 / 751 +,ATLANTIC,10,ABSECON CITY,200691,65935
D. K-8 / 751 +,ATLANTIC,570,BRIGANTINE CITY,288634,1110504
D. K-8 / 751 +,ATLANTIC,1690,GALLOWAY TWP,3720544,2770192
D. K-8 / 751 +,ATLANTIC,1940,HAMILTON TWP,1645320,1603230
D. K-8 / 751 +,ATLANTIC,2680,LINWOOD CITY,490283,585270
D. K-8 / 751 +,ATLANTIC,3720,NORTHFIELD CITY,206464,455025
D. K-8 / 751 +,ATLANTIC,4800,SOMERS POINT CITY,444761,600094
D. K-8 / 751 +,ATLANTIC,5350,VENTNOR CITY,261845,820586
D. K-8 / 751 +,BERGEN,40,ALLENDALE BORO,510099,986020
D. K-8 / 751 +,BERGEN,930,CLOSTER BORO,300000,300000
D. K-8 / 751 +,BERGEN,1230,EAST RUTHERFORD BORO,0,0
D. K-8 / 751 +,BERGEN,1470,FAIRVIEW BORO,0,0
D. K-8 / 751 +,BERGEN,1580,FRANKLIN LAKES BORO,332232,641513
D. K-8 / 751 +,BERGEN,2180,HILLSDALE BORO,93060,216234
D. K-8 / 751 +,BERGEN,2710,LITTLE FERRY BORO,0,0
D. K-8 / 751 +,BERGEN,3060,MAYWOOD BORO,217906,832639
D. K-8 / 751 +,BERGEN,3330,MONTVALE BORO,311798,266589
D. K-8 / 751 +,BERGEN,3760,OAKLAND BORO,42848,0
D. K-8 / 751 +,BERGEN,3850,OLD TAPPAN BORO,2247755,2088707
D. K-8 / 751 +,BERGEN,4430,RIVER VALE TWP,253341,283335
D. K-8 / 751 +,BERGEN,5330,UPPER SADDLE RIVER BORO,640027,998350
D. K-8 / 751 +,BERGEN,5880,WOODCLIFF LAKE BORO,50762,0
D. K-8 / 751 +,BERGEN,5920,WYCKOFF TWP,600000,800000
D. K-8 / 751 +,BURLINGTON,1280,EDGEWATER PARK TWP,0,916409
D. K-8 / 751 +,BURLINGTON,1420,EVESHAM TWP,118942,87374
D. K-8 / 751 +,BURLINGTON,2850,LUMBERTON TWP,1040703,2235189
D. K-8 / 751 +,BURLINGTON,3080,MEDFORD TWP,1038338,1592412
D. K-8 / 751 +,BURLINGTON,3430,MOUNT HOLLY TWP,420968,519616
D. K-8 / 751 +,BURLINGTON,3440,MOUNT LAUREL TWP,2571404,3421372
D. K-8 / 751 +,BURLINGTON,4740,SHAMONG TWP,562464,777246
D. K-8 / 751 +,BURLINGTON,4930,SOUTHAMPTON TWP,207882,271257
D. K-8 / 751 +,BURLINGTON,5130,TABERNACLE TWP,838482,801666
D. K-8 / 751 +,BURLINGTON,5720,WESTAMPTON,86408,504934
D. K-8 / 751 +,CAMDEN,260,BELLMAWR BORO,0,0
D. K-8 / 751 +,CAMDEN,330,BERLIN BORO,134320,199657
D. K-8 / 751 +,CAMDEN,1780,GLOUCESTER TWP,4188118,5457794
D. K-8 / 751 +,CAMDEN,4590,RUNNEMEDE BORO,75173,526806
D. K-8 / 751 +,CAMDEN,5080,STRATFORD BORO,0,146579
D. K-8 / 751 +,CAMDEN,5400,VOORHEES TWP,963853,1031277
D. K-8 / 751 +,CAPE MAY,5340,UPPER TWP,442158,1131009
D. K-8 / 751 +,CUMBERLAND,5300,UPPER DEERFIELD TWP,0,81090
D. K-8 / 751 +,GLOUCESTER,2750,LOGAN TWP,1236510,1552755
D. K-8 / 751 +,HUDSON,1850,GUTTENBERG TOWN,291946,1158445
D. K-8 / 751 +,HUNTERDON,920,CLINTON TWP,3502,81237
D. K-8 / 751 +,HUNTERDON,1510,FLEMINGTON-RARITAN REG,1396835,1916335
D. K-8 / 751 +,HUNTERDON,4350,READINGTON TWP,649045,693541
D. K-8 / 751 +,MIDDLESEX,2370,JAMESBURG BORO,0,0
D. K-8 / 751 +,MONMOUTH,945,COLTS NECK TWP,1010000,191820
D. K-8 / 751 +,MONMOUTH,1260,EATONTOWN BORO,320586,933835
D. K-8 / 751 +,MONMOUTH,1440,FAIR HAVEN BORO,129911,159503
D. K-8 / 751 +,MONMOUTH,1640,FREEHOLD BORO,106866,416685
D. K-8 / 751 +,MONMOUTH,1660,FREEHOLD TWP,758604,0
D. K-8 / 751 +,MONMOUTH,2290,HOWELL TWP,772620,2549317
D. K-8 / 751 +,MONMOUTH,2720,LITTLE SILVER BORO,531760,189392
D. K-8 / 751 +,MONMOUTH,2920,MANALAPAN-ENGLISHTOWN REG,587514,468380
D. K-8 / 751 +,MONMOUTH,3030,MARLBORO TWP,2344937,4053332
D. K-8 / 751 +,MONMOUTH,3200,MILLSTONE TWP,0,134779
D. K-8 / 751 +,MONMOUTH,4360,RED BANK BORO,0,158457
D. K-8 / 751 +,MONMOUTH,4570,RUMSON BORO,278454,273602
D. K-8 / 751 +,MONMOUTH,5185,TINTON FALLS,2658008,1447846
D. K-8 / 751 +,MORRIS,820,CHESTER TWP,521416,617339
D. K-8 / 751 +,MORRIS,1090,DENVILLE TWP,13009,105678
D. K-8 / 751 +,MORRIS,1190,EAST HANOVER TWP,44647,248388
D. K-8 / 751 +,MORRIS,1530,FLORHAM PARK BORO,0,0
D. K-8 / 751 +,MORRIS,2000,HANOVER TWP,154982,66660
D. K-8 / 751 +,MORRIS,2650,LINCOLN PARK BORO,747322,336940
D. K-8 / 751 +,MORRIS,3100,MENDHAM TWP,386314,500866
D. K-8 / 751 +,MORRIS,4000,LONG HILL TWP,100000,236001
D. K-8 / 751 +,MORRIS,4490,ROCKAWAY TWP,0,258397
D. K-8 / 751 +,MORRIS,5520,WASHINGTON TWP,23151,232593
D. K-8 / 751 +,MORRIS,5770,WHARTON BORO,4623,406753
D. K-8 / 751 +,PASSAIC,1920,HALEDON BORO,404759,281689
D. K-8 / 751 +,PASSAIC,2700,LITTLE FALLS TWP,300741,294397
D. K-8 / 751 +,PASSAIC,4270,PROSPECT PARK BORO,1215539,0
D. K-8 / 751 +,PASSAIC,4400,RINGWOOD BORO,165651,265761
D. K-8 / 751 +,PASSAIC,5200,TOTOWA BORO,1090006,1466129
D. K-8 / 751 +,PASSAIC,5440,WANAQUE BORO,226067,208053
D. K-8 / 751 +,PASSAIC,5690,WOODLAND PARK,202393,275955
D. K-8 / 751 +,SOMERSET,510,BRANCHBURG TWP,354158,503518
D. K-8 / 751 +,SOMERSET,1810,GREEN BROOK TWP,313994,982263
D. K-8 / 751 +,SOMERSET,5470,WARREN TWP,439878,468028
D. K-8 / 751 +,SUSSEX,640,BYRAM TWP,0,0
D. K-8 / 751 +,SUSSEX,2030,HARDYSTON TWP,0,0
D. K-8 / 751 +,SUSSEX,5100,SUSSEX-WANTAGE REGIONAL,57896,725960
D. K-8 / 751 +,UNION,3470,MOUNTAINSIDE BORO,0,131395
D. K-8 / 751 +,WARREN,1785,GREAT MEADOWS REGIONAL,0,13943
D. K-8 / 751 +,WARREN,1840,GREENWICH TWP,0,0
D. K-8 / 751 +,WARREN,2790,LOPATCONG TWP,197824,215144
E. K-12 / 0 - 1800,BERGEN,440,BOGOTA BORO,19405,387497
E. K-12 / 0 - 1800,BERGEN,990,CRESSKILL BORO,0,345538
E. K-12 / 0 - 1800,BERGEN,1360,EMERSON BORO,0,0
E. K-12 / 0 - 1800,BERGEN,3170,MIDLAND PARK BORO,338486,384037
E. K-12 / 0 - 1800,BERGEN,3600,NORTH ARLINGTON BORO,381029,675648
E. K-12 / 0 - 1800,BERGEN,3910,PALISADES PARK,17694,130537
E. K-12 / 0 - 1800,BERGEN,3940,PARK RIDGE BORO,174681,249258
E. K-12 / 0 - 1800,BERGEN,4370,RIDGEFIELD BORO,0,0
E. K-12 / 0 - 1800,BERGEN,4610,SADDLE BROOK TWP,93128,374463
E. K-12 / 0 - 1800,BERGEN,5410,WALDWICK BORO,620323,777316
E. K-12 / 0 - 1800,BERGEN,5430,WALLINGTON BORO,131296,299316
E. K-12 / 0 - 1800,BERGEN,5830,WOOD-RIDGE BORO,466781,446264
E. K-12 / 0 - 1800,BURLINGTON,600,BURLINGTON CITY,538764,595614
E. K-12 / 0 - 1800,BURLINGTON,1520,FLORENCE TWP,599041,1070667
E. K-12 / 0 - 1800,BURLINGTON,3920,PALMYRA BORO,0,267712
E. K-12 / 0 - 1800,BURLINGTON,4450,RIVERSIDE TWP,738456,335454
E. K-12 / 0 - 1800,CAMDEN,150,AUDUBON BORO,0,302713
E. K-12 / 0 - 1800,CAMDEN,1880,HADDON HEIGHTS BORO,0,0
E. K-12 / 0 - 1800,CAMDEN,3770,OAKLYN BORO,0,0
E. K-12 / 0 - 1800,CAPE MAY,5790,WILDWOOD CITY,0,0
E. K-12 / 0 - 1800,ESSEX,760,CEDAR GROVE TWP,426436,215048
E. K-12 / 0 - 1800,GLOUCESTER,860,CLAYTON BORO,1189502,333748
E. K-12 / 0 - 1800,GLOUCESTER,4020,PAULSBORO BORO,0,0
E. K-12 / 0 - 1800,GLOUCESTER,4140,PITMAN BORO,406189,439466
E. K-12 / 0 - 1800,GLOUCESTER,5860,WOODBURY CITY,532229,670691
E. K-12 / 0 - 1800,HUDSON,5580,WEEHAWKEN TWP,457854,1181226
E. K-12 / 0 - 1800,MIDDLESEX,1140,DUNELLEN BORO,46135,218213
E. K-12 / 0 - 1800,MIDDLESEX,2150,HIGHLAND PARK BORO,157958,275830
E. K-12 / 0 - 1800,MIDDLESEX,4830,SOUTH AMBOY CITY,179606,141152
E. K-12 / 0 - 1800,MIDDLESEX,4970,SPOTSWOOD BORO,460140,390277
E. K-12 / 0 - 1800,MONMOUTH,2400,KEANSBURG BORO,2085279,3249340
E. K-12 / 0 - 1800,MONMOUTH,2430,KEYPORT BORO,300533,695693
E. K-12 / 0 - 1800,MONMOUTH,2930,MANASQUAN BORO,213684,63879
E. K-12 / 0 - 1800,MORRIS,450,BOONTON TOWN,0,0
E. K-12 / 0 - 1800,MORRIS,630,BUTLER BORO,86670,522167
E. K-12 / 0 - 1800,MORRIS,3460,MOUNTAIN LAKES BORO,1064154,843811
E. K-12 / 0 - 1800,OCEAN,4190,PLUMSTED TWP,0,0
E. K-12 / 0 - 1800,OCEAN,4220,POINT PLEASANT BEACH BORO,101805,240738
E. K-12 / 0 - 1800,PASSAIC,4230,POMPTON LAKES BORO,0,178570
E. K-12 / 0 - 1800,SALEM,4150,PITTSGROVE TWP,0,0
E. K-12 / 0 - 1800,SALEM,4630,SALEM CITY,72625,81864
E. K-12 / 0 - 1800,SALEM,5910,WOODSTOWN-PILESGROVE REG,162299,198929
E. K-12 / 0 - 1800,SOMERSET,490,BOUND BROOK BORO,432781,1188845
E. K-12 / 0 - 1800,SOMERSET,3000,MANVILLE BORO,0,0
E. K-12 / 0 - 1800,SUSSEX,3590,NEWTON TOWN,132102,0
E. K-12 / 0 - 1800,UNION,2420,KENILWORTH BORO,57513,303090
E. K-12 / 0 - 1800,WARREN,280,BELVIDERE TOWN,0,0
F. K-12 / 1801 - 3500,ATLANTIC,590,BUENA REGIONAL,979011,1252641
F. K-12 / 1801 - 3500,BERGEN,890,CLIFFSIDE PARK BORO,1422639,914731
F. K-12 / 1801 - 3500,BERGEN,1130,DUMONT BORO,577937,837225
F. K-12 / 1801 - 3500,BERGEN,1345,ELMWOOD PARK,0,0
F. K-12 / 1801 - 3500,BERGEN,1370,ENGLEWOOD CITY,2277438,2393214
F. K-12 / 1801 - 3500,BERGEN,1760,GLEN ROCK BORO,870051,1293640
F. K-12 / 1801 - 3500,BERGEN,2080,HASBROUCK HEIGHTS BORO,0,108320
F. K-12 / 1801 - 3500,BERGEN,2620,LEONIA BORO,1028230,2159175
F. K-12 / 1801 - 3500,BERGEN,2740,LODI BOROUGH,1590260,587003
F. K-12 / 1801 - 3500,BERGEN,2860,LYNDHURST TWP,71212,0
F. K-12 / 1801 - 3500,BERGEN,2900,MAHWAH TWP,810555,835469
F. K-12 / 1801 - 3500,BERGEN,3550,NEW MILFORD BORO,366087,1245520
F. K-12 / 1801 - 3500,BERGEN,4310,RAMSEY BORO,2075896,2316006
F. K-12 / 1801 - 3500,BERGEN,4380,RIDGEFIELD PARK TWP,109982,136318
F. K-12 / 1801 - 3500,BERGEN,4600,RUTHERFORD BORO,0,476960
F. K-12 / 1801 - 3500,BERGEN,5755,WESTWOOD REGIONAL,750000,1500000
F. K-12 / 1801 - 3500,BURLINGTON,475,BORDENTOWN REGIONAL,924707,499922
F. K-12 / 1801 - 3500,BURLINGTON,840,CINNAMINSON TWP,1282332,2248582
F. K-12 / 1801 - 3500,BURLINGTON,1060,DELRAN TWP,1337784,1322787
F. K-12 / 1801 - 3500,BURLINGTON,3010,MAPLE SHADE TWP,777483,896795
F. K-12 / 1801 - 3500,CAMDEN,940,COLLINGSWOOD BORO,2234598,2313050
F. K-12 / 1801 - 3500,CAMDEN,1770,GLOUCESTER CITY,0,0
F. K-12 / 1801 - 3500,CAMDEN,1890,HADDON TWP,138174,2051361
F. K-12 / 1801 - 3500,CAMDEN,1900,HADDONFIELD BORO,679906,634165
F. K-12 / 1801 - 3500,CAMDEN,2670,LINDENWOLD BORO,580024,538742
F. K-12 / 1801 - 3500,CAMDEN,4110,PINE HILL BORO,0,265036
F. K-12 / 1801 - 3500,CAPE MAY,3130,MIDDLE TWP,2331310,743943
