GROUP,CONAME,DIST,DISTNAME,DE120,DE220,DE320,DE420
J. VOC,HUNTERDON,2308,HUNTERDON CO VOCATIONAL,1769861,-182291,1587570,352065
J. VOC,MERCER,3105,MERCER COUNTY VOCATIONAL,4235957,-516745,3719212,-124432
J. VOC,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,7438454,-3286705,4151749,-824848
J. VOC,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,5953631,109311,6062942,1064469
J. VOC,MORRIS,3365,MORRIS COUNTY VOCATIONAL,2629788,-962205,1667583,44202
J. VOC,OCEAN,3790,OCEAN COUNTY VOCATIONAL,3114772,-422024,2692748,737838
J. VOC,PASSAIC,3995,PASSAIC COUNTY VOCATIONAL,7009432,94424,7103856,1250103
J. VOC,SALEM,4640,SALEM COUNTY VOCATIONAL,2687453,-546832,2140621,-1602112
J. VOC,SOMERSET,4810,SOMERSET CO VOCATIONAL,1067879,-493043,574836,63852
J. VOC,SUSSEX,5110,SUSSEX COUNTY VOCATIONAL,388218,314014,702232,79562
J. VOC,UNION,5260,UNION COUNTY VOCATIONAL,2982139,-311182,2670957,419310
J. VOC,WARREN,5460,WARREN COUNTY VOCATIONAL,2362908,253830,2616738,-357003
K. CHARTER,ATLANTIC,6612,Galloway Community CS,256792,-28336,228456,239651
K. CHARTER,ATLANTIC,7410,chARTer~TECH HIGH SCHOOL,428981,-298501,130480,53087
K. CHARTER,ATLANTIC,7420,Oceanside CS,669308,-299734,369574,85120
K. CHARTER,ATLANTIC,7520,PleasanTech Academy CS,654469,350813,1005282,-155937
K. CHARTER,BERGEN,6013,Bergen Arts and Sciences CS,284564,1029770,1314334,480744
K. CHARTER,BERGEN,6430,Englewood on the Palisades CS,2461135,238886,2700021,-116271
K. CHARTER,BERGEN,7890,Teaneck Community CS,310820,-159863,150957,14038
K. CHARTER,BURLINGTON,6026,Riverbank Charter School of Excellence,0,-5826,-5826,143401
K. CHARTER,BURLINGTON,6044,Renaissance Regional Leadership CS,0,0,0,231547
K. CHARTER,CAMDEN,6024,Camden's Pride Charter Schhol,404960,514268,919228,-398436
K. CHARTER,CAMDEN,6027,Institute of Excellence Charter School,0,350200,350200,432884
K. CHARTER,CAMDEN,6212,Camden Academy Charter HS,1319174,-177949,1116291,447959
K. CHARTER,CAMDEN,6215,Camden's Promise CS,1080169,-121293,958876,-433364
K. CHARTER,CAMDEN,6232,Environment Community CS,2214023,970791,3184814,768402
K. CHARTER,CAMDEN,6240,Freedom Academy CS,531238,-534722,-3484,411505
K. CHARTER,CAMDEN,6325,D.U.E. Season CS,1007581,983379,1990960,-558015
K. CHARTER,CAMDEN,7109,LEAP Academy University CS,1967188,925071,2892259,-714314
K. CHARTER,CUMBERLAND,6028,Vineland Public Charter School,0,126634,126634,61480
K. CHARTER,ESSEX,6016,Adelaide L. Sandford CS,387006,403708,790714,100437
K. CHARTER,ESSEX,6020,Pride Academy Charter School,792480,551062,1343542,315135
K. CHARTER,ESSEX,6022,Burch Charter School of Excellence,85787,68654,154441,567628
K. CHARTER,ESSEX,6029,Newark Educators Charter School,0,51143,51143,167291
K. CHARTER,ESSEX,6037,Newark Legacy CS,0,0,0,285671
K. CHARTER,ESSEX,6038,Visions Academy CS,0,0,0,429701
K. CHARTER,ESSEX,6320,Discovery CS,282853,18399,301252,-104007
K. CHARTER,ESSEX,6410,East Orange Community CS,544465,213021,757486,-59101
K. CHARTER,ESSEX,6665,Gray CS,556394,-78301,478093,-143734
K. CHARTER,ESSEX,7100,Lady Liberty Academy CS,715547,722682,1438229,488718
K. CHARTER,ESSEX,7210,Marion P. Thomas CS,302214,469223,771437,-117257
K. CHARTER,ESSEX,7280,Greater Newark CS,460850,353866,814716,280097
K. CHARTER,ESSEX,7290,New Horizons Comm. CS,2123511,874844,2998355,649965
K. CHARTER,ESSEX,7320,North Star Acad. CS of Newark,1643876,1162504,2806380,341700
K. CHARTER,ESSEX,7325,TEAM Academy Charter School,1733406,-198508,1534898,820656
K. CHARTER,ESSEX,7730,Robert Treat Academy CS,215524,189044,404568,-92884
K. CHARTER,ESSEX,7735,Maria L. Varisco-Rogers CS,753212,1054534,1807746,1273636
K. CHARTER,ESSEX,8065,University Heights CS,256765,5258,262023,150163
K. CHARTER,HUDSON,6030,The Ethical Community Charter School,0,93050,93050,6982
K. CHARTER,HUDSON,6036,HOLA Hoboken Dual Lang CS,0,0,0,37337
K. CHARTER,HUDSON,6235,Liberty Academy CS,722951,-194674,528277,294359
K. CHARTER,HUDSON,6420,Elysian CS of Hoboken,120717,-60903,59814,15684
K. CHARTER,HUDSON,6720,Hoboken CS,429361,40223,469584,-210092
K. CHARTER,HUDSON,6910,Jersey City Comm. CS,493312,52448,545760,39007
K. CHARTER,HUDSON,6915,Jersey City Golden Door,846355,-53762,792593,-205746
K. CHARTER,HUDSON,7115,Learning Community CS,339736,283923,623659,-106399
K. CHARTER,HUDSON,7820,Schomburg CS,346940,44895,391835,58134
K. CHARTER,HUDSON,7830,Soaring Heights CS,606065,-261092,344973,228971
K. CHARTER,HUDSON,8060,University Academy CS,832883,782316,1615199,-11972
K. CHARTER,MERCER,6017,Foundation Academy CS,429175,357718,786943,193336
K. CHARTER,MERCER,6025,Paul Robeson Humanities  CS,5415,650442,655857,864820
K. CHARTER,MERCER,6425,Emily Fisher CS of Adv. Studies,205240,-95556,109684,-85918
K. CHARTER,MERCER,6810,International CS of Trenton,399750,-17782,381968,-179308
K. CHARTER,MERCER,7500,Pace CS of Hamilton,100018,253227,353245,155715
K. CHARTER,MERCER,7540,Princeton CS,77418,54473,131891,19498
K. CHARTER,MERCER,8140,Village CS,1089831,-9572,1009131,336231
K. CHARTER,MIDDLESEX,6032,Academy for Urban Leadership CS,0,0,0,128593
K. CHARTER,MIDDLESEX,6041,Hatikvah International CS,0,0,0,115562
K. CHARTER,MIDDLESEX,6635,Greater Brunswick CS,179759,234995,414754,181509
K. CHARTER,MONMOUTH,6010,Academy Charter High School,143401,8978,152379,56828
K. CHARTER,MONMOUTH,6740,Hope Academy CS,204868,296105,500973,-40444
K. CHARTER,MONMOUTH,7720,The Red Bank CS,20893,32797,53690,113803
K. CHARTER,MORRIS,8050,Unity CS,90287,16277,106564,61079
K. CHARTER,PASSAIC,6021,Community Charter School of Paterson,476518,1258546,1735064,457876
K. CHARTER,PASSAIC,6230,Classical Academy CS of Clifton,537152,297351,834503,308968
K. CHARTER,PASSAIC,7503,Paterson CS for Sci/Tech,1273368,545555,1818923,590164
K. CHARTER,SOMERSET,6018,Central Jersey College Prep CS,405104,48544,453648,-45651
K. CHARTER,SUSSEX,7850,Sussex County CS for Technology,366097,128891,494988,-256161
K. CHARTER,UNION,6033,The Barack Obama Green Charter High Scho,0,0,0,306747
K. CHARTER,UNION,6217,Central Jersey Arts CS,432382,232128,664510,-917720
K. CHARTER,UNION,7600,Queen City Academy CS,425974,162108,586798,240874
K. CHARTER,UNION,8010,Union County TEAMS CS,295182,134622,429804,-62669
K. CHARTER,WARREN,7727,Ridge and Valley CS,157537,-106570,50967,126441
