CONAME,DIST,DISTNAME,EXP11A,ADE11A,PP11A,RK11A,EXP21A,ADE21A,PP21A,RK21A,BOTY,DM
BERGEN,1370,ENGLEWOOD CITY,65552856,2921.9,22435,65,65185585,2927.8,22264,65,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,1380,ENGLEWOOD CLIFFS BORO,11678963,471.2,24786,65,10170186,475.5,21390,64,"J. K-12|K-8,401-750",JK-12K-8401-750
BERGEN,1450,FAIR LAWN BORO,87294108,4828,18081,67,81936614,4797.5,17079,56,"N. K-12|K-12,3500+",NK-12K-123500plus
BERGEN,1470,FAIRVIEW BORO,22123184,1477,14978,21,21684521,1604.6,13514,10,"K. K-12|K-8,751+",KK-12K-8751plus
BERGEN,1550,FORT LEE BORO,62198585,3639.6,17090,53,57116194,3668.8,15568,30,"N. K-12|K-12,3500+",NK-12K-123500plus
BERGEN,1580,FRANKLIN LAKES BORO,28644843,1465.1,19552,81,29857350,1473.2,20267,85,"E. K-8|K-8,751+",EK-8K-8751plus
BERGEN,1700,GARFIELD CITY,89603284,4824.5,18573,77,88659745,5016.4,17674,66,"N. K-12|K-12,3500+",NK-12K-123500plus
BERGEN,1760,GLEN ROCK BORO,47162748,2522.7,18695,55,46080319,2480.7,18576,57,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,1860,HACKENSACK CITY,96613188,5163.4,18711,78,95185785,5243.7,18153,78,"N. K-12|K-12,3500+",NK-12K-123500plus
BERGEN,2050,HARRINGTON PARK BORO,11521474,727.6,15835,19,10919669,701.9,15557,18,"D. K-8|K-8,401-750",DK-8K-8401-750
BERGEN,2080,HASBROUCK HEIGHTS BORO,27591041,1711.1,16125,18,27394857,1751.5,15641,13,"L. K-12|K-12,0-1800",LK-12K-120-1800
BERGEN,2090,HAWORTH BORO,8472887,493.9,17154,36,8532156,471.4,18098,51,"D. K-8|K-8,401-750",DK-8K-8401-750
BERGEN,2180,HILLSDALE BORO,20853951,1459.2,14291,12,20903817,1416.3,14760,22,"E. K-8|K-8,751+",EK-8K-8751plus
BERGEN,2200,HO HO KUS BORO,13733727,885,15518,15,13635817,879.5,15503,16,"J. K-12|K-8,401-750",JK-12K-8401-750
BERGEN,2620,LEONIA BORO,30316066,1787,16965,33,30384164,1807.1,16814,40,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,2710,LITTLE FERRY BORO,20303005,1326.6,15305,28,19610567,1325,14800,23,"K. K-12|K-8,751+",KK-12K-8751plus
BERGEN,2740,LODI BOROUGH,55503694,3406.1,16295,23,55036892,3455.5,15927,24,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,2860,LYNDHURST TWP,36997398,2406.5,15374,11,37286860,2375.3,15698,20,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,2900,MAHWAH TWP,62660962,3486,17975,53,59813490,3413.8,17521,51,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,3060,MAYWOOD BORO,19218495,1202.2,15986,46,19333551,1219.9,15848,40,"K. K-12|K-8,751+",KK-12K-8751plus
BERGEN,3170,MIDLAND PARK BORO,20461889,1163.7,17584,36,19654769,1117.7,17586,34,"L. K-12|K-12,0-1800",LK-12K-120-1800
BERGEN,3330,MONTVALE BORO,15975354,1104.8,14460,14,15717990,1104,14237,15,"E. K-8|K-8,751+",EK-8K-8751plus
BERGEN,3350,MOONACHIE BORO,8098698,382.6,21168,56,8336009,390.5,21345,57,"I. K-12|K-8,0-400",IK-12K-80-400
BERGEN,3550,NEW MILFORD BORO,32040131,2183,14677,5,31468640,2179.8,14436,5,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,3600,NORTH ARLINGTON BORO,25786781,1651.2,15617,13,26402856,1666.1,15848,17,"L. K-12|K-12,0-1800",LK-12K-120-1800
BERGEN,3700,NORTHERN HIGHLANDS REG,26914424,1329.2,20248,30,25769476,1327.6,19411,30,"G. G9-12|7-12,9-12",GG9-127-129-12
BERGEN,3710,NORTHERN VALLEY REGIONAL,53423463,2610.3,20467,32,54359796,2601,20900,34,"G. G9-12|7-12,9-12",GG9-127-129-12
BERGEN,3730,NORTHVALE BORO,9272043,627.7,14771,8,8881981,596.3,14896,9,"D. K-8|K-8,401-750",DK-8K-8401-750
BERGEN,3740,NORWOOD BORO,10121566,637.3,15882,21,9551352,623.1,15328,13,"D. K-8|K-8,401-750",DK-8K-8401-750
BERGEN,3760,OAKLAND BORO,28375929,1725.6,16444,54,27475052,1723.7,15940,43,"E. K-8|K-8,751+",EK-8K-8751plus
BERGEN,3850,OLD TAPPAN BORO,13731308,889.7,15433,31,13460967,838.9,16046,48,"E. K-8|K-8,751+",EK-8K-8751plus
BERGEN,3870,ORADELL BORO,11676697,796.7,14656,15,11217700,809.4,13860,11,A. K-6|K-6,AK-6K-6
BERGEN,3910,PALISADES PARK,25007183,1512.9,16529,25,24416600,1553.7,15715,16,"L. K-12|K-12,0-1800",LK-12K-120-1800
BERGEN,3930,PARAMUS BORO,79065217,4307.7,18354,71,76440560,4211.1,18152,77,"N. K-12|K-12,3500+",NK-12K-123500plus
BERGEN,3940,PARK RIDGE BORO,24816865,1339.8,18522,39,24874138,1333.2,18658,39,"L. K-12|K-12,0-1800",LK-12K-120-1800
BERGEN,3960,PASCACK VALLEY REGIONAL,46534210,1904.4,24436,45,47607305,2084.7,22836,40,"G. G9-12|7-12,9-12",GG9-127-129-12
BERGEN,4300,RAMAPO-INDIAN HILL REG,49745689,2364.3,21041,34,48800803,2376.8,20533,32,"G. G9-12|7-12,9-12",GG9-127-129-12
BERGEN,4310,RAMSEY BORO,54181295,3158,17157,39,55301744,3111.3,17774,53,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,4370,RIDGEFIELD BORO,37006111,1946.9,19008,41,35285641,1888,18690,40,"L. K-12|K-12,0-1800",LK-12K-120-1800
BERGEN,4380,RIDGEFIELD PARK TWP,34315103,2172.7,15794,19,34732762,2245.8,15466,18,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,4390,RIDGEWOOD VILLAGE,92895027,5789.6,16045,33,95381800,5796.3,16456,46,"N. K-12|K-12,3500+",NK-12K-123500plus
BERGEN,4405,RIVER DELL REGIONAL,30830503,1638,18822,19,30353256,1647,18429,17,"F. G7-12|7-12,9-12",FG7-127-129-12
BERGEN,4410,RIVER EDGE BORO,16409069,1199.5,13680,5,16938397,1196.6,14156,15,A. K-6|K-6,AK-6K-6
BERGEN,4430,RIVER VALE TWP,21808743,1392.5,15661,39,21922391,1413.9,15505,33,"E. K-8|K-8,751+",EK-8K-8751plus
BERGEN,4470,ROCHELLE PARK TWP,11078164,644.5,17190,37,10871532,594.7,18280,52,"J. K-12|K-8,401-750",JK-12K-8401-750
BERGEN,4600,RUTHERFORD BORO,42331845,2495.9,16961,32,41457776,2504.3,16555,36,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,4610,SADDLE BROOK TWP,31050496,1778.8,17456,32,31054697,1779.8,17449,32,"L. K-12|K-12,0-1800",LK-12K-120-1800
BERGEN,4620,SADDLE RIVER BORO,8026044,436.2,18398,43,8270960,432,19145,49,H. K-12|K-6,HK-12K-6
BERGEN,4870,SOUTH HACKENSACK TWP,7883232,339,23255,61,7526726,315.1,23886,61,"I. K-12|K-8,0-400",IK-12K-80-400
BERGEN,5150,TEANECK TWP,95495096,4162.4,22942,102,88592481,4092.4,21648,97,"N. K-12|K-12,3500+",NK-12K-123500plus
BERGEN,5160,TENAFLY BORO,64847735,3635.1,17840,63,64091932,3680.4,17415,63,"N. K-12|K-12,3500+",NK-12K-123500plus
BERGEN,5330,UPPER SADDLE RIVER BORO,22785072,1409,16171,48,22466330,1400,16047,49,"E. K-8|K-8,751+",EK-8K-8751plus
BERGEN,5410,WALDWICK BORO,28112062,1608.5,17477,34,27673541,1620.6,17076,28,"L. K-12|K-12,0-1800",LK-12K-120-1800
BERGEN,5430,WALLINGTON BORO,17659573,1170.6,15086,5,17032876,1201.2,14180,2,"L. K-12|K-12,0-1800",LK-12K-120-1800
BERGEN,5755,WESTWOOD REGIONAL,50375759,2807.7,17942,50,50850180,2794.7,18195,55,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,5830,WOOD-RIDGE BORO,17361789,1180.9,14702,3,17806518,1190.8,14954,6,"L. K-12|K-12,0-1800",LK-12K-120-1800
BERGEN,5880,WOODCLIFF LAKE BORO,15054445,861,17485,70,15044031,829.7,18132,78,"E. K-8|K-8,751+",EK-8K-8751plus
BERGEN,5920,WYCKOFF TWP,37173844,2383.1,15599,38,36407898,2348.2,15505,33,"E. K-8|K-8,751+",EK-8K-8751plus
BERGEN,6013,BERGEN ARTS & SCIENCE CHARTER SCHOOL,4526109,404.7,11184,4,5874207,505,11632,9,O. CHARTER,OCHARTER
BERGEN,6430,ENGLEWOOD ON THE PALISADES CHARTER SCHOO,3241014,198.6,16319,46,3375292,194.3,17374,57,O. CHARTER,OCHARTER
BERGEN,7890,TEANECK COMMUNITY CHARTER SCHOOL,5050613,304,16614,51,4899548,306.5,15988,46,O. CHARTER,OCHARTER
BURLINGTON,200,BASS RIVER TWP,2245085,130.7,17179,36,2139764,121.5,17618,41,A. K-6|K-6,AK-6K-6
BURLINGTON,380,BEVERLY CITY,6771472,336.6,20120,49,6903547,342.6,20152,52,"I. K-12|K-8,0-400",IK-12K-80-400
BURLINGTON,475,BORDENTOWN REGIONAL,40150005,2449.1,16393,24,39575955,2444,16193,29,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BURLINGTON,600,BURLINGTON CITY,41242149,1892,21798,64,40256584,1925.7,20904,63,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BURLINGTON,605,BURLINGTON CO SPEC SERV,43326171,873.7,49588,5,45552395,826.7,55102,5,P. CSSD,PCSSD
BURLINGTON,610,BURLINGTON CO VOCATIONAL,46881362,1992.7,23527,13,42359523,1957.5,21639,12,Q. COUNTY VOC,QCOUNTYVOC
BURLINGTON,620,BURLINGTON TWP,64747290,4121.8,15709,26,63549056,4179.9,15204,25,"N. K-12|K-12,3500+",NK-12K-123500plus
BURLINGTON,830,CHESTERFIELD TWP,8819026,498.8,17680,40,9084763,555,16369,29,A. K-6|K-6,AK-6K-6
BURLINGTON,840,CINNAMINSON TWP,43557848,2485.8,17522,44,42314705,2398.6,17642,52,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BURLINGTON,1030,DELANCO TWP,8966453,550.1,16300,21,8919206,528.5,16876,31,"I. K-12|K-8,0-400",IK-12K-80-400
BURLINGTON,1060,DELRAN TWP,43262624,2975.2,14541,4,43903481,2957.9,14843,9,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BURLINGTON,1250,EASTAMPTON TWP,12441621,713.3,17441,39,11181119,701,15950,29,"D. K-8|K-8,401-750",DK-8K-8401-750
BURLINGTON,1280,EDGEWATER PARK TWP,16398102,1083.1,15140,26,17431849,1066.2,16350,58,"K. K-12|K-8,751+",KK-12K-8751plus
BURLINGTON,1420,EVESHAM TWP,81299681,4857.2,16738,58,77553335,4773.1,16248,55,"E. K-8|K-8,751+",EK-8K-8751plus
BURLINGTON,1520,FLORENCE TWP,29020798,1661.8,17464,33,28631977,1637.4,17487,33,"L. K-12|K-12,0-1800",LK-12K-120-1800
BURLINGTON,1910,HAINESPORT TWP,10295580,701.6,14675,7,10000846,707.2,14142,5,"D. K-8|K-8,401-750",DK-8K-8401-750
BURLINGTON,2610,LENAPE REGIONAL,149929199,7395.1,20274,31,144054299,7477.5,19265,28,"G. G9-12|7-12,9-12",GG9-127-129-12
BURLINGTON,2850,LUMBERTON TWP,25768982,1711.3,15058,24,24625427,1679.9,14659,19,"E. K-8|K-8,751+",EK-8K-8751plus
BURLINGTON,2960,MANSFIELD TWP,11096980,690.8,16064,27,10756723,714.2,15061,21,A. K-6|K-6,AK-6K-6
BURLINGTON,3010,MAPLE SHADE TWP,36211503,2120.2,17079,35,34153805,2173.5,15714,21,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BURLINGTON,3070,MEDFORD LAKES BORO,7584710,560.3,13536,3,7236213,547.8,13209,3,"D. K-8|K-8,401-750",DK-8K-8401-750
BURLINGTON,3080,MEDFORD TWP,51014702,3149.3,16199,49,48343438,3095.9,15615,36,"E. K-8|K-8,751+",EK-8K-8751plus
BURLINGTON,3360,MOORESTOWN TWP,74879904,4374.7,17117,54,70773727,4301.7,16453,45,"N. K-12|K-12,3500+",NK-12K-123500plus
BURLINGTON,3430,MOUNT HOLLY TWP,19920307,1054.2,18896,78,19602617,1042.5,18804,81,"E. K-8|K-8,751+",EK-8K-8751plus
BURLINGTON,3440,MOUNT LAUREL TWP,67764613,4376.4,15484,33,67705911,4330.6,15634,37,"E. K-8|K-8,751+",EK-8K-8751plus
BURLINGTON,3540,NEW HANOVER TWP,5282231,255.5,20672,53,5120751,252.8,20253,53,"I. K-12|K-8,0-400",IK-12K-80-400
BURLINGTON,3650,NORTH HANOVER TWP,25946512,1156.3,22440,55,26022363,1193.7,21800,55,A. K-6|K-6,AK-6K-6
BURLINGTON,3690,NORTHERN BURLINGTON REG,35854709,1845.8,19425,26,35349052,1892.5,18679,19,"F. G7-12|7-12,9-12",FG7-127-129-12
BURLINGTON,3920,PALMYRA BORO,15991547,979.5,16327,21,16115417,959.9,16789,24,"L. K-12|K-12,0-1800",LK-12K-120-1800
BURLINGTON,4050,PEMBERTON TWP,116754442,5301.6,22022,98,115137275,5236.9,21986,99,"N. K-12|K-12,3500+",NK-12K-123500plus
BURLINGTON,4320,RANCOCAS VALLEY REGIONAL,37069639,2255.7,16434,5,35295878,2173,16243,7,"G. G9-12|7-12,9-12",GG9-127-129-12
BURLINGTON,4450,RIVERSIDE TWP,23915806,1407.4,16993,26,22766587,1429.7,15924,19,"L. K-12|K-12,0-1800",LK-12K-120-1800
BURLINGTON,4460,RIVERTON,5344673,334.4,15984,17,5253621,341.2,15397,15,"I. K-12|K-8,0-400",IK-12K-80-400
BURLINGTON,4740,SHAMONG TWP,14550018,937.7,15517,35,13939412,916.4,15211,29,"E. K-8|K-8,751+",EK-8K-8751plus
BURLINGTON,4930,SOUTHAMPTON TWP,13853282,810.7,17087,67,13707391,806.9,16988,66,"E. K-8|K-8,751+",EK-8K-8751plus
BURLINGTON,5010,SPRINGFIELD TWP,5053242,304.8,16581,30,4797606,291.4,16466,31,A. K-6|K-6,AK-6K-6
BURLINGTON,5130,TABERNACLE TWP,14734906,875.1,16837,62,14032950,866.9,16188,53,"E. K-8|K-8,751+",EK-8K-8751plus
BURLINGTON,5490,WASHINGTON TWP,2207022,99.1,22266,59,1982561,89,22272,58,"I. K-12|K-8,0-400",IK-12K-80-400
BURLINGTON,5720,WESTAMPTON,14519222,968.2,14997,22,14037779,1006.1,13953,12,"E. K-8|K-8,751+",EK-8K-8751plus
BURLINGTON,5805,WILLINGBORO TWP,82205585,4815.4,17072,51,73994106,4478.3,16523,48,"N. K-12|K-12,3500+",NK-12K-123500plus
BURLINGTON,5890,WOODLAND TWP,2503815,150.4,16643,28,2576733,146.3,17617,34,"C. K-8|K-8,0-400",CK-8K-80-400
BURLINGTON,6026,RIVERBANK CHARTER SCHOOL OF EXCELLENCE,1032674,73,14146,23,1093526,118,9267,2,O. CHARTER,OCHARTER
BURLINGTON,6044,RENAISSANCE REGIONAL LEADERSHIP CHARTER,,,,,1280637,135.8,9430,3,O. CHARTER,OCHARTER
CAMDEN,150,AUDUBON BORO,23259966,1500.6,15500,12,23431199,1462,16027,22,"L. K-12|K-12,0-1800",LK-12K-120-1800
CAMDEN,190,BARRINGTON BORO,15191716,914.5,16611,32,14359106,906.6,15838,23,"J. K-12|K-8,401-750",JK-12K-8401-750
CAMDEN,260,BELLMAWR BORO,14858692,1137.6,13062,5,14842675,1158.2,12815,4,"E. K-8|K-8,751+",EK-8K-8751plus
CAMDEN,330,BERLIN BORO,12249033,847,14462,15,11097718,874,12698,3,"E. K-8|K-8,751+",EK-8K-8751plus
CAMDEN,340,BERLIN TWP,15214495,834,18242,53,14788201,823.8,17952,49,"J. K-12|K-8,401-750",JK-12K-8401-750
CAMDEN,390,BLACK HORSE PIKE REGIONAL,71268436,4320.1,16497,7,67975452,4241.7,16025,5,"G. G9-12|7-12,9-12",GG9-127-129-12
CAMDEN,580,BROOKLAWN BORO,5856345,405.2,14455,4,5558582,400.6,13875,3,"I. K-12|K-8,0-400",IK-12K-80-400
CAMDEN,680,CAMDEN CITY,331629261,14610.6,22698,101,320312367,14359.7,22306,100,"N. K-12|K-12,3500+",NK-12K-123500plus
CAMDEN,700,CAMDEN COUNTY VOCATIONAL,46361925,2294.1,20209,9,45394653,2376.4,19102,10,Q. COUNTY VOC,QCOUNTYVOC
CAMDEN,800,CHERRY HILL TWP,188152945,11480.2,16389,37,180708667,11507.3,15704,33,"N. K-12|K-12,3500+",NK-12K-123500plus
CAMDEN,880,CLEMENTON BORO,12608390,708.3,17801,42,12035604,685.8,17549,45,"J. K-12|K-8,401-750",JK-12K-8401-750
CAMDEN,940,COLLINGSWOOD BORO,33373688,1948,17132,37,33045716,1913,17274,46,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
CAMDEN,1255,EASTERN CAMDEN COUNTY REG,35773012,2169.3,16491,6,33897901,2155.8,15724,4,"G. G9-12|7-12,9-12",GG9-127-129-12
CAMDEN,1720,GIBBSBORO BORO,4805047,251.8,19084,38,4644822,251.2,18488,40,"C. K-8|K-8,0-400",CK-8K-80-400
CAMDEN,1770,GLOUCESTER CITY,47090228,2187.4,21528,62,46151325,2095.6,22023,64,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
CAMDEN,1780,GLOUCESTER TWP,107240016,7541,14221,9,101719715,7445.3,13662,11,"E. K-8|K-8,751+",EK-8K-8751plus
CAMDEN,1880,HADDON HEIGHTS BORO,22362807,1405.5,15911,16,22668272,1340.4,16912,26,"L. K-12|K-12,0-1800",LK-12K-120-1800
CAMDEN,1890,HADDON TWP,34769162,2215.3,15695,15,31640412,2158.4,14659,6,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
CAMDEN,1900,HADDONFIELD,36984659,2478.8,14920,7,36553043,2482.7,14723,8,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
CAMDEN,2540,LAUREL SPRINGS BORO,4993538,343.4,14541,13,4512561,324.2,13917,12,H. K-12|K-6,HK-12K-6
CAMDEN,2560,LAWNSIDE BORO,9038679,473.1,19105,39,9204215,436,21110,56,"I. K-12|K-8,0-400",IK-12K-80-400
CAMDEN,2670,LINDENWOLD BORO,43974896,2259.4,19463,60,41911711,2296.3,18252,56,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
CAMDEN,2890,MAGNOLIA BORO,7543302,467.9,16121,23,7257460,431.9,16805,36,"D. K-8|K-8,401-750",DK-8K-8401-750
CAMDEN,3110,MERCHANTVILLE BORO,7187011,423.5,16969,31,6405304,388.6,16483,22,"I. K-12|K-8,0-400",IK-12K-80-400
CAMDEN,3420,MOUNT EPHRAIM BORO,10792561,681.5,15838,20,10017068,645.1,15528,17,"J. K-12|K-8,401-750",JK-12K-8401-750
CAMDEN,3770,OAKLYN BORO,8184083,536.8,15247,8,8488453,542.2,15657,14,"L. K-12|K-12,0-1800",LK-12K-120-1800
CAMDEN,4060,PENNSAUKEN TWP,100717232,5249.6,19186,82,95417706,5639.7,16919,53,"N. K-12|K-12,3500+",NK-12K-123500plus
CAMDEN,4110,PINE HILL BORO,38056747,1997.8,19049,58,37333887,1957.3,19074,59,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
CAMDEN,4590,RUNNEMEDE BORO,13244380,850.8,15567,37,12487305,853.4,14632,18,"E. K-8|K-8,751+",EK-8K-8751plus
CAMDEN,4790,SOMERDALE BORO,7383929,477,15479,14,7146579,512.1,13954,4,"D. K-8|K-8,401-750",DK-8K-8401-750
CAMDEN,5035,STERLING HIGH SCHOOL DIST,17301498,986.3,17542,11,16481941,984.8,16736,9,"G. G9-12|7-12,9-12",GG9-127-129-12
CAMDEN,5080,STRATFORD BORO,12779088,835.2,15302,27,11873971,842.8,14089,13,"E. K-8|K-8,751+",EK-8K-8751plus
CAMDEN,5400,VOORHEES TWP,53302374,3197.4,16671,57,51925827,3211.5,16169,52,"E. K-8|K-8,751+",EK-8K-8751plus
CAMDEN,5560,WATERFORD TWP,28413879,1783.6,15931,25,25784101,1756.7,14678,18,H. K-12|K-6,HK-12K-6
CAMDEN,5820,WINSLOW TWP,106561194,5567.4,19140,81,97674295,5368.4,18194,80,"N. K-12|K-12,3500+",NK-12K-123500plus
CAMDEN,5900,WOODLYNNE BORO,10163068,627.7,16191,26,10111568,609.7,16584,32,"J. K-12|K-8,401-750",JK-12K-8401-750
