GROUP,CONAME,DIST,DISTNAME,SARAT0018,RK0018,SALAM0018,RKSAL0018,SARAT0118,RK0118,SALAM0118,RKSAL0118
B. K-8 / 0 - 400,CAPE MAY,5840,WOODBINE BORO,107,32,93384,37,71.7,61,81489,23
B. K-8 / 0 - 400,CUMBERLAND,1020,DEERFIELD TWP,188.5,8,99340,44,176.5,12,99340,41
B. K-8 / 0 - 400,CUMBERLAND,1120,DOWNE TWP,135.8,21,51700,4,148.3,18,47633,5
B. K-8 / 0 - 400,CUMBERLAND,1820,GREENWICH TWP,48.7,65,82295,22,79,56,73500,14
B. K-8 / 0 - 400,CUMBERLAND,3050,MAURICE RIVER TWP,172.3,10,76000,18,179.5,8,77900,20
B. K-8 / 0 - 400,CUMBERLAND,5070,STOW CREEK TWP,135,22,12000,1,121,31,126000,62
B. K-8 / 0 - 400,HUDSON,1200,EAST NEWARK BORO,98.3,38,57063,5,95,42,58204,7
B. K-8 / 0 - 400,HUNTERDON,430,BLOOMSBURY BORO,152.2,14,125445,63,168.9,13,129963,64
B. K-8 / 0 - 400,HUNTERDON,670,CALIFON BORO,113.1,31,83561,26,107.7,36,86123,27
B. K-8 / 0 - 400,HUNTERDON,1600,FRANKLIN TWP,101.3,36,84635,27,113.8,34,91435,37
B. K-8 / 0 - 400,HUNTERDON,1680,FRENCHTOWN BORO,128.5,25,71764,15,124.6,29,76750,17
B. K-8 / 0 - 400,HUNTERDON,1970,HAMPTON BORO,68.9,62,104218,49,82.9,51,103868,47
B. K-8 / 0 - 400,HUNTERDON,2140,HIGH BRIDGE BORO,96.5,42,98645,43,98.3,40,99389,42
B. K-8 / 0 - 400,HUNTERDON,3180,MILFORD BORO,89.2,47,69111,14,95.4,41,71403,12
B. K-8 / 0 - 400,MONMOUTH,180,AVON BORO,96.5,42,85954,28,77.1,58,34418,1
B. K-8 / 0 - 400,MONMOUTH,500,BRADLEY BEACH BORO,97.3,41,94354,40,90.7,46,97185,38
B. K-8 / 0 - 400,MONMOUTH,1000,DEAL BORO,52.6,64,122247,61,62.5,65,122664,60
B. K-8 / 0 - 400,MONMOUTH,1490,FARMINGDALE BORO,130,24,65135,11,76,59,98028,40
B. K-8 / 0 - 400,MONMOUTH,3250,MONMOUTH BEACH BORO,101.3,36,100144,46,103.3,37,100144,44
B. K-8 / 0 - 400,MONMOUTH,3500,NEPTUNE CITY,198,6,126728,65,195,7,120156,57
B. K-8 / 0 - 400,MONMOUTH,4690,SEA GIRT BORO,93.5,44,117088,57,179.5,8,139394,65
B. K-8 / 0 - 400,MONMOUTH,4980,SPRING LAKE BORO,74.4,58,113398,56,89.7,47,104001,48
B. K-8 / 0 - 400,MONMOUTH,4990,SPRING LAKE HEIGHTS BORO,173,9,110030,54,178.5,10,87907,28
B. K-8 / 0 - 400,MORRIS,2010,HARDING TOWNSHIP,102,35,120000,59,112,35,120000,56
B. K-8 / 0 - 400,MORRIS,3410,MOUNT ARLINGTON BORO,127,26,100141,45,124.3,30,112980,55
B. K-8 / 0 - 400,MORRIS,3520,NETCONG BORO,143,16,65250,12,281,3,48760,6
B. K-8 / 0 - 400,MORRIS,4440,RIVERDALE BORO,105.7,33,105000,52,114,33,107100,51
B. K-8 / 0 - 400,OCEAN,210,BAY HEAD BORO,73.1,59,58058,6,83.1,50,59220,8
B. K-8 / 0 - 400,OCEAN,2550,LAVALLETTE BORO,88.4,48,124105,62,87.9,48,127500,63
B. K-8 / 0 - 400,SALEM,1350,ELSINBORO TWP,93,45,87612,32,100,39,89364,33
B. K-8 / 0 - 400,SALEM,2800,LOWER ALLOWAYS CREEK,134.7,23,104482,50,134,25,107616,52
B. K-8 / 0 - 400,SALEM,2950,MANNINGTON TWP,167.3,11,42376,3,149.1,16,43223,3
B. K-8 / 0 - 400,SALEM,3860,OLDMANS TWP,137.9,20,83440,25,176.9,11,104077,49
B. K-8 / 0 - 400,SALEM,4280,QUINTON TWP,119.3,29,82356,23,126.2,27,84003,26
B. K-8 / 0 - 400,SALEM,5320,UPPER PITTSGROVE TWP,256.7,5,86510,31,252.7,6,88346,32
B. K-8 / 0 - 400,SUSSEX,1930,HAMBURG BORO,140,17,96250,41,137,23,99619,43
B. K-8 / 0 - 400,SUSSEX,2490,LAFAYETTE TWP,86,49,98420,42,84.7,49,98000,39
B. K-8 / 0 - 400,SUSSEX,3300,MONTAGUE TWP,98,40,91357,35,103,38,91357,36
B. K-8 / 0 - 400,SUSSEX,3840,OGDENSBURG BORO,79.4,54,86270,29,80.8,53,87995,29
B. K-8 / 0 - 400,SUSSEX,5030,STANHOPE BORO,126.7,27,86272,30,150.4,15,87997,30
B. K-8 / 0 - 400,UNION,5810,WINFIELD TWP,71.5,60,101795,48,75,60,103831,46
B. K-8 / 0 - 400,WARREN,70,ALPHA BORO,125.8,28,82166,21,274,4,124500,61
B. K-8 / 0 - 400,WARREN,2040,HARMONY TWP,269.1,3,62250,8,148.9,17,60000,9
B. K-8 / 0 - 400,WARREN,2250,HOPE TWP,69.3,61,89700,34,65,64,122400,59
B. K-8 / 0 - 400,WARREN,3890,OXFORD TWP,98.3,38,111070,55,92.7,45,112736,54
B. K-8 / 0 - 400,WARREN,4200,POHATCONG TWP,115.3,30,93119,36,118.3,32,90891,35
B. K-8 / 0 - 400,WARREN,5780,WHITE TWP,189.5,7,80610,19,349,1,81600,24
C. K-8 / 401 - 750,,,K-8 Average,174.8,,111070,,174.4,,111597,
C. K-8 / 401 - 750,ATLANTIC,1300,EGG HARBOR CITY,92.4,64,91205,7,100.8,65,94891,11
C. K-8 / 401 - 750,ATLANTIC,1540,FOLSOM BORO,132.7,50,78804,3,138.7,44,80380,4
C. K-8 / 401 - 750,ATLANTIC,3020,MARGATE CITY,129.3,53,111311,43,123.5,54,111311,40
C. K-8 / 401 - 750,ATLANTIC,3480,MULLICA TWP,140,45,102182,24,144.2,40,106365,27
C. K-8 / 401 - 750,BERGEN,740,CARLSTADT BORO,118.2,59,117875,53,115.8,60,120232,58
C. K-8 / 401 - 750,BERGEN,1070,DEMAREST BORO,165.5,23,134639,61,160.8,29,134639,63
C. K-8 / 401 - 750,BERGEN,1380,ENGLEWOOD CLIFFS BORO,174.2,15,120000,56,134.4,46,117424,54
C. K-8 / 401 - 750,BERGEN,2050,HARRINGTON PARK BORO,229,5,119744,54,172.8,18,95000,12
C. K-8 / 401 - 750,BERGEN,2090,HAWORTH BORO,464,1,158100,65,438,1,158100,65
C. K-8 / 401 - 750,BERGEN,2200,HO HO KUS BORO,206.3,11,145652,64,170.3,20,119883,56
C. K-8 / 401 - 750,BERGEN,3730,NORTHVALE BORO,218.9,9,111263,42,189.3,10,110500,37
C. K-8 / 401 - 750,BERGEN,3740,NORWOOD BORO,359.4,2,123900,58,202,7,85000,5
C. K-8 / 401 - 750,BERGEN,4470,ROCHELLE PARK TWP,151,36,114484,50,226.5,4,121000,59
C. K-8 / 401 - 750,BURLINGTON,1250,EASTAMPTON TWP,152.9,33,101296,21,173.8,16,112776,42
C. K-8 / 401 - 750,BURLINGTON,1910,HAINESPORT TWP,351,3,103310,27,231.3,3,79119,2
C. K-8 / 401 - 750,BURLINGTON,3070,MEDFORD LAKES BORO,135.8,48,100229,19,133.3,47,100229,18
C. K-8 / 401 - 750,CAMDEN,190,BARRINGTON BORO,207,10,96250,13,180.6,15,90568,8
C. K-8 / 401 - 750,CAMDEN,340,BERLIN TWP,121.9,58,93808,10,119.5,57,96622,13
C. K-8 / 401 - 750,CAMDEN,880,CLEMENTON BORO,168,21,104406,29,155.7,32,104406,26
C. K-8 / 401 - 750,CAMDEN,2890,MAGNOLIA BORO,219.5,8,94450,11,217,6,98349,16
C. K-8 / 401 - 750,CAMDEN,3420,MOUNT EPHRAIM BORO,118,61,107693,37,110.5,61,109308,33
C. K-8 / 401 - 750,CAMDEN,4790,SOMERDALE BORO,146.8,41,80000,4,172.7,19,79560,3
C. K-8 / 401 - 750,CAMDEN,5900,WOODLYNNE BORO,143.3,42,90000,5,153.3,33,90000,7
C. K-8 / 401 - 750,CAPE MAY,1080,DENNIS TWP,154,32,93132,9,153.3,33,101116,20
C. K-8 / 401 - 750,CUMBERLAND,950,COMMERCIAL TWP,187.4,13,101547,22,186.6,11,103835,25
C. K-8 / 401 - 750,CUMBERLAND,1460,FAIRFIELD TWP,308,4,110640,40,153.3,33,85390,6
C. K-8 / 401 - 750,CUMBERLAND,2270,HOPEWELL TWP,140,45,100873,20,135.3,45,114783,49
C. K-8 / 401 - 750,CUMBERLAND,2570,LAWRENCE TWP,152.1,35,78280,2,245.3,2,102000,22
C. K-8 / 401 - 750,GLOUCESTER,1830,GREENWICH TWP,140.9,44,99838,18,141.4,41,123570,60
C. K-8 / 401 - 750,HUNTERDON,20,ALEXANDRIA TWP,111.1,62,111922,44,104.4,62,114720,48
C. K-8 / 401 - 750,HUNTERDON,370,BETHLEHEM TWP,91,65,105943,31,102.6,64,112885,43
C. K-8 / 401 - 750,HUNTERDON,910,CLINTON-GLEN GARDNER,169,20,101645,23,166.3,25,103677,24
C. K-8 / 401 - 750,HUNTERDON,1040,DELAWARE TWP,109.8,63,107561,36,102.9,63,109701,34
C. K-8 / 401 - 750,HUNTERDON,1160,EAST AMWELL TWP,141.8,43,95686,12,132.4,49,97747,15
C. K-8 / 401 - 750,HUNTERDON,2220,HOLLAND TWP,163.8,29,106010,32,161.8,28,108130,30
C. K-8 / 401 - 750,HUNTERDON,2450,KINGWOOD TWP,133.8,49,107010,33,129.1,51,109150,32
C. K-8 / 401 - 750,HUNTERDON,2600,LEBANON TWP,152.6,34,115000,51,149.2,36,117300,53
C. K-8 / 401 - 750,HUNTERDON,5180,TEWKSBURY TWP,149,38,107283,35,118,58,108715,31
C. K-8 / 401 - 750,HUNTERDON,5270,UNION TWP,173.3,16,110344,39,169.7,22,113654,45
C. K-8 / 401 - 750,MIDDLESEX,970,CRANBURY TWP,124.4,55,115786,52,119.6,56,118102,55
C. K-8 / 401 - 750,MIDDLESEX,2370,JAMESBURG BORO,164.8,25,107251,34,166.5,23,109869,35
C. K-8 / 401 - 750,MIDDLESEX,3220,MILLTOWN BORO,169.8,18,112777,47,183.6,13,115315,50
C. K-8 / 401 - 750,MONMOUTH,270,BELMAR BORO,172.2,17,121000,57,200,8,114000,47
C. K-8 / 401 - 750,MONMOUTH,560,BRIELLE BORO,224,6,110990,41,200,8,113210,44
C. K-8 / 401 - 750,MONMOUTH,3830,OCEANPORT BORO,131,51,97534,14,130,50,99779,17
C. K-8 / 401 - 750,MONMOUTH,4770,SHREWSBURY BORO,162,30,112143,45,163,26,113826,46
C. K-8 / 401 - 750,MONMOUTH,5230,UNION BEACH,167.4,22,99750,17,147,37,96900,14
C. K-8 / 401 - 750,MONMOUTH,5640,WEST LONG BRANCH BORO,164.2,27,112500,46,181.8,14,100600,19
C. K-8 / 401 - 750,MORRIS,460,BOONTON TWP,146.9,40,113985,49,139.1,43,116800,51
C. K-8 / 401 - 750,MORRIS,3090,MENDHAM BORO,139.4,47,139157,63,124.6,53,110060,36
C. K-8 / 401 - 750,MORRIS,3380,MORRIS PLAINS BORO,160,31,102766,25,157,31,106766,28
C. K-8 / 401 - 750,MORRIS,4480,ROCKAWAY BORO,221.7,7,99519,16,218.8,5,101758,21
C. K-8 / 401 - 750,OCEAN,2500,LAKEHURST BORO,169.2,19,90000,5,166.5,23,91800,10
C. K-8 / 401 - 750,PASSAIC,420,BLOOMINGDALE BORO,124.2,56,134885,62,132.8,48,111000,39
C. K-8 / 401 - 750,PASSAIC,3640,NORTH HALEDON BORO,165.1,24,103750,28,162.6,27,103550,23
C. K-8 / 401 - 750,SALEM,60,ALLOWAY TWP,206.2,12,70923,1,146.6,38,61979,1
C. K-8 / 401 - 750,SOMERSET,240,BEDMINSTER TWP,118.2,59,105000,30,117,59,117000,52
C. K-8 / 401 - 750,SOMERSET,4850,SOUTH BOUND BROOK,150.7,37,113610,48,185.6,12,112200,41
C. K-8 / 401 - 750,SOMERSET,5540,WATCHUNG BORO,176.5,14,131610,60,173.5,17,141662,64
C. K-8 / 401 - 750,SUSSEX,90,ANDOVER REG,129.4,52,119893,55,121,55,119893,57
C. K-8 / 401 - 750,SUSSEX,1560,FRANKFORD TWP,148.5,39,103079,26,144.3,39,107422,29
C. K-8 / 401 - 750,SUSSEX,1570,FRANKLIN BORO,129,54,126945,59,125.3,52,130786,61
C. K-8 / 401 - 750,SUSSEX,1800,GREEN TWP,122.8,57,97861,15,158.3,30,110722,38
C. K-8 / 401 - 750,UNION,1710,GARWOOD BORO,164.2,27,91553,8,170,21,91553,9
C. K-8 / 401 - 750,WARREN,30,ALLAMUCHY TWP,164.4,26,108645,38,141,42,131566,62
D. K-8 / 751 +,,,K-8 Average,174.8,,111070,,174.4,,111597,
D. K-8 / 751 +,ATLANTIC,10,ABSECON CITY,212.8,20,100081,13,208.5,26,103834,22
D. K-8 / 751 +,ATLANTIC,570,BRIGANTINE CITY,159.4,69,109294,33,150.6,75,109294,29
D. K-8 / 751 +,ATLANTIC,1690,GALLOWAY TWP,203.6,24,109797,39,213.4,22,115790,40
D. K-8 / 751 +,ATLANTIC,1940,HAMILTON TWP,246.8,6,96579,9,252.6,6,102250,17
D. K-8 / 751 +,ATLANTIC,2680,LINWOOD CITY,150.2,75,113168,43,148.3,76,117129,46
D. K-8 / 751 +,ATLANTIC,3720,NORTHFIELD CITY,250,5,100013,12,248.8,7,103466,21
D. K-8 / 751 +,ATLANTIC,4800,SOMERS POINT CITY,150.9,74,86432,3,156.6,70,92160,6
D. K-8 / 751 +,ATLANTIC,5350,VENTNOR CITY,196.6,31,100952,16,226.3,14,97612,11
D. K-8 / 751 +,BERGEN,40,ALLENDALE BORO,191.4,39,122548,59,184.8,43,125629,64
D. K-8 / 751 +,BERGEN,930,CLOSTER BORO,187.5,42,131229,74,184.3,45,133239,74
D. K-8 / 751 +,BERGEN,1230,EAST RUTHERFORD BORO,131,84,104499,22,161.3,67,105060,24
D. K-8 / 751 +,BERGEN,1470,FAIRVIEW BORO,175.8,58,138424,79,201.2,32,142810,79
D. K-8 / 751 +,BERGEN,1580,FRANKLIN LAKES BORO,158.1,71,141960,82,154.8,73,149736,85
D. K-8 / 751 +,BERGEN,2180,HILLSDALE BORO,199.7,25,145500,85,229.2,12,139841,77
D. K-8 / 751 +,BERGEN,2710,LITTLE FERRY BORO,168.9,60,129182,71,172.1,54,129181,71
D. K-8 / 751 +,BERGEN,3060,MAYWOOD BORO,231,8,129255,72,304.7,2,133269,75
D. K-8 / 751 +,BERGEN,3330,MONTVALE BORO,165.3,66,124200,63,162.9,63,133046,73
D. K-8 / 751 +,BERGEN,3760,OAKLAND BORO,210.8,21,154277,87,213.6,21,154277,86
D. K-8 / 751 +,BERGEN,3850,OLD TAPPAN BORO,165.2,67,139641,81,154.2,74,142434,78
D. K-8 / 751 +,BERGEN,4430,RIVER VALE TWP,277.4,4,145021,84,265.2,3,145021,82
D. K-8 / 751 +,BERGEN,5330,UPPER SADDLE RIVER BORO,160,68,123760,61,155.9,71,128842,69
D. K-8 / 751 +,BERGEN,5880,WOODCLIFF LAKE BORO,136.2,80,128705,69,133.1,84,128318,66
D. K-8 / 751 +,BERGEN,5920,WYCKOFF TWP,230.3,9,148078,86,187.8,40,149312,84
D. K-8 / 751 +,BURLINGTON,1280,EDGEWATER PARK TWP,121.9,87,107387,28,122.7,86,109535,31
D. K-8 / 751 +,BURLINGTON,1420,EVESHAM TWP,197.1,30,106043,25,205.3,29,114410,39
D. K-8 / 751 +,BURLINGTON,2850,LUMBERTON TWP,184.2,48,104105,21,162.7,64,105762,25
D. K-8 / 751 +,BURLINGTON,3080,MEDFORD TWP,217.3,18,109744,38,231.8,10,112443,38
D. K-8 / 751 +,BURLINGTON,3430,MOUNT HOLLY TWP,124.1,86,103950,19,140,80,103200,20
D. K-8 / 751 +,BURLINGTON,3440,MOUNT LAUREL TWP,195.2,35,103238,18,200.1,33,106427,27
D. K-8 / 751 +,BURLINGTON,4740,SHAMONG TWP,187.1,43,109650,37,200,34,76934,1
D. K-8 / 751 +,BURLINGTON,4930,SOUTHAMPTON TWP,133,83,116421,47,130.2,85,118847,48
D. K-8 / 751 +,BURLINGTON,5130,TABERNACLE TWP,154.8,72,93450,5,165.6,61,96757,9
D. K-8 / 751 +,BURLINGTON,5720,WESTAMPTON,179.8,54,109000,31,182,48,97052,10
D. K-8 / 751 +,CAMDEN,260,BELLMAWR BORO,191,40,105688,23,162.1,65,108365,28
D. K-8 / 751 +,CAMDEN,330,BERLIN BORO,196,33,100000,11,169.1,57,78192,2
D. K-8 / 751 +,CAMDEN,1780,GLOUCESTER TWP,228.7,12,100684,15,227.1,13,100500,14
D. K-8 / 751 +,CAMDEN,4590,RUNNEMEDE BORO,166.6,65,99465,10,199.3,35,102584,18
D. K-8 / 751 +,CAMDEN,5080,STRATFORD BORO,177.2,56,104100,20,160.6,68,106182,26
D. K-8 / 751 +,CAMDEN,5400,VOORHEES TWP,198.7,28,143412,83,198.1,36,143012,81
D. K-8 / 751 +,CAPE MAY,5340,UPPER TWP,178.9,55,92125,4,175.8,50,95079,7
D. K-8 / 751 +,CUMBERLAND,5300,UPPER DEERFIELD TWP,148.8,76,109500,34,155.5,72,99813,13
D. K-8 / 751 +,GLOUCESTER,2750,LOGAN TWP,152.5,73,101614,17,173.8,53,116567,42
D. K-8 / 751 +,HUDSON,1850,GUTTENBERG TOWN,204.4,23,122835,60,171.7,55,104222,23
D. K-8 / 751 +,HUNTERDON,920,CLINTON TWP,168,63,111784,42,162,66,116256,41
D. K-8 / 751 +,HUNTERDON,1510,FLEMINGTON-RARITAN REG,181.4,53,114052,44,168.7,58,111368,34
D. K-8 / 751 +,HUNTERDON,4350,READINGTON TWP,184.3,47,116289,46,195,37,116808,44
D. K-8 / 751 +,MONMOUTH,945,COLTS NECK TWP,135.2,81,123918,62,147.1,77,123887,58
D. K-8 / 751 +,MONMOUTH,1260,EATONTOWN BORO,176.2,57,131850,75,175,51,128700,68
D. K-8 / 751 +,MONMOUTH,1440,FAIR HAVEN BORO,170,59,122072,57,169.8,56,125279,62
D. K-8 / 751 +,MONMOUTH,1640,FREEHOLD BORO,128.6,85,110889,40,133.6,83,102000,15
D. K-8 / 751 +,MONMOUTH,1660,FREEHOLD TWP,197.7,29,116969,48,202.6,31,116969,45
D. K-8 / 751 +,MONMOUTH,2290,HOWELL TWP,222.6,15,137568,78,210.3,24,139258,76
D. K-8 / 751 +,MONMOUTH,2720,LITTLE SILVER BORO,134.3,82,108983,30,134.5,82,112253,37
D. K-8 / 751 +,MONMOUTH,2920,MANALAPAN-ENGLISHTOWN REG,229.3,11,107094,26,215,20,109548,32
D. K-8 / 751 +,MONMOUTH,3030,MARLBORO TWP,220.9,17,126409,66,206.8,28,124230,61
D. K-8 / 751 +,MONMOUTH,3200,MILLSTONE TWP,191,40,109560,35,206.9,27,120533,51
D. K-8 / 751 +,MONMOUTH,4360,RED BANK BORO,199,26,100589,14,215.4,19,102098,16
D. K-8 / 751 +,MONMOUTH,4570,RUMSON BORO,324.7,2,114855,45,184.1,47,116588,43
D. K-8 / 751 +,MONMOUTH,5185,TINTON FALLS,195.6,34,119290,51,221.4,16,123916,59
D. K-8 / 751 +,MORRIS,820,CHESTER TWP,192.4,38,120037,52,186,42,120037,49
D. K-8 / 751 +,MORRIS,1090,DENVILLE TWP,168.6,61,111218,41,165.3,62,111463,35
