GROUP,CONAME,DIST,DISTNAME,PP3VV,STPCT01VV,LTPCT01VV,FDPCT01VV,TUPCT01VV,FBPCT01VV,OTPCT01VV,STRAT01VV,SSRAT01VV,SARAT01VV,PCTSEVV,CO,OTHER01
D. K-8 / 751 +,ATLANTIC,10,ABSECON CITY,13491,0.166,0.772,0.06,0.003,0,0,12.7,141.8,212.8,0.106,1,4.656613E-10
G. K-12 / 3501 +,ATLANTIC,110,ATLANTIC CITY,25490,0.148,0.713,0.048,0.074,0,0.017,9.7,106.4,152.3,0.140,1,1.1175871E-8
J. VOC,ATLANTIC,120,ATLANTIC CO VOCATIONAL,17691,0.324,0.384,0.038,0.254,0,0,12.6,138.2,138.2,0.131,1,0
I. CSSD,ATLANTIC,125,ATLANTIC CO SPECIAL SERV,50536,0.074,0.214,0.007,0.706,0,0,6.3,13.7,64.4,1.000,1,0
D. K-8 / 751 +,ATLANTIC,570,BRIGANTINE CITY,21131,0.151,0.817,0.03,0,0,0.002,11.6,72.5,159.4,0.109,1,9.313226E-10
F. K-12 / 1801 - 3500,ATLANTIC,590,BUENA REGIONAL,17275,0.513,0.296,0.067,0.123,0,0.001,14.5,91.6,145.5,0.150,1,126224
C. K-8 / 401 - 750,ATLANTIC,1300,EGG HARBOR CITY,22402,0.629,0.245,0.126,0,0,0,9,57.8,92.4,0.164,1,0
G. K-12 / 3501 +,ATLANTIC,1310,EGG HARBOR TWP,15257,0.395,0.569,0.034,0.003,0,0,13.6,84.4,210.3,0.108,1,7.4505806E-9
B. K-8 / 0 - 400,ATLANTIC,1410,ESTELL MANOR CITY,16670,0.446,0.515,0.039,0,0,0,15.7,87.7,83.9,0.119,1,0
C. K-8 / 401 - 750,ATLANTIC,1540,FOLSOM BORO,15211,0.733,0.228,0.031,0.007,0,0.001,12.8,72.4,132.7,0.111,1,0
D. K-8 / 751 +,ATLANTIC,1690,GALLOWAY TWP,16130,0.435,0.486,0.038,0.002,0.036,0.003,11.4,80.5,203.6,0.136,1,43923
H. 7-12 / 9-12,ATLANTIC,1790,GREATER EGG HARBOR REG,18256,0.515,0.443,0.033,0.009,0,0,14.3,126.2,128.4,0.165,1,12378
D. K-8 / 751 +,ATLANTIC,1940,HAMILTON TWP,14707,0.532,0.413,0.053,0.001,0,0.001,13,112.6,246.8,0.137,1,3.7252903E-9
G. K-12 / 3501 +,ATLANTIC,1960,HAMMONTON TOWN,13046,0.33,0.378,0.045,0.23,0,0.017,14.9,110.9,198.8,0.159,1,-3.72529E-9
D. K-8 / 751 +,ATLANTIC,2680,LINWOOD CITY,16533,0.158,0.806,0.019,0,0.017,0,11,74.5,150.2,0.147,1,4.656613E-10
H. 7-12 / 9-12,ATLANTIC,2910,MAINLAND REGIONAL,18749,0.319,0.662,0.019,0,0,0,12.9,76.9,160.3,0.156,1,0
C. K-8 / 401 - 750,ATLANTIC,3020,MARGATE CITY,21064,0.1,0.818,0.022,0.06,0,0,10.6,70.8,129.3,0.095,1,3832
C. K-8 / 401 - 750,ATLANTIC,3480,MULLICA TWP,15875,0.566,0.331,0.082,0.002,0,0.019,12.6,100,140,0.097,1,9.313226E-10
D. K-8 / 751 +,ATLANTIC,3720,NORTHFIELD CITY,14091,0.32,0.646,0.034,0,0,0,13.2,102.9,250,0.125,1,0
G. K-12 / 3501 +,ATLANTIC,4180,PLEASANTVILLE CITY,25812,0.84,0.103,0.053,0.001,0,0.003,9.1,63.3,122.1,0.127,1,1038541
B. K-8 / 0 - 400,ATLANTIC,4240,PORT REPUBLIC CITY,16283,0.384,0.579,0.034,0.004,0,0,7.9,0,78,0.094,1,0
D. K-8 / 751 +,ATLANTIC,4800,SOMERS POINT CITY,15663,0.398,0.512,0.088,0.002,0,0,10.5,70.9,150.9,0.135,1,-9.31323E-10
D. K-8 / 751 +,ATLANTIC,5350,VENTNOR CITY,18351,0.129,0.823,0.048,0,0,0,12.1,109.2,196.6,0.078,1,-4.65661E-10
B. K-8 / 0 - 400,ATLANTIC,5760,WEYMOUTH TWP,15709,0.547,0.415,0.034,0,0,0.004,9.7,70.3,105.5,0.043,1,1000
K. CHARTER,ATLANTIC,6612,GALLOWAY COMMUNITY CS,15641,0.57,0.356,0.074,0,0,0,8.5,213,71,0.075,80,0
K. CHARTER,ATLANTIC,7410,CHARTER~TECH HIGH SCHOOL,15419,0.129,0.824,0.047,0,0,0,10.5,88.4,70.3,0.161,80,0
K. CHARTER,ATLANTIC,7420,OCEANSIDE CS,17418,0.053,0.842,0.103,0,0,0.002,11.8,171.5,68.6,0.164,80,0
K. CHARTER,ATLANTIC,7520,PLEASANTECH ACADEMY CS,0,0,0,0,0,0,0,0,0,0,0,80,0
D. K-8 / 751 +,BERGEN,40,ALLENDALE BORO,15429,0.094,0.869,0.017,0.005,0,0.015,15.1,92.9,191.4,0.054,3,6479
B. K-8 / 0 - 400,BERGEN,80,ALPINE BORO,24823,0.063,0.926,0.011,0,0,0,7.9,49.7,45.3,0.136,3,0
I. CSSD,BERGEN,285,BERGEN CO SPECIAL SERVICE,89831,0.071,0.283,0.005,0.641,0,0,3.8,5.8,42.9,1.000,3,7.4505806E-9
J. VOC,BERGEN,290,BERGEN COUNTY VOCATIONAL,34227,0.132,0.494,0.074,0.299,0,0.001,10.3,64.2,147.1,0.174,3,50000
G. K-12 / 3501 +,BERGEN,300,BERGENFIELD BORO,16925,0.22,0.723,0.036,0.02,0,0.001,13.1,62,157.3,0.138,3,3.7252903E-9
E. K-12 / 0 - 1800,BERGEN,440,BOGOTA BORO,17074,0.312,0.652,0.036,0,0,0,13.2,69.2,157.2,0.130,3,44.000000001
C. K-8 / 401 - 750,BERGEN,740,CARLSTADT BORO,19077,0.075,0.898,0.024,0.003,0,0,14.1,96.9,118.2,0.111,3,64919
H. 7-12 / 9-12,BERGEN,745,CARLSTADT-EAST RUTHERFORD,24567,0.051,0.888,0.017,0,0.044,0,13.8,123.3,109.6,0.143,3,3306
F. K-12 / 1801 - 3500,BERGEN,890,CLIFFSIDE PARK BORO,15315,0.127,0.628,0.034,0.153,0.058,0,15,108.2,213.9,0.145,3,2.7939677E-9
D. K-8 / 751 +,BERGEN,930,CLOSTER BORO,15518,0.077,0.894,0.022,0.007,0,0,13.8,78.1,187.5,0.088,3,1.9999999991
E. K-12 / 0 - 1800,BERGEN,990,CRESSKILL BORO,15954,0.1,0.847,0.016,0.038,0,0,14.1,94.7,174.1,0.119,3,0
C. K-8 / 401 - 750,BERGEN,1070,DEMAREST BORO,19547,0.071,0.904,0.021,0.004,0,0,10.7,60.2,165.5,0.119,3,2.328306E-10
F. K-12 / 1801 - 3500,BERGEN,1130,DUMONT BORO,16105,0.25,0.726,0.023,0,0,0.001,13.4,93.4,162,0.086,3,12366
D. K-8 / 751 +,BERGEN,1230,EAST RUTHERFORD BORO,18966,0.104,0.86,0.029,0.007,0,0,12.2,72.4,131,0.128,3,-4.65661E-10
A. K-6,BERGEN,1270,EDGEWATER BORO,17071,0.065,0.843,0.014,0,0.076,0.002,14.3,123.6,206,0.071,3,4.656613E-10
F. K-12 / 1801 - 3500,BERGEN,1345,ELMWOOD PARK,14999,0.137,0.828,0.035,0,0,0,15.1,94.5,159.3,0.151,3,20766
E. K-12 / 0 - 1800,BERGEN,1360,EMERSON BORO,15702,0.081,0.884,0.021,0.006,0.009,0,13.4,87.1,125.2,0.119,3,1.3969839E-9
F. K-12 / 1801 - 3500,BERGEN,1370,ENGLEWOOD CITY,22264,0.211,0.742,0.046,0.001,0,0,11.2,58.8,161.8,0.113,3,53519
C. K-8 / 401 - 750,BERGEN,1380,ENGLEWOOD CLIFFS BORO,21390,0.08,0.836,0.011,0.015,0.058,0,11.6,68.6,174.2,0.115,3,-2.32831E-10
G. K-12 / 3501 +,BERGEN,1450,FAIR LAWN BORO,17079,0.1,0.875,0.018,0.006,0,0.001,13,80.8,203.7,0.169,3,17774
D. K-8 / 751 +,BERGEN,1470,FAIRVIEW BORO,13514,0.345,0.569,0.086,0,0,0,16.2,132.9,175.8,0.114,3,0
G. K-12 / 3501 +,BERGEN,1550,FORT LEE BORO,15568,0.083,0.87,0.031,0,0.016,0,13.6,85.4,193.1,0.101,3,-1.862645E-9
D. K-8 / 751 +,BERGEN,1580,FRANKLIN LAKES BORO,20267,0.076,0.858,0.016,0.051,0,0,10.2,54.7,158.1,0.143,3,9.313226E-10
G. K-12 / 3501 +,BERGEN,1700,GARFIELD CITY,17674,0.688,0.271,0.041,0,0,0,12.1,85.7,185.8,0.116,3,303283
F. K-12 / 1801 - 3500,BERGEN,1760,GLEN ROCK BORO,18576,0.086,0.881,0.019,0,0,0.014,12,76.2,162.6,0.120,3,494510
G. K-12 / 3501 +,BERGEN,1860,HACKENSACK CITY,18153,0.197,0.696,0.033,0.074,0,0,13.6,90.1,146.7,0.124,3,41005
C. K-8 / 401 - 750,BERGEN,2050,HARRINGTON PARK BORO,15557,0.085,0.858,0.014,0,0.043,0,12.6,83.8,229,0.105,3,2.328306E-10
E. K-12 / 0 - 1800,BERGEN,2080,HASBROUCK HEIGHTS BORO,15641,0.097,0.878,0.021,0.004,0,0,14.5,88.8,198.1,0.105,3,-1.862645E-9
C. K-8 / 401 - 750,BERGEN,2090,HAWORTH BORO,18098,0.071,0.911,0.017,0,0,0.001,12.7,44.6,464,0.093,3,9.313226E-10
D. K-8 / 751 +,BERGEN,2180,HILLSDALE BORO,14760,0.1,0.873,0.023,0.004,0,0,13.7,102.8,199.7,0.150,3,81076
C. K-8 / 401 - 750,BERGEN,2200,HO HO KUS BORO,15503,0.08,0.867,0.021,0.033,0,0,13.5,85.7,206.3,0.114,3,-4.65661E-10
F. K-12 / 1801 - 3500,BERGEN,2620,LEONIA BORO,16814,0.165,0.613,0.019,0.201,0,0.002,11,63.7,129.3,0.126,3,83371
D. K-8 / 751 +,BERGEN,2710,LITTLE FERRY BORO,14800,0.113,0.849,0.035,0.003,0,0,13.8,98.3,168.9,0.076,3,-1.396984E-9
F. K-12 / 1801 - 3500,BERGEN,2740,LODI BOROUGH,15927,0.283,0.656,0.03,0,0.032,0,14.3,114,182.4,0.082,3,1299
F. K-12 / 1801 - 3500,BERGEN,2860,LYNDHURST TWP,15698,0.102,0.87,0.028,0,0,0,14.3,88.1,155.6,0.137,3,3.7252903E-9
F. K-12 / 1801 - 3500,BERGEN,2900,MAHWAH TWP,17521,0.08,0.896,0.024,0,0,0,13.3,98,168.6,0.127,3,291
D. K-8 / 751 +,BERGEN,3060,MAYWOOD BORO,15848,0.108,0.853,0.028,0.01,0,0.001,14.3,91.5,231,0.132,3,99997
E. K-12 / 0 - 1800,BERGEN,3170,MIDLAND PARK BORO,17586,0.081,0.898,0.02,0,0,0.001,11.7,63.1,150.8,0.131,3,1.3969839E-9
D. K-8 / 751 +,BERGEN,3330,MONTVALE BORO,14237,0.093,0.886,0.019,0.001,0,0.001,12.9,99.2,165.3,0.102,3,66487
B. K-8 / 0 - 400,BERGEN,3350,MOONACHIE BORO,21345,0.071,0.838,0.033,0.058,0,0,10.5,193.6,90.3,0.188,3,2.328306E-10
F. K-12 / 1801 - 3500,BERGEN,3550,NEW MILFORD BORO,14436,0.116,0.853,0.03,0,0,0.001,14.3,94.7,188.5,0.128,3,239
E. K-12 / 0 - 1800,BERGEN,3600,NORTH ARLINGTON BORO,15848,0.112,0.847,0.039,0.002,0,0,13.6,105.8,115.7,0.142,3,0
H. 7-12 / 9-12,BERGEN,3700,NORTHERN HIGHLANDS REG,19411,0.088,0.753,0.015,0.14,0,0.004,12,99.7,141.5,0.113,3,-9.31323E-10
H. 7-12 / 9-12,BERGEN,3710,NORTHERN VALLEY REGIONAL,20900,0.094,0.879,0.017,0.005,0.005,0,12.6,59.1,124.8,0.175,3,259993
C. K-8 / 401 - 750,BERGEN,3730,NORTHVALE BORO,14896,0.085,0.848,0.014,0.053,0,0,12.4,95.3,218.9,0.108,3,22420
C. K-8 / 401 - 750,BERGEN,3740,NORWOOD BORO,15328,0.096,0.879,0.013,0,0,0.012,13.4,87.3,359.4,0.108,3,13837
D. K-8 / 751 +,BERGEN,3760,OAKLAND BORO,15940,0.08,0.899,0.021,0,0,0,14,60.2,210.8,0.124,3,1786
D. K-8 / 751 +,BERGEN,3850,OLD TAPPAN BORO,16046,0.09,0.892,0.017,0.001,0,0,12,86.9,165.2,0.084,3,2.328306E-10
A. K-6,BERGEN,3870,ORADELL BORO,13860,0.094,0.878,0.024,0.004,0,0,13.3,155.9,172.8,0.102,3,77705
E. K-12 / 0 - 1800,BERGEN,3910,PALISADES PARK,15715,0.128,0.806,0.055,0,0.011,0,11.6,68.4,131,0.122,3,-4.65661E-10
G. K-12 / 3501 +,BERGEN,3930,PARAMUS BORO,18152,0.08,0.883,0.033,0.005,0,0,13.1,67.2,180.7,0.135,3,-5.587935E-9
E. K-12 / 0 - 1800,BERGEN,3940,PARK RIDGE BORO,18658,0.077,0.905,0.016,0.002,0,0,11.6,65.9,112,0.141,3,0
H. 7-12 / 9-12,BERGEN,3960,PASCACK VALLEY REGIONAL,22836,0.077,0.894,0.023,0.006,0,0,13.1,73.8,98.6,0.153,3,27545
H. 7-12 / 9-12,BERGEN,4300,RAMAPO-INDIAN HILL REG,20533,0.075,0.89,0.014,0.001,0,0.02,11.4,96,93.7,0.145,3,-1.862645E-9
F. K-12 / 1801 - 3500,BERGEN,4310,RAMSEY BORO,17774,0.073,0.882,0.017,0.028,0,0,12.7,75.3,189.7,0.124,3,-3.72529E-9
E. K-12 / 0 - 1800,BERGEN,4370,RIDGEFIELD BORO,18690,0.132,0.533,0.021,0.304,0,0.01,11.1,55.5,158,0.245,3,183744
F. K-12 / 1801 - 3500,BERGEN,4380,RIDGEFIELD PARK TWP,15466,0.2,0.641,0.029,0.13,0,0,13,81,127.6,0.120,3,0
G. K-12 / 3501 +,BERGEN,4390,RIDGEWOOD VILLAGE,16456,0.084,0.868,0.02,0.005,0.022,0.001,14,89.1,229.2,0.121,3,-3.72529E-9
H. 7-12 / 9-12,BERGEN,4405,RIVER DELL REGIONAL,18429,0.084,0.877,0.027,0.012,0,0,14.1,87.2,135.9,0.128,3,-1.396984E-9
A. K-6,BERGEN,4410,RIVER EDGE BORO,14156,0.114,0.823,0.036,0.027,0,0,14.2,77.1,217.3,0.100,3,4.656613E-10
D. K-8 / 751 +,BERGEN,4430,RIVER VALE TWP,15505,0.086,0.901,0.01,0.001,0,0.002,13.9,91.3,277.4,0.123,3,-9.31323E-10
C. K-8 / 401 - 750,BERGEN,4470,ROCHELLE PARK TWP,18280,0.091,0.888,0.021,0,0,0,11.3,69.7,151,0.101,3,-4.65661E-10
F. K-12 / 1801 - 3500,BERGEN,4600,RUTHERFORD BORO,16555,0.121,0.862,0.017,0.001,0,0,12.7,89.6,151.2,0.090,3,0
E. K-12 / 0 - 1800,BERGEN,4610,SADDLE BROOK TWP,17449,0.091,0.888,0.021,0,0,0,13.3,62.6,191.3,0.197,3,5049
A. K-6,BERGEN,4620,SADDLE RIVER BORO,19145,0.074,0.883,0.027,0.016,0,0,9.4,84.4,57,0.123,3,0
B. K-8 / 0 - 400,BERGEN,4870,SOUTH HACKENSACK TWP,23886,0.064,0.899,0.02,0.007,0,0.01,10.5,94.3,155,0.078,3,4610
G. K-12 / 3501 +,BERGEN,5150,TEANECK TWP,21648,0.118,0.849,0.031,0.002,0,0,12,72.8,182,0.155,3,-1.862645E-9
G. K-12 / 3501 +,BERGEN,5160,TENAFLY BORO,17415,0.092,0.862,0.017,0.012,0,0.017,12.5,84.1,150.1,0.123,3,331471
D. K-8 / 751 +,BERGEN,5330,UPPER SADDLE RIVER BORO,16047,0.085,0.885,0.013,0.006,0,0.011,13.6,81.9,160,0.163,3,0
E. K-12 / 0 - 1800,BERGEN,5410,WALDWICK BORO,17076,0.097,0.884,0.018,0.001,0,0,11.9,77.7,149.6,0.144,3,12628
E. K-12 / 0 - 1800,BERGEN,5430,WALLINGTON BORO,14180,0.223,0.74,0.037,0,0,0,13.6,87.6,113.3,0.089,3,-9.31323E-10
F. K-12 / 1801 - 3500,BERGEN,5755,WESTWOOD REGIONAL,18195,0.085,0.887,0.026,0.001,0,0.001,12.4,76.9,124.2,0.122,3,103509
E. K-12 / 0 - 1800,BERGEN,5830,WOOD-RIDGE BORO,14954,0.09,0.81,0.031,0.069,0,0,14.7,111.9,177.3,0.115,3,26251
D. K-8 / 751 +,BERGEN,5880,WOODCLIFF LAKE BORO,18132,0.076,0.902,0.019,0.003,0,0,13.2,74.3,136.2,0.131,3,6.984919E-10
D. K-8 / 751 +,BERGEN,5920,WYCKOFF TWP,15505,0.082,0.892,0.022,0.004,0,0,13.3,69.2,230.3,0.086,3,9243
K. CHARTER,BERGEN,6013,BERGEN ARTS AND SCIENCES CS,11632,0.474,0.5,0.026,0,0,0,12.9,505,252.5,0.063,80,0
K. CHARTER,BERGEN,6430,ENGLEWOOD ON THE PALISADES CS,17374,0.115,0.83,0.055,0,0,0,9.7,0,97,0.051,80,0
K. CHARTER,BERGEN,7890,TEANECK COMMUNITY CS,15988,0.137,0.846,0.017,0,0,0,11.8,204,139.1,0.101,80,0
A. K-6,BURLINGTON,200,BASS RIVER TWP,17618,0.43,0.501,0.069,0,0,0,9.5,66.1,119,0.092,5,0
B. K-8 / 0 - 400,BURLINGTON,380,BEVERLY CITY,20152,0.554,0.387,0.06,0,0,0,9,440,264,0.144,5,0
F. K-12 / 1801 - 3500,BURLINGTON,475,BORDENTOWN REGIONAL,16193,0.246,0.695,0.032,0.026,0,0.001,14.1,58.9,129.5,0.138,5,0
F. K-12 / 1801 - 3500,BURLINGTON,600,BURLINGTON CITY,20904,0.649,0.259,0.038,0.052,0,0.002,11,68.4,145.2,0.170,5,149081
I. CSSD,BURLINGTON,605,BURLINGTON CO SPEC SERV,55102,0.065,0.125,0.004,0.806,0,0,6.6,15.8,68.6,0.988,5,0
J. VOC,BURLINGTON,610,BURLINGTON CO VOCATIONAL,21639,0.385,0.466,0.034,0.115,0,0,13.1,74.9,167.1,0.229,5,0
G. K-12 / 3501 +,BURLINGTON,620,BURLINGTON TWP,15204,0.365,0.607,0.025,0.003,0,0,13.4,94.3,194.5,0.118,5,3.7252903E-9
A. K-6,BURLINGTON,830,CHESTERFIELD TWP,16369,0.09,0.844,0.024,0.004,0,0.038,13.6,101.5,137,0.108,5,702277
F. K-12 / 1801 - 3500,BURLINGTON,840,CINNAMINSON TWP,17642,0.264,0.708,0.026,0.002,0,0,12.4,82.4,157.1,0.137,5,0
B. K-8 / 0 - 400,BURLINGTON,1030,DELANCO TWP,16876,0.287,0.619,0.03,0,0.059,0.005,13.3,87.6,155,0.139,5,49100
F. K-12 / 1801 - 3500,BURLINGTON,1060,DELRAN TWP,14843,0.318,0.651,0.031,0,0,0,14.6,96,164.2,0.120,5,-1.862645E-9
C. K-8 / 401 - 750,BURLINGTON,1250,EASTAMPTON TWP,15950,0.509,0.461,0.03,0,0,0,12.7,81.9,152.9,0.124,5,9005
D. K-8 / 751 +,BURLINGTON,1280,EDGEWATER PARK TWP,16350,0.441,0.511,0.048,0,0,0,12.5,85.3,121.9,0.116,5,376768
D. K-8 / 751 +,BURLINGTON,1420,EVESHAM TWP,16248,0.221,0.707,0.021,0.001,0.048,0.002,12,76,197.1,0.166,5,147500
E. K-12 / 0 - 1800,BURLINGTON,1520,FLORENCE TWP,17487,0.378,0.584,0.036,0.002,0,0,12.4,79.5,161.3,0.111,5,286309
C. K-8 / 401 - 750,BURLINGTON,1910,HAINESPORT TWP,14142,0.193,0.767,0.026,0.011,0,0.003,13.1,91.2,351,0.134,5,9
H. 7-12 / 9-12,BURLINGTON,2610,LENAPE REGIONAL,19265,0.243,0.743,0.013,0,0,0.001,12.6,85.5,193.9,0.148,5,-7.450581E-9
D. K-8 / 751 +,BURLINGTON,2850,LUMBERTON TWP,14659,0.413,0.555,0.032,0,0,0,14.9,70.9,184.2,0.171,5,0
A. K-6,BURLINGTON,2960,MANSFIELD TWP,15061,0.124,0.859,0.014,0.003,0,0,13.5,85.5,177.5,0.120,5,12.000000001
F. K-12 / 1801 - 3500,BURLINGTON,3010,MAPLE SHADE TWP,15714,0.298,0.656,0.039,0.007,0,0,14,97,164.2,0.200,5,-1.862645E-9
C. K-8 / 401 - 750,BURLINGTON,3070,MEDFORD LAKES BORO,13209,0.199,0.773,0.027,0,0,0.001,13.1,89,135.8,0.103,5,-4.65661E-10
D. K-8 / 751 +,BURLINGTON,3080,MEDFORD TWP,15615,0.15,0.833,0.017,0,0,0,15.1,72.4,217.3,0.125,5,413068
G. K-12 / 3501 +,BURLINGTON,3360,MOORESTOWN TWP,16453,0.111,0.843,0.024,0.022,0,0,13.2,71.3,164.9,0.107,5,112
D. K-8 / 751 +,BURLINGTON,3430,MOUNT HOLLY TWP,18804,0.559,0.356,0.071,0.014,0,0,11.4,76.4,124.1,0.161,5,0
D. K-8 / 751 +,BURLINGTON,3440,MOUNT LAUREL TWP,15634,0.129,0.835,0.023,0.005,0.005,0.003,12.8,72.8,195.2,0.147,5,9750
B. K-8 / 0 - 400,BURLINGTON,3540,NEW HANOVER TWP,20253,0.457,0.294,0.246,0,0,0.003,10.8,68.8,68.8,0.110,5,47071
A. K-6,BURLINGTON,3650,NORTH HANOVER TWP,21800,0.475,0.1,0.425,0,0,0,10.7,55.8,146.4,0.148,5,0
H. 7-12 / 9-12,BURLINGTON,3690,NORTHERN BURLINGTON REG,18679,0.405,0.551,0.039,0.005,0,0,12.7,89.1,134.3,0.150,5,1.8626451E-9
E. K-12 / 0 - 1800,BURLINGTON,3920,PALMYRA BORO,16789,0.334,0.515,0.043,0.109,0,0,11.6,66.9,124.8,0.157,5,9.313226E-10
G. K-12 / 3501 +,BURLINGTON,4050,PEMBERTON TWP,21986,0.835,0.115,0.046,0.004,0,0,10.7,51.8,146.1,0.129,5,0
H. 7-12 / 9-12,BURLINGTON,4320,RANCOCAS VALLEY REGIONAL,16243,0.485,0.453,0.02,0.042,0,0,16.8,123.6,161.7,0.170,5,27745
E. K-12 / 0 - 1800,BURLINGTON,4450,RIVERSIDE TWP,15924,0.54,0.33,0.05,0.079,0,0.001,12.2,92.3,153.9,0.176,5,2061
B. K-8 / 0 - 400,BURLINGTON,4460,RIVERTON,15397,0.138,0.839,0.02,0.003,0,0,13.2,55.8,139.5,0.133,5,3.49246E-10
D. K-8 / 751 +,BURLINGTON,4740,SHAMONG TWP,15211,0.341,0.635,0.021,0,0,0.003,13.5,83.4,187.1,0.099,5,76129
D. K-8 / 751 +,BURLINGTON,4930,SOUTHAMPTON TWP,16988,0.21,0.767,0.023,0,0,0,11.6,79.8,133,0.165,5,-9.31323E-10
A. K-6,BURLINGTON,5010,SPRINGFIELD TWP,16466,0.299,0.676,0.025,0,0,0,11.5,77.8,102.9,0.125,5,-4.65661E-10
D. K-8 / 751 +,BURLINGTON,5130,TABERNACLE TWP,16188,0.445,0.516,0.028,0.011,0,0,13.3,81.8,154.8,0.103,5,6009
B. K-8 / 0 - 400,BURLINGTON,5490,WASHINGTON TWP,22272,0.348,0.631,0.021,0,0,0,7.1,61,0,0.148,5,-1.16415E-10
D. K-8 / 751 +,BURLINGTON,5720,WESTAMPTON,13953,0.313,0.658,0.028,0,0,0.001,14.2,95.1,179.8,0.114,5,8902
G. K-12 / 3501 +,BURLINGTON,5805,WILLINGBORO TWP,16523,0.578,0.365,0.054,0.003,0,0,12.7,104,134.1,0.138,5,0
B. K-8 / 0 - 400,BURLINGTON,5890,WOODLAND TWP,17617,0.377,0.561,0.034,0,0.029,0,10.4,144,80,0.104,5,0
K. CHARTER,BURLINGTON,6026,RIVERBANK CHARTER SCHOOL OF EXCELLENCE,9267,0.4,0.585,0.015,0,0,0,13.1,118,90.8,0.008,80,0
K. CHARTER,BURLINGTON,6044,RENAISSANCE REGIONAL LEADERSHIP CS,9430,0.833,0.143,0.024,0,0,0,20.9,0,136,0.081,80,0
E. K-12 / 0 - 1800,CAMDEN,150,AUDUBON BORO,16027,0.377,0.48,0.025,0.118,0,0,12.1,72.4,151.6,0.186,7,-9.31323E-10
C. K-8 / 401 - 750,CAMDEN,190,BARRINGTON BORO,15838,0.265,0.703,0.032,0,0,0,11.9,83.9,207,0.111,7,0
D. K-8 / 751 +,CAMDEN,260,BELLMAWR BORO,12815,0.399,0.548,0.052,0,0,0.001,14.5,143.3,191,0.110,7,0
D. K-8 / 751 +,CAMDEN,330,BERLIN BORO,12698,0.378,0.592,0.026,0.004,0,0,15.2,73.3,196,0.126,7,-9.31323E-10
C. K-8 / 401 - 750,CAMDEN,340,BERLIN TWP,17952,0.402,0.566,0.024,0.007,0,0.001,9.2,55.4,121.9,0.202,7,0
H. 7-12 / 9-12,CAMDEN,390,BLACK HORSE PIKE REGIONAL,16025,0.52,0.449,0.03,0,0,0.001,15.9,112.9,133.6,0.142,7,0
B. K-8 / 0 - 400,CAMDEN,580,BROOKLAWN BORO,13875,0.708,0.228,0.05,0,0,0.014,11.8,243.3,292,0.123,7,0
G. K-12 / 3501 +,CAMDEN,680,CAMDEN CITY,22306,0.865,0.034,0.072,0.001,0.026,0.002,9.6,67.7,93.6,0.161,7,698874
J. VOC,CAMDEN,700,CAMDEN COUNTY VOCATIONAL,19102,0.508,0.267,0.098,0.128,0,0,14.2,87.4,127.8,0.245,7,3.7252903E-9
G. K-12 / 3501 +,CAMDEN,800,CHERRY HILL TWP,15704,0.123,0.839,0.035,0.003,0,0,13.5,73.3,263.8,0.147,7,-1.117587E-8
C. K-8 / 401 - 750,CAMDEN,880,CLEMENTON BORO,17549,0.592,0.355,0.046,0.007,0,0,10.6,63.8,168,0.147,7,3865
F. K-12 / 1801 - 3500,CAMDEN,940,COLLINGSWOOD BORO,17274,0.361,0.46,0.035,0.144,0,0,11.6,87.4,111.1,0.131,7,286066
H. 7-12 / 9-12,CAMDEN,1255,EASTERN CAMDEN COUNTY REG,15724,0.301,0.665,0.026,0.003,0.004,0.001,15.2,112.7,162.9,0.111,7,1.8626451E-9
B. K-8 / 0 - 400,CAMDEN,1720,GIBBSBORO BORO,18488,0.371,0.604,0.025,0,0,0,10.6,72.9,145.9,0.117,7,4.656613E-10
F. K-12 / 1801 - 3500,CAMDEN,1770,GLOUCESTER CITY,22023,0.831,0.086,0.049,0.029,0,0.005,10.2,57.8,157.8,0.165,7,270891
D. K-8 / 751 +,CAMDEN,1780,GLOUCESTER TWP,13662,0.531,0.41,0.04,0,0.018,0.001,14,84.6,228.7,0.122,7,0
E. K-12 / 0 - 1800,CAMDEN,1880,HADDON HEIGHTS BORO,16912,0.133,0.481,0.024,0.36,0,0.002,11.3,72.5,121.3,0.107,7,-1.862645E-9
F. K-12 / 1801 - 3500,CAMDEN,1890,HADDON TWP,14659,0.308,0.654,0.033,0.005,0,0,15.3,103.4,163.5,0.135,7,-1.862645E-9
F. K-12 / 1801 - 3500,CAMDEN,1900,HADDONFIELD BORO,14723,0.086,0.882,0.027,0.006,0,0,14.2,72.8,181.8,0.162,7,2.7939677E-9
A. K-6,CAMDEN,2540,LAUREL SPRINGS BORO,13917,0.377,0.582,0.04,0,0,0.001,13,87.4,207.5,0.114,7,50000
B. K-8 / 0 - 400,CAMDEN,2560,LAWNSIDE BORO,21110,0.412,0.511,0.074,0,0,0.003,10.5,126.5,84.3,0.117,7,0
F. K-12 / 1801 - 3500,CAMDEN,2670,LINDENWOLD BORO,18252,0.611,0.287,0.078,0.006,0.018,0,10.6,73.7,124.8,0.137,7,3.7252903E-9
C. K-8 / 401 - 750,CAMDEN,2890,MAGNOLIA BORO,16805,0.476,0.449,0.074,0,0,0.001,11.6,81.3,219.5,0.146,7,0
