GROUP,CONAME,DIST,DISTNAME,SSRAT0017,RK0017,SALS0017,RKSAL0017,SSRAT0117,RK0117,SALS0117,RKSAL0117
B. K-8 / 0 - 400,OCEAN,210,BAY HEAD BORO,292.5,2,35657,11,266,4,72874,58
B. K-8 / 0 - 400,OCEAN,2550,LAVALLETTE BORO,76.4,39,54236,34,87.9,30,54236,34
B. K-8 / 0 - 400,SALEM,1350,ELSINBORO TWP,93,29,45910,20,142.9,10,47227,22
B. K-8 / 0 - 400,SALEM,2800,LOWER ALLOWAYS CREEK,96.2,27,51294,30,105.8,21,51644,30
B. K-8 / 0 - 400,SALEM,2950,MANNINGTON TWP,262.9,3,63491,50,234.3,5,64282,50
B. K-8 / 0 - 400,SALEM,3860,OLDMANS TWP,113.5,19,41680,15,115,19,37459,12
B. K-8 / 0 - 400,SALEM,4280,QUINTON TWP,78.6,36,62937,48,87.1,32,62937,46
B. K-8 / 0 - 400,SALEM,5320,UPPER PITTSGROVE TWP,128.3,14,64209,53,126.3,14,65189,52
B. K-8 / 0 - 400,SUSSEX,1930,HAMBURG BORO,43.8,64,50301,28,52.7,57,49277,25
B. K-8 / 0 - 400,SUSSEX,2490,LAFAYETTE TWP,56.1,56,43709,17,59.1,50,45730,21
B. K-8 / 0 - 400,SUSSEX,3300,MONTAGUE TWP,53.5,58,59312,39,56.2,52,59312,41
B. K-8 / 0 - 400,SUSSEX,3840,OGDENSBURG BORO,63.6,51,42811,16,63.6,45,43983,19
B. K-8 / 0 - 400,SUSSEX,5030,STANHOPE BORO,108.6,20,54405,35,94,25,55440,37
B. K-8 / 0 - 400,UNION,5810,WINFIELD TWP,68.1,46,18092,4,71.4,41,16804,3
B. K-8 / 0 - 400,WARREN,70,ALPHA BORO,104.8,21,66340,54,62.3,47,52930,32
B. K-8 / 0 - 400,WARREN,2040,HARMONY TWP,65.8,50,67281,55,61.5,48,67916,55
B. K-8 / 0 - 400,WARREN,2250,HOPE TWP,74.3,41,61415,46,75,37,63888,49
B. K-8 / 0 - 400,WARREN,3890,OXFORD TWP,98.3,25,63796,51,92.7,26,64440,51
B. K-8 / 0 - 400,WARREN,4200,POHATCONG TWP,82.4,35,59766,42,118.3,18,66506,54
B. K-8 / 0 - 400,WARREN,5780,WHITE TWP,66.5,49,55155,36,52.9,56,65962,53
C. K-8 / 401 - 750,,,K-8 Average,80.4,,65967,,79.1,,66195,
C. K-8 / 401 - 750,ATLANTIC,1300,EGG HARBOR CITY,57.8,60,51056,9,63,59,54755,15
C. K-8 / 401 - 750,ATLANTIC,1540,FOLSOM BORO,72.4,47,61805,34,74.3,44,65325,41
C. K-8 / 401 - 750,ATLANTIC,3020,MARGATE CITY,70.8,49,83820,62,78.4,35,72660,54
C. K-8 / 401 - 750,ATLANTIC,3480,MULLICA TWP,100,12,51305,10,109.2,6,55825,18
C. K-8 / 401 - 750,BERGEN,740,CARLSTADT BORO,96.9,14,64916,41,94.9,15,61344,34
C. K-8 / 401 - 750,BERGEN,1070,DEMAREST BORO,60.2,58,72116,55,58.5,62,69642,51
C. K-8 / 401 - 750,BERGEN,1380,ENGLEWOOD CLIFFS BORO,68.6,52,54804,16,73.3,45,58135,26
C. K-8 / 401 - 750,BERGEN,2050,HARRINGTON PARK BORO,83.8,31,56495,21,96,13,54724,14
C. K-8 / 401 - 750,BERGEN,2090,HAWORTH BORO,44.6,65,85868,65,48.1,65,103144,65
C. K-8 / 401 - 750,BERGEN,2200,HO HO KUS BORO,85.7,29,70200,54,78,36,80714,61
C. K-8 / 401 - 750,BERGEN,3730,NORTHVALE BORO,95.3,16,84295,64,91.6,18,77732,59
C. K-8 / 401 - 750,BERGEN,3740,NORWOOD BORO,87.3,26,65392,43,75.8,42,68841,49
C. K-8 / 401 - 750,BERGEN,4470,ROCHELLE PARK TWP,69.7,51,79551,60,71.9,48,53076,11
C. K-8 / 401 - 750,BURLINGTON,1250,EASTAMPTON TWP,81.9,36,53150,14,69.9,50,53650,12
C. K-8 / 401 - 750,BURLINGTON,1910,HAINESPORT TWP,91.2,20,52235,12,78,36,51442,7
C. K-8 / 401 - 750,BURLINGTON,3070,MEDFORD LAKES BORO,89,24,50064,8,106.6,8,51645,9
C. K-8 / 401 - 750,CAMDEN,190,BARRINGTON BORO,83.9,30,55795,17,83,29,53910,13
C. K-8 / 401 - 750,CAMDEN,340,BERLIN TWP,55.4,62,59413,29,69.2,52,59513,30
C. K-8 / 401 - 750,CAMDEN,880,CLEMENTON BORO,63.8,57,48180,4,77.8,38,48480,3
C. K-8 / 401 - 750,CAMDEN,2890,MAGNOLIA BORO,81.3,37,47500,3,80.4,31,51513,8
C. K-8 / 401 - 750,CAMDEN,3420,MOUNT EPHRAIM BORO,118,3,49510,7,88.4,20,57681,22
C. K-8 / 401 - 750,CAMDEN,4790,SOMERDALE BORO,89.1,22,55982,18,86.3,22,58395,27
C. K-8 / 401 - 750,CAMDEN,5900,WOODLYNNE BORO,97.7,13,60210,30,93.9,16,61009,33
C. K-8 / 401 - 750,CAPE MAY,1080,DENNIS TWP,48.9,64,49181,5,48.7,64,49897,5
C. K-8 / 401 - 750,CUMBERLAND,950,COMMERCIAL TWP,82,35,56344,20,72.6,47,57973,25
C. K-8 / 401 - 750,CUMBERLAND,1460,FAIRFIELD TWP,154,2,58840,27,122.6,4,59827,31
C. K-8 / 401 - 750,CUMBERLAND,2270,HOPEWELL TWP,85.8,28,66574,46,82.9,30,66574,45
C. K-8 / 401 - 750,CUMBERLAND,2570,LAWRENCE TWP,220.5,1,66354,45,155.3,2,55892,19
C. K-8 / 401 - 750,GLOUCESTER,1830,GREENWICH TWP,58.7,59,66612,47,67.9,53,67810,46
C. K-8 / 401 - 750,HUNTERDON,20,ALEXANDRIA TWP,64.7,56,61976,35,64.8,56,61976,36
C. K-8 / 401 - 750,HUNTERDON,370,BETHLEHEM TWP,56.3,61,57108,23,65.8,54,50592,6
C. K-8 / 401 - 750,HUNTERDON,910,CLINTON-GLEN GARDNER,74.6,41,84267,63,86,23,79092,60
C. K-8 / 401 - 750,HUNTERDON,1040,DELAWARE TWP,83.8,31,49466,6,78.5,34,49466,4
C. K-8 / 401 - 750,HUNTERDON,1160,EAST AMWELL TWP,66,55,60880,32,61.6,60,61880,35
C. K-8 / 401 - 750,HUNTERDON,2220,HOLLAND TWP,77.1,40,66086,44,76.1,41,66086,43
C. K-8 / 401 - 750,HUNTERDON,2450,KINGWOOD TWP,66.9,54,60363,31,59,61,59374,29
C. K-8 / 401 - 750,HUNTERDON,2600,LEBANON TWP,70,50,56723,22,65.4,55,57323,20
C. K-8 / 401 - 750,HUNTERDON,5180,TEWKSBURY TWP,74.5,43,64983,42,78.7,33,69513,50
C. K-8 / 401 - 750,HUNTERDON,5270,UNION TWP,88.1,25,64316,40,64.4,57,66095,44
C. K-8 / 401 - 750,MIDDLESEX,970,CRANBURY TWP,89.1,22,68021,49,77.6,39,62250,37
C. K-8 / 401 - 750,MIDDLESEX,2370,JAMESBURG BORO,82.4,34,62395,36,83.3,28,65652,42
C. K-8 / 401 - 750,MIDDLESEX,3220,MILLTOWN BORO,90.5,21,54201,15,85.8,24,57368,21
C. K-8 / 401 - 750,MONMOUTH,270,BELMAR BORO,95,17,68800,51,83.6,27,64300,39
C. K-8 / 401 - 750,MONMOUTH,560,BRIELLE BORO,115.9,4,61470,33,88.2,21,59835,32
C. K-8 / 401 - 750,MONMOUTH,3830,OCEANPORT BORO,92.3,19,59375,28,80.2,32,58400,28
C. K-8 / 401 - 750,MONMOUTH,4770,SHREWSBURY BORO,86.8,27,52175,11,69.9,50,52175,10
C. K-8 / 401 - 750,MONMOUTH,5230,UNION BEACH,93,18,69735,53,91.9,17,75695,58
C. K-8 / 401 - 750,MONMOUTH,5640,WEST LONG BRANCH BORO,111.5,6,62768,37,113.2,5,62768,38
C. K-8 / 401 - 750,MORRIS,460,BOONTON TWP,107.1,7,63138,38,97.4,12,84363,63
C. K-8 / 401 - 750,MORRIS,3090,MENDHAM BORO,105.6,9,53125,13,132,3,55500,17
C. K-8 / 401 - 750,MORRIS,3380,MORRIS PLAINS BORO,106.7,8,57777,24,104.7,11,57777,23
C. K-8 / 401 - 750,MORRIS,4480,ROCKAWAY BORO,114.7,5,56128,19,218.8,1,68553,48
C. K-8 / 401 - 750,OCEAN,2500,LAKEHURST BORO,74.6,41,57820,25,105.6,9,57820,24
C. K-8 / 401 - 750,PASSAIC,420,BLOOMINGDALE BORO,73.1,46,69210,52,64.3,58,71746,52
C. K-8 / 401 - 750,PASSAIC,3640,NORTH HALEDON BORO,74,44,67760,48,72.8,46,71941,53
C. K-8 / 401 - 750,SALEM,60,ALLOWAY TWP,78.7,38,41057,1,85,25,68462,47
C. K-8 / 401 - 750,SOMERSET,240,BEDMINSTER TWP,54.2,63,68679,50,51.8,63,64505,40
C. K-8 / 401 - 750,SOMERSET,4850,SOUTH BOUND BROOK,71.7,48,63153,39,74.8,43,73798,55
C. K-8 / 401 - 750,SOMERSET,5540,WATCHUNG BORO,77.6,39,72200,56,76.3,40,75600,57
C. K-8 / 401 - 750,SUSSEX,90,ANDOVER REG,102.7,11,75003,58,96,13,75003,56
C. K-8 / 401 - 750,SUSSEX,1560,FRANKFORD TWP,82.5,33,76872,59,90.2,19,88700,64
C. K-8 / 401 - 750,SUSSEX,1570,FRANKLIN BORO,73.7,45,82155,61,71.6,49,83580,62
C. K-8 / 401 - 750,SUSSEX,1800,GREEN TWP,96.3,15,72536,57,105.6,9,55330,16
C. K-8 / 401 - 750,UNION,1710,GARWOOD BORO,103.7,10,41286,2,107.4,7,41286,1
C. K-8 / 401 - 750,WARREN,30,ALLAMUCHY TWP,68.5,53,58250,26,84.6,26,46828,2
D. K-8 / 751 +,,,K-8 Average,80.4,,65967,,79.1,,66195,
D. K-8 / 751 +,ATLANTIC,10,ABSECON CITY,141.8,3,75957,66,166.8,1,73332,55
D. K-8 / 751 +,ATLANTIC,570,BRIGANTINE CITY,72.5,63,81976,79,69.8,63,81976,75
D. K-8 / 751 +,ATLANTIC,1690,GALLOWAY TWP,80.5,46,60045,16,84.9,33,59495,12
D. K-8 / 751 +,ATLANTIC,1940,HAMILTON TWP,112.6,9,72205,55,114.4,8,74371,58
D. K-8 / 751 +,ATLANTIC,2680,LINWOOD CITY,74.5,55,54196,3,78.8,44,55109,3
D. K-8 / 751 +,ATLANTIC,3720,NORTHFIELD CITY,102.9,13,74988,63,93.3,23,75159,60
D. K-8 / 751 +,ATLANTIC,4800,SOMERS POINT CITY,70.9,67,56020,7,79.4,42,63452,24
D. K-8 / 751 +,ATLANTIC,5350,VENTNOR CITY,109.2,10,62175,23,100.6,16,69827,50
D. K-8 / 751 +,BERGEN,40,ALLENDALE BORO,92.9,20,74615,61,102.7,13,79605,69
D. K-8 / 751 +,BERGEN,930,CLOSTER BORO,78.1,48,71542,51,76.3,49,80524,72
D. K-8 / 751 +,BERGEN,1230,EAST RUTHERFORD BORO,72.4,64,97457,87,73.7,53,99797,86
D. K-8 / 751 +,BERGEN,1470,FAIRVIEW BORO,132.9,4,63575,26,134.1,4,63575,25
D. K-8 / 751 +,BERGEN,1580,FRANKLIN LAKES BORO,54.7,87,56292,8,55.7,83,62906,22
D. K-8 / 751 +,BERGEN,2180,HILLSDALE BORO,102.8,14,74254,60,79.9,40,73641,57
D. K-8 / 751 +,BERGEN,2710,LITTLE FERRY BORO,98.3,18,72054,53,116.8,5,75437,61
D. K-8 / 751 +,BERGEN,3060,MAYWOOD BORO,91.5,24,75000,64,101.6,15,60625,16
D. K-8 / 751 +,BERGEN,3330,MONTVALE BORO,99.2,15,70115,48,97.7,18,69502,48
D. K-8 / 751 +,BERGEN,3760,OAKLAND BORO,60.2,81,81405,77,57.9,82,84048,80
D. K-8 / 751 +,BERGEN,3850,OLD TAPPAN BORO,86.9,31,78862,71,85.7,30,89131,83
D. K-8 / 751 +,BERGEN,4430,RIVER VALE TWP,91.3,25,71755,52,113.3,9,77030,64
D. K-8 / 751 +,BERGEN,5330,UPPER SADDLE RIVER BORO,81.9,42,65902,33,71,58,64000,27
D. K-8 / 751 +,BERGEN,5880,WOODCLIFF LAKE BORO,74.3,56,67134,39,72.6,56,62819,21
D. K-8 / 751 +,BERGEN,5920,WYCKOFF TWP,69.2,72,89019,84,65.7,71,83055,78
D. K-8 / 751 +,BURLINGTON,1280,EDGEWATER PARK TWP,85.3,36,77663,68,85.9,29,69183,44
D. K-8 / 751 +,BURLINGTON,1420,EVESHAM TWP,76,53,63800,27,79.1,43,69150,43
D. K-8 / 751 +,BURLINGTON,2850,LUMBERTON TWP,70.9,67,67600,44,64.6,72,64450,28
D. K-8 / 751 +,BURLINGTON,3080,MEDFORD TWP,72.4,64,72155,54,70.1,61,70150,51
D. K-8 / 751 +,BURLINGTON,3430,MOUNT HOLLY TWP,76.4,52,81618,78,70,62,81043,73
D. K-8 / 751 +,BURLINGTON,3440,MOUNT LAUREL TWP,72.8,62,65959,34,71.2,57,67500,40
D. K-8 / 751 +,BURLINGTON,4740,SHAMONG TWP,83.4,39,82680,80,81.8,37,77980,67
D. K-8 / 751 +,BURLINGTON,4930,SOUTHAMPTON TWP,79.8,47,59550,15,78.1,45,62200,18
D. K-8 / 751 +,BURLINGTON,5130,TABERNACLE TWP,81.8,43,60090,17,60.9,79,59816,14
D. K-8 / 751 +,BURLINGTON,5720,WESTAMPTON,95.1,19,75308,65,108.8,12,74651,59
D. K-8 / 751 +,CAMDEN,260,BELLMAWR BORO,143.3,1,79556,73,141.9,2,84263,81
D. K-8 / 751 +,CAMDEN,330,BERLIN BORO,73.3,61,55208,6,96.9,19,54778,2
D. K-8 / 751 +,CAMDEN,1780,GLOUCESTER TWP,84.6,37,74856,62,83.8,34,84850,82
D. K-8 / 751 +,CAMDEN,4590,RUNNEMEDE BORO,75.7,54,53825,2,79.7,41,55700,4
D. K-8 / 751 +,CAMDEN,5080,STRATFORD BORO,89.6,26,58635,11,70.4,60,60517,15
D. K-8 / 751 +,CAMDEN,5400,VOORHEES TWP,76.6,51,90608,85,81,38,89290,84
D. K-8 / 751 +,CAPE MAY,5340,UPPER TWP,76.9,50,78720,70,74.8,52,69365,45
D. K-8 / 751 +,CUMBERLAND,5300,UPPER DEERFIELD TWP,59.1,84,67447,43,67.9,66,69613,49
D. K-8 / 751 +,GLOUCESTER,2750,LOGAN TWP,108.6,11,65185,32,112.9,10,67214,39
D. K-8 / 751 +,HUDSON,1850,GUTTENBERG TOWN,141.9,2,66419,37,135.5,3,70642,52
D. K-8 / 751 +,HUNTERDON,920,CLINTON TWP,58.7,85,64635,30,54.7,84,65673,33
D. K-8 / 751 +,HUNTERDON,1510,FLEMINGTON-RARITAN REG,87.6,29,79845,74,83.6,35,76758,62
D. K-8 / 751 +,HUNTERDON,4350,READINGTON TWP,69.9,70,69929,47,69.6,64,68848,42
D. K-8 / 751 +,MONMOUTH,945,COLTS NECK TWP,69.9,70,65115,31,66.9,68,65115,29
D. K-8 / 751 +,MONMOUTH,1260,EATONTOWN BORO,60.1,82,73534,59,59.7,80,73534,56
D. K-8 / 751 +,MONMOUTH,1440,FAIR HAVEN BORO,89.5,27,55157,5,76.6,47,58037,9
D. K-8 / 751 +,MONMOUTH,1640,FREEHOLD BORO,104,12,52780,1,96.7,20,50553,1
D. K-8 / 751 +,MONMOUTH,1660,FREEHOLD TWP,81.5,44,64476,29,74.9,51,66830,36
D. K-8 / 751 +,MONMOUTH,2290,HOWELL TWP,82.1,41,96775,86,76.5,48,96775,85
D. K-8 / 751 +,MONMOUTH,2720,LITTLE SILVER BORO,70.7,69,66350,36,69.6,64,59700,13
D. K-8 / 751 +,MONMOUTH,2920,MANALAPAN-ENGLISHTOWN REG,91.9,22,83328,81,86,28,78978,68
D. K-8 / 751 +,MONMOUTH,3030,MARLBORO TWP,87,30,70850,50,85.2,32,70855,53
D. K-8 / 751 +,MONMOUTH,3200,MILLSTONE TWP,99.2,15,60960,21,87.8,25,63895,26
D. K-8 / 751 +,MONMOUTH,4360,RED BANK BORO,73.7,58,57383,9,86.2,27,58835,10
D. K-8 / 751 +,MONMOUTH,4570,RUMSON BORO,121.8,6,67980,45,99.4,17,68410,41
D. K-8 / 751 +,MONMOUTH,5185,TINTON FALLS,86.9,31,67354,40,86.6,26,67054,37
