GROUP,CONAME,DIST,DISTNAME,EX121,EX221
C. K-8 / 401 - 750,MORRIS,460,BOONTON TWP,0,115607
C. K-8 / 401 - 750,MORRIS,3090,MENDHAM BORO,23051,114269
C. K-8 / 401 - 750,MORRIS,3380,MORRIS PLAINS BORO,200772,0
C. K-8 / 401 - 750,MORRIS,4480,ROCKAWAY BORO,31923,21851
C. K-8 / 401 - 750,OCEAN,2500,LAKEHURST BORO,0,0
C. K-8 / 401 - 750,PASSAIC,420,BLOOMINGDALE BORO,0,42485
C. K-8 / 401 - 750,PASSAIC,3640,NORTH HALEDON BORO,111286,150937
C. K-8 / 401 - 750,SALEM,60,ALLOWAY TWP,130553,418560
C. K-8 / 401 - 750,SOMERSET,240,BEDMINSTER TWP,29748,0
C. K-8 / 401 - 750,SOMERSET,4850,SOUTH BOUND BROOK,249366,155339
C. K-8 / 401 - 750,SOMERSET,5540,WATCHUNG BORO,525634,528364
C. K-8 / 401 - 750,SUSSEX,90,ANDOVER REG,9869,0
C. K-8 / 401 - 750,SUSSEX,1560,FRANKFORD TWP,159619,100000
C. K-8 / 401 - 750,SUSSEX,1570,FRANKLIN BORO,118203,170825
C. K-8 / 401 - 750,SUSSEX,1800,GREEN TWP,240075,274221
C. K-8 / 401 - 750,UNION,1710,GARWOOD BORO,0,184283
C. K-8 / 401 - 750,WARREN,30,ALLAMUCHY TWP,0,0
D. K-8 / 751 +,ATLANTIC,10,ABSECON CITY,133042,200691
D. K-8 / 751 +,ATLANTIC,570,BRIGANTINE CITY,8764,288634
D. K-8 / 751 +,ATLANTIC,1690,GALLOWAY TWP,643593,3720544
D. K-8 / 751 +,ATLANTIC,1940,HAMILTON TWP,777672,1645320
D. K-8 / 751 +,ATLANTIC,2680,LINWOOD CITY,322967,465283
D. K-8 / 751 +,ATLANTIC,3720,NORTHFIELD CITY,125264,206464
D. K-8 / 751 +,ATLANTIC,4800,SOMERS POINT CITY,246222,444761
D. K-8 / 751 +,ATLANTIC,5350,VENTNOR CITY,130101,261845
D. K-8 / 751 +,BERGEN,40,ALLENDALE BORO,236415,510099
D. K-8 / 751 +,BERGEN,930,CLOSTER BORO,277708,300000
D. K-8 / 751 +,BERGEN,1230,EAST RUTHERFORD BORO,0,0
D. K-8 / 751 +,BERGEN,1470,FAIRVIEW BORO,0,0
D. K-8 / 751 +,BERGEN,1580,FRANKLIN LAKES BORO,320739,332232
D. K-8 / 751 +,BERGEN,2180,HILLSDALE BORO,225608,93060
D. K-8 / 751 +,BERGEN,2710,LITTLE FERRY BORO,0,0
D. K-8 / 751 +,BERGEN,3060,MAYWOOD BORO,369633,217906
D. K-8 / 751 +,BERGEN,3330,MONTVALE BORO,35596,311798
D. K-8 / 751 +,BERGEN,3760,OAKLAND BORO,0,42848
D. K-8 / 751 +,BERGEN,3850,OLD TAPPAN BORO,1824237,2247755
D. K-8 / 751 +,BERGEN,4430,RIVER VALE TWP,255377,253341
D. K-8 / 751 +,BERGEN,5330,UPPER SADDLE RIVER BORO,491465,640027
D. K-8 / 751 +,BERGEN,5880,WOODCLIFF LAKE BORO,87371,50762
D. K-8 / 751 +,BERGEN,5920,WYCKOFF TWP,123971,600000
D. K-8 / 751 +,BURLINGTON,1280,EDGEWATER PARK TWP,0,72060
D. K-8 / 751 +,BURLINGTON,1420,EVESHAM TWP,0,118942
D. K-8 / 751 +,BURLINGTON,2850,LUMBERTON TWP,302103,1040703
D. K-8 / 751 +,BURLINGTON,3080,MEDFORD TWP,0,1038338
D. K-8 / 751 +,BURLINGTON,3430,MOUNT HOLLY TWP,411655,420968
D. K-8 / 751 +,BURLINGTON,3440,MOUNT LAUREL TWP,1522280,2571404
D. K-8 / 751 +,BURLINGTON,4740,SHAMONG TWP,155907,622328
D. K-8 / 751 +,BURLINGTON,4930,SOUTHAMPTON TWP,239957,207882
D. K-8 / 751 +,BURLINGTON,5130,TABERNACLE TWP,110149,838482
D. K-8 / 751 +,BURLINGTON,5720,WESTAMPTON,0,86408
D. K-8 / 751 +,CAMDEN,260,BELLMAWR BORO,0,0
D. K-8 / 751 +,CAMDEN,330,BERLIN BORO,72212,134320
D. K-8 / 751 +,CAMDEN,1780,GLOUCESTER TWP,1488991,4188118
D. K-8 / 751 +,CAMDEN,4590,RUNNEMEDE BORO,93490,75173
D. K-8 / 751 +,CAMDEN,5080,STRATFORD BORO,0,57456
D. K-8 / 751 +,CAMDEN,5400,VOORHEES TWP,0,963853
D. K-8 / 751 +,CAPE MAY,5340,UPPER TWP,168650,442158
D. K-8 / 751 +,CUMBERLAND,5300,UPPER DEERFIELD TWP,0,0
D. K-8 / 751 +,GLOUCESTER,2750,LOGAN TWP,351346,1236510
D. K-8 / 751 +,HUDSON,1850,GUTTENBERG TOWN,69037,291946
D. K-8 / 751 +,HUNTERDON,920,CLINTON TWP,0,3502
D. K-8 / 751 +,HUNTERDON,1510,FLEMINGTON-RARITAN REG,747554,1396835
D. K-8 / 751 +,HUNTERDON,4350,READINGTON TWP,646556,649045
D. K-8 / 751 +,MONMOUTH,945,COLTS NECK TWP,0,0
D. K-8 / 751 +,MONMOUTH,1260,EATONTOWN BORO,252997,320586
D. K-8 / 751 +,MONMOUTH,1440,FAIR HAVEN BORO,201614,129911
D. K-8 / 751 +,MONMOUTH,1640,FREEHOLD BORO,257525,106865
D. K-8 / 751 +,MONMOUTH,1660,FREEHOLD TWP,315179,758604
D. K-8 / 751 +,MONMOUTH,2290,HOWELL TWP,305192,772620
D. K-8 / 751 +,MONMOUTH,2720,LITTLE SILVER BORO,368237,531760
D. K-8 / 751 +,MONMOUTH,2920,MANALAPAN-ENGLISHTOWN REG,657729,587514
D. K-8 / 751 +,MONMOUTH,3030,MARLBORO TWP,0,2344937
D. K-8 / 751 +,MONMOUTH,3200,MILLSTONE TWP,0,0
D. K-8 / 751 +,MONMOUTH,4360,RED BANK BORO,274405,0
D. K-8 / 751 +,MONMOUTH,4570,RUMSON BORO,0,278454
D. K-8 / 751 +,MONMOUTH,5185,TINTON FALLS,1218276,2658008
D. K-8 / 751 +,MORRIS,820,CHESTER TWP,129423,521416
D. K-8 / 751 +,MORRIS,1090,DENVILLE TWP,0,13009
D. K-8 / 751 +,MORRIS,1190,EAST HANOVER TWP,30713,44647
D. K-8 / 751 +,MORRIS,1530,FLORHAM PARK BORO,0,0
D. K-8 / 751 +,MORRIS,2000,HANOVER TWP,126107,154982
D. K-8 / 751 +,MORRIS,2650,LINCOLN PARK BORO,134475,747322
D. K-8 / 751 +,MORRIS,3100,MENDHAM TWP,103102,386314
D. K-8 / 751 +,MORRIS,4000,LONG HILL TWP,0,100000
D. K-8 / 751 +,MORRIS,4490,ROCKAWAY TWP,0,0
D. K-8 / 751 +,MORRIS,5520,WASHINGTON TWP,273976,23151
D. K-8 / 751 +,MORRIS,5770,WHARTON BORO,39593,4623
D. K-8 / 751 +,PASSAIC,1920,HALEDON BORO,0,404759
D. K-8 / 751 +,PASSAIC,2700,LITTLE FALLS TWP,0,300741
D. K-8 / 751 +,PASSAIC,4270,PROSPECT PARK BORO,0,1215539
D. K-8 / 751 +,PASSAIC,4400,RINGWOOD BORO,147806,165651
D. K-8 / 751 +,PASSAIC,5200,TOTOWA BORO,1145675,1090006
D. K-8 / 751 +,PASSAIC,5440,WANAQUE BORO,300772,226067
D. K-8 / 751 +,PASSAIC,5690,WOODLAND PARK,259027,202392
D. K-8 / 751 +,SOMERSET,510,BRANCHBURG TWP,0,354158
D. K-8 / 751 +,SOMERSET,1810,GREEN BROOK TWP,0,313994
D. K-8 / 751 +,SOMERSET,5470,WARREN TWP,208180,439876
D. K-8 / 751 +,SUSSEX,640,BYRAM TWP,0,0
D. K-8 / 751 +,SUSSEX,2030,HARDYSTON TWP,4562,0
D. K-8 / 751 +,SUSSEX,5100,SUSSEX-WANTAGE REGIONAL,0,57896
D. K-8 / 751 +,UNION,3470,MOUNTAINSIDE BORO,0,0
D. K-8 / 751 +,WARREN,1785,GREAT MEADOWS REGIONAL,5853,0
D. K-8 / 751 +,WARREN,1840,GREENWICH TWP,30122,0
D. K-8 / 751 +,WARREN,2790,LOPATCONG TWP,0,197824
E. K-12 / 0 - 1800,BERGEN,440,BOGOTA BORO,0,19405
E. K-12 / 0 - 1800,BERGEN,990,CRESSKILL BORO,0,0
E. K-12 / 0 - 1800,BERGEN,1360,EMERSON BORO,0,0
E. K-12 / 0 - 1800,BERGEN,2080,HASBROUCK HEIGHTS BORO,37009,108320
E. K-12 / 0 - 1800,BERGEN,3170,MIDLAND PARK BORO,401587,338486
E. K-12 / 0 - 1800,BERGEN,3600,NORTH ARLINGTON BORO,336956,381029
E. K-12 / 0 - 1800,BERGEN,3910,PALISADES PARK,0,17694
E. K-12 / 0 - 1800,BERGEN,3940,PARK RIDGE BORO,222771,174681
E. K-12 / 0 - 1800,BERGEN,4370,RIDGEFIELD BORO,0,0
E. K-12 / 0 - 1800,BERGEN,4610,SADDLE BROOK TWP,0,93128
E. K-12 / 0 - 1800,BERGEN,5410,WALDWICK BORO,519595,620323
E. K-12 / 0 - 1800,BERGEN,5430,WALLINGTON BORO,0,131296
E. K-12 / 0 - 1800,BERGEN,5830,WOOD-RIDGE BORO,233592,466781
E. K-12 / 0 - 1800,BURLINGTON,1520,FLORENCE TWP,700597,599041
E. K-12 / 0 - 1800,BURLINGTON,3920,PALMYRA BORO,0,461127
E. K-12 / 0 - 1800,BURLINGTON,4450,RIVERSIDE TWP,309003,738456
E. K-12 / 0 - 1800,CAMDEN,150,AUDUBON BORO,0,0
E. K-12 / 0 - 1800,CAMDEN,1880,HADDON HEIGHTS BORO,0,89983
E. K-12 / 0 - 1800,CAMDEN,3770,OAKLYN BORO,0,0
E. K-12 / 0 - 1800,CAPE MAY,5790,WILDWOOD CITY,778010,0
E. K-12 / 0 - 1800,ESSEX,760,CEDAR GROVE TWP,247316,426436
E. K-12 / 0 - 1800,GLOUCESTER,860,CLAYTON BORO,712354,295988
E. K-12 / 0 - 1800,GLOUCESTER,4020,PAULSBORO BORO,0,0
E. K-12 / 0 - 1800,GLOUCESTER,4140,PITMAN BORO,0,406189
E. K-12 / 0 - 1800,GLOUCESTER,5860,WOODBURY CITY,397018,532229
E. K-12 / 0 - 1800,HUDSON,5580,WEEHAWKEN TWP,159264,457854
E. K-12 / 0 - 1800,MIDDLESEX,1140,DUNELLEN BORO,17193,46135
E. K-12 / 0 - 1800,MIDDLESEX,2150,HIGHLAND PARK BORO,61787,157958
E. K-12 / 0 - 1800,MIDDLESEX,4830,SOUTH AMBOY CITY,210894,179606
E. K-12 / 0 - 1800,MIDDLESEX,4970,SPOTSWOOD BORO,139652,460140
E. K-12 / 0 - 1800,MONMOUTH,2400,KEANSBURG BORO,1048079,2085279
E. K-12 / 0 - 1800,MONMOUTH,2430,KEYPORT BORO,32639,300534
E. K-12 / 0 - 1800,MONMOUTH,2930,MANASQUAN BORO,0,213684
E. K-12 / 0 - 1800,MORRIS,450,BOONTON TOWN,0,0
E. K-12 / 0 - 1800,MORRIS,630,BUTLER BORO,0,86670
E. K-12 / 0 - 1800,MORRIS,3460,MOUNTAIN LAKES BORO,0,1064154
E. K-12 / 0 - 1800,OCEAN,4190,PLUMSTED TWP,0,0
E. K-12 / 0 - 1800,OCEAN,4220,POINT PLEASANT BEACH BORO,106755,101805
E. K-12 / 0 - 1800,PASSAIC,4230,POMPTON LAKES BORO,329846,0
E. K-12 / 0 - 1800,SALEM,4150,PITTSGROVE TWP,0,0
E. K-12 / 0 - 1800,SALEM,4630,SALEM CITY,5956,72625
E. K-12 / 0 - 1800,SALEM,5910,WOODSTOWN-PILESGROVE REG,160654,162299
E. K-12 / 0 - 1800,SOMERSET,490,BOUND BROOK BORO,0,432781
E. K-12 / 0 - 1800,SOMERSET,3000,MANVILLE BORO,0,0
E. K-12 / 0 - 1800,SUSSEX,3590,NEWTON TOWN,4732,132102
E. K-12 / 0 - 1800,UNION,2420,KENILWORTH BORO,60989,57513
E. K-12 / 0 - 1800,WARREN,280,BELVIDERE TOWN,0,0
F. K-12 / 1801 - 3500,ATLANTIC,590,BUENA REGIONAL,0,979011
F. K-12 / 1801 - 3500,BERGEN,890,CLIFFSIDE PARK BORO,461659,1422639
F. K-12 / 1801 - 3500,BERGEN,1130,DUMONT BORO,17598,577937
F. K-12 / 1801 - 3500,BERGEN,1345,ELMWOOD PARK,0,0
F. K-12 / 1801 - 3500,BERGEN,1370,ENGLEWOOD CITY,279997,2277438
F. K-12 / 1801 - 3500,BERGEN,1760,GLEN ROCK BORO,648376,870051
F. K-12 / 1801 - 3500,BERGEN,2620,LEONIA BORO,595241,1028230
F. K-12 / 1801 - 3500,BERGEN,2740,LODI BOROUGH,1042765,1590260
F. K-12 / 1801 - 3500,BERGEN,2860,LYNDHURST TWP,0,71212
F. K-12 / 1801 - 3500,BERGEN,2900,MAHWAH TWP,622165,810555
F. K-12 / 1801 - 3500,BERGEN,3550,NEW MILFORD BORO,0,366087
F. K-12 / 1801 - 3500,BERGEN,4310,RAMSEY BORO,840339,2075896
F. K-12 / 1801 - 3500,BERGEN,4380,RIDGEFIELD PARK TWP,0,109982
F. K-12 / 1801 - 3500,BERGEN,4600,RUTHERFORD BORO,0,0
F. K-12 / 1801 - 3500,BERGEN,5755,WESTWOOD REGIONAL,500000,750000
F. K-12 / 1801 - 3500,BURLINGTON,475,BORDENTOWN REGIONAL,0,924707
F. K-12 / 1801 - 3500,BURLINGTON,600,BURLINGTON CITY,0,538764
F. K-12 / 1801 - 3500,BURLINGTON,840,CINNAMINSON TWP,109575,1282332
F. K-12 / 1801 - 3500,BURLINGTON,1060,DELRAN TWP,247093,1337784
F. K-12 / 1801 - 3500,BURLINGTON,3010,MAPLE SHADE TWP,497615,777483
F. K-12 / 1801 - 3500,CAMDEN,940,COLLINGSWOOD BORO,0,2234598
F. K-12 / 1801 - 3500,CAMDEN,1770,GLOUCESTER CITY,0,0
F. K-12 / 1801 - 3500,CAMDEN,1890,HADDON TWP,0,138174
F. K-12 / 1801 - 3500,CAMDEN,1900,HADDONFIELD BORO,109208,679906
F. K-12 / 1801 - 3500,CAMDEN,2670,LINDENWOLD BORO,463118,499989
F. K-12 / 1801 - 3500,CAMDEN,4110,PINE HILL BORO,0,0
F. K-12 / 1801 - 3500,CAPE MAY,3130,MIDDLE TWP,508572,2307006
F. K-12 / 1801 - 3500,CAPE MAY,3780,OCEAN CITY,1212782,1554712
